#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
             1759	1.0492301821e-01	1.0492322519e-01
             1760	1.0492301394e-01	1.0492322092e-01
             1761	1.0492300993e-01	1.0492321692e-01
             1762	1.0492300578e-01	1.0492321277e-01
             1763	1.0492300157e-01	1.0492320856e-01
             1764	1.0492299743e-01	1.0492320443e-01
             1765	1.0492299342e-01	1.0492320041e-01
             1766	1.0492298915e-01	1.0492319615e-01
             1767	1.0492298507e-01	1.0492319207e-01
             1768	1.0492298079e-01	1.0492318779e-01
             1769	1.0492297656e-01	1.0492318356e-01
             1770	1.0492297244e-01	1.0492317944e-01
             1771	1.0492296824e-01	1.0492317525e-01
             1772	1.0492296400e-01	1.0492317101e-01
             1773	1.0492295967e-01	1.0492316668e-01
             1774	1.0492295533e-01	1.0492316234e-01
             1775	1.0492295111e-01	1.0492315812e-01
             1776	1.0492294687e-01	1.0492315388e-01
             1777	1.0492294278e-01	1.0492314980e-01
             1778	1.0492293849e-01	1.0492314551e-01
             1779	1.0492293432e-01	1.0492314134e-01
             1780	1.0492293025e-01	1.0492313727e-01
             1781	1.0492292609e-01	1.0492313311e-01
             1782	1.0492292185e-01	1.0492312888e-01
             1783	1.0492291773e-01	1.0492312476e-01
             1784	1.0492291371e-01	1.0492312074e-01
             1785	1.0492290968e-01	1.0492311672e-01
             1786	1.0492290560e-01	1.0492311263e-01
             1787	1.0492290146e-01	1.0492310850e-01
             1788	1.0492289729e-01	1.0492310433e-01
             1789	1.0492289318e-01	1.0492310022e-01
             1790	1.0492288919e-01	1.0492309623e-01
             1791	1.0492288508e-01	1.0492309212e-01
             1792	1.0492288096e-01	1.0492308801e-01
             1793	1.0492287681e-01	1.0492308386e-01
             1794	1.0492287269e-01	1.0492307974e-01
             1795	1.0492286852e-01	1.0492307558e-01
             1796	1.0492286447e-01	1.0492307152e-01
             1797	1.0492286038e-01	1.0492306744e-01
             1798	1.0492285641e-01	1.0492306347e-01
             1799	1.0492285244e-01	1.0492305950e-01
             1800	1.0492284837e-01	1.0492305543e-01
             1801	1.0492284429e-01	1.0492305136e-01
             1802	1.0492284017e-01	1.0492304724e-01
             1803	1.0492283603e-01	1.0492304310e-01
             1804	1.0492283194e-01	1.0492303901e-01
             1805	1.0492282788e-01	1.0492303496e-01
             1806	1.0492282376e-01	1.0492303083e-01
             1807	1.0492281970e-01	1.0492302678e-01
             1808	1.0492281561e-01	1.0492302269e-01
             1809	1.0492281164e-01	1.0492301872e-01
             1810	1.0492280758e-01	1.0492301466e-01
             1811	1.0492280347e-01	1.0492301056e-01
             1812	1.0492279930e-01	1.0492300639e-01
             1813	1.0492279514e-01	1.0492300223e-01
             1814	1.0492279109e-01	1.0492299818e-01
             1815	1.0492278693e-01	1.0492299402e-01
             1816	1.0492278286e-01	1.0492298995e-01
             1817	1.0492277880e-01	1.0492298589e-01
             1818	1.0492277475e-01	1.0492298185e-01
             1819	1.0492277072e-01	1.0492297782e-01
             1820	1.0492276659e-01	1.0492297370e-01
             1821	1.0492276259e-01	1.0492296969e-01
             1822	1.0492275864e-01	1.0492296575e-01
             1823	1.0492275463e-01	1.0492296174e-01
             1824	1.0492275063e-01	1.0492295774e-01
             1825	1.0492274651e-01	1.0492295363e-01
             1826	1.0492274255e-01	1.0492294966e-01
             1827	1.0492273845e-01	1.0492294556e-01
             1828	1.0492273438e-01	1.0492294150e-01
             1829	1.0492273044e-01	1.0492293756e-01
             1830	1.0492272651e-01	1.0492293363e-01
             1831	1.0492272253e-01	1.0492292965e-01
             1832	1.0492271850e-01	1.0492292563e-01
             1833	1.0492271454e-01	1.0492292167e-01
             1834	1.0492271054e-01	1.0492291767e-01
             1835	1.0492270664e-01	1.0492291377e-01
             1836	1.0492270252e-01	1.0492290966e-01
             1837	1.0492269852e-01	1.0492290565e-01
             1838	1.0492269461e-01	1.0492290174e-01
             1839	1.0492269059e-01	1.0492289773e-01
             1840	1.0492268650e-01	1.0492289364e-01
             1841	1.0492268261e-01	1.0492288976e-01
             1842	1.0492267860e-01	1.0492288575e-01
             1843	1.0492267458e-01	1.0492288173e-01
             1844	1.0492267064e-01	1.0492287779e-01
             1845	1.0492266667e-01	1.0492287382e-01
             1846	1.0492266260e-01	1.0492286975e-01
             1847	1.0492265875e-01	1.0492286590e-01
             1848	1.0492265471e-01	1.0492286187e-01
             1849	1.0492265080e-01	1.0492285795e-01
             1850	1.0492264689e-01	1.0492285405e-01
             1851	1.0492264301e-01	1.0492285017e-01
             1852	1.0492263912e-01	1.0492284628e-01
             1853	1.0492263518e-01	1.0492284235e-01
             1854	1.0492263137e-01	1.0492283854e-01
             1855	1.0492262743e-01	1.0492283460e-01
             1856	1.0492262345e-01	1.0492283062e-01
             1857	1.0492261951e-01	1.0492282669e-01
             1858	1.0492261557e-01	1.0492282275e-01
             1859	1.0492261172e-01	1.0492281890e-01
             1860	1.0492260772e-01	1.0492281490e-01
             1861	1.0492260389e-01	1.0492281107e-01
             1862	1.0492259995e-01	1.0492280714e-01
             1863	1.0492259621e-01	1.0492280339e-01
             1864	1.0492259227e-01	1.0492279946e-01
             1865	1.0492258839e-01	1.0492279558e-01
             1866	1.0492258446e-01	1.0492279165e-01
             1867	1.0492258056e-01	1.0492278776e-01
             1868	1.0492257678e-01	1.0492278398e-01
             1869	1.0492257278e-01	1.0492277997e-01
             1870	1.0492256868e-01	1.0492277588e-01
             1871	1.0492256483e-01	1.0492277203e-01
             1872	1.0492256088e-01	1.0492276808e-01
             1873	1.0492255700e-01	1.0492276420e-01
             1874	1.0492255311e-01	1.0492276031e-01
             1875	1.0492254926e-01	1.0492275647e-01
             1876	1.0492254528e-01	1.0492275250e-01
             1877	1.0492254125e-01	1.0492274846e-01
             1878	1.0492253741e-01	1.0492274462e-01
             1879	1.0492253349e-01	1.0492274070e-01
             1880	1.0492252954e-01	1.0492273676e-01
             1881	1.0492252579e-01	1.0492273301e-01
             1882	1.0492252184e-01	1.0492272906e-01
             1883	1.0492251793e-01	1.0492272516e-01
             1884	1.0492251401e-01	1.0492272124e-01
             1885	1.0492251010e-01	1.0492271733e-01
             1886	1.0492250628e-01	1.0492271351e-01
             1887	1.0492250221e-01	1.0492270945e-01
             1888	1.0492249837e-01	1.0492270560e-01
             1889	1.0492249448e-01	1.0492270172e-01
             1890	1.0492249063e-01	1.0492269786e-01
             1891	1.0492248687e-01	1.0492269411e-01
             1892	1.0492248309e-01	1.0492269033e-01
             1893	1.0492247925e-01	1.0492268650e-01
             1894	1.0492247537e-01	1.0492268261e-01
             1895	1.0492247142e-01	1.0492267867e-01
             1896	1.0492246758e-01	1.0492267483e-01
             1897	1.0492246361e-01	1.0492267087e-01
             1898	1.0492245974e-01	1.0492266699e-01
             1899	1.0492245578e-01	1.0492266304e-01
             1900	1.0492245182e-01	1.0492265907e-01
             1901	1.0492244797e-01	1.0492265523e-01
             1902	1.0492244423e-01	1.0492265149e-01
             1903	1.0492244033e-01	1.0492264759e-01
             1904	1.0492243646e-01	1.0492264373e-01
             1905	1.0492243269e-01	1.0492263995e-01
             1906	1.0492242872e-01	1.0492263599e-01
             1907	1.0492242486e-01	1.0492263213e-01
             1908	1.0492242095e-01	1.0492262822e-01
             1909	1.0492241712e-01	1.0492262440e-01
             1910	1.0492241332e-01	1.0492262060e-01
             1911	1.0492240951e-01	1.0492261679e-01
             1912	1.0492240556e-01	1.0492261284e-01
             1913	1.0492240171e-01	1.0492260899e-01
             1914	1.0492239772e-01	1.0492260501e-01
             1915	1.0492239396e-01	1.0492260125e-01
             1916	1.0492239021e-01	1.0492259749e-01
             1917	1.0492238626e-01	1.0492259355e-01
             1918	1.0492238236e-01	1.0492258965e-01
             1919	1.0492237858e-01	1.0492258587e-01
             1920	1.0492237471e-01	1.0492258200e-01
             1921	1.0492237086e-01	1.0492257815e-01
             1922	1.0492236703e-01	1.0492257433e-01
             1923	1.0492236323e-01	1.0492257053e-01
             1924	1.0492235939e-01	1.0492256670e-01
             1925	1.0492235565e-01	1.0492256296e-01
             1926	1.0492235190e-01	1.0492255921e-01
             1927	1.0492234808e-01	1.0492255539e-01
             1928	1.0492234428e-01	1.0492255159e-01
             1929	1.0492234049e-01	1.0492254781e-01
             1930	1.0492233676e-01	1.0492254408e-01
             1931	1.0492233302e-01	1.0492254034e-01
             1932	1.0492232921e-01	1.0492253652e-01
             1933	1.0492232537e-01	1.0492253269e-01
             1934	1.0492232159e-01	1.0492252891e-01
             1935	1.0492231797e-01	1.0492252529e-01
             1936	1.0492231420e-01	1.0492252152e-01
             1937	1.0492231042e-01	1.0492251775e-01
             1938	1.0492230658e-01	1.0492251391e-01
             1939	1.0492230282e-01	1.0492251015e-01
             1940	1.0492229897e-01	1.0492250630e-01
             1941	1.0492229525e-01	1.0492250259e-01
             1942	1.0492229146e-01	1.0492249880e-01
             1943	1.0492228767e-01	1.0492249501e-01
             1944	1.0492228390e-01	1.0492249125e-01
             1945	1.0492228010e-01	1.0492248745e-01
             1946	1.0492227637e-01	1.0492248372e-01
             1947	1.0492227257e-01	1.0492247991e-01
             1948	1.0492226878e-01	1.0492247613e-01
             1949	1.0492226488e-01	1.0492247223e-01
             1950	1.0492226107e-01	1.0492246843e-01
             1951	1.0492225720e-01	1.0492246456e-01
             1952	1.0492225351e-01	1.0492246087e-01
             1953	1.0492224969e-01	1.0492245705e-01
             1954	1.0492224578e-01	1.0492245314e-01
             1955	1.0492224207e-01	1.0492244943e-01
             1956	1.0492223825e-01	1.0492244562e-01
             1957	1.0492223450e-01	1.0492244186e-01
             1958	1.0492223068e-01	1.0492243805e-01
             1959	1.0492222698e-01	1.0492243435e-01
             1960	1.0492222322e-01	1.0492243060e-01
             1961	1.0492221947e-01	1.0492242685e-01
             1962	1.0492221578e-01	1.0492242316e-01
             1963	1.0492221208e-01	1.0492241946e-01
             1964	1.0492220836e-01	1.0492241574e-01
             1965	1.0492220458e-01	1.0492241197e-01
             1966	1.0492220082e-01	1.0492240820e-01
             1967	1.0492219707e-01	1.0492240446e-01
             1968	1.0492219334e-01	1.0492240073e-01
             1969	1.0492218951e-01	1.0492239690e-01
             1970	1.0492218574e-01	1.0492239313e-01
             1971	1.0492218195e-01	1.0492238934e-01
             1972	1.0492217818e-01	1.0492238558e-01
             1973	1.0492217450e-01	1.0492238190e-01
             1974	1.0492217060e-01	1.0492237800e-01
             1975	1.0492216683e-01	1.0492237423e-01
             1976	1.0492216300e-01	1.0492237040e-01
             1977	1.0492215932e-01	1.0492236673e-01
             1978	1.0492215552e-01	1.0492236293e-01
             1979	1.0492215187e-01	1.0492235928e-01
             1980	1.0492214813e-01	1.0492235554e-01
             1981	1.0492214447e-01	1.0492235188e-01
             1982	1.0492214075e-01	1.0492234816e-01
             1983	1.0492213716e-01	1.0492234458e-01
             1984	1.0492213347e-01	1.0492234089e-01
             1985	1.0492212965e-01	1.0492233707e-01
             1986	1.0492212595e-01	1.0492233337e-01
             1987	1.0492212228e-01	1.0492232971e-01
             1988	1.0492211861e-01	1.0492232603e-01
             1989	1.0492211483e-01	1.0492232226e-01
             1990	1.0492211114e-01	1.0492231857e-01
             1991	1.0492210755e-01	1.0492231499e-01
             1992	1.0492210388e-01	1.0492231132e-01
             1993	1.0492210010e-01	1.0492230753e-01
             1994	1.0492209644e-01	1.0492230388e-01
             1995	1.0492209267e-01	1.0492230011e-01
             1996	1.0492208911e-01	1.0492229655e-01
             1997	1.0492208541e-01	1.0492229286e-01
             1998	1.0492208166e-01	1.0492228911e-01
             1999	1.0492207797e-01	1.0492228542e-01
             2000	1.0492207436e-01	1.0492228181e-01
             2001	1.0492207077e-01	1.0492227822e-01
             2002	1.0492206713e-01	1.0492227459e-01
             2003	1.0492206339e-01	1.0492227084e-01
             2004	1.0492205974e-01	1.0492226720e-01
             2005	1.0492205610e-01	1.0492226356e-01
             2006	1.0492205258e-01	1.0492226004e-01
             2007	1.0492204890e-01	1.0492225637e-01
             2008	1.0492204517e-01	1.0492225263e-01
             2009	1.0492204156e-01	1.0492224902e-01
             2010	1.0492203804e-01	1.0492224551e-01
             2011	1.0492203438e-01	1.0492224185e-01
             2012	1.0492203075e-01	1.0492223822e-01
             2013	1.0492202699e-01	1.0492223447e-01
             2014	1.0492202329e-01	1.0492223077e-01
             2015	1.0492201964e-01	1.0492222712e-01
             2016	1.0492201599e-01	1.0492222347e-01
             2017	1.0492201241e-01	1.0492221990e-01
             2018	1.0492200871e-01	1.0492221620e-01
             2019	1.0492200514e-01	1.0492221263e-01
             2020	1.0492200151e-01	1.0492220899e-01
             2021	1.0492199786e-01	1.0492220535e-01
             2022	1.0492199427e-01	1.0492220176e-01
             2023	1.0492199061e-01	1.0492219811e-01
             2024	1.0492198694e-01	1.0492219443e-01
             2025	1.0492198333e-01	1.0492219083e-01
             2026	1.0492197976e-01	1.0492218726e-01
             2027	1.0492197608e-01	1.0492218358e-01
             2028	1.0492197243e-01	1.0492217993e-01
             2029	1.0492196875e-01	1.0492217626e-01
             2030	1.0492196522e-01	1.0492217273e-01
             2031	1.0492196153e-01	1.0492216904e-01
             2032	1.0492195799e-01	1.0492216550e-01
             2033	1.0492195431e-01	1.0492216183e-01
             2034	1.0492195087e-01	1.0492215838e-01
             2035	1.0492194722e-01	1.0492215473e-01
             2036	1.0492194365e-01	1.0492215116e-01
             2037	1.0492194009e-01	1.0492214761e-01
             2038	1.0492193653e-01	1.0492214405e-01
             2039	1.0492193290e-01	1.0492214042e-01
             2040	1.0492192938e-01	1.0492213691e-01
             2041	1.0492192574e-01	1.0492213327e-01
             2042	1.0492192221e-01	1.0492212974e-01
             2043	1.0492191871e-01	1.0492212625e-01
             2044	1.0492191518e-01	1.0492212271e-01
             2045	1.0492191168e-01	1.0492211922e-01
             2046	1.0492190803e-01	1.0492211557e-01
             2047	1.0492190452e-01	1.0492211206e-01
             2048	1.0492190101e-01	1.0492210855e-01
             2049	1.0492189738e-01	1.0492210493e-01
             2050	1.0492189395e-01	1.0492210150e-01
             2051	1.0492189052e-01	1.0492209807e-01
             2052	1.0492188705e-01	1.0492209460e-01
             2053	1.0492188351e-01	1.0492209107e-01
             2054	1.0492187990e-01	1.0492208746e-01
             2055	1.0492187642e-01	1.0492208397e-01
             2056	1.0492187294e-01	1.0492208049e-01
             2057	1.0492186936e-01	1.0492207692e-01
             2058	1.0492186580e-01	1.0492207336e-01
             2059	1.0492186230e-01	1.0492206986e-01
             2060	1.0492185869e-01	1.0492206626e-01
             2061	1.0492185531e-01	1.0492206288e-01
             2062	1.0492185169e-01	1.0492205926e-01
             2063	1.0492184809e-01	1.0492205566e-01
             2064	1.0492184450e-01	1.0492205207e-01
             2065	1.0492184099e-01	1.0492204856e-01
             2066	1.0492183737e-01	1.0492204494e-01
             2067	1.0492183386e-01	1.0492204144e-01
             2068	1.0492183045e-01	1.0492203803e-01
             2069	1.0492182689e-01	1.0492203447e-01
             2070	1.0492182349e-01	1.0492203108e-01
             2071	1.0492182004e-01	1.0492202762e-01
             2072	1.0492181650e-01	1.0492202409e-01
             2073	1.0492181303e-01	1.0492202062e-01
             2074	1.0492180949e-01	1.0492201708e-01
             2075	1.0492180595e-01	1.0492201355e-01
             2076	1.0492180252e-01	1.0492201012e-01
             2077	1.0492179894e-01	1.0492200654e-01
             2078	1.0492179558e-01	1.0492200318e-01
             2079	1.0492179207e-01	1.0492199967e-01
             2080	1.0492178868e-01	1.0492199628e-01
             2081	1.0492178518e-01	1.0492199279e-01
             2082	1.0492178156e-01	1.0492198917e-01
             2083	1.0492177806e-01	1.0492198567e-01
             2084	1.0492177462e-01	1.0492198223e-01
             2085	1.0492177114e-01	1.0492197875e-01
             2086	1.0492176758e-01	1.0492197520e-01
             2087	1.0492176418e-01	1.0492197179e-01
             2088	1.0492176074e-01	1.0492196836e-01
             2089	1.0492175727e-01	1.0492196489e-01
             2090	1.0492175377e-01	1.0492196139e-01
             2091	1.0492175021e-01	1.0492195784e-01
             2092	1.0492174674e-01	1.0492195437e-01
             2093	1.0492174331e-01	1.0492195094e-01
             2094	1.0492173993e-01	1.0492194756e-01
             2095	1.0492173647e-01	1.0492194410e-01
             2096	1.0492173311e-01	1.0492194075e-01
             2097	1.0492172970e-01	1.0492193733e-01
             2098	1.0492172632e-01	1.0492193396e-01
             2099	1.0492172282e-01	1.0492193046e-01
             2100	1.0492171924e-01	1.0492192688e-01
             2101	1.0492171573e-01	1.0492192337e-01
             2102	1.0492171217e-01	1.0492191982e-01
             2103	1.0492170869e-01	1.0492191634e-01
             2104	1.0492170513e-01	1.0492191278e-01
             2105	1.0492170168e-01	1.0492190934e-01
             2106	1.0492169828e-01	1.0492190593e-01
             2107	1.0492169485e-01	1.0492190251e-01
             2108	1.0492169146e-01	1.0492189911e-01
             2109	1.0492168812e-01	1.0492189577e-01
             2110	1.0492168463e-01	1.0492189230e-01
             2111	1.0492168119e-01	1.0492188886e-01
             2112	1.0492167773e-01	1.0492188539e-01
             2113	1.0492167429e-01	1.0492188196e-01
             2114	1.0492167084e-01	1.0492187851e-01
             2115	1.0492166750e-01	1.0492187517e-01
             2116	1.0492166403e-01	1.0492187170e-01
             2117	1.0492166095e-01	1.0492186862e-01
             2118	1.0492165750e-01	1.0492186518e-01
             2119	1.0492165408e-01	1.0492186176e-01
             2120	1.0492165068e-01	1.0492185836e-01
             2121	1.0492164720e-01	1.0492185489e-01
             2122	1.0492164375e-01	1.0492185144e-01
             2123	1.0492164036e-01	1.0492184805e-01
             2124	1.0492163697e-01	1.0492184466e-01
             2125	1.0492163355e-01	1.0492184124e-01
             2126	1.0492163011e-01	1.0492183780e-01
             2127	1.0492162669e-01	1.0492183438e-01
             2128	1.0492162330e-01	1.0492183099e-01
             2129	1.0492161984e-01	1.0492182754e-01
             2130	1.0492161637e-01	1.0492182407e-01
             2131	1.0492161301e-01	1.0492182072e-01
             2132	1.0492160964e-01	1.0492181735e-01
             2133	1.0492160617e-01	1.0492181388e-01
             2134	1.0492160276e-01	1.0492181047e-01
             2135	1.0492159945e-01	1.0492180716e-01
             2136	1.0492159600e-01	1.0492180371e-01
             2137	1.0492159255e-01	1.0492180026e-01
             2138	1.0492158914e-01	1.0492179685e-01
             2139	1.0492158575e-01	1.0492179346e-01
             2140	1.0492158228e-01	1.0492179000e-01
             2141	1.0492157886e-01	1.0492178658e-01
             2142	1.0492157545e-01	1.0492178318e-01
             2143	1.0492157211e-01	1.0492177983e-01
             2144	1.0492156873e-01	1.0492177646e-01
             2145	1.0492156539e-01	1.0492177311e-01
             2146	1.0492156213e-01	1.0492176986e-01
             2147	1.0492155875e-01	1.0492176649e-01
             2148	1.0492155557e-01	1.0492176330e-01
             2149	1.0492155207e-01	1.0492175981e-01
             2150	1.0492154879e-01	1.0492175652e-01
             2151	1.0492154545e-01	1.0492175319e-01
             2152	1.0492154201e-01	1.0492174975e-01
             2153	1.0492153860e-01	1.0492174635e-01
             2154	1.0492153516e-01	1.0492174291e-01
             2155	1.0492153180e-01	1.0492173954e-01
             2156	1.0492152841e-01	1.0492173616e-01
             2157	1.0492152507e-01	1.0492173282e-01
             2158	1.0492152172e-01	1.0492172947e-01
             2159	1.0492151838e-01	1.0492172613e-01
             2160	1.0492151497e-01	1.0492172272e-01
             2161	1.0492151163e-01	1.0492171938e-01
             2162	1.0492150837e-01	1.0492171613e-01
             2163	1.0492150487e-01	1.0492171263e-01
             2164	1.0492150149e-01	1.0492170926e-01
             2165	1.0492149819e-01	1.0492170596e-01
             2166	1.0492149492e-01	1.0492170268e-01
             2167	1.0492149162e-01	1.0492169939e-01
             2168	1.0492148835e-01	1.0492169612e-01
             2169	1.0492148506e-01	1.0492169283e-01
             2170	1.0492148174e-01	1.0492168951e-01
             2171	1.0492147847e-01	1.0492168625e-01
             2172	1.0492147505e-01	1.0492168283e-01
             2173	1.0492147173e-01	1.0492167951e-01
             2174	1.0492146838e-01	1.0492167617e-01
             2175	1.0492146504e-01	1.0492167283e-01
             2176	1.0492146191e-01	1.0492166970e-01
             2177	1.0492145860e-01	1.0492166639e-01
             2178	1.0492145521e-01	1.0492166300e-01
             2179	1.0492145172e-01	1.0492165951e-01
             2180	1.0492144845e-01	1.0492165624e-01
             2181	1.0492144519e-01	1.0492165299e-01
             2182	1.0492144183e-01	1.0492164962e-01
             2183	1.0492143848e-01	1.0492164628e-01
             2184	1.0492143509e-01	1.0492164289e-01
             2185	1.0492143185e-01	1.0492163965e-01
             2186	1.0492142854e-01	1.0492163635e-01
             2187	1.0492142525e-01	1.0492163306e-01
             2188	1.0492142197e-01	1.0492162978e-01
             2189	1.0492141868e-01	1.0492162649e-01
             2190	1.0492141533e-01	1.0492162314e-01
             2191	1.0492141219e-01	1.0492162000e-01
             2192	1.0492140889e-01	1.0492161671e-01
             2193	1.0492140567e-01	1.0492161348e-01
             2194	1.0492140233e-01	1.0492161015e-01
             2195	1.0492139908e-01	1.0492160690e-01
             2196	1.0492139574e-01	1.0492160356e-01
             2197	1.0492139260e-01	1.0492160043e-01
             2198	1.0492138939e-01	1.0492159722e-01
             2199	1.0492138613e-01	1.0492159396e-01
             2200	1.0492138280e-01	1.0492159063e-01
             2201	1.0492137943e-01	1.0492158726e-01
             2202	1.0492137606e-01	1.0492158389e-01
             2203	1.0492137273e-01	1.0492158056e-01
             2204	1.0492136937e-01	1.0492157721e-01
             2205	1.0492136602e-01	1.0492157386e-01
             2206	1.0492136274e-01	1.0492157059e-01
             2207	1.0492135936e-01	1.0492156720e-01
             2208	1.0492135609e-01	1.0492156393e-01
             2209	1.0492135278e-01	1.0492156063e-01
             2210	1.0492134936e-01	1.0492155721e-01
             2211	1.0492134603e-01	1.0492155389e-01
             2212	1.0492134285e-01	1.0492155071e-01
             2213	1.0492133966e-01	1.0492154752e-01
             2214	1.0492133640e-01	1.0492154426e-01
             2215	1.0492133319e-01	1.0492154105e-01
             2216	1.0492132997e-01	1.0492153783e-01
             2217	1.0492132675e-01	1.0492153461e-01
             2218	1.0492132356e-01	1.0492153142e-01
             2219	1.0492132032e-01	1.0492152819e-01
             2220	1.0492131713e-01	1.0492152500e-01
             2221	1.0492131381e-01	1.0492152168e-01
             2222	1.0492131050e-01	1.0492151838e-01
             2223	1.0492130714e-01	1.0492151501e-01
             2224	1.0492130389e-01	1.0492151177e-01
             2225	1.0492130053e-01	1.0492150841e-01
             2226	1.0492129711e-01	1.0492150499e-01
             2227	1.0492129402e-01	1.0492150190e-01
             2228	1.0492129085e-01	1.0492149874e-01
             2229	1.0492128761e-01	1.0492149550e-01
             2230	1.0492128440e-01	1.0492149229e-01
             2231	1.0492128118e-01	1.0492148907e-01
             2232	1.0492127783e-01	1.0492148573e-01
             2233	1.0492127454e-01	1.0492148243e-01
             2234	1.0492127124e-01	1.0492147914e-01
             2235	1.0492126791e-01	1.0492147581e-01
             2236	1.0492126468e-01	1.0492147258e-01
             2237	1.0492126148e-01	1.0492146938e-01
             2238	1.0492125815e-01	1.0492146605e-01
             2239	1.0492125478e-01	1.0492146269e-01
             2240	1.0492125154e-01	1.0492145944e-01
             2241	1.0492124839e-01	1.0492145630e-01
             2242	1.0492124523e-01	1.0492145314e-01
             2243	1.0492124203e-01	1.0492144994e-01
             2244	1.0492123868e-01	1.0492144659e-01
             2245	1.0492123534e-01	1.0492144326e-01
             2246	1.0492123221e-01	1.0492144013e-01
             2247	1.0492122901e-01	1.0492143693e-01
             2248	1.0492122579e-01	1.0492143372e-01
             2249	1.0492122250e-01	1.0492143042e-01
             2250	1.0492121924e-01	1.0492142717e-01
             2251	1.0492121608e-01	1.0492142401e-01
             2252	1.0492121295e-01	1.0492142088e-01
             2253	1.0492120982e-01	1.0492141775e-01
             2254	1.0492120656e-01	1.0492141449e-01
             2255	1.0492120339e-01	1.0492141133e-01
             2256	1.0492120009e-01	1.0492140803e-01
             2257	1.0492119686e-01	1.0492140480e-01
             2258	1.0492119352e-01	1.0492140146e-01
             2259	1.0492119021e-01	1.0492139815e-01
             2260	1.0492118696e-01	1.0492139491e-01
             2261	1.0492118370e-01	1.0492139165e-01
             2262	1.0492118043e-01	1.0492138838e-01
             2263	1.0492117721e-01	1.0492138516e-01
             2264	1.0492117400e-01	1.0492138195e-01
             2265	1.0492117089e-01	1.0492137884e-01
             2266	1.0492116755e-01	1.0492137551e-01
             2267	1.0492116429e-01	1.0492137225e-01
             2268	1.0492116122e-01	1.0492136919e-01
             2269	1.0492115790e-01	1.0492136586e-01
             2270	1.0492115468e-01	1.0492136264e-01
             2271	1.0492115145e-01	1.0492135942e-01
             2272	1.0492114815e-01	1.0492135612e-01
             2273	1.0492114496e-01	1.0492135293e-01
             2274	1.0492114185e-01	1.0492134982e-01
             2275	1.0492113865e-01	1.0492134663e-01
             2276	1.0492113543e-01	1.0492134341e-01
             2277	1.0492113218e-01	1.0492134016e-01
             2278	1.0492112910e-01	1.0492133707e-01
             2279	1.0492112594e-01	1.0492133392e-01
             2280	1.0492112280e-01	1.0492133079e-01
             2281	1.0492111965e-01	1.0492132763e-01
             2282	1.0492111654e-01	1.0492132452e-01
             2283	1.0492111332e-01	1.0492132131e-01
             2284	1.0492111017e-01	1.0492131816e-01
             2285	1.0492110708e-01	1.0492131507e-01
             2286	1.0492110402e-01	1.0492131201e-01
             2287	1.0492110085e-01	1.0492130884e-01
             2288	1.0492109777e-01	1.0492130577e-01
             2289	1.0492109458e-01	1.0492130258e-01
             2290	1.0492109131e-01	1.0492129931e-01
             2291	1.0492108803e-01	1.0492129604e-01
             2292	1.0492108487e-01	1.0492129288e-01
             2293	1.0492108173e-01	1.0492128974e-01
             2294	1.0492107853e-01	1.0492128654e-01
             2295	1.0492107538e-01	1.0492128339e-01
             2296	1.0492107219e-01	1.0492128021e-01
             2297	1.0492106910e-01	1.0492127712e-01
             2298	1.0492106592e-01	1.0492127394e-01
             2299	1.0492106271e-01	1.0492127073e-01
             2300	1.0492105959e-01	1.0492126761e-01
             2301	1.0492105646e-01	1.0492126449e-01
             2302	1.0492105332e-01	1.0492126135e-01
             2303	1.0492105012e-01	1.0492125814e-01
             2304	1.0492104698e-01	1.0492125500e-01
             2305	1.0492104385e-01	1.0492125188e-01
             2306	1.0492104067e-01	1.0492124871e-01
             2307	1.0492103746e-01	1.0492124549e-01
             2308	1.0492103435e-01	1.0492124239e-01
             2309	1.0492103125e-01	1.0492123929e-01
             2310	1.0492102803e-01	1.0492123607e-01
             2311	1.0492102477e-01	1.0492123281e-01
             2312	1.0492102171e-01	1.0492122975e-01
             2313	1.0492101864e-01	1.0492122668e-01
             2314	1.0492101555e-01	1.0492122360e-01
             2315	1.0492101252e-01	1.0492122057e-01
             2316	1.0492100943e-01	1.0492121748e-01
             2317	1.0492100637e-01	1.0492121443e-01
             2318	1.0492100332e-01	1.0492121137e-01
             2319	1.0492100005e-01	1.0492120810e-01
             2320	1.0492099695e-01	1.0492120501e-01
             2321	1.0492099389e-01	1.0492120195e-01
             2322	1.0492099079e-01	1.0492119885e-01
             2323	1.0492098770e-01	1.0492119576e-01
             2324	1.0492098458e-01	1.0492119265e-01
             2325	1.0492098131e-01	1.0492118937e-01
             2326	1.0492097824e-01	1.0492118631e-01
             2327	1.0492097519e-01	1.0492118326e-01
             2328	1.0492097210e-01	1.0492118017e-01
             2329	1.0492096888e-01	1.0492117695e-01
             2330	1.0492096575e-01	1.0492117383e-01
             2331	1.0492096267e-01	1.0492117075e-01
             2332	1.0492095953e-01	1.0492116761e-01
             2333	1.0492095642e-01	1.0492116451e-01
             2334	1.0492095333e-01	1.0492116142e-01
             2335	1.0492095022e-01	1.0492115831e-01
             2336	1.0492094706e-01	1.0492115515e-01
             2337	1.0492094396e-01	1.0492115205e-01
             2338	1.0492094086e-01	1.0492114895e-01
