#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
             4712	1.0491611053e-01	1.0491632259e-01
             4713	1.0491610913e-01	1.0491632119e-01
             4714	1.0491610781e-01	1.0491631987e-01
             4715	1.0491610635e-01	1.0491631841e-01
             4716	1.0491610497e-01	1.0491631703e-01
             4717	1.0491610372e-01	1.0491631578e-01
             4718	1.0491610245e-01	1.0491631452e-01
             4719	1.0491610116e-01	1.0491631322e-01
             4720	1.0491609993e-01	1.0491631200e-01
             4721	1.0491609863e-01	1.0491631070e-01
             4722	1.0491609733e-01	1.0491630940e-01
             4723	1.0491609606e-01	1.0491630813e-01
             4724	1.0491609471e-01	1.0491630679e-01
             4725	1.0491609343e-01	1.0491630551e-01
             4726	1.0491609213e-01	1.0491630420e-01
             4727	1.0491609080e-01	1.0491630288e-01
             4728	1.0491608929e-01	1.0491630136e-01
             4729	1.0491608809e-01	1.0491630017e-01
             4730	1.0491608679e-01	1.0491629887e-01
             4731	1.0491608539e-01	1.0491629748e-01
             4732	1.0491608417e-01	1.0491629626e-01
             4733	1.0491608287e-01	1.0491629495e-01
             4734	1.0491608159e-01	1.0491629368e-01
             4735	1.0491608010e-01	1.0491629219e-01
             4736	1.0491607886e-01	1.0491629095e-01
             4737	1.0491607764e-01	1.0491628973e-01
             4738	1.0491607637e-01	1.0491628846e-01
             4739	1.0491607499e-01	1.0491628709e-01
             4740	1.0491607366e-01	1.0491628576e-01
             4741	1.0491607235e-01	1.0491628445e-01
             4742	1.0491607110e-01	1.0491628320e-01
             4743	1.0491606966e-01	1.0491628176e-01
             4744	1.0491606850e-01	1.0491628060e-01
             4745	1.0491606718e-01	1.0491627929e-01
             4746	1.0491606576e-01	1.0491627786e-01
             4747	1.0491606452e-01	1.0491627663e-01
             4748	1.0491606308e-01	1.0491627519e-01
             4749	1.0491606168e-01	1.0491627379e-01
             4750	1.0491606047e-01	1.0491627258e-01
             4751	1.0491605904e-01	1.0491627116e-01
             4752	1.0491605762e-01	1.0491626973e-01
             4753	1.0491605630e-01	1.0491626842e-01
             4754	1.0491605505e-01	1.0491626717e-01
             4755	1.0491605368e-01	1.0491626580e-01
             4756	1.0491605247e-01	1.0491626459e-01
             4757	1.0491605122e-01	1.0491626334e-01
             4758	1.0491604995e-01	1.0491626207e-01
             4759	1.0491604876e-01	1.0491626088e-01
             4760	1.0491604753e-01	1.0491625965e-01
             4761	1.0491604620e-01	1.0491625832e-01
             4762	1.0491604497e-01	1.0491625709e-01
             4763	1.0491604367e-01	1.0491625580e-01
             4764	1.0491604236e-01	1.0491625449e-01
             4765	1.0491604103e-01	1.0491625316e-01
             4766	1.0491603969e-01	1.0491625183e-01
             4767	1.0491603840e-01	1.0491625054e-01
             4768	1.0491603729e-01	1.0491624942e-01
             4769	1.0491603602e-01	1.0491624816e-01
             4770	1.0491603470e-01	1.0491624684e-01
             4771	1.0491603338e-01	1.0491624552e-01
             4772	1.0491603206e-01	1.0491624420e-01
             4773	1.0491603081e-01	1.0491624296e-01
             4774	1.0491602945e-01	1.0491624160e-01
             4775	1.0491602816e-01	1.0491624031e-01
             4776	1.0491602682e-01	1.0491623896e-01
             4777	1.0491602546e-01	1.0491623761e-01
             4778	1.0491602417e-01	1.0491623633e-01
             4779	1.0491602290e-01	1.0491623505e-01
             4780	1.0491602148e-01	1.0491623364e-01
             4781	1.0491602019e-01	1.0491623235e-01
             4782	1.0491601882e-01	1.0491623098e-01
             4783	1.0491601756e-01	1.0491622972e-01
             4784	1.0491601629e-01	1.0491622845e-01
             4785	1.0491601497e-01	1.0491622713e-01
             4786	1.0491601365e-01	1.0491622581e-01
             4787	1.0491601244e-01	1.0491622461e-01
             4788	1.0491601117e-01	1.0491622333e-01
             4789	1.0491600974e-01	1.0491622190e-01
             4790	1.0491600852e-01	1.0491622069e-01
             4791	1.0491600715e-01	1.0491621932e-01
             4792	1.0491600576e-01	1.0491621793e-01
             4793	1.0491600437e-01	1.0491621654e-01
             4794	1.0491600309e-01	1.0491621527e-01
             4795	1.0491600186e-01	1.0491621404e-01
             4796	1.0491600064e-01	1.0491621282e-01
             4797	1.0491599926e-01	1.0491621144e-01
             4798	1.0491599792e-01	1.0491621010e-01
             4799	1.0491599669e-01	1.0491620887e-01
             4800	1.0491599554e-01	1.0491620773e-01
             4801	1.0491599425e-01	1.0491620644e-01
             4802	1.0491599301e-01	1.0491620520e-01
             4803	1.0491599180e-01	1.0491620399e-01
             4804	1.0491599062e-01	1.0491620281e-01
             4805	1.0491598942e-01	1.0491620161e-01
             4806	1.0491598819e-01	1.0491620038e-01
             4807	1.0491598674e-01	1.0491619894e-01
             4808	1.0491598544e-01	1.0491619763e-01
             4809	1.0491598415e-01	1.0491619635e-01
             4810	1.0491598282e-01	1.0491619502e-01
             4811	1.0491598146e-01	1.0491619366e-01
             4812	1.0491598015e-01	1.0491619236e-01
             4813	1.0491597888e-01	1.0491619108e-01
             4814	1.0491597750e-01	1.0491618970e-01
             4815	1.0491597608e-01	1.0491618829e-01
             4816	1.0491597472e-01	1.0491618693e-01
             4817	1.0491597340e-01	1.0491618561e-01
             4818	1.0491597205e-01	1.0491618426e-01
             4819	1.0491597076e-01	1.0491618298e-01
             4820	1.0491596952e-01	1.0491618173e-01
             4821	1.0491596822e-01	1.0491618044e-01
             4822	1.0491596692e-01	1.0491617913e-01
             4823	1.0491596567e-01	1.0491617789e-01
             4824	1.0491596428e-01	1.0491617650e-01
             4825	1.0491596288e-01	1.0491617510e-01
             4826	1.0491596149e-01	1.0491617372e-01
             4827	1.0491596019e-01	1.0491617241e-01
             4828	1.0491595888e-01	1.0491617111e-01
             4829	1.0491595765e-01	1.0491616988e-01
             4830	1.0491595641e-01	1.0491616864e-01
             4831	1.0491595520e-01	1.0491616743e-01
             4832	1.0491595386e-01	1.0491616610e-01
             4833	1.0491595261e-01	1.0491616484e-01
             4834	1.0491595121e-01	1.0491616344e-01
             4835	1.0491594968e-01	1.0491616192e-01
             4836	1.0491594814e-01	1.0491616038e-01
             4837	1.0491594690e-01	1.0491615914e-01
             4838	1.0491594550e-01	1.0491615774e-01
             4839	1.0491594422e-01	1.0491615646e-01
             4840	1.0491594303e-01	1.0491615527e-01
             4841	1.0491594169e-01	1.0491615394e-01
             4842	1.0491594037e-01	1.0491615262e-01
             4843	1.0491593912e-01	1.0491615137e-01
             4844	1.0491593792e-01	1.0491615017e-01
             4845	1.0491593656e-01	1.0491614881e-01
             4846	1.0491593528e-01	1.0491614754e-01
             4847	1.0491593397e-01	1.0491614623e-01
             4848	1.0491593259e-01	1.0491614485e-01
             4849	1.0491593138e-01	1.0491614363e-01
             4850	1.0491592996e-01	1.0491614222e-01
             4851	1.0491592860e-01	1.0491614086e-01
             4852	1.0491592724e-01	1.0491613951e-01
             4853	1.0491592586e-01	1.0491613812e-01
             4854	1.0491592462e-01	1.0491613689e-01
             4855	1.0491592333e-01	1.0491613560e-01
             4856	1.0491592213e-01	1.0491613440e-01
             4857	1.0491592075e-01	1.0491613302e-01
             4858	1.0491591954e-01	1.0491613181e-01
             4859	1.0491591817e-01	1.0491613045e-01
             4860	1.0491591690e-01	1.0491612917e-01
             4861	1.0491591562e-01	1.0491612789e-01
             4862	1.0491591436e-01	1.0491612664e-01
             4863	1.0491591310e-01	1.0491612538e-01
             4864	1.0491591182e-01	1.0491612410e-01
             4865	1.0491591055e-01	1.0491612283e-01
             4866	1.0491590932e-01	1.0491612160e-01
             4867	1.0491590801e-01	1.0491612030e-01
             4868	1.0491590668e-01	1.0491611896e-01
             4869	1.0491590542e-01	1.0491611771e-01
             4870	1.0491590395e-01	1.0491611624e-01
             4871	1.0491590266e-01	1.0491611495e-01
             4872	1.0491590135e-01	1.0491611364e-01
             4873	1.0491590000e-01	1.0491611229e-01
             4874	1.0491589879e-01	1.0491611109e-01
             4875	1.0491589732e-01	1.0491610962e-01
             4876	1.0491589617e-01	1.0491610846e-01
             4877	1.0491589491e-01	1.0491610720e-01
             4878	1.0491589360e-01	1.0491610590e-01
             4879	1.0491589238e-01	1.0491610468e-01
             4880	1.0491589115e-01	1.0491610346e-01
             4881	1.0491588990e-01	1.0491610220e-01
             4882	1.0491588855e-01	1.0491610086e-01
             4883	1.0491588723e-01	1.0491609954e-01
             4884	1.0491588598e-01	1.0491609829e-01
             4885	1.0491588460e-01	1.0491609691e-01
             4886	1.0491588335e-01	1.0491609567e-01
             4887	1.0491588195e-01	1.0491609427e-01
             4888	1.0491588062e-01	1.0491609293e-01
             4889	1.0491587938e-01	1.0491609170e-01
             4890	1.0491587804e-01	1.0491609035e-01
             4891	1.0491587681e-01	1.0491608913e-01
             4892	1.0491587556e-01	1.0491608788e-01
             4893	1.0491587427e-01	1.0491608660e-01
             4894	1.0491587292e-01	1.0491608524e-01
             4895	1.0491587164e-01	1.0491608396e-01
             4896	1.0491587042e-01	1.0491608274e-01
             4897	1.0491586907e-01	1.0491608140e-01
             4898	1.0491586772e-01	1.0491608004e-01
             4899	1.0491586636e-01	1.0491607869e-01
             4900	1.0491586516e-01	1.0491607750e-01
             4901	1.0491586391e-01	1.0491607625e-01
             4902	1.0491586269e-01	1.0491607502e-01
             4903	1.0491586128e-01	1.0491607362e-01
             4904	1.0491585988e-01	1.0491607222e-01
             4905	1.0491585864e-01	1.0491607098e-01
             4906	1.0491585745e-01	1.0491606979e-01
             4907	1.0491585615e-01	1.0491606849e-01
             4908	1.0491585488e-01	1.0491606723e-01
             4909	1.0491585365e-01	1.0491606600e-01
             4910	1.0491585248e-01	1.0491606483e-01
             4911	1.0491585113e-01	1.0491606348e-01
             4912	1.0491584993e-01	1.0491606227e-01
             4913	1.0491584872e-01	1.0491606107e-01
             4914	1.0491584742e-01	1.0491605977e-01
             4915	1.0491584604e-01	1.0491605839e-01
             4916	1.0491584480e-01	1.0491605715e-01
             4917	1.0491584347e-01	1.0491605582e-01
             4918	1.0491584217e-01	1.0491605453e-01
             4919	1.0491584082e-01	1.0491605318e-01
             4920	1.0491583949e-01	1.0491605185e-01
             4921	1.0491583819e-01	1.0491605056e-01
             4922	1.0491583705e-01	1.0491604942e-01
             4923	1.0491583578e-01	1.0491604814e-01
             4924	1.0491583452e-01	1.0491604688e-01
             4925	1.0491583318e-01	1.0491604554e-01
             4926	1.0491583183e-01	1.0491604419e-01
             4927	1.0491583058e-01	1.0491604295e-01
             4928	1.0491582939e-01	1.0491604176e-01
             4929	1.0491582808e-01	1.0491604045e-01
             4930	1.0491582677e-01	1.0491603915e-01
             4931	1.0491582550e-01	1.0491603788e-01
             4932	1.0491582417e-01	1.0491603654e-01
             4933	1.0491582288e-01	1.0491603526e-01
             4934	1.0491582159e-01	1.0491603397e-01
             4935	1.0491582025e-01	1.0491603263e-01
             4936	1.0491581897e-01	1.0491603135e-01
             4937	1.0491581767e-01	1.0491603005e-01
             4938	1.0491581638e-01	1.0491602876e-01
             4939	1.0491581507e-01	1.0491602746e-01
             4940	1.0491581377e-01	1.0491602616e-01
             4941	1.0491581254e-01	1.0491602493e-01
             4942	1.0491581120e-01	1.0491602359e-01
             4943	1.0491580985e-01	1.0491602224e-01
             4944	1.0491580863e-01	1.0491602103e-01
             4945	1.0491580722e-01	1.0491601962e-01
             4946	1.0491580595e-01	1.0491601834e-01
             4947	1.0491580474e-01	1.0491601714e-01
             4948	1.0491580335e-01	1.0491601575e-01
             4949	1.0491580207e-01	1.0491601448e-01
             4950	1.0491580078e-01	1.0491601318e-01
             4951	1.0491579944e-01	1.0491601185e-01
             4952	1.0491579821e-01	1.0491601061e-01
             4953	1.0491579713e-01	1.0491600953e-01
             4954	1.0491579585e-01	1.0491600826e-01
             4955	1.0491579467e-01	1.0491600708e-01
             4956	1.0491579331e-01	1.0491600572e-01
             4957	1.0491579208e-01	1.0491600449e-01
             4958	1.0491579074e-01	1.0491600316e-01
             4959	1.0491578951e-01	1.0491600192e-01
             4960	1.0491578835e-01	1.0491600076e-01
             4961	1.0491578704e-01	1.0491599946e-01
             4962	1.0491578588e-01	1.0491599830e-01
             4963	1.0491578460e-01	1.0491599702e-01
             4964	1.0491578333e-01	1.0491599575e-01
             4965	1.0491578199e-01	1.0491599442e-01
             4966	1.0491578067e-01	1.0491599310e-01
             4967	1.0491577945e-01	1.0491599188e-01
             4968	1.0491577814e-01	1.0491599057e-01
             4969	1.0491577693e-01	1.0491598936e-01
             4970	1.0491577567e-01	1.0491598810e-01
             4971	1.0491577439e-01	1.0491598682e-01
             4972	1.0491577305e-01	1.0491598548e-01
             4973	1.0491577174e-01	1.0491598417e-01
             4974	1.0491577041e-01	1.0491598285e-01
             4975	1.0491576908e-01	1.0491598152e-01
             4976	1.0491576775e-01	1.0491598020e-01
             4977	1.0491576660e-01	1.0491597904e-01
             4978	1.0491576526e-01	1.0491597771e-01
             4979	1.0491576408e-01	1.0491597653e-01
             4980	1.0491576280e-01	1.0491597525e-01
             4981	1.0491576161e-01	1.0491597406e-01
             4982	1.0491576035e-01	1.0491597280e-01
             4983	1.0491575905e-01	1.0491597150e-01
             4984	1.0491575779e-01	1.0491597024e-01
             4985	1.0491575647e-01	1.0491596893e-01
             4986	1.0491575522e-01	1.0491596767e-01
             4987	1.0491575382e-01	1.0491596628e-01
             4988	1.0491575240e-01	1.0491596486e-01
             4989	1.0491575113e-01	1.0491596359e-01
             4990	1.0491574992e-01	1.0491596239e-01
             4991	1.0491574861e-01	1.0491596107e-01
             4992	1.0491574739e-01	1.0491595986e-01
             4993	1.0491574589e-01	1.0491595836e-01
             4994	1.0491574476e-01	1.0491595723e-01
             4995	1.0491574348e-01	1.0491595595e-01
             4996	1.0491574218e-01	1.0491595465e-01
             4997	1.0491574109e-01	1.0491595356e-01
             4998	1.0491573982e-01	1.0491595229e-01
             4999	1.0491573848e-01	1.0491595096e-01
             5000	1.0491573721e-01	1.0491594969e-01
             5001	1.0491573586e-01	1.0491594834e-01
             5002	1.0491573463e-01	1.0491594711e-01
             5003	1.0491573338e-01	1.0491594586e-01
             5004	1.0491573210e-01	1.0491594458e-01
             5005	1.0491573089e-01	1.0491594337e-01
             5006	1.0491572964e-01	1.0491594213e-01
             5007	1.0491572828e-01	1.0491594076e-01
             5008	1.0491572708e-01	1.0491593957e-01
             5009	1.0491572581e-01	1.0491593829e-01
             5010	1.0491572469e-01	1.0491593718e-01
             5011	1.0491572350e-01	1.0491593599e-01
             5012	1.0491572229e-01	1.0491593478e-01
             5013	1.0491572101e-01	1.0491593350e-01
             5014	1.0491571980e-01	1.0491593230e-01
             5015	1.0491571854e-01	1.0491593104e-01
             5016	1.0491571725e-01	1.0491592975e-01
             5017	1.0491571597e-01	1.0491592847e-01
             5018	1.0491571462e-01	1.0491592713e-01
             5019	1.0491571334e-01	1.0491592584e-01
             5020	1.0491571200e-01	1.0491592450e-01
             5021	1.0491571079e-01	1.0491592329e-01
             5022	1.0491570967e-01	1.0491592218e-01
             5023	1.0491570829e-01	1.0491592080e-01
             5024	1.0491570695e-01	1.0491591946e-01
             5025	1.0491570567e-01	1.0491591818e-01
             5026	1.0491570437e-01	1.0491591688e-01
             5027	1.0491570294e-01	1.0491591545e-01
             5028	1.0491570167e-01	1.0491591419e-01
             5029	1.0491570030e-01	1.0491591281e-01
             5030	1.0491569908e-01	1.0491591160e-01
             5031	1.0491569789e-01	1.0491591041e-01
             5032	1.0491569655e-01	1.0491590908e-01
             5033	1.0491569523e-01	1.0491590775e-01
             5034	1.0491569398e-01	1.0491590651e-01
             5035	1.0491569290e-01	1.0491590543e-01
             5036	1.0491569169e-01	1.0491590421e-01
             5037	1.0491569037e-01	1.0491590289e-01
             5038	1.0491568908e-01	1.0491590161e-01
             5039	1.0491568780e-01	1.0491590034e-01
             5040	1.0491568655e-01	1.0491589908e-01
             5041	1.0491568526e-01	1.0491589780e-01
             5042	1.0491568406e-01	1.0491589659e-01
             5043	1.0491568292e-01	1.0491589546e-01
             5044	1.0491568165e-01	1.0491589418e-01
             5045	1.0491568040e-01	1.0491589294e-01
             5046	1.0491567927e-01	1.0491589181e-01
             5047	1.0491567795e-01	1.0491589049e-01
             5048	1.0491567671e-01	1.0491588925e-01
             5049	1.0491567558e-01	1.0491588812e-01
             5050	1.0491567425e-01	1.0491588680e-01
             5051	1.0491567289e-01	1.0491588543e-01
             5052	1.0491567156e-01	1.0491588411e-01
             5053	1.0491567033e-01	1.0491588288e-01
             5054	1.0491566917e-01	1.0491588173e-01
             5055	1.0491566798e-01	1.0491588054e-01
             5056	1.0491566677e-01	1.0491587933e-01
             5057	1.0491566549e-01	1.0491587805e-01
             5058	1.0491566419e-01	1.0491587675e-01
             5059	1.0491566290e-01	1.0491587546e-01
             5060	1.0491566162e-01	1.0491587418e-01
             5061	1.0491566050e-01	1.0491587306e-01
             5062	1.0491565926e-01	1.0491587183e-01
             5063	1.0491565796e-01	1.0491587053e-01
             5064	1.0491565678e-01	1.0491586935e-01
             5065	1.0491565552e-01	1.0491586809e-01
             5066	1.0491565439e-01	1.0491586696e-01
             5067	1.0491565311e-01	1.0491586568e-01
             5068	1.0491565182e-01	1.0491586439e-01
             5069	1.0491565046e-01	1.0491586303e-01
             5070	1.0491564927e-01	1.0491586185e-01
             5071	1.0491564801e-01	1.0491586058e-01
             5072	1.0491564673e-01	1.0491585931e-01
             5073	1.0491564551e-01	1.0491585809e-01
             5074	1.0491564430e-01	1.0491585688e-01
             5075	1.0491564318e-01	1.0491585576e-01
             5076	1.0491564203e-01	1.0491585462e-01
             5077	1.0491564077e-01	1.0491585336e-01
             5078	1.0491563955e-01	1.0491585213e-01
             5079	1.0491563827e-01	1.0491585086e-01
             5080	1.0491563713e-01	1.0491584972e-01
             5081	1.0491563578e-01	1.0491584837e-01
             5082	1.0491563477e-01	1.0491584736e-01
             5083	1.0491563347e-01	1.0491584606e-01
             5084	1.0491563217e-01	1.0491584476e-01
             5085	1.0491563090e-01	1.0491584349e-01
             5086	1.0491562962e-01	1.0491584221e-01
             5087	1.0491562847e-01	1.0491584107e-01
             5088	1.0491562719e-01	1.0491583979e-01
             5089	1.0491562588e-01	1.0491583848e-01
             5090	1.0491562442e-01	1.0491583702e-01
             5091	1.0491562320e-01	1.0491583581e-01
             5092	1.0491562204e-01	1.0491583465e-01
             5093	1.0491562073e-01	1.0491583334e-01
             5094	1.0491561945e-01	1.0491583206e-01
             5095	1.0491561826e-01	1.0491583087e-01
             5096	1.0491561699e-01	1.0491582961e-01
             5097	1.0491561569e-01	1.0491582831e-01
             5098	1.0491561446e-01	1.0491582707e-01
             5099	1.0491561316e-01	1.0491582578e-01
             5100	1.0491561189e-01	1.0491582450e-01
             5101	1.0491561078e-01	1.0491582340e-01
             5102	1.0491560962e-01	1.0491582224e-01
             5103	1.0491560822e-01	1.0491582084e-01
             5104	1.0491560697e-01	1.0491581959e-01
             5105	1.0491560571e-01	1.0491581834e-01
             5106	1.0491560449e-01	1.0491581712e-01
             5107	1.0491560323e-01	1.0491581585e-01
             5108	1.0491560201e-01	1.0491581464e-01
             5109	1.0491560074e-01	1.0491581337e-01
             5110	1.0491559955e-01	1.0491581219e-01
             5111	1.0491559836e-01	1.0491581099e-01
             5112	1.0491559703e-01	1.0491580967e-01
             5113	1.0491559593e-01	1.0491580857e-01
             5114	1.0491559477e-01	1.0491580741e-01
             5115	1.0491559357e-01	1.0491580621e-01
             5116	1.0491559221e-01	1.0491580485e-01
             5117	1.0491559102e-01	1.0491580367e-01
             5118	1.0491558974e-01	1.0491580238e-01
             5119	1.0491558851e-01	1.0491580115e-01
             5120	1.0491558737e-01	1.0491580002e-01
             5121	1.0491558616e-01	1.0491579881e-01
             5122	1.0491558485e-01	1.0491579749e-01
             5123	1.0491558367e-01	1.0491579632e-01
             5124	1.0491558253e-01	1.0491579518e-01
             5125	1.0491558135e-01	1.0491579401e-01
             5126	1.0491558004e-01	1.0491579270e-01
             5127	1.0491557875e-01	1.0491579141e-01
             5128	1.0491557753e-01	1.0491579019e-01
             5129	1.0491557632e-01	1.0491578898e-01
             5130	1.0491557515e-01	1.0491578781e-01
             5131	1.0491557396e-01	1.0491578662e-01
             5132	1.0491557278e-01	1.0491578544e-01
             5133	1.0491557149e-01	1.0491578415e-01
             5134	1.0491557019e-01	1.0491578286e-01
             5135	1.0491556905e-01	1.0491578172e-01
             5136	1.0491556788e-01	1.0491578055e-01
             5137	1.0491556670e-01	1.0491577937e-01
             5138	1.0491556557e-01	1.0491577825e-01
             5139	1.0491556432e-01	1.0491577699e-01
             5140	1.0491556309e-01	1.0491577577e-01
             5141	1.0491556194e-01	1.0491577461e-01
             5142	1.0491556068e-01	1.0491577336e-01
             5143	1.0491555956e-01	1.0491577224e-01
             5144	1.0491555836e-01	1.0491577104e-01
             5145	1.0491555718e-01	1.0491576986e-01
             5146	1.0491555596e-01	1.0491576865e-01
             5147	1.0491555468e-01	1.0491576737e-01
             5148	1.0491555343e-01	1.0491576611e-01
             5149	1.0491555218e-01	1.0491576487e-01
             5150	1.0491555092e-01	1.0491576361e-01
             5151	1.0491554970e-01	1.0491576239e-01
             5152	1.0491554850e-01	1.0491576119e-01
             5153	1.0491554727e-01	1.0491575996e-01
             5154	1.0491554605e-01	1.0491575874e-01
             5155	1.0491554482e-01	1.0491575752e-01
             5156	1.0491554377e-01	1.0491575647e-01
             5157	1.0491554257e-01	1.0491575527e-01
             5158	1.0491554154e-01	1.0491575424e-01
             5159	1.0491554034e-01	1.0491575305e-01
             5160	1.0491553921e-01	1.0491575191e-01
             5161	1.0491553811e-01	1.0491575082e-01
             5162	1.0491553698e-01	1.0491574969e-01
             5163	1.0491553580e-01	1.0491574851e-01
             5164	1.0491553455e-01	1.0491574726e-01
             5165	1.0491553352e-01	1.0491574623e-01
             5166	1.0491553245e-01	1.0491574517e-01
             5167	1.0491553131e-01	1.0491574402e-01
             5168	1.0491553017e-01	1.0491574288e-01
             5169	1.0491552909e-01	1.0491574181e-01
             5170	1.0491552812e-01	1.0491574084e-01
             5171	1.0491552699e-01	1.0491573971e-01
             5172	1.0491552587e-01	1.0491573859e-01
             5173	1.0491552470e-01	1.0491573742e-01
             5174	1.0491552353e-01	1.0491573625e-01
             5175	1.0491552246e-01	1.0491573519e-01
             5176	1.0491552144e-01	1.0491573417e-01
             5177	1.0491552032e-01	1.0491573304e-01
             5178	1.0491551910e-01	1.0491573183e-01
             5179	1.0491551792e-01	1.0491573065e-01
             5180	1.0491551672e-01	1.0491572945e-01
             5181	1.0491551550e-01	1.0491572824e-01
             5182	1.0491551448e-01	1.0491572721e-01
             5183	1.0491551338e-01	1.0491572611e-01
             5184	1.0491551232e-01	1.0491572506e-01
             5185	1.0491551123e-01	1.0491572397e-01
             5186	1.0491551012e-01	1.0491572286e-01
             5187	1.0491550902e-01	1.0491572176e-01
             5188	1.0491550797e-01	1.0491572071e-01
             5189	1.0491550680e-01	1.0491571955e-01
             5190	1.0491550567e-01	1.0491571842e-01
             5191	1.0491550455e-01	1.0491571730e-01
             5192	1.0491550337e-01	1.0491571611e-01
             5193	1.0491550225e-01	1.0491571500e-01
             5194	1.0491550103e-01	1.0491571378e-01
             5195	1.0491549984e-01	1.0491571259e-01
             5196	1.0491549870e-01	1.0491571145e-01
             5197	1.0491549745e-01	1.0491571020e-01
             5198	1.0491549620e-01	1.0491570895e-01
             5199	1.0491549511e-01	1.0491570787e-01
             5200	1.0491549394e-01	1.0491570670e-01
             5201	1.0491549294e-01	1.0491570570e-01
             5202	1.0491549177e-01	1.0491570453e-01
             5203	1.0491549055e-01	1.0491570332e-01
             5204	1.0491548934e-01	1.0491570211e-01
             5205	1.0491548815e-01	1.0491570092e-01
             5206	1.0491548707e-01	1.0491569984e-01
             5207	1.0491548584e-01	1.0491569861e-01
             5208	1.0491548478e-01	1.0491569755e-01
             5209	1.0491548356e-01	1.0491569633e-01
             5210	1.0491548238e-01	1.0491569515e-01
             5211	1.0491548126e-01	1.0491569404e-01
             5212	1.0491548004e-01	1.0491569282e-01
             5213	1.0491547891e-01	1.0491569169e-01
             5214	1.0491547781e-01	1.0491569059e-01
             5215	1.0491547662e-01	1.0491568940e-01
             5216	1.0491547539e-01	1.0491568818e-01
             5217	1.0491547429e-01	1.0491568707e-01
             5218	1.0491547321e-01	1.0491568600e-01
             5219	1.0491547191e-01	1.0491568469e-01
             5220	1.0491547075e-01	1.0491568354e-01
             5221	1.0491546962e-01	1.0491568241e-01
             5222	1.0491546854e-01	1.0491568134e-01
             5223	1.0491546736e-01	1.0491568015e-01
             5224	1.0491546616e-01	1.0491567895e-01
             5225	1.0491546516e-01	1.0491567796e-01
             5226	1.0491546407e-01	1.0491567687e-01
             5227	1.0491546308e-01	1.0491567588e-01
             5228	1.0491546190e-01	1.0491567470e-01
             5229	1.0491546076e-01	1.0491567356e-01
             5230	1.0491545974e-01	1.0491567254e-01
             5231	1.0491545859e-01	1.0491567140e-01
             5232	1.0491545756e-01	1.0491567037e-01
             5233	1.0491545639e-01	1.0491566920e-01
             5234	1.0491545519e-01	1.0491566800e-01
             5235	1.0491545396e-01	1.0491566676e-01
             5236	1.0491545278e-01	1.0491566559e-01
             5237	1.0491545170e-01	1.0491566452e-01
             5238	1.0491545034e-01	1.0491566315e-01
             5239	1.0491544922e-01	1.0491566204e-01
             5240	1.0491544805e-01	1.0491566087e-01
             5241	1.0491544687e-01	1.0491565969e-01
             5242	1.0491544575e-01	1.0491565857e-01
             5243	1.0491544459e-01	1.0491565741e-01
             5244	1.0491544330e-01	1.0491565612e-01
             5245	1.0491544205e-01	1.0491565487e-01
             5246	1.0491544084e-01	1.0491565366e-01
             5247	1.0491543970e-01	1.0491565253e-01
             5248	1.0491543870e-01	1.0491565153e-01
             5249	1.0491543741e-01	1.0491565024e-01
             5250	1.0491543626e-01	1.0491564909e-01
             5251	1.0491543518e-01	1.0491564802e-01
             5252	1.0491543408e-01	1.0491564691e-01
             5253	1.0491543299e-01	1.0491564582e-01
             5254	1.0491543183e-01	1.0491564467e-01
             5255	1.0491543060e-01	1.0491564344e-01
             5256	1.0491542948e-01	1.0491564232e-01
             5257	1.0491542840e-01	1.0491564124e-01
             5258	1.0491542732e-01	1.0491564016e-01
             5259	1.0491542624e-01	1.0491563908e-01
             5260	1.0491542513e-01	1.0491563797e-01
             5261	1.0491542396e-01	1.0491563681e-01
             5262	1.0491542282e-01	1.0491563566e-01
             5263	1.0491542169e-01	1.0491563454e-01
             5264	1.0491542056e-01	1.0491563341e-01
             5265	1.0491541929e-01	1.0491563214e-01
             5266	1.0491541811e-01	1.0491563096e-01
             5267	1.0491541708e-01	1.0491562993e-01
             5268	1.0491541592e-01	1.0491562878e-01
             5269	1.0491541480e-01	1.0491562766e-01
             5270	1.0491541349e-01	1.0491562635e-01
             5271	1.0491541235e-01	1.0491562521e-01
             5272	1.0491541128e-01	1.0491562414e-01
             5273	1.0491541023e-01	1.0491562310e-01
             5274	1.0491540913e-01	1.0491562199e-01
             5275	1.0491540785e-01	1.0491562072e-01
             5276	1.0491540678e-01	1.0491561965e-01
             5277	1.0491540564e-01	1.0491561851e-01
             5278	1.0491540459e-01	1.0491561746e-01
             5279	1.0491540346e-01	1.0491561633e-01
             5280	1.0491540234e-01	1.0491561521e-01
             5281	1.0491540118e-01	1.0491561406e-01
             5282	1.0491540003e-01	1.0491561291e-01
             5283	1.0491539888e-01	1.0491561176e-01
             5284	1.0491539771e-01	1.0491561059e-01
             5285	1.0491539657e-01	1.0491560945e-01
             5286	1.0491539542e-01	1.0491560830e-01
             5287	1.0491539441e-01	1.0491560730e-01
             5288	1.0491539319e-01	1.0491560607e-01
             5289	1.0491539206e-01	1.0491560495e-01
             5290	1.0491539091e-01	1.0491560379e-01
             5291	1.0491538977e-01	1.0491560266e-01
