#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
             5760	2.1707948232e-03	6.3229801444e-02	3.3151588655e-01	6.0306802074e-01	1.5496433860e-05
             5761	2.1707950539e-03	6.3229788418e-02	3.3151589730e-01	6.0306802472e-01	1.5494503848e-05
             5762	2.1707952846e-03	6.3229775396e-02	3.3151590804e-01	6.0306802870e-01	1.5492574279e-05
             5763	2.1707955152e-03	6.3229762376e-02	3.3151591878e-01	6.0306803268e-01	1.5490645072e-05
             5764	2.1707957457e-03	6.3229749360e-02	3.3151592952e-01	6.0306803666e-01	1.5488716172e-05
             5765	2.1707959763e-03	6.3229736346e-02	3.3151594025e-01	6.0306804064e-01	1.5486787655e-05
             5766	2.1707962068e-03	6.3229723335e-02	3.3151595098e-01	6.0306804462e-01	1.5484859275e-05
             5767	2.1707964372e-03	6.3229710327e-02	3.3151596171e-01	6.0306804859e-01	1.5482931211e-05
             5768	2.1707966676e-03	6.3229697322e-02	3.3151597244e-01	6.0306805257e-01	1.5481003547e-05
             5769	2.1707968980e-03	6.3229684320e-02	3.3151598317e-01	6.0306805654e-01	1.5479076357e-05
             5770	2.1707971283e-03	6.3229671320e-02	3.3151599389e-01	6.0306806051e-01	1.5477149247e-05
             5771	2.1707973586e-03	6.3229658324e-02	3.3151600461e-01	6.0306806449e-01	1.5475222510e-05
             5772	2.1707975889e-03	6.3229645330e-02	3.3151601533e-01	6.0306806846e-01	1.5473296077e-05
             5773	2.1707978191e-03	6.3229632340e-02	3.3151602604e-01	6.0306807243e-01	1.5471370021e-05
             5774	2.1707980493e-03	6.3229619352e-02	3.3151603676e-01	6.0306807640e-01	1.5469444214e-05
             5775	2.1707982795e-03	6.3229606367e-02	3.3151604747e-01	6.0306808037e-01	1.5467518709e-05
             5776	2.1707985096e-03	6.3229593386e-02	3.3151605817e-01	6.0306808434e-01	1.5465593531e-05
             5777	2.1707987397e-03	6.3229580406e-02	3.3151606888e-01	6.0306808830e-01	1.5463668671e-05
             5778	2.1707989697e-03	6.3229567430e-02	3.3151607959e-01	6.0306809227e-01	1.5461744121e-05
             5779	2.1707991997e-03	6.3229554456e-02	3.3151609029e-01	6.0306809624e-01	1.5459819873e-05
             5780	2.1707994297e-03	6.3229541486e-02	3.3151610099e-01	6.0306810020e-01	1.5457896102e-05
             5781	2.1707996596e-03	6.3229528518e-02	3.3151611168e-01	6.0306810417e-01	1.5455972410e-05
             5782	2.1707998895e-03	6.3229515553e-02	3.3151612238e-01	6.0306810813e-01	1.5454049067e-05
             5783	2.1708001193e-03	6.3229502591e-02	3.3151613307e-01	6.0306811209e-01	1.5452126204e-05
             5784	2.1708003491e-03	6.3229489631e-02	3.3151614376e-01	6.0306811605e-01	1.5450203531e-05
             5785	2.1708005789e-03	6.3229476675e-02	3.3151615445e-01	6.0306812002e-01	1.5448281119e-05
             5786	2.1708008086e-03	6.3229463721e-02	3.3151616513e-01	6.0306812398e-01	1.5446359095e-05
             5787	2.1708010383e-03	6.3229450770e-02	3.3151617582e-01	6.0306812794e-01	1.5444437414e-05
             5788	2.1708012680e-03	6.3229437822e-02	3.3151618650e-01	6.0306813189e-01	1.5442515948e-05
             5789	2.1708014976e-03	6.3229424877e-02	3.3151619718e-01	6.0306813585e-01	1.5440594897e-05
             5790	2.1708017272e-03	6.3229411934e-02	3.3151620785e-01	6.0306813981e-01	1.5438674074e-05
             5791	2.1708019567e-03	6.3229398995e-02	3.3151621853e-01	6.0306814377e-01	1.5436753545e-05
             5792	2.1708021862e-03	6.3229386058e-02	3.3151622920e-01	6.0306814772e-01	1.5434833402e-05
             5793	2.1708024157e-03	6.3229373124e-02	3.3151623987e-01	6.0306815168e-01	1.5432913621e-05
             5794	2.1708026451e-03	6.3229360193e-02	3.3151625054e-01	6.0306815563e-01	1.5430994076e-05
             5795	2.1708028745e-03	6.3229347264e-02	3.3151626120e-01	6.0306815958e-01	1.5429074789e-05
             5796	2.1708031038e-03	6.3229334339e-02	3.3151627187e-01	6.0306816354e-01	1.5427156034e-05
             5797	2.1708033331e-03	6.3229321416e-02	3.3151628253e-01	6.0306816749e-01	1.5425237437e-05
             5798	2.1708035624e-03	6.3229308496e-02	3.3151629318e-01	6.0306817144e-01	1.5423319235e-05
             5799	2.1708037916e-03	6.3229295579e-02	3.3151630384e-01	6.0306817539e-01	1.5421401341e-05
             5800	2.1708040208e-03	6.3229282664e-02	3.3151631449e-01	6.0306817934e-01	1.5419483733e-05
             5801	2.1708042500e-03	6.3229269752e-02	3.3151632515e-01	6.0306818329e-01	1.5417566513e-05
             5802	2.1708044791e-03	6.3229256844e-02	3.3151633579e-01	6.0306818723e-01	1.5415649675e-05
             5803	2.1708047081e-03	6.3229243938e-02	3.3151634644e-01	6.0306819118e-01	1.5413733140e-05
             5804	2.1708049372e-03	6.3229231036e-02	3.3151635709e-01	6.0306819512e-01	1.5411816846e-05
             5805	2.1708051662e-03	6.3229218135e-02	3.3151636773e-01	6.0306819907e-01	1.5409900809e-05
             5806	2.1708053951e-03	6.3229205238e-02	3.3151637837e-01	6.0306820301e-01	1.5407985150e-05
             5807	2.1708056241e-03	6.3229192343e-02	3.3151638901e-01	6.0306820696e-01	1.5406069703e-05
             5808	2.1708058530e-03	6.3229179451e-02	3.3151639964e-01	6.0306821090e-01	1.5404154701e-05
             5809	2.1708060818e-03	6.3229166562e-02	3.3151641027e-01	6.0306821484e-01	1.5402239883e-05
             5810	2.1708063106e-03	6.3229153676e-02	3.3151642090e-01	6.0306821878e-01	1.5400325523e-05
             5811	2.1708065394e-03	6.3229140792e-02	3.3151643153e-01	6.0306822272e-01	1.5398411406e-05
             5812	2.1708067681e-03	6.3229127912e-02	3.3151644216e-01	6.0306822666e-01	1.5396497632e-05
             5813	2.1708069969e-03	6.3229115034e-02	3.3151645278e-01	6.0306823060e-01	1.5394584044e-05
             5814	2.1708072255e-03	6.3229102159e-02	3.3151646341e-01	6.0306823454e-01	1.5392670936e-05
             5815	2.1708074541e-03	6.3229089286e-02	3.3151647403e-01	6.0306823848e-01	1.5390758126e-05
             5816	2.1708076827e-03	6.3229076417e-02	3.3151648464e-01	6.0306824241e-01	1.5388845569e-05
             5817	2.1708079113e-03	6.3229063550e-02	3.3151649526e-01	6.0306824635e-01	1.5386933361e-05
             5818	2.1708081398e-03	6.3229050687e-02	3.3151650587e-01	6.0306825028e-01	1.5385021569e-05
             5819	2.1708083682e-03	6.3229037825e-02	3.3151651648e-01	6.0306825422e-01	1.5383110027e-05
             5820	2.1708085966e-03	6.3229024967e-02	3.3151652709e-01	6.0306825815e-01	1.5381198766e-05
             5821	2.1708088250e-03	6.3229012111e-02	3.3151653769e-01	6.0306826208e-01	1.5379287844e-05
             5822	2.1708090534e-03	6.3228999258e-02	3.3151654830e-01	6.0306826601e-01	1.5377377294e-05
             5823	2.1708092817e-03	6.3228986408e-02	3.3151655890e-01	6.0306826994e-01	1.5375467044e-05
             5824	2.1708095100e-03	6.3228973561e-02	3.3151656950e-01	6.0306827387e-01	1.5373556998e-05
             5825	2.1708097382e-03	6.3228960717e-02	3.3151658010e-01	6.0306827780e-01	1.5371647331e-05
             5826	2.1708099664e-03	6.3228947875e-02	3.3151659069e-01	6.0306828173e-01	1.5369737943e-05
             5827	2.1708101945e-03	6.3228935037e-02	3.3151660128e-01	6.0306828566e-01	1.5367829073e-05
             5828	2.1708104227e-03	6.3228922201e-02	3.3151661187e-01	6.0306828958e-01	1.5365920431e-05
             5829	2.1708106507e-03	6.3228909368e-02	3.3151662246e-01	6.0306829351e-01	1.5364011871e-05
             5830	2.1708108788e-03	6.3228896538e-02	3.3151663304e-01	6.0306829744e-01	1.5362103821e-05
             5831	2.1708111068e-03	6.3228883710e-02	3.3151664363e-01	6.0306830136e-01	1.5360195896e-05
             5832	2.1708113348e-03	6.3228870885e-02	3.3151665421e-01	6.0306830528e-01	1.5358288333e-05
             5833	2.1708115627e-03	6.3228858063e-02	3.3151666479e-01	6.0306830921e-01	1.5356381248e-05
             5834	2.1708117906e-03	6.3228845244e-02	3.3151667536e-01	6.0306831313e-01	1.5354474281e-05
             5835	2.1708120185e-03	6.3228832427e-02	3.3151668594e-01	6.0306831705e-01	1.5352567696e-05
             5836	2.1708122463e-03	6.3228819614e-02	3.3151669651e-01	6.0306832097e-01	1.5350661378e-05
             5837	2.1708124741e-03	6.3228806803e-02	3.3151670708e-01	6.0306832489e-01	1.5348755444e-05
             5838	2.1708127018e-03	6.3228793995e-02	3.3151671765e-01	6.0306832881e-01	1.5346849949e-05
             5839	2.1708129295e-03	6.3228781190e-02	3.3151672821e-01	6.0306833272e-01	1.5344944541e-05
             5840	2.1708131572e-03	6.3228768387e-02	3.3151673877e-01	6.0306833664e-01	1.5343039485e-05
             5841	2.1708133848e-03	6.3228755588e-02	3.3151674933e-01	6.0306834056e-01	1.5341134815e-05
             5842	2.1708136124e-03	6.3228742791e-02	3.3151675989e-01	6.0306834447e-01	1.5339230320e-05
             5843	2.1708138400e-03	6.3228729996e-02	3.3151677045e-01	6.0306834839e-01	1.5337326286e-05
             5844	2.1708140675e-03	6.3228717204e-02	3.3151678100e-01	6.0306835230e-01	1.5335422471e-05
             5845	2.1708142950e-03	6.3228704415e-02	3.3151679156e-01	6.0306835622e-01	1.5333518964e-05
             5846	2.1708145225e-03	6.3228691629e-02	3.3151680210e-01	6.0306836013e-01	1.5331615819e-05
             5847	2.1708147499e-03	6.3228678845e-02	3.3151681265e-01	6.0306836404e-01	1.5329713050e-05
             5848	2.1708149772e-03	6.3228666065e-02	3.3151682320e-01	6.0306836795e-01	1.5327810490e-05
             5849	2.1708152046e-03	6.3228653287e-02	3.3151683374e-01	6.0306837186e-01	1.5325908240e-05
             5850	2.1708154318e-03	6.3228640512e-02	3.3151684428e-01	6.0306837577e-01	1.5324006354e-05
             5851	2.1708156591e-03	6.3228627740e-02	3.3151685482e-01	6.0306837968e-01	1.5322104814e-05
             5852	2.1708158863e-03	6.3228614970e-02	3.3151686535e-01	6.0306838359e-01	1.5320203538e-05
             5853	2.1708161135e-03	6.3228602204e-02	3.3151687589e-01	6.0306838749e-01	1.5318302544e-05
             5854	2.1708163406e-03	6.3228589439e-02	3.3151688642e-01	6.0306839140e-01	1.5316401932e-05
             5855	2.1708165678e-03	6.3228576678e-02	3.3151689695e-01	6.0306839530e-01	1.5314501543e-05
             5856	2.1708167948e-03	6.3228563919e-02	3.3151690748e-01	6.0306839921e-01	1.5312601506e-05
             5857	2.1708170218e-03	6.3228551163e-02	3.3151691800e-01	6.0306840311e-01	1.5310701948e-05
             5858	2.1708172488e-03	6.3228538410e-02	3.3151692852e-01	6.0306840702e-01	1.5308802470e-05
             5859	2.1708174758e-03	6.3228525660e-02	3.3151693904e-01	6.0306841092e-01	1.5306903446e-05
             5860	2.1708177027e-03	6.3228512911e-02	3.3151694956e-01	6.0306841482e-01	1.5305004602e-05
             5861	2.1708179296e-03	6.3228500166e-02	3.3151696008e-01	6.0306841872e-01	1.5303106305e-05
             5862	2.1708181564e-03	6.3228487424e-02	3.3151697059e-01	6.0306842262e-01	1.5301208133e-05
             5863	2.1708183832e-03	6.3228474684e-02	3.3151698110e-01	6.0306842652e-01	1.5299310308e-05
             5864	2.1708186100e-03	6.3228461947e-02	3.3151699161e-01	6.0306843042e-01	1.5297412885e-05
             5865	2.1708188367e-03	6.3228449214e-02	3.3151700212e-01	6.0306843431e-01	1.5295515891e-05
             5866	2.1708190633e-03	6.3228436483e-02	3.3151701262e-01	6.0306843821e-01	1.5293619085e-05
             5867	2.1708192900e-03	6.3228423754e-02	3.3151702313e-01	6.0306844211e-01	1.5291722565e-05
             5868	2.1708195166e-03	6.3228411028e-02	3.3151703363e-01	6.0306844600e-01	1.5289826371e-05
             5869	2.1708197432e-03	6.3228398305e-02	3.3151704413e-01	6.0306844990e-01	1.5287930420e-05
             5870	2.1708199697e-03	6.3228385584e-02	3.3151705462e-01	6.0306845379e-01	1.5286034772e-05
             5871	2.1708201962e-03	6.3228372866e-02	3.3151706512e-01	6.0306845768e-01	1.5284139467e-05
             5872	2.1708204227e-03	6.3228360151e-02	3.3151707561e-01	6.0306846157e-01	1.5282244397e-05
             5873	2.1708206491e-03	6.3228347439e-02	3.3151708610e-01	6.0306846546e-01	1.5280349856e-05
             5874	2.1708208754e-03	6.3228334730e-02	3.3151709658e-01	6.0306846936e-01	1.5278455605e-05
             5875	2.1708211018e-03	6.3228322024e-02	3.3151710707e-01	6.0306847324e-01	1.5276561370e-05
             5876	2.1708213280e-03	6.3228309321e-02	3.3151711755e-01	6.0306847713e-01	1.5274667733e-05
             5877	2.1708215543e-03	6.3228296620e-02	3.3151712803e-01	6.0306848102e-01	1.5272774302e-05
             5878	2.1708217805e-03	6.3228283921e-02	3.3151713851e-01	6.0306848491e-01	1.5270881060e-05
             5879	2.1708220068e-03	6.3228271225e-02	3.3151714899e-01	6.0306848880e-01	1.5268988129e-05
             5880	2.1708222329e-03	6.3228258532e-02	3.3151715946e-01	6.0306849268e-01	1.5267095528e-05
             5881	2.1708224590e-03	6.3228245843e-02	3.3151716993e-01	6.0306849657e-01	1.5265203400e-05
             5882	2.1708226851e-03	6.3228233155e-02	3.3151718040e-01	6.0306850045e-01	1.5263311528e-05
             5883	2.1708229111e-03	6.3228220471e-02	3.3151719087e-01	6.0306850433e-01	1.5261419895e-05
             5884	2.1708231371e-03	6.3228207789e-02	3.3151720133e-01	6.0306850822e-01	1.5259528613e-05
             5885	2.1708233631e-03	6.3228195109e-02	3.3151721179e-01	6.0306851210e-01	1.5257637688e-05
             5886	2.1708235890e-03	6.3228182432e-02	3.3151722225e-01	6.0306851598e-01	1.5255747054e-05
             5887	2.1708238149e-03	6.3228169758e-02	3.3151723271e-01	6.0306851986e-01	1.5253856727e-05
             5888	2.1708240408e-03	6.3228157086e-02	3.3151724317e-01	6.0306852374e-01	1.5251966744e-05
             5889	2.1708242666e-03	6.3228144418e-02	3.3151725362e-01	6.0306852762e-01	1.5250077179e-05
             5890	2.1708244924e-03	6.3228131752e-02	3.3151726407e-01	6.0306853149e-01	1.5248187792e-05
             5891	2.1708247181e-03	6.3228119089e-02	3.3151727452e-01	6.0306853537e-01	1.5246298713e-05
             5892	2.1708249438e-03	6.3228106429e-02	3.3151728497e-01	6.0306853925e-01	1.5244409960e-05
             5893	2.1708251695e-03	6.3228093771e-02	3.3151729541e-01	6.0306854312e-01	1.5242521488e-05
             5894	2.1708253951e-03	6.3228081116e-02	3.3151730586e-01	6.0306854700e-01	1.5240633271e-05
             5895	2.1708256207e-03	6.3228068464e-02	3.3151731630e-01	6.0306855087e-01	1.5238745362e-05
             5896	2.1708258462e-03	6.3228055814e-02	3.3151732674e-01	6.0306855475e-01	1.5236857729e-05
             5897	2.1708260718e-03	6.3228043167e-02	3.3151733717e-01	6.0306855862e-01	1.5234970568e-05
             5898	2.1708262972e-03	6.3228030523e-02	3.3151734761e-01	6.0306856249e-01	1.5233083597e-05
             5899	2.1708265227e-03	6.3228017881e-02	3.3151735804e-01	6.0306856636e-01	1.5231197001e-05
             5900	2.1708267481e-03	6.3228005242e-02	3.3151736847e-01	6.0306857023e-01	1.5229310549e-05
             5901	2.1708269735e-03	6.3227992606e-02	3.3151737890e-01	6.0306857410e-01	1.5227424533e-05
             5902	2.1708271988e-03	6.3227979973e-02	3.3151738932e-01	6.0306857797e-01	1.5225538975e-05
             5903	2.1708274241e-03	6.3227967343e-02	3.3151739974e-01	6.0306858184e-01	1.5223653673e-05
             5904	2.1708276493e-03	6.3227954716e-02	3.3151741016e-01	6.0306858570e-01	1.5221768565e-05
             5905	2.1708278745e-03	6.3227942091e-02	3.3151742058e-01	6.0306858957e-01	1.5219883650e-05
             5906	2.1708280997e-03	6.3227929468e-02	3.3151743100e-01	6.0306859343e-01	1.5217999131e-05
             5907	2.1708283249e-03	6.3227916848e-02	3.3151744141e-01	6.0306859730e-01	1.5216114827e-05
             5908	2.1708285500e-03	6.3227904230e-02	3.3151745183e-01	6.0306860116e-01	1.5214230918e-05
             5909	2.1708287751e-03	6.3227891616e-02	3.3151746224e-01	6.0306860503e-01	1.5212347408e-05
             5910	2.1708290001e-03	6.3227879004e-02	3.3151747264e-01	6.0306860889e-01	1.5210464014e-05
             5911	2.1708292251e-03	6.3227866394e-02	3.3151748305e-01	6.0306861275e-01	1.5208581002e-05
             5912	2.1708294501e-03	6.3227853788e-02	3.3151749345e-01	6.0306861661e-01	1.5206698489e-05
             5913	2.1708296750e-03	6.3227841184e-02	3.3151750385e-01	6.0306862047e-01	1.5204816082e-05
             5914	2.1708298999e-03	6.3227828583e-02	3.3151751425e-01	6.0306862433e-01	1.5202934069e-05
             5915	2.1708301247e-03	6.3227815985e-02	3.3151752465e-01	6.0306862819e-01	1.5201052217e-05
             5916	2.1708303495e-03	6.3227803389e-02	3.3151753504e-01	6.0306863205e-01	1.5199170880e-05
             5917	2.1708305743e-03	6.3227790797e-02	3.3151754544e-01	6.0306863590e-01	1.5197289853e-05
             5918	2.1708307990e-03	6.3227778206e-02	3.3151755583e-01	6.0306863976e-01	1.5195409002e-05
             5919	2.1708310237e-03	6.3227765619e-02	3.3151756621e-01	6.0306864361e-01	1.5193528587e-05
             5920	2.1708312484e-03	6.3227753034e-02	3.3151757660e-01	6.0306864747e-01	1.5191648352e-05
             5921	2.1708314730e-03	6.3227740451e-02	3.3151758698e-01	6.0306865132e-01	1.5189768428e-05
             5922	2.1708316976e-03	6.3227727872e-02	3.3151759737e-01	6.0306865518e-01	1.5187888926e-05
             5923	2.1708319221e-03	6.3227715294e-02	3.3151760774e-01	6.0306865903e-01	1.5186009686e-05
             5924	2.1708321466e-03	6.3227702720e-02	3.3151761812e-01	6.0306866288e-01	1.5184130908e-05
             5925	2.1708323711e-03	6.3227690148e-02	3.3151762850e-01	6.0306866673e-01	1.5182252153e-05
             5926	2.1708325956e-03	6.3227677579e-02	3.3151763887e-01	6.0306867058e-01	1.5180373899e-05
             5927	2.1708328200e-03	6.3227665012e-02	3.3151764924e-01	6.0306867443e-01	1.5178495847e-05
             5928	2.1708330443e-03	6.3227652448e-02	3.3151765961e-01	6.0306867828e-01	1.5176618182e-05
             5929	2.1708332686e-03	6.3227639888e-02	3.3151766998e-01	6.0306868213e-01	1.5174740813e-05
             5930	2.1708334929e-03	6.3227627329e-02	3.3151768034e-01	6.0306868597e-01	1.5172863696e-05
             5931	2.1708337172e-03	6.3227614773e-02	3.3151769070e-01	6.0306868982e-01	1.5170986889e-05
             5932	2.1708339414e-03	6.3227602220e-02	3.3151770106e-01	6.0306869367e-01	1.5169110374e-05
             5933	2.1708341656e-03	6.3227589670e-02	3.3151771142e-01	6.0306869751e-01	1.5167234081e-05
             5934	2.1708343897e-03	6.3227577122e-02	3.3151772178e-01	6.0306870135e-01	1.5165358244e-05
             5935	2.1708346139e-03	6.3227564577e-02	3.3151773213e-01	6.0306870520e-01	1.5163482544e-05
             5936	2.1708348379e-03	6.3227552035e-02	3.3151774248e-01	6.0306870904e-01	1.5161607209e-05
             5937	2.1708350620e-03	6.3227539495e-02	3.3151775283e-01	6.0306871288e-01	1.5159732199e-05
             5938	2.1708352860e-03	6.3227526958e-02	3.3151776318e-01	6.0306871672e-01	1.5157857430e-05
             5939	2.1708355099e-03	6.3227514425e-02	3.3151777352e-01	6.0306872056e-01	1.5155983063e-05
             5940	2.1708357339e-03	6.3227501893e-02	3.3151778386e-01	6.0306872440e-01	1.5154108977e-05
             5941	2.1708359577e-03	6.3227489365e-02	3.3151779420e-01	6.0306872824e-01	1.5152235126e-05
             5942	2.1708361816e-03	6.3227476839e-02	3.3151780454e-01	6.0306873208e-01	1.5150361536e-05
             5943	2.1708364054e-03	6.3227464316e-02	3.3151781488e-01	6.0306873592e-01	1.5148488221e-05
             5944	2.1708366292e-03	6.3227451795e-02	3.3151782521e-01	6.0306873975e-01	1.5146615198e-05
             5945	2.1708368530e-03	6.3227439277e-02	3.3151783554e-01	6.0306874359e-01	1.5144742536e-05
             5946	2.1708370767e-03	6.3227426762e-02	3.3151784587e-01	6.0306874742e-01	1.5142870035e-05
             5947	2.1708373004e-03	6.3227414249e-02	3.3151785620e-01	6.0306875126e-01	1.5140997994e-05
             5948	2.1708375240e-03	6.3227401739e-02	3.3151786652e-01	6.0306875509e-01	1.5139126238e-05
             5949	2.1708377476e-03	6.3227389232e-02	3.3151787684e-01	6.0306875892e-01	1.5137254763e-05
             5950	2.1708379712e-03	6.3227376727e-02	3.3151788716e-01	6.0306876275e-01	1.5135383522e-05
             5951	2.1708381947e-03	6.3227364226e-02	3.3151789748e-01	6.0306876658e-01	1.5133512710e-05
             5952	2.1708384183e-03	6.3227351726e-02	3.3151790780e-01	6.0306877041e-01	1.5131642100e-05
             5953	2.1708386417e-03	6.3227339229e-02	3.3151791811e-01	6.0306877424e-01	1.5129771831e-05
             5954	2.1708388652e-03	6.3227326736e-02	3.3151792843e-01	6.0306877807e-01	1.5127901823e-05
             5955	2.1708390886e-03	6.3227314244e-02	3.3151793874e-01	6.0306878190e-01	1.5126031914e-05
             5956	2.1708393119e-03	6.3227301755e-02	3.3151794904e-01	6.0306878573e-01	1.5124162460e-05
             5957	2.1708395352e-03	6.3227289270e-02	3.3151795935e-01	6.0306878955e-01	1.5122293342e-05
             5958	2.1708397585e-03	6.3227276786e-02	3.3151796965e-01	6.0306879338e-01	1.5120424551e-05
             5959	2.1708399818e-03	6.3227264306e-02	3.3151797995e-01	6.0306879720e-01	1.5118556000e-05
             5960	2.1708402050e-03	6.3227251828e-02	3.3151799025e-01	6.0306880103e-01	1.5116687824e-05
             5961	2.1708404282e-03	6.3227239352e-02	3.3151800055e-01	6.0306880485e-01	1.5114819784e-05
             5962	2.1708406514e-03	6.3227226879e-02	3.3151801084e-01	6.0306880867e-01	1.5112952064e-05
             5963	2.1708408745e-03	6.3227214409e-02	3.3151802114e-01	6.0306881250e-01	1.5111084615e-05
             5964	2.1708410976e-03	6.3227201941e-02	3.3151803143e-01	6.0306881632e-01	1.5109217506e-05
             5965	2.1708413206e-03	6.3227189476e-02	3.3151804171e-01	6.0306882014e-01	1.5107350773e-05
             5966	2.1708415436e-03	6.3227177014e-02	3.3151805200e-01	6.0306882396e-01	1.5105484165e-05
             5967	2.1708417666e-03	6.3227164555e-02	3.3151806228e-01	6.0306882778e-01	1.5103618035e-05
             5968	2.1708419895e-03	6.3227152098e-02	3.3151807257e-01	6.0306883159e-01	1.5101752135e-05
             5969	2.1708422124e-03	6.3227139644e-02	3.3151808285e-01	6.0306883541e-01	1.5099886583e-05
             5970	2.1708424353e-03	6.3227127192e-02	3.3151809312e-01	6.0306883923e-01	1.5098021259e-05
             5971	2.1708426581e-03	6.3227114743e-02	3.3151810340e-01	6.0306884304e-01	1.5096156266e-05
             5972	2.1708428809e-03	6.3227102296e-02	3.3151811367e-01	6.0306884686e-01	1.5094291545e-05
             5973	2.1708431036e-03	6.3227089853e-02	3.3151812394e-01	6.0306885067e-01	1.5092427054e-05
             5974	2.1708433264e-03	6.3227077411e-02	3.3151813421e-01	6.0306885449e-01	1.5090563039e-05
             5975	2.1708435490e-03	6.3227064973e-02	3.3151814448e-01	6.0306885830e-01	1.5088699283e-05
             5976	2.1708437717e-03	6.3227052538e-02	3.3151815474e-01	6.0306886211e-01	1.5086835768e-05
             5977	2.1708439943e-03	6.3227040105e-02	3.3151816501e-01	6.0306886592e-01	1.5084972368e-05
             5978	2.1708442169e-03	6.3227027673e-02	3.3151817527e-01	6.0306886973e-01	1.5083109304e-05
             5979	2.1708444394e-03	6.3227015246e-02	3.3151818552e-01	6.0306887354e-01	1.5081246804e-05
             5980	2.1708446619e-03	6.3227002820e-02	3.3151819578e-01	6.0306887735e-01	1.5079384408e-05
             5981	2.1708448844e-03	6.3226990398e-02	3.3151820603e-01	6.0306888116e-01	1.5077522271e-05
             5982	2.1708451068e-03	6.3226977978e-02	3.3151821629e-01	6.0306888497e-01	1.5075660547e-05
             5983	2.1708453292e-03	6.3226965560e-02	3.3151822654e-01	6.0306888878e-01	1.5073799069e-05
             5984	2.1708455515e-03	6.3226953145e-02	3.3151823678e-01	6.0306889258e-01	1.5071937914e-05
             5985	2.1708457739e-03	6.3226940732e-02	3.3151824703e-01	6.0306889639e-01	1.5070076983e-05
             5986	2.1708459962e-03	6.3226928322e-02	3.3151825727e-01	6.0306890019e-01	1.5068216447e-05
             5987	2.1708462184e-03	6.3226915915e-02	3.3151826752e-01	6.0306890400e-01	1.5066356190e-05
             5988	2.1708464406e-03	6.3226903509e-02	3.3151827776e-01	6.0306890780e-01	1.5064496079e-05
             5989	2.1708466628e-03	6.3226891108e-02	3.3151828799e-01	6.0306891160e-01	1.5062636484e-05
             5990	2.1708468849e-03	6.3226878709e-02	3.3151829823e-01	6.0306891540e-01	1.5060777112e-05
             5991	2.1708471070e-03	6.3226866312e-02	3.3151830846e-01	6.0306891920e-01	1.5058918008e-05
             5992	2.1708473291e-03	6.3226853919e-02	3.3151831869e-01	6.0306892300e-01	1.5057059102e-05
             5993	2.1708475511e-03	6.3226841527e-02	3.3151832892e-01	6.0306892680e-01	1.5055200506e-05
             5994	2.1708477731e-03	6.3226829137e-02	3.3151833915e-01	6.0306893060e-01	1.5053342305e-05
             5995	2.1708479951e-03	6.3226816752e-02	3.3151834937e-01	6.0306893440e-01	1.5051484485e-05
             5996	2.1708482170e-03	6.3226804368e-02	3.3151835959e-01	6.0306893820e-01	1.5049626941e-05
             5997	2.1708484389e-03	6.3226791987e-02	3.3151836981e-01	6.0306894199e-01	1.5047769548e-05
             5998	2.1708486608e-03	6.3226779609e-02	3.3151838003e-01	6.0306894579e-01	1.5045912343e-05
             5999	2.1708488826e-03	6.3226767233e-02	3.3151839025e-01	6.0306894958e-01	1.5044055706e-05
             6000	2.1708491044e-03	6.3226754860e-02	3.3151840046e-01	6.0306895338e-01	1.5042199192e-05
             6001	2.1708493262e-03	6.3226742487e-02	3.3151841067e-01	6.0306895717e-01	1.5040342906e-05
             6002	2.1708495479e-03	6.3226730120e-02	3.3151842088e-01	6.0306896096e-01	1.5038486982e-05
             6003	2.1708497696e-03	6.3226717753e-02	3.3151843109e-01	6.0306896476e-01	1.5036631023e-05
             6004	2.1708499913e-03	6.3226705389e-02	3.3151844130e-01	6.0306896855e-01	1.5034775487e-05
             6005	2.1708502129e-03	6.3226693028e-02	3.3151845150e-01	6.0306897234e-01	1.5032920297e-05
             6006	2.1708504345e-03	6.3226680670e-02	3.3151846170e-01	6.0306897613e-01	1.5031065428e-05
             6007	2.1708506561e-03	6.3226668314e-02	3.3151847190e-01	6.0306897992e-01	1.5029210776e-05
             6008	2.1708508776e-03	6.3226655961e-02	3.3151848210e-01	6.0306898371e-01	1.5027356517e-05
             6009	2.1708510991e-03	6.3226643610e-02	3.3151849230e-01	6.0306898749e-01	1.5025502435e-05
             6010	2.1708513205e-03	6.3226631261e-02	3.3151850249e-01	6.0306899128e-01	1.5023648783e-05
             6011	2.1708515420e-03	6.3226618915e-02	3.3151851268e-01	6.0306899507e-01	1.5021795354e-05
             6012	2.1708517633e-03	6.3226606573e-02	3.3151852287e-01	6.0306899885e-01	1.5019942305e-05
             6013	2.1708519847e-03	6.3226594232e-02	3.3151853306e-01	6.0306900264e-01	1.5018089450e-05
             6014	2.1708522060e-03	6.3226581894e-02	3.3151854324e-01	6.0306900642e-01	1.5016236932e-05
             6015	2.1708524272e-03	6.3226569559e-02	3.3151855342e-01	6.0306901020e-01	1.5014384798e-05
             6016	2.1708526485e-03	6.3226557226e-02	3.3151856361e-01	6.0306901399e-01	1.5012532794e-05
