#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)
             5168	1.2920319672e-04	3.9989900552e-01	5.9997179129e-01
             5169	1.2918172282e-04	3.9989902230e-01	5.9997179598e-01
             5170	1.2916025437e-04	3.9989903908e-01	5.9997180066e-01
             5171	1.2913879040e-04	3.9989905586e-01	5.9997180535e-01
             5172	1.2911733228e-04	3.9989907263e-01	5.9997181004e-01
             5173	1.2909587959e-04	3.9989908940e-01	5.9997181473e-01
             5174	1.2907443135e-04	3.9989910616e-01	5.9997181941e-01
             5175	1.2905298772e-04	3.9989912292e-01	5.9997182409e-01
             5176	1.2903154959e-04	3.9989913967e-01	5.9997182878e-01
             5177	1.2901011650e-04	3.9989915643e-01	5.9997183346e-01
             5178	1.2898868935e-04	3.9989917317e-01	5.9997183814e-01
             5179	1.2896726624e-04	3.9989918992e-01	5.9997184282e-01
             5180	1.2894584884e-04	3.9989920666e-01	5.9997184749e-01
             5181	1.2892443618e-04	3.9989922339e-01	5.9997185217e-01
             5182	1.2890302909e-04	3.9989924012e-01	5.9997185685e-01
             5183	1.2888162819e-04	3.9989925685e-01	5.9997186152e-01
             5184	1.2886023121e-04	3.9989927357e-01	5.9997186620e-01
             5185	1.2883884001e-04	3.9989929029e-01	5.9997187087e-01
             5186	1.2881745415e-04	3.9989930701e-01	5.9997187554e-01
             5187	1.2879607340e-04	3.9989932372e-01	5.9997188021e-01
             5188	1.2877469728e-04	3.9989934043e-01	5.9997188488e-01
             5189	1.2875332746e-04	3.9989935713e-01	5.9997188954e-01
             5190	1.2873196237e-04	3.9989937383e-01	5.9997189421e-01
             5191	1.2871060146e-04	3.9989939052e-01	5.9997189888e-01
             5192	1.2868924613e-04	3.9989940721e-01	5.9997190354e-01
             5193	1.2866789582e-04	3.9989942390e-01	5.9997190820e-01
             5194	1.2864655145e-04	3.9989944058e-01	5.9997191287e-01
             5195	1.2862521209e-04	3.9989945726e-01	5.9997191753e-01
             5196	1.2860387764e-04	3.9989947394e-01	5.9997192219e-01
             5197	1.2858254860e-04	3.9989949061e-01	5.9997192684e-01
             5198	1.2856122438e-04	3.9989950727e-01	5.9997193150e-01
             5199	1.2853990414e-04	3.9989952394e-01	5.9997193616e-01
             5200	1.2851859049e-04	3.9989954060e-01	5.9997194081e-01
             5201	1.2849728174e-04	3.9989955725e-01	5.9997194547e-01
             5202	1.2847597735e-04	3.9989957390e-01	5.9997195012e-01
             5203	1.2845467867e-04	3.9989959055e-01	5.9997195477e-01
             5204	1.2843338524e-04	3.9989960719e-01	5.9997195942e-01
             5205	1.2841209579e-04	3.9989962383e-01	5.9997196407e-01
             5206	1.2839081236e-04	3.9989964047e-01	5.9997196872e-01
             5207	1.2836953461e-04	3.9989965710e-01	5.9997197337e-01
             5208	1.2834826028e-04	3.9989967372e-01	5.9997197802e-01
             5209	1.2832699205e-04	3.9989969035e-01	5.9997198266e-01
             5210	1.2830572960e-04	3.9989970697e-01	5.9997198730e-01
             5211	1.2828447169e-04	3.9989972358e-01	5.9997199195e-01
             5212	1.2826321921e-04	3.9989974019e-01	5.9997199659e-01
             5213	1.2824197135e-04	3.9989975680e-01	5.9997200123e-01
             5214	1.2822072907e-04	3.9989977340e-01	5.9997200587e-01
             5215	1.2819949251e-04	3.9989979000e-01	5.9997201051e-01
             5216	1.2817826024e-04	3.9989980659e-01	5.9997201514e-01
             5217	1.2815703259e-04	3.9989982319e-01	5.9997201978e-01
             5218	1.2813581083e-04	3.9989983977e-01	5.9997202442e-01
             5219	1.2811459369e-04	3.9989985636e-01	5.9997202905e-01
             5220	1.2809338094e-04	3.9989987294e-01	5.9997203368e-01
             5221	1.2807217393e-04	3.9989988951e-01	5.9997203831e-01
             5222	1.2805097144e-04	3.9989990608e-01	5.9997204295e-01
             5223	1.2802977537e-04	3.9989992265e-01	5.9997204758e-01
             5224	1.2800858378e-04	3.9989993921e-01	5.9997205220e-01
             5225	1.2798739726e-04	3.9989995577e-01	5.9997205683e-01
             5226	1.2796621537e-04	3.9989997233e-01	5.9997206146e-01
             5227	1.2794503823e-04	3.9989998888e-01	5.9997206608e-01
             5228	1.2792386711e-04	3.9990000543e-01	5.9997207071e-01
             5229	1.2790270021e-04	3.9990002197e-01	5.9997207533e-01
             5230	1.2788153984e-04	3.9990003851e-01	5.9997207995e-01
             5231	1.2786038252e-04	3.9990005505e-01	5.9997208457e-01
             5232	1.2783923159e-04	3.9990007158e-01	5.9997208919e-01
             5233	1.2781808513e-04	3.9990008810e-01	5.9997209381e-01
             5234	1.2779694349e-04	3.9990010463e-01	5.9997209843e-01
             5235	1.2777580723e-04	3.9990012115e-01	5.9997210304e-01
             5236	1.2775467605e-04	3.9990013766e-01	5.9997210766e-01
             5237	1.2773354949e-04	3.9990015418e-01	5.9997211227e-01
             5238	1.2771242864e-04	3.9990017068e-01	5.9997211689e-01
             5239	1.2769131145e-04	3.9990018719e-01	5.9997212150e-01
             5240	1.2767020045e-04	3.9990020369e-01	5.9997212611e-01
             5241	1.2764909434e-04	3.9990022019e-01	5.9997213072e-01
             5242	1.2762799325e-04	3.9990023668e-01	5.9997213533e-01
             5243	1.2760689796e-04	3.9990025317e-01	5.9997213994e-01
             5244	1.2758580751e-04	3.9990026965e-01	5.9997214454e-01
             5245	1.2756472196e-04	3.9990028613e-01	5.9997214915e-01
             5246	1.2754364083e-04	3.9990030261e-01	5.9997215375e-01
             5247	1.2752256579e-04	3.9990031908e-01	5.9997215835e-01
             5248	1.2750149432e-04	3.9990033555e-01	5.9997216296e-01
             5249	1.2748042853e-04	3.9990035201e-01	5.9997216756e-01
             5250	1.2745936706e-04	3.9990036848e-01	5.9997217216e-01
             5251	1.2743831029e-04	3.9990038493e-01	5.9997217676e-01
             5252	1.2741725971e-04	3.9990040139e-01	5.9997218135e-01
             5253	1.2739621360e-04	3.9990041784e-01	5.9997218595e-01
             5254	1.2737517333e-04	3.9990043428e-01	5.9997219055e-01
             5255	1.2735413786e-04	3.9990045072e-01	5.9997219514e-01
             5256	1.2733310716e-04	3.9990046716e-01	5.9997219973e-01
             5257	1.2731208035e-04	3.9990048359e-01	5.9997220433e-01
             5258	1.2729106020e-04	3.9990050002e-01	5.9997220892e-01
             5259	1.2727004480e-04	3.9990051645e-01	5.9997221351e-01
             5260	1.2724903355e-04	3.9990053287e-01	5.9997221810e-01
             5261	1.2722802822e-04	3.9990054929e-01	5.9997222268e-01
             5262	1.2720702683e-04	3.9990056570e-01	5.9997222727e-01
             5263	1.2718603082e-04	3.9990058211e-01	5.9997223186e-01
             5264	1.2716504061e-04	3.9990059852e-01	5.9997223644e-01
             5265	1.2714405475e-04	3.9990061492e-01	5.9997224102e-01
             5266	1.2712307430e-04	3.9990063132e-01	5.9997224561e-01
             5267	1.2710209859e-04	3.9990064771e-01	5.9997225019e-01
             5268	1.2708112770e-04	3.9990066410e-01	5.9997225477e-01
             5269	1.2706016251e-04	3.9990068049e-01	5.9997225935e-01
             5270	1.2703920185e-04	3.9990069687e-01	5.9997226393e-01
             5271	1.2701824635e-04	3.9990071325e-01	5.9997226850e-01
             5272	1.2699729550e-04	3.9990072963e-01	5.9997227308e-01
             5273	1.2697634914e-04	3.9990074600e-01	5.9997227765e-01
             5274	1.2695540822e-04	3.9990076237e-01	5.9997228223e-01
             5275	1.2693447148e-04	3.9990077873e-01	5.9997228680e-01
             5276	1.2691354070e-04	3.9990079509e-01	5.9997229137e-01
             5277	1.2689261481e-04	3.9990081144e-01	5.9997229594e-01
             5278	1.2687169393e-04	3.9990082780e-01	5.9997230051e-01
             5279	1.2685077830e-04	3.9990084414e-01	5.9997230508e-01
             5280	1.2682986653e-04	3.9990086049e-01	5.9997230965e-01
             5281	1.2680896005e-04	3.9990087683e-01	5.9997231421e-01
             5282	1.2678805960e-04	3.9990089316e-01	5.9997231878e-01
             5283	1.2676716214e-04	3.9990090950e-01	5.9997232334e-01
             5284	1.2674627027e-04	3.9990092582e-01	5.9997232791e-01
             5285	1.2672538358e-04	3.9990094215e-01	5.9997233247e-01
             5286	1.2670450221e-04	3.9990095847e-01	5.9997233703e-01
             5287	1.2668362581e-04	3.9990097479e-01	5.9997234159e-01
             5288	1.2666275380e-04	3.9990099110e-01	5.9997234615e-01
             5289	1.2664188661e-04	3.9990100741e-01	5.9997235070e-01
             5290	1.2662102573e-04	3.9990102371e-01	5.9997235526e-01
             5291	1.2660016979e-04	3.9990104001e-01	5.9997235982e-01
             5292	1.2657931736e-04	3.9990105631e-01	5.9997236437e-01
             5293	1.2655846967e-04	3.9990107261e-01	5.9997236892e-01
             5294	1.2653762762e-04	3.9990108890e-01	5.9997237348e-01
             5295	1.2651679044e-04	3.9990110518e-01	5.9997237803e-01
             5296	1.2649595835e-04	3.9990112146e-01	5.9997238258e-01
             5297	1.2647513028e-04	3.9990113774e-01	5.9997238713e-01
             5298	1.2645430814e-04	3.9990115402e-01	5.9997239167e-01
             5299	1.2643349016e-04	3.9990117029e-01	5.9997239622e-01
             5300	1.2641267762e-04	3.9990118656e-01	5.9997240077e-01
             5301	1.2639186993e-04	3.9990120282e-01	5.9997240531e-01
             5302	1.2637106646e-04	3.9990121908e-01	5.9997240986e-01
             5303	1.2635026879e-04	3.9990123533e-01	5.9997241440e-01
             5304	1.2632947647e-04	3.9990125158e-01	5.9997241894e-01
             5305	1.2630868939e-04	3.9990126783e-01	5.9997242348e-01
             5306	1.2628790651e-04	3.9990128408e-01	5.9997242802e-01
             5307	1.2626712753e-04	3.9990130032e-01	5.9997243256e-01
             5308	1.2624635507e-04	3.9990131655e-01	5.9997243709e-01
             5309	1.2622558566e-04	3.9990133278e-01	5.9997244163e-01
             5310	1.2620482212e-04	3.9990134901e-01	5.9997244616e-01
             5311	1.2618406400e-04	3.9990136524e-01	5.9997245070e-01
             5312	1.2616330932e-04	3.9990138146e-01	5.9997245523e-01
             5313	1.2614255981e-04	3.9990139768e-01	5.9997245976e-01
             5314	1.2612181569e-04	3.9990141389e-01	5.9997246429e-01
             5315	1.2610107652e-04	3.9990143010e-01	5.9997246882e-01
             5316	1.2608034253e-04	3.9990144631e-01	5.9997247335e-01
             5317	1.2605961286e-04	3.9990146251e-01	5.9997247788e-01
             5318	1.2603888898e-04	3.9990147871e-01	5.9997248241e-01
             5319	1.2601816892e-04	3.9990149490e-01	5.9997248693e-01
             5320	1.2599745419e-04	3.9990151109e-01	5.9997249146e-01
             5321	1.2597674452e-04	3.9990152728e-01	5.9997249598e-01
             5322	1.2595603979e-04	3.9990154346e-01	5.9997250050e-01
             5323	1.2593533816e-04	3.9990155964e-01	5.9997250502e-01
             5324	1.2591464294e-04	3.9990157581e-01	5.9997250954e-01
             5325	1.2589395217e-04	3.9990159199e-01	5.9997251406e-01
             5326	1.2587326551e-04	3.9990160815e-01	5.9997251858e-01
             5327	1.2585258469e-04	3.9990162432e-01	5.9997252310e-01
             5328	1.2583190877e-04	3.9990164048e-01	5.9997252761e-01
             5329	1.2581123796e-04	3.9990165663e-01	5.9997253213e-01
             5330	1.2579057111e-04	3.9990167279e-01	5.9997253664e-01
             5331	1.2576990945e-04	3.9990168894e-01	5.9997254115e-01
             5332	1.2574925351e-04	3.9990170508e-01	5.9997254567e-01
             5333	1.2572860253e-04	3.9990172122e-01	5.9997255018e-01
             5334	1.2570795486e-04	3.9990173736e-01	5.9997255469e-01
             5335	1.2568731224e-04	3.9990175349e-01	5.9997255919e-01
             5336	1.2566667638e-04	3.9990176962e-01	5.9997256370e-01
             5337	1.2564604393e-04	3.9990178575e-01	5.9997256821e-01
             5338	1.2562541665e-04	3.9990180187e-01	5.9997257271e-01
             5339	1.2560479367e-04	3.9990181799e-01	5.9997257722e-01
             5340	1.2558417559e-04	3.9990183410e-01	5.9997258172e-01
             5341	1.2556356339e-04	3.9990185021e-01	5.9997258622e-01
             5342	1.2554295444e-04	3.9990186632e-01	5.9997259072e-01
             5343	1.2552235095e-04	3.9990188243e-01	5.9997259522e-01
             5344	1.2550175209e-04	3.9990189853e-01	5.9997259972e-01
             5345	1.2548115823e-04	3.9990191462e-01	5.9997260422e-01
             5346	1.2546056959e-04	3.9990193071e-01	5.9997260872e-01
             5347	1.2543998577e-04	3.9990194680e-01	5.9997261321e-01
             5348	1.2541940531e-04	3.9990196289e-01	5.9997261771e-01
             5349	1.2539883118e-04	3.9990197897e-01	5.9997262220e-01
             5350	1.2537826082e-04	3.9990199505e-01	5.9997262669e-01
             5351	1.2535769702e-04	3.9990201112e-01	5.9997263119e-01
             5352	1.2533713581e-04	3.9990202719e-01	5.9997263568e-01
             5353	1.2531658183e-04	3.9990204325e-01	5.9997264017e-01
             5354	1.2529603067e-04	3.9990205932e-01	5.9997264465e-01
             5355	1.2527548441e-04	3.9990207537e-01	5.9997264914e-01
             5356	1.2525494351e-04	3.9990209143e-01	5.9997265363e-01
             5357	1.2523440830e-04	3.9990210748e-01	5.9997265811e-01
             5358	1.2521387469e-04	3.9990212353e-01	5.9997266260e-01
             5359	1.2519334874e-04	3.9990213957e-01	5.9997266708e-01
             5360	1.2517282651e-04	3.9990215561e-01	5.9997267156e-01
             5361	1.2515230960e-04	3.9990217165e-01	5.9997267604e-01
             5362	1.2513179814e-04	3.9990218768e-01	5.9997268052e-01
             5363	1.2511129170e-04	3.9990220371e-01	5.9997268500e-01
             5364	1.2509078975e-04	3.9990221973e-01	5.9997268948e-01
             5365	1.2507029120e-04	3.9990223575e-01	5.9997269396e-01
             5366	1.2504979888e-04	3.9990225177e-01	5.9997269843e-01
             5367	1.2502931025e-04	3.9990226778e-01	5.9997270291e-01
             5368	1.2500882599e-04	3.9990228379e-01	5.9997270738e-01
             5369	1.2498834689e-04	3.9990229980e-01	5.9997271185e-01
             5370	1.2496787281e-04	3.9990231580e-01	5.9997271633e-01
             5371	1.2494740374e-04	3.9990233180e-01	5.9997272080e-01
             5372	1.2492693993e-04	3.9990234779e-01	5.9997272527e-01
             5373	1.2490647986e-04	3.9990236379e-01	5.9997272973e-01
             5374	1.2488602626e-04	3.9990237977e-01	5.9997273420e-01
             5375	1.2486557553e-04	3.9990239576e-01	5.9997273867e-01
             5376	1.2484513061e-04	3.9990241174e-01	5.9997274313e-01
             5377	1.2482468992e-04	3.9990242771e-01	5.9997274760e-01
             5378	1.2480425558e-04	3.9990244368e-01	5.9997275206e-01
             5379	1.2478382453e-04	3.9990245965e-01	5.9997275652e-01
             5380	1.2476339761e-04	3.9990247562e-01	5.9997276098e-01
             5381	1.2474297572e-04	3.9990249158e-01	5.9997276544e-01
             5382	1.2472255908e-04	3.9990250754e-01	5.9997276990e-01
             5383	1.2470214653e-04	3.9990252349e-01	5.9997277436e-01
             5384	1.2468174034e-04	3.9990253944e-01	5.9997277882e-01
             5385	1.2466133718e-04	3.9990255539e-01	5.9997278327e-01
             5386	1.2464093928e-04	3.9990257133e-01	5.9997278773e-01
             5387	1.2462054665e-04	3.9990258727e-01	5.9997279218e-01
             5388	1.2460015778e-04	3.9990260321e-01	5.9997279663e-01
             5389	1.2457977480e-04	3.9990261914e-01	5.9997280109e-01
             5390	1.2455939547e-04	3.9990263507e-01	5.9997280554e-01
             5391	1.2453902135e-04	3.9990265099e-01	5.9997280999e-01
             5392	1.2451865185e-04	3.9990266691e-01	5.9997281444e-01
             5393	1.2449828722e-04	3.9990268283e-01	5.9997281888e-01
             5394	1.2447792801e-04	3.9990269874e-01	5.9997282333e-01
             5395	1.2445757123e-04	3.9990271465e-01	5.9997282778e-01
             5396	1.2443722091e-04	3.9990273056e-01	5.9997283222e-01
             5397	1.2441687529e-04	3.9990274646e-01	5.9997283666e-01
             5398	1.2439653324e-04	3.9990276236e-01	5.9997284111e-01
             5399	1.2437619704e-04	3.9990277826e-01	5.9997284555e-01
             5400	1.2435586495e-04	3.9990279415e-01	5.9997284999e-01
             5401	1.2433553750e-04	3.9990281004e-01	5.9997285443e-01
             5402	1.2431521437e-04	3.9990282592e-01	5.9997285887e-01
             5403	1.2429489607e-04	3.9990284180e-01	5.9997286330e-01
             5404	1.2427458186e-04	3.9990285768e-01	5.9997286774e-01
             5405	1.2425427461e-04	3.9990287355e-01	5.9997287217e-01
             5406	1.2423397103e-04	3.9990288942e-01	5.9997287661e-01
             5407	1.2421367110e-04	3.9990290529e-01	5.9997288104e-01
             5408	1.2419337693e-04	3.9990292115e-01	5.9997288548e-01
             5409	1.2417308735e-04	3.9990293701e-01	5.9997288991e-01
             5410	1.2415280225e-04	3.9990295286e-01	5.9997289434e-01
             5411	1.2413252184e-04	3.9990296871e-01	5.9997289877e-01
             5412	1.2411224560e-04	3.9990298456e-01	5.9997290319e-01
             5413	1.2409197471e-04	3.9990300040e-01	5.9997290762e-01
             5414	1.2407170829e-04	3.9990301624e-01	5.9997291205e-01
             5415	1.2405144570e-04	3.9990303208e-01	5.9997291647e-01
             5416	1.2403118916e-04	3.9990304791e-01	5.9997292090e-01
             5417	1.2401093599e-04	3.9990306374e-01	5.9997292532e-01
             5418	1.2399068905e-04	3.9990307957e-01	5.9997292974e-01
             5419	1.2397044614e-04	3.9990309539e-01	5.9997293416e-01
             5420	1.2395020834e-04	3.9990311121e-01	5.9997293858e-01
             5421	1.2392997458e-04	3.9990312702e-01	5.9997294300e-01
             5422	1.2390974477e-04	3.9990314284e-01	5.9997294742e-01
             5423	1.2388952106e-04	3.9990315864e-01	5.9997295184e-01
             5424	1.2386930122e-04	3.9990317445e-01	5.9997295625e-01
             5425	1.2384908642e-04	3.9990319025e-01	5.9997296067e-01
             5426	1.2382887501e-04	3.9990320604e-01	5.9997296508e-01
             5427	1.2380866913e-04	3.9990322184e-01	5.9997296949e-01
             5428	1.2378846717e-04	3.9990323763e-01	5.9997297391e-01
             5429	1.2376826937e-04	3.9990325341e-01	5.9997297832e-01
             5430	1.2374807659e-04	3.9990326919e-01	5.9997298273e-01
             5431	1.2372789017e-04	3.9990328497e-01	5.9997298714e-01
             5432	1.2370770769e-04	3.9990330075e-01	5.9997299154e-01
             5433	1.2368752929e-04	3.9990331652e-01	5.9997299595e-01
             5434	1.2366735628e-04	3.9990333229e-01	5.9997300036e-01
             5435	1.2364718743e-04	3.9990334805e-01	5.9997300476e-01
             5436	1.2362702309e-04	3.9990336381e-01	5.9997300917e-01
             5437	1.2360686348e-04	3.9990337957e-01	5.9997301357e-01
             5438	1.2358670891e-04	3.9990339532e-01	5.9997301797e-01
             5439	1.2356655876e-04	3.9990341107e-01	5.9997302237e-01
             5440	1.2354641281e-04	3.9990342682e-01	5.9997302677e-01
             5441	1.2352627244e-04	3.9990344256e-01	5.9997303117e-01
             5442	1.2350613565e-04	3.9990345830e-01	5.9997303557e-01
             5443	1.2348600430e-04	3.9990347403e-01	5.9997303996e-01
             5444	1.2346587653e-04	3.9990348976e-01	5.9997304436e-01
             5445	1.2344575338e-04	3.9990350549e-01	5.9997304876e-01
             5446	1.2342563491e-04	3.9990352122e-01	5.9997305315e-01
             5447	1.2340552190e-04	3.9990353694e-01	5.9997305754e-01
             5448	1.2338541309e-04	3.9990355265e-01	5.9997306193e-01
             5449	1.2336530947e-04	3.9990356837e-01	5.9997306632e-01
             5450	1.2334521051e-04	3.9990358408e-01	5.9997307071e-01
             5451	1.2332511480e-04	3.9990359978e-01	5.9997307510e-01
             5452	1.2330502413e-04	3.9990361549e-01	5.9997307949e-01
             5453	1.2328493751e-04	3.9990363119e-01	5.9997308388e-01
             5454	1.2326485617e-04	3.9990364688e-01	5.9997308826e-01
             5455	1.2324477918e-04	3.9990366257e-01	5.9997309265e-01
             5456	1.2322470807e-04	3.9990367826e-01	5.9997309703e-01
             5457	1.2320464098e-04	3.9990369395e-01	5.9997310141e-01
             5458	1.2318457814e-04	3.9990370963e-01	5.9997310579e-01
             5459	1.2316451999e-04	3.9990372530e-01	5.9997311018e-01
             5460	1.2314446636e-04	3.9990374098e-01	5.9997311455e-01
             5461	1.2312441755e-04	3.9990375665e-01	5.9997311893e-01
             5462	1.2310437321e-04	3.9990377232e-01	5.9997312331e-01
             5463	1.2308433322e-04	3.9990378798e-01	5.9997312769e-01
             5464	1.2306429807e-04	3.9990380364e-01	5.9997313206e-01
             5465	1.2304426692e-04	3.9990381929e-01	5.9997313644e-01
             5466	1.2302424116e-04	3.9990383495e-01	5.9997314081e-01
             5467	1.2300421923e-04	3.9990385060e-01	5.9997314519e-01
             5468	1.2298420264e-04	3.9990386624e-01	5.9997314956e-01
             5469	1.2296419009e-04	3.9990388188e-01	5.9997315393e-01
             5470	1.2294418219e-04	3.9990389752e-01	5.9997315830e-01
             5471	1.2292417897e-04	3.9990391315e-01	5.9997316267e-01
             5472	1.2290418076e-04	3.9990392879e-01	5.9997316703e-01
             5473	1.2288418707e-04	3.9990394441e-01	5.9997317140e-01
             5474	1.2286419787e-04	3.9990396004e-01	5.9997317577e-01
             5475	1.2284421281e-04	3.9990397566e-01	5.9997318013e-01
             5476	1.2282423160e-04	3.9990399127e-01	5.9997318449e-01
             5477	1.2280425583e-04	3.9990400689e-01	5.9997318886e-01
             5478	1.2278428383e-04	3.9990402250e-01	5.9997319322e-01
             5479	1.2276431695e-04	3.9990403810e-01	5.9997319758e-01
             5480	1.2274435572e-04	3.9990405371e-01	5.9997320194e-01
             5481	1.2272439828e-04	3.9990406930e-01	5.9997320630e-01
             5482	1.2270444519e-04	3.9990408490e-01	5.9997321066e-01
             5483	1.2268449514e-04	3.9990410049e-01	5.9997321501e-01
             5484	1.2266455162e-04	3.9990411608e-01	5.9997321937e-01
             5485	1.2264461105e-04	3.9990413167e-01	5.9997322372e-01
             5486	1.2262467551e-04	3.9990414725e-01	5.9997322808e-01
             5487	1.2260474518e-04	3.9990416283e-01	5.9997323243e-01
             5488	1.2258481820e-04	3.9990417840e-01	5.9997323678e-01
             5489	1.2256489683e-04	3.9990419397e-01	5.9997324113e-01
             5490	1.2254498057e-04	3.9990420954e-01	5.9997324548e-01
             5491	1.2252506808e-04	3.9990422510e-01	5.9997324983e-01
             5492	1.2250516052e-04	3.9990424066e-01	5.9997325418e-01
             5493	1.2248525719e-04	3.9990425622e-01	5.9997325853e-01
             5494	1.2246535800e-04	3.9990427177e-01	5.9997326287e-01
             5495	1.2244546372e-04	3.9990428732e-01	5.9997326722e-01
             5496	1.2242557529e-04	3.9990430287e-01	5.9997327156e-01
             5497	1.2240569009e-04	3.9990431841e-01	5.9997327590e-01
             5498	1.2238580853e-04	3.9990433395e-01	5.9997328024e-01
             5499	1.2236593316e-04	3.9990434948e-01	5.9997328459e-01
             5500	1.2234606150e-04	3.9990436501e-01	5.9997328893e-01
             5501	1.2232619436e-04	3.9990438054e-01	5.9997329326e-01
             5502	1.2230633179e-04	3.9990439607e-01	5.9997329760e-01
             5503	1.2228647456e-04	3.9990441159e-01	5.9997330194e-01
             5504	1.2226662216e-04	3.9990442710e-01	5.9997330627e-01
             5505	1.2224677274e-04	3.9990444262e-01	5.9997331061e-01
             5506	1.2222692746e-04	3.9990445813e-01	5.9997331494e-01
             5507	1.2220708720e-04	3.9990447364e-01	5.9997331928e-01
             5508	1.2218725198e-04	3.9990448914e-01	5.9997332361e-01
             5509	1.2216742065e-04	3.9990450464e-01	5.9997332794e-01
             5510	1.2214759390e-04	3.9990452014e-01	5.9997333227e-01
             5511	1.2212777211e-04	3.9990453563e-01	5.9997333660e-01
             5512	1.2210795351e-04	3.9990455112e-01	5.9997334093e-01
             5513	1.2208814043e-04	3.9990456660e-01	5.9997334525e-01
             5514	1.2206833225e-04	3.9990458209e-01	5.9997334958e-01
             5515	1.2204852873e-04	3.9990459757e-01	5.9997335391e-01
             5516	1.2202872888e-04	3.9990461304e-01	5.9997335823e-01
             5517	1.2200893480e-04	3.9990462851e-01	5.9997336255e-01
             5518	1.2198914433e-04	3.9990464398e-01	5.9997336688e-01
             5519	1.2196935833e-04	3.9990465945e-01	5.9997337120e-01
             5520	1.2194957615e-04	3.9990467491e-01	5.9997337552e-01
             5521	1.2192979852e-04	3.9990469037e-01	5.9997337984e-01
             5522	1.2191002551e-04	3.9990470582e-01	5.9997338415e-01
             5523	1.2189025668e-04	3.9990472127e-01	5.9997338847e-01
             5524	1.2187049167e-04	3.9990473672e-01	5.9997339279e-01
             5525	1.2185073289e-04	3.9990475216e-01	5.9997339710e-01
             5526	1.2183097751e-04	3.9990476760e-01	5.9997340142e-01
             5527	1.2181122679e-04	3.9990478304e-01	5.9997340573e-01
             5528	1.2179148044e-04	3.9990479848e-01	5.9997341004e-01
             5529	1.2177173807e-04	3.9990481391e-01	5.9997341436e-01
             5530	1.2175200113e-04	3.9990482933e-01	5.9997341867e-01
             5531	1.2173226865e-04	3.9990484476e-01	5.9997342298e-01
             5532	1.2171254044e-04	3.9990486017e-01	5.9997342728e-01
             5533	1.2169281690e-04	3.9990487559e-01	5.9997343159e-01
             5534	1.2167309806e-04	3.9990489100e-01	5.9997343590e-01
             5535	1.2165338304e-04	3.9990490641e-01	5.9997344020e-01
             5536	1.2163367230e-04	3.9990492182e-01	5.9997344451e-01
             5537	1.2161396635e-04	3.9990493722e-01	5.9997344881e-01
             5538	1.2159426517e-04	3.9990495262e-01	5.9997345312e-01
             5539	1.2157456813e-04	3.9990496801e-01	5.9997345742e-01
             5540	1.2155487502e-04	3.9990498341e-01	5.9997346172e-01
             5541	1.2153518702e-04	3.9990499879e-01	5.9997346602e-01
             5542	1.2151550355e-04	3.9990501418e-01	5.9997347032e-01
             5543	1.2149582432e-04	3.9990502956e-01	5.9997347461e-01
             5544	1.2147614863e-04	3.9990504494e-01	5.9997347891e-01
             5545	1.2145647857e-04	3.9990506031e-01	5.9997348321e-01
             5546	1.2143681119e-04	3.9990507569e-01	5.9997348750e-01
             5547	1.2141714941e-04	3.9990509105e-01	5.9997349180e-01
             5548	1.2139749266e-04	3.9990510642e-01	5.9997349609e-01
             5549	1.2137784038e-04	3.9990512178e-01	5.9997350038e-01
             5550	1.2135819180e-04	3.9990513713e-01	5.9997350467e-01
             5551	1.2133854709e-04	3.9990515249e-01	5.9997350896e-01
             5552	1.2131890920e-04	3.9990516784e-01	5.9997351325e-01
             5553	1.2129927372e-04	3.9990518319e-01	5.9997351754e-01
             5554	1.2127964162e-04	3.9990519853e-01	5.9997352183e-01
             5555	1.2126001519e-04	3.9990521387e-01	5.9997352611e-01
             5556	1.2124039322e-04	3.9990522921e-01	5.9997353040e-01
             5557	1.2122077549e-04	3.9990524454e-01	5.9997353468e-01
             5558	1.2120116204e-04	3.9990525987e-01	5.9997353897e-01
             5559	1.2118155405e-04	3.9990527520e-01	5.9997354325e-01
             5560	1.2116194900e-04	3.9990529052e-01	5.9997354753e-01
             5561	1.2114234758e-04	3.9990530584e-01	5.9997355181e-01
             5562	1.2112275262e-04	3.9990532116e-01	5.9997355609e-01
             5563	1.2110316133e-04	3.9990533647e-01	5.9997356037e-01
             5564	1.2108357513e-04	3.9990535178e-01	5.9997356465e-01
             5565	1.2106399279e-04	3.9990536708e-01	5.9997356892e-01
             5566	1.2104441375e-04	3.9990538239e-01	5.9997357320e-01
             5567	1.2102483978e-04	3.9990539768e-01	5.9997357748e-01
             5568	1.2100527014e-04	3.9990541298e-01	5.9997358175e-01
             5569	1.2098570614e-04	3.9990542827e-01	5.9997358602e-01
             5570	1.2096614536e-04	3.9990544356e-01	5.9997359029e-01
             5571	1.2094658917e-04	3.9990545885e-01	5.9997359456e-01
             5572	1.2092703811e-04	3.9990547413e-01	5.9997359883e-01
             5573	1.2090749082e-04	3.9990548941e-01	5.9997360310e-01
             5574	1.2088794736e-04	3.9990550468e-01	5.9997360737e-01
             5575	1.2086840831e-04	3.9990551995e-01	5.9997361164e-01
             5576	1.2084887374e-04	3.9990553522e-01	5.9997361591e-01
