#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)
             1921	2.5192481812e-04	3.9980311041e-01	5.9994496477e-01
             1922	2.5185494208e-04	3.9980316500e-01	5.9994498006e-01
             1923	2.5178510460e-04	3.9980321956e-01	5.9994499534e-01
             1924	2.5171530745e-04	3.9980327408e-01	5.9994501061e-01
             1925	2.5164554964e-04	3.9980332858e-01	5.9994502587e-01
             1926	2.5157583253e-04	3.9980338304e-01	5.9994504112e-01
             1927	2.5150615059e-04	3.9980343748e-01	5.9994505637e-01
             1928	2.5143651027e-04	3.9980349188e-01	5.9994507161e-01
             1929	2.5136691109e-04	3.9980354625e-01	5.9994508684e-01
             1930	2.5129734901e-04	3.9980360059e-01	5.9994510206e-01
             1931	2.5122782788e-04	3.9980365490e-01	5.9994511727e-01
             1932	2.5115834444e-04	3.9980370918e-01	5.9994513247e-01
             1933	2.5108890070e-04	3.9980376343e-01	5.9994514767e-01
             1934	2.5101949309e-04	3.9980381765e-01	5.9994516285e-01
             1935	2.5095012571e-04	3.9980387184e-01	5.9994517803e-01
             1936	2.5088079688e-04	3.9980392600e-01	5.9994519320e-01
             1937	2.5081150968e-04	3.9980398013e-01	5.9994520836e-01
             1938	2.5074226158e-04	3.9980403423e-01	5.9994522351e-01
             1939	2.5067305050e-04	3.9980408830e-01	5.9994523865e-01
             1940	2.5060387923e-04	3.9980414233e-01	5.9994525379e-01
             1941	2.5053474695e-04	3.9980419634e-01	5.9994526891e-01
             1942	2.5046565534e-04	3.9980425031e-01	5.9994528403e-01
             1943	2.5039659867e-04	3.9980430426e-01	5.9994529914e-01
             1944	2.5032758367e-04	3.9980435818e-01	5.9994531424e-01
             1945	2.5025860634e-04	3.9980441206e-01	5.9994532933e-01
             1946	2.5018966906e-04	3.9980446592e-01	5.9994534442e-01
             1947	2.5012076893e-04	3.9980451974e-01	5.9994535949e-01
             1948	2.5005190926e-04	3.9980457353e-01	5.9994537456e-01
             1949	2.4998308665e-04	3.9980462730e-01	5.9994538961e-01
             1950	2.4991430357e-04	3.9980468103e-01	5.9994540466e-01
             1951	2.4984555788e-04	3.9980473474e-01	5.9994541970e-01
             1952	2.4977684941e-04	3.9980478841e-01	5.9994543474e-01
             1953	2.4970817998e-04	3.9980484206e-01	5.9994544976e-01
             1954	2.4963954934e-04	3.9980489567e-01	5.9994546478e-01
             1955	2.4957095687e-04	3.9980494926e-01	5.9994547978e-01
             1956	2.4950240368e-04	3.9980500281e-01	5.9994549478e-01
             1957	2.4943388847e-04	3.9980505634e-01	5.9994550977e-01
             1958	2.4936540957e-04	3.9980510984e-01	5.9994552475e-01
             1959	2.4929697013e-04	3.9980516330e-01	5.9994553973e-01
             1960	2.4922856837e-04	3.9980521674e-01	5.9994555469e-01
             1961	2.4916020805e-04	3.9980527014e-01	5.9994556965e-01
             1962	2.4909188260e-04	3.9980532352e-01	5.9994558460e-01
             1963	2.4902359393e-04	3.9980537687e-01	5.9994559954e-01
             1964	2.4895534480e-04	3.9980543018e-01	5.9994561447e-01
             1965	2.4888713468e-04	3.9980548347e-01	5.9994562940e-01
             1966	2.4881896017e-04	3.9980553673e-01	5.9994564431e-01
             1967	2.4875082521e-04	3.9980558995e-01	5.9994565922e-01
             1968	2.4868272521e-04	3.9980564315e-01	5.9994567412e-01
             1969	2.4861466623e-04	3.9980569632e-01	5.9994568901e-01
             1970	2.4854664631e-04	3.9980574946e-01	5.9994570389e-01
             1971	2.4847866254e-04	3.9980580257e-01	5.9994571877e-01
             1972	2.4841071586e-04	3.9980585565e-01	5.9994573363e-01
             1973	2.4834280908e-04	3.9980590870e-01	5.9994574849e-01
             1974	2.4827493730e-04	3.9980596172e-01	5.9994576334e-01
             1975	2.4820710655e-04	3.9980601471e-01	5.9994577818e-01
             1976	2.4813931013e-04	3.9980606767e-01	5.9994579302e-01
             1977	2.4807155045e-04	3.9980612061e-01	5.9994580784e-01
             1978	2.4800382881e-04	3.9980617351e-01	5.9994582266e-01
             1979	2.4793614697e-04	3.9980622639e-01	5.9994583746e-01
             1980	2.4786850303e-04	3.9980627923e-01	5.9994585226e-01
             1981	2.4780089410e-04	3.9980633205e-01	5.9994586706e-01
             1982	2.4773332494e-04	3.9980638484e-01	5.9994588184e-01
             1983	2.4766579273e-04	3.9980643759e-01	5.9994589661e-01
             1984	2.4759829562e-04	3.9980649032e-01	5.9994591138e-01
             1985	2.4753083664e-04	3.9980654302e-01	5.9994592614e-01
             1986	2.4746341443e-04	3.9980659569e-01	5.9994594089e-01
             1987	2.4739602958e-04	3.9980664833e-01	5.9994595564e-01
             1988	2.4732868338e-04	3.9980670095e-01	5.9994597037e-01
             1989	2.4726137205e-04	3.9980675353e-01	5.9994598510e-01
             1990	2.4719409816e-04	3.9980680609e-01	5.9994599982e-01
             1991	2.4712686168e-04	3.9980685861e-01	5.9994601453e-01
             1992	2.4705966187e-04	3.9980691111e-01	5.9994602923e-01
             1993	2.4699249781e-04	3.9980696358e-01	5.9994604392e-01
             1994	2.4692537108e-04	3.9980701602e-01	5.9994605861e-01
             1995	2.4685828059e-04	3.9980706843e-01	5.9994607329e-01
             1996	2.4679122804e-04	3.9980712081e-01	5.9994608796e-01
             1997	2.4672421293e-04	3.9980717317e-01	5.9994610262e-01
             1998	2.4665723495e-04	3.9980722549e-01	5.9994611727e-01
             1999	2.4659029558e-04	3.9980727779e-01	5.9994613192e-01
             2000	2.4652339155e-04	3.9980733005e-01	5.9994614656e-01
             2001	2.4645651987e-04	3.9980738229e-01	5.9994616119e-01
             2002	2.4638968600e-04	3.9980743451e-01	5.9994617581e-01
             2003	2.4632288908e-04	3.9980748669e-01	5.9994619042e-01
             2004	2.4625612915e-04	3.9980753884e-01	5.9994620503e-01
             2005	2.4618940641e-04	3.9980759097e-01	5.9994621963e-01
             2006	2.4612271790e-04	3.9980764307e-01	5.9994623422e-01
             2007	2.4605606657e-04	3.9980769514e-01	5.9994624880e-01
             2008	2.4598945357e-04	3.9980774718e-01	5.9994626337e-01
             2009	2.4592287358e-04	3.9980779919e-01	5.9994627794e-01
             2010	2.4585633109e-04	3.9980785117e-01	5.9994629250e-01
             2011	2.4578982525e-04	3.9980790313e-01	5.9994630705e-01
             2012	2.4572335672e-04	3.9980795506e-01	5.9994632159e-01
             2013	2.4565692487e-04	3.9980800695e-01	5.9994633612e-01
             2014	2.4559052845e-04	3.9980805883e-01	5.9994635065e-01
             2015	2.4552416800e-04	3.9980811067e-01	5.9994636517e-01
             2016	2.4545784504e-04	3.9980816248e-01	5.9994637967e-01
             2017	2.4539155839e-04	3.9980821427e-01	5.9994639418e-01
             2018	2.4532530703e-04	3.9980826602e-01	5.9994640867e-01
             2019	2.4525909351e-04	3.9980831775e-01	5.9994642316e-01
             2020	2.4519291518e-04	3.9980836945e-01	5.9994643763e-01
             2021	2.4512677411e-04	3.9980842112e-01	5.9994645210e-01
             2022	2.4506066614e-04	3.9980847277e-01	5.9994646657e-01
             2023	2.4499459372e-04	3.9980852438e-01	5.9994648102e-01
             2024	2.4492855644e-04	3.9980857597e-01	5.9994649547e-01
             2025	2.4486255856e-04	3.9980862753e-01	5.9994650991e-01
             2026	2.4479659562e-04	3.9980867907e-01	5.9994652434e-01
             2027	2.4473066719e-04	3.9980873057e-01	5.9994653876e-01
             2028	2.4466477697e-04	3.9980878205e-01	5.9994655318e-01
             2029	2.4459892127e-04	3.9980883350e-01	5.9994656758e-01
             2030	2.4453309983e-04	3.9980888492e-01	5.9994658198e-01
             2031	2.4446731657e-04	3.9980893631e-01	5.9994659637e-01
             2032	2.4440156878e-04	3.9980898767e-01	5.9994661076e-01
             2033	2.4433585669e-04	3.9980903901e-01	5.9994662513e-01
             2034	2.4427017788e-04	3.9980909032e-01	5.9994663950e-01
             2035	2.4420453584e-04	3.9980914160e-01	5.9994665386e-01
             2036	2.4413892958e-04	3.9980919285e-01	5.9994666822e-01
             2037	2.4407336019e-04	3.9980924408e-01	5.9994668256e-01
             2038	2.4400782373e-04	3.9980929528e-01	5.9994669690e-01
             2039	2.4394232463e-04	3.9980934645e-01	5.9994671123e-01
             2040	2.4387685866e-04	3.9980939759e-01	5.9994672555e-01
             2041	2.4381142973e-04	3.9980944871e-01	5.9994673986e-01
             2042	2.4374603645e-04	3.9980949979e-01	5.9994675417e-01
             2043	2.4368068088e-04	3.9980955085e-01	5.9994676847e-01
             2044	2.4361535938e-04	3.9980960188e-01	5.9994678276e-01
             2045	2.4355007220e-04	3.9980965289e-01	5.9994679704e-01
             2046	2.4348481879e-04	3.9980970387e-01	5.9994681131e-01
             2047	2.4341960173e-04	3.9980975482e-01	5.9994682558e-01
             2048	2.4335441928e-04	3.9980980574e-01	5.9994683984e-01
             2049	2.4328927133e-04	3.9980985663e-01	5.9994685409e-01
             2050	2.4322416100e-04	3.9980990750e-01	5.9994686834e-01
             2051	2.4315908557e-04	3.9980995834e-01	5.9994688258e-01
             2052	2.4309404576e-04	3.9981000915e-01	5.9994689680e-01
             2053	2.4302903856e-04	3.9981005994e-01	5.9994691103e-01
             2054	2.4296406618e-04	3.9981011069e-01	5.9994692524e-01
             2055	2.4289913147e-04	3.9981016142e-01	5.9994693945e-01
             2056	2.4283422942e-04	3.9981021213e-01	5.9994695364e-01
             2057	2.4276936199e-04	3.9981026280e-01	5.9994696784e-01
             2058	2.4270453059e-04	3.9981031345e-01	5.9994698202e-01
             2059	2.4263973626e-04	3.9981036407e-01	5.9994699619e-01
             2060	2.4257497643e-04	3.9981041466e-01	5.9994701036e-01
             2061	2.4251025074e-04	3.9981046523e-01	5.9994702452e-01
             2062	2.4244555941e-04	3.9981051577e-01	5.9994703867e-01
             2063	2.4238090240e-04	3.9981056628e-01	5.9994705282e-01
             2064	2.4231628144e-04	3.9981061677e-01	5.9994706695e-01
             2065	2.4225169420e-04	3.9981066722e-01	5.9994708108e-01
             2066	2.4218714014e-04	3.9981071766e-01	5.9994709520e-01
             2067	2.4212262108e-04	3.9981076806e-01	5.9994710932e-01
             2068	2.4205813861e-04	3.9981081844e-01	5.9994712343e-01
             2069	2.4199368979e-04	3.9981086879e-01	5.9994713752e-01
             2070	2.4192927467e-04	3.9981091911e-01	5.9994715162e-01
             2071	2.4186489472e-04	3.9981096940e-01	5.9994716570e-01
             2072	2.4180054980e-04	3.9981101967e-01	5.9994717978e-01
             2073	2.4173623874e-04	3.9981106992e-01	5.9994719385e-01
             2074	2.4167196343e-04	3.9981112013e-01	5.9994720791e-01
             2075	2.4160772042e-04	3.9981117032e-01	5.9994722196e-01
             2076	2.4154351178e-04	3.9981122048e-01	5.9994723601e-01
             2077	2.4147933570e-04	3.9981127062e-01	5.9994725005e-01
             2078	2.4141519638e-04	3.9981132073e-01	5.9994726408e-01
             2079	2.4135108914e-04	3.9981137081e-01	5.9994727810e-01
             2080	2.4128701649e-04	3.9981142086e-01	5.9994729212e-01
             2081	2.4122297780e-04	3.9981147089e-01	5.9994730613e-01
             2082	2.4115897611e-04	3.9981152089e-01	5.9994732013e-01
             2083	2.4109500614e-04	3.9981157087e-01	5.9994733412e-01
             2084	2.4103107189e-04	3.9981162082e-01	5.9994734811e-01
             2085	2.4096716960e-04	3.9981167074e-01	5.9994736209e-01
             2086	2.4090330345e-04	3.9981172064e-01	5.9994737606e-01
             2087	2.4083947134e-04	3.9981177050e-01	5.9994739002e-01
             2088	2.4077567273e-04	3.9981182035e-01	5.9994740398e-01
             2089	2.4071190674e-04	3.9981187016e-01	5.9994741793e-01
             2090	2.4064817568e-04	3.9981191995e-01	5.9994743187e-01
             2091	2.4058447855e-04	3.9981196971e-01	5.9994744581e-01
             2092	2.4052081440e-04	3.9981201945e-01	5.9994745973e-01
             2093	2.4045718375e-04	3.9981206916e-01	5.9994747365e-01
             2094	2.4039358953e-04	3.9981211884e-01	5.9994748757e-01
             2095	2.4033002729e-04	3.9981216850e-01	5.9994750147e-01
             2096	2.4026649911e-04	3.9981221813e-01	5.9994751537e-01
             2097	2.4020300435e-04	3.9981226774e-01	5.9994752926e-01
             2098	2.4013954231e-04	3.9981231731e-01	5.9994754314e-01
             2099	2.4007611561e-04	3.9981236686e-01	5.9994755702e-01
             2100	2.4001271979e-04	3.9981241639e-01	5.9994757089e-01
             2101	2.3994935933e-04	3.9981246589e-01	5.9994758475e-01
             2102	2.3988603324e-04	3.9981251537e-01	5.9994759860e-01
             2103	2.3982273957e-04	3.9981256481e-01	5.9994761245e-01
             2104	2.3975947911e-04	3.9981261423e-01	5.9994762629e-01
             2105	2.3969625201e-04	3.9981266363e-01	5.9994764012e-01
             2106	2.3963305905e-04	3.9981271300e-01	5.9994765394e-01
             2107	2.3956990254e-04	3.9981276234e-01	5.9994766776e-01
             2108	2.3950677601e-04	3.9981281166e-01	5.9994768157e-01
             2109	2.3944368295e-04	3.9981286095e-01	5.9994769537e-01
             2110	2.3938062226e-04	3.9981291021e-01	5.9994770916e-01
             2111	2.3931759659e-04	3.9981295945e-01	5.9994772295e-01
             2112	2.3925460262e-04	3.9981300867e-01	5.9994773673e-01
             2113	2.3919164214e-04	3.9981305785e-01	5.9994775050e-01
             2114	2.3912871575e-04	3.9981310701e-01	5.9994776427e-01
             2115	2.3906582482e-04	3.9981315615e-01	5.9994777803e-01
             2116	2.3900296322e-04	3.9981320526e-01	5.9994779178e-01
             2117	2.3894013535e-04	3.9981325434e-01	5.9994780552e-01
             2118	2.3887734045e-04	3.9981330340e-01	5.9994781926e-01
             2119	2.3881457980e-04	3.9981335243e-01	5.9994783299e-01
             2120	2.3875185254e-04	3.9981340144e-01	5.9994784671e-01
             2121	2.3868915736e-04	3.9981345042e-01	5.9994786043e-01
             2122	2.3862649514e-04	3.9981349937e-01	5.9994787413e-01
             2123	2.3856386568e-04	3.9981354830e-01	5.9994788783e-01
             2124	2.3850126941e-04	3.9981359720e-01	5.9994790153e-01
             2125	2.3843870609e-04	3.9981364608e-01	5.9994791521e-01
             2126	2.3837617565e-04	3.9981369493e-01	5.9994792889e-01
             2127	2.3831367690e-04	3.9981374376e-01	5.9994794256e-01
             2128	2.3825121312e-04	3.9981379256e-01	5.9994795623e-01
             2129	2.3818877993e-04	3.9981384134e-01	5.9994796988e-01
             2130	2.3812637670e-04	3.9981389009e-01	5.9994798354e-01
             2131	2.3806401093e-04	3.9981393881e-01	5.9994799718e-01
             2132	2.3800167654e-04	3.9981398751e-01	5.9994801081e-01
             2133	2.3793937384e-04	3.9981403618e-01	5.9994802444e-01
             2134	2.3787710650e-04	3.9981408483e-01	5.9994803806e-01
             2135	2.3781486888e-04	3.9981413345e-01	5.9994805168e-01
             2136	2.3775266371e-04	3.9981418205e-01	5.9994806529e-01
             2137	2.3769049158e-04	3.9981423062e-01	5.9994807889e-01
             2138	2.3762835144e-04	3.9981427917e-01	5.9994809248e-01
             2139	2.3756624316e-04	3.9981432769e-01	5.9994810607e-01
             2140	2.3750417014e-04	3.9981437619e-01	5.9994811964e-01
             2141	2.3744212833e-04	3.9981442466e-01	5.9994813321e-01
             2142	2.3738011832e-04	3.9981447310e-01	5.9994814678e-01
             2143	2.3731814174e-04	3.9981452152e-01	5.9994816034e-01
             2144	2.3725619402e-04	3.9981456992e-01	5.9994817389e-01
             2145	2.3719428199e-04	3.9981461829e-01	5.9994818743e-01
             2146	2.3713239993e-04	3.9981466663e-01	5.9994820097e-01
             2147	2.3707055052e-04	3.9981471495e-01	5.9994821450e-01
             2148	2.3700873498e-04	3.9981476325e-01	5.9994822802e-01
             2149	2.3694694968e-04	3.9981481152e-01	5.9994824153e-01
             2150	2.3688519602e-04	3.9981485976e-01	5.9994825504e-01
             2151	2.3682347713e-04	3.9981490798e-01	5.9994826854e-01
             2152	2.3676178927e-04	3.9981495617e-01	5.9994828204e-01
             2153	2.3670013317e-04	3.9981500434e-01	5.9994829553e-01
             2154	2.3663851065e-04	3.9981505249e-01	5.9994830900e-01
             2155	2.3657691914e-04	3.9981510060e-01	5.9994832248e-01
             2156	2.3651535843e-04	3.9981514870e-01	5.9994833594e-01
             2157	2.3645383068e-04	3.9981519677e-01	5.9994834940e-01
             2158	2.3639233403e-04	3.9981524481e-01	5.9994836285e-01
             2159	2.3633086916e-04	3.9981529283e-01	5.9994837630e-01
             2160	2.3626943310e-04	3.9981534083e-01	5.9994838974e-01
             2161	2.3620803374e-04	3.9981538880e-01	5.9994840317e-01
             2162	2.3614666536e-04	3.9981543674e-01	5.9994841659e-01
             2163	2.3608532859e-04	3.9981548466e-01	5.9994843001e-01
             2164	2.3602402608e-04	3.9981553256e-01	5.9994844342e-01
             2165	2.3596275147e-04	3.9981558043e-01	5.9994845682e-01
             2166	2.3590150984e-04	3.9981562827e-01	5.9994847022e-01
             2167	2.3584029693e-04	3.9981567609e-01	5.9994848361e-01
             2168	2.3577911723e-04	3.9981572389e-01	5.9994849699e-01
             2169	2.3571797130e-04	3.9981577166e-01	5.9994851037e-01
             2170	2.3565685526e-04	3.9981581941e-01	5.9994852373e-01
             2171	2.3559577296e-04	3.9981586713e-01	5.9994853710e-01
             2172	2.3553471959e-04	3.9981591483e-01	5.9994855045e-01
             2173	2.3547369868e-04	3.9981596250e-01	5.9994856380e-01
             2174	2.3541270847e-04	3.9981601015e-01	5.9994857714e-01
             2175	2.3535175095e-04	3.9981605778e-01	5.9994859047e-01
             2176	2.3529082445e-04	3.9981610538e-01	5.9994860380e-01
             2177	2.3522992922e-04	3.9981615295e-01	5.9994861712e-01
             2178	2.3516906421e-04	3.9981620051e-01	5.9994863043e-01
             2179	2.3510823246e-04	3.9981624803e-01	5.9994864374e-01
             2180	2.3504743003e-04	3.9981629553e-01	5.9994865704e-01
             2181	2.3498665967e-04	3.9981634301e-01	5.9994867033e-01
             2182	2.3492591896e-04	3.9981639046e-01	5.9994868362e-01
             2183	2.3486521157e-04	3.9981643789e-01	5.9994869690e-01
             2184	2.3480453570e-04	3.9981648530e-01	5.9994871017e-01
             2185	2.3474388982e-04	3.9981653268e-01	5.9994872343e-01
             2186	2.3468327711e-04	3.9981658003e-01	5.9994873669e-01
             2187	2.3462269416e-04	3.9981662736e-01	5.9994874994e-01
             2188	2.3456213936e-04	3.9981667467e-01	5.9994876319e-01
             2189	2.3450161865e-04	3.9981672195e-01	5.9994877643e-01
             2190	2.3444112860e-04	3.9981676921e-01	5.9994878966e-01
             2191	2.3438066868e-04	3.9981681645e-01	5.9994880288e-01
             2192	2.3432024029e-04	3.9981686366e-01	5.9994881610e-01
             2193	2.3425984245e-04	3.9981691084e-01	5.9994882931e-01
             2194	2.3419947588e-04	3.9981695801e-01	5.9994884252e-01
             2195	2.3413914060e-04	3.9981700514e-01	5.9994885571e-01
             2196	2.3407883601e-04	3.9981705226e-01	5.9994886890e-01
             2197	2.3401856232e-04	3.9981709935e-01	5.9994888209e-01
             2198	2.3395831910e-04	3.9981714641e-01	5.9994889527e-01
             2199	2.3389810742e-04	3.9981719346e-01	5.9994890844e-01
             2200	2.3383792461e-04	3.9981724047e-01	5.9994892160e-01
             2201	2.3377777311e-04	3.9981728747e-01	5.9994893476e-01
             2202	2.3371765102e-04	3.9981733444e-01	5.9994894791e-01
             2203	2.3365756191e-04	3.9981738138e-01	5.9994896105e-01
             2204	2.3359750306e-04	3.9981742831e-01	5.9994897419e-01
             2205	2.3353747603e-04	3.9981747520e-01	5.9994898732e-01
             2206	2.3347747814e-04	3.9981752208e-01	5.9994900044e-01
             2207	2.3341751087e-04	3.9981756893e-01	5.9994901356e-01
             2208	2.3335757565e-04	3.9981761575e-01	5.9994902667e-01
             2209	2.3329766934e-04	3.9981766256e-01	5.9994903977e-01
             2210	2.3323779498e-04	3.9981770934e-01	5.9994905287e-01
             2211	2.3317794932e-04	3.9981775609e-01	5.9994906596e-01
             2212	2.3311813376e-04	3.9981780282e-01	5.9994907904e-01
             2213	2.3305834910e-04	3.9981784953e-01	5.9994909212e-01
             2214	2.3299859581e-04	3.9981789621e-01	5.9994910519e-01
             2215	2.3293887150e-04	3.9981794287e-01	5.9994911825e-01
             2216	2.3287917817e-04	3.9981798951e-01	5.9994913131e-01
             2217	2.3281951393e-04	3.9981803613e-01	5.9994914436e-01
             2218	2.3275987914e-04	3.9981808272e-01	5.9994915740e-01
             2219	2.3270027784e-04	3.9981812928e-01	5.9994917044e-01
             2220	2.3264070577e-04	3.9981817582e-01	5.9994918347e-01
             2221	2.3258116393e-04	3.9981822234e-01	5.9994919649e-01
             2222	2.3252165223e-04	3.9981826884e-01	5.9994920951e-01
             2223	2.3246217065e-04	3.9981831531e-01	5.9994922252e-01
             2224	2.3240271958e-04	3.9981836176e-01	5.9994923552e-01
             2225	2.3234329723e-04	3.9981840818e-01	5.9994924852e-01
             2226	2.3228390520e-04	3.9981845458e-01	5.9994926151e-01
             2227	2.3222454335e-04	3.9981850096e-01	5.9994927450e-01
             2228	2.3216521357e-04	3.9981854731e-01	5.9994928747e-01
             2229	2.3210590931e-04	3.9981859365e-01	5.9994930044e-01
             2230	2.3204663879e-04	3.9981863995e-01	5.9994931341e-01
             2231	2.3198739493e-04	3.9981868624e-01	5.9994932637e-01
             2232	2.3192818436e-04	3.9981873250e-01	5.9994933932e-01
             2233	2.3186900115e-04	3.9981877874e-01	5.9994935226e-01
             2234	2.3180985024e-04	3.9981882495e-01	5.9994936520e-01
             2235	2.3175072939e-04	3.9981887114e-01	5.9994937813e-01
             2236	2.3169163643e-04	3.9981891731e-01	5.9994939106e-01
             2237	2.3163257409e-04	3.9981896345e-01	5.9994940398e-01
             2238	2.3157354091e-04	3.9981900957e-01	5.9994941689e-01
             2239	2.3151453892e-04	3.9981905567e-01	5.9994942979e-01
             2240	2.3145556762e-04	3.9981910174e-01	5.9994944269e-01
             2241	2.3139662304e-04	3.9981914779e-01	5.9994945559e-01
             2242	2.3133770922e-04	3.9981919382e-01	5.9994946847e-01
             2243	2.3127882461e-04	3.9981923982e-01	5.9994948135e-01
             2244	2.3121997138e-04	3.9981928580e-01	5.9994949423e-01
             2245	2.3116114519e-04	3.9981933176e-01	5.9994950709e-01
             2246	2.3110234886e-04	3.9981937770e-01	5.9994951995e-01
             2247	2.3104358195e-04	3.9981942361e-01	5.9994953281e-01
             2248	2.3098484751e-04	3.9981946950e-01	5.9994954565e-01
             2249	2.3092614303e-04	3.9981951536e-01	5.9994955849e-01
             2250	2.3086746567e-04	3.9981956121e-01	5.9994957133e-01
             2251	2.3080881879e-04	3.9981960703e-01	5.9994958415e-01
             2252	2.3075019967e-04	3.9981965282e-01	5.9994959698e-01
             2253	2.3069161070e-04	3.9981969860e-01	5.9994960979e-01
             2254	2.3063304935e-04	3.9981974435e-01	5.9994962260e-01
             2255	2.3057451985e-04	3.9981979008e-01	5.9994963540e-01
             2256	2.3051601915e-04	3.9981983578e-01	5.9994964820e-01
             2257	2.3045754778e-04	3.9981988147e-01	5.9994966099e-01
             2258	2.3039910585e-04	3.9981992713e-01	5.9994967377e-01
             2259	2.3034069143e-04	3.9981997276e-01	5.9994968655e-01
             2260	2.3028231049e-04	3.9982001838e-01	5.9994969931e-01
             2261	2.3022395494e-04	3.9982006397e-01	5.9994971208e-01
             2262	2.3016562923e-04	3.9982010954e-01	5.9994972484e-01
             2263	2.3010733185e-04	3.9982015508e-01	5.9994973759e-01
             2264	2.3004906676e-04	3.9982020060e-01	5.9994975033e-01
             2265	2.2999083043e-04	3.9982024610e-01	5.9994976307e-01
             2266	2.2993262115e-04	3.9982029158e-01	5.9994977580e-01
             2267	2.2987444190e-04	3.9982033703e-01	5.9994978852e-01
             2268	2.2981629109e-04	3.9982038247e-01	5.9994980124e-01
             2269	2.2975817021e-04	3.9982042787e-01	5.9994981396e-01
             2270	2.2970007769e-04	3.9982047326e-01	5.9994982666e-01
             2271	2.2964201389e-04	3.9982051862e-01	5.9994983936e-01
             2272	2.2958397981e-04	3.9982056397e-01	5.9994985205e-01
             2273	2.2952597315e-04	3.9982060929e-01	5.9994986474e-01
             2274	2.2946799565e-04	3.9982065458e-01	5.9994987742e-01
             2275	2.2941004577e-04	3.9982069986e-01	5.9994989010e-01
             2276	2.2935212742e-04	3.9982074511e-01	5.9994990277e-01
             2277	2.2929423766e-04	3.9982079033e-01	5.9994991543e-01
             2278	2.2923637595e-04	3.9982083554e-01	5.9994992808e-01
             2279	2.2917854297e-04	3.9982088072e-01	5.9994994073e-01
             2280	2.2912073976e-04	3.9982092589e-01	5.9994995338e-01
             2281	2.2906296459e-04	3.9982097102e-01	5.9994996601e-01
             2282	2.2900521943e-04	3.9982101614e-01	5.9994997864e-01
             2283	2.2894750106e-04	3.9982106123e-01	5.9994999127e-01
             2284	2.2888981143e-04	3.9982110631e-01	5.9995000388e-01
             2285	2.2883214834e-04	3.9982115136e-01	5.9995001650e-01
             2286	2.2877451671e-04	3.9982119638e-01	5.9995002910e-01
             2287	2.2871691135e-04	3.9982124139e-01	5.9995004170e-01
             2288	2.2865933729e-04	3.9982128637e-01	5.9995005429e-01
             2289	2.2860178897e-04	3.9982133133e-01	5.9995006688e-01
             2290	2.2854426985e-04	3.9982137627e-01	5.9995007946e-01
             2291	2.2848677828e-04	3.9982142119e-01	5.9995009204e-01
             2292	2.2842931770e-04	3.9982146608e-01	5.9995010460e-01
             2293	2.2837188197e-04	3.9982151095e-01	5.9995011717e-01
             2294	2.2831447727e-04	3.9982155580e-01	5.9995012972e-01
             2295	2.2825709914e-04	3.9982160063e-01	5.9995014227e-01
             2296	2.2819975217e-04	3.9982164543e-01	5.9995015481e-01
             2297	2.2814243300e-04	3.9982169022e-01	5.9995016735e-01
             2298	2.2808514197e-04	3.9982173498e-01	5.9995017988e-01
             2299	2.2802787928e-04	3.9982177972e-01	5.9995019240e-01
             2300	2.2797064382e-04	3.9982182443e-01	5.9995020492e-01
             2301	2.2791343729e-04	3.9982186913e-01	5.9995021743e-01
             2302	2.2785625792e-04	3.9982191380e-01	5.9995022994e-01
             2303	2.2779910641e-04	3.9982195845e-01	5.9995024244e-01
             2304	2.2774198401e-04	3.9982200308e-01	5.9995025493e-01
             2305	2.2768489068e-04	3.9982204769e-01	5.9995026742e-01
             2306	2.2762782567e-04	3.9982209227e-01	5.9995027990e-01
             2307	2.2757078725e-04	3.9982213684e-01	5.9995029237e-01
             2308	2.2751377831e-04	3.9982218138e-01	5.9995030484e-01
             2309	2.2745679604e-04	3.9982222590e-01	5.9995031731e-01
             2310	2.2739984168e-04	3.9982227040e-01	5.9995032976e-01
             2311	2.2734291556e-04	3.9982231487e-01	5.9995034221e-01
             2312	2.2728601653e-04	3.9982235932e-01	5.9995035466e-01
             2313	2.2722914686e-04	3.9982240376e-01	5.9995036710e-01
             2314	2.2717230529e-04	3.9982244817e-01	5.9995037953e-01
             2315	2.2711549177e-04	3.9982249255e-01	5.9995039195e-01
             2316	2.2705870521e-04	3.9982253692e-01	5.9995040437e-01
             2317	2.2700194643e-04	3.9982258127e-01	5.9995041679e-01
             2318	2.2694521779e-04	3.9982262559e-01	5.9995042919e-01
             2319	2.2688851398e-04	3.9982266989e-01	5.9995044160e-01
             2320	2.2683183923e-04	3.9982271417e-01	5.9995045399e-01
             2321	2.2677519280e-04	3.9982275843e-01	5.9995046638e-01
             2322	2.2671857166e-04	3.9982280266e-01	5.9995047876e-01
             2323	2.2666198059e-04	3.9982284688e-01	5.9995049114e-01
             2324	2.2660541706e-04	3.9982289107e-01	5.9995050351e-01
             2325	2.2654888039e-04	3.9982293524e-01	5.9995051588e-01
             2326	2.2649236972e-04	3.9982297939e-01	5.9995052824e-01
             2327	2.2643588946e-04	3.9982302352e-01	5.9995054059e-01
             2328	2.2637943289e-04	3.9982306763e-01	5.9995055294e-01
             2329	2.2632300799e-04	3.9982311171e-01	5.9995056528e-01
