#time mL_Fe mL_w mL_m mL_h
101 1.34208202206916e-05 2.86299911549221e-05 0.000154311391318106 0.00342398214425548
102 1.35137051681194e-05 3.20638375401437e-05 0.000155244333666861 0.0034190679453583
103 1.36128348202538e-05 3.55050863437734e-05 0.0001561619264397 0.00341415247138267
104 1.36359797716332e-05 3.8848334780925e-05 0.000157067266182589 0.00340946722563461
105 1.36149416951961e-05 4.21004158935356e-05 0.000157962380024066 0.00340495704873633
106 1.35786611234646e-05 4.52740281966974e-05 0.000158847336966592 0.00340056637918177
107 1.35409506150497e-05 4.83817105953697e-05 0.00015972142901651 0.00339626226583491
108 1.35067815231616e-05 5.14344509221232e-05 0.000160583782545911 0.00339202629337513
109 1.34774606040162e-05 5.44412006721293e-05 0.000161433653385457 0.00338784741507979
110 1.34530707481078e-05 5.74089844771665e-05 0.000162270503805141 0.00338371826189625
111 1.34333657313418e-05 6.03432653112587e-05 0.000163093983931534 0.00337963347652825
112 1.34180501157161e-05 6.32483073992574e-05 0.000163903894235353 0.00337558894873816
113 1.34068534624418e-05 6.61274556103344e-05 0.000164700151064282 0.00337158143439431
114 1.33995305039012e-05 6.89833722696634e-05 0.000165482757164835 0.00336760832254027
115 1.33958556989206e-05 7.1818185528278e-05 0.000166251777266227 0.00336366750354787
116 1.33956346892943e-05 7.46336061489609e-05 0.000167007326434688 0.00335975723499487
117 1.33987016828649e-05 7.74310172814239e-05 0.000167749558198712 0.00335587605791963
118 1.34049148953865e-05 8.02115471884671e-05 0.000168478654176807 0.00335202273324423
119 1.34141536400681e-05 8.29761176780553e-05 0.000169194818006078 0.00334819619839169
120 1.34263143262916e-05 8.57254894893458e-05 0.000169898268647864 0.00334439552949256
121 1.34413079485555e-05 8.84602925904324e-05 0.000170589236489629 0.00334061991533636
122 1.34590570082003e-05 9.11810559636261e-05 0.000171267958692291 0.00333686863348421
123 1.34794938655658e-05 9.38882246421895e-05 0.000171934677235853 0.00333314103571284
124 1.35025586171585e-05 9.65821787521366e-05 0.000172589635884531 0.00332943653302731
125 1.35281979829339e-05 9.9263243672001e-05 0.000173233079147979 0.00332575458703543
126 1.35563638902312e-05 0.000101931702240199 0.000173865250333973 0.00332209470042035
127 1.35870122626651e-05 0.00010458780453286 0.000174486389964863 0.00331845640944368
128 1.36201028060687e-05 0.000107231770797627 0.000175096735976867 0.00331483928078495
129 1.36555978286068e-05 0.000109863800211805 0.000175696522023183 0.00331124290525063
130 1.36934620934681e-05 0.000112484072643552 0.000176285977705539 0.00330766689578788
131 1.37336621873126e-05 0.000115092753137521 0.000176865327876175 0.00330411088412453
132 1.37761664057533e-05 0.000117689993843922 0.000177434792624839 0.00330057451880237
133 1.38209438785626e-05 0.00012027594003505 0.000177994585884222 0.00329705746118417
134 1.38679653597933e-05 0.000122850725085028 0.000178544917479221 0.00329355938778321
135 1.39172019723754e-05 0.000125414479161095 0.000179085990741872 0.00329007998486655
136 1.39686261769051e-05 0.000127967322798069 0.000179618004964756 0.0032866189516728
137 1.40222109539909e-05 0.000130509373410195 0.00018014115360885 0.00328317599619826
138 1.40779299779828e-05 0.000133040743383511 0.000180655625234675 0.00327975083610524
139 1.41357574446294e-05 0.000135561542113249 0.000181161603098918 0.00327634319712154
140 1.41956681917602e-05 0.000138071874884236 0.000181659265799994 0.0032729528134443
141 1.42576375397631e-05 0.000140571844219335 0.000182148787063491 0.00326957942669143
142 1.43216410702898e-05 0.00014306155142681 0.000182630335421931 0.00326622278482966
143 1.43876548711371e-05 0.00014554109502625 0.000183104074977281 0.00326288264278493
144 1.44556554410818e-05 0.000148010571650013 0.000183570165284833 0.00325955876169673
145 1.45256198006679e-05 0.000150470074875479 0.000184028761971934 0.00325625090941737
146 1.45975250916931e-05 0.000152919698362078 0.000184480015775559 0.003252958858594
147 1.46713490517629e-05 0.000155359532532728 0.000184924073924131 0.00324968238824859
148 1.47470696596452e-05 0.00015778966725127 0.000185361079316706 0.00324642128215861
149 1.48246655100513e-05 0.000160210188740188 0.000185791171835896 0.0032431753303884
150 1.4904115315122e-05 0.000162621183647736 0.00018621448696546 0.00323994432691206
151 1.49853982237338e-05 0.000165022736491303 0.000186631156894996 0.00323672807085543
152 1.50684935759948e-05 0.000167414931537484 0.000187041309935807 0.00323352636536193
153 1.51533810770185e-05 0.00016979785164783 0.00018744507108896 0.00323033901803925
154 1.52400408237881e-05 0.00017217157765771 0.000187842562422693 0.0032271658412208
155 1.5328453043718e-05 0.000174536190715085 0.000188233902264769 0.00322400665057578
156 1.54185986397088e-05 0.000176891767932823 0.000188619207044174 0.00322086126725647
157 1.55104584999599e-05 0.000179238387766981 0.00018899858926012 0.00321772951500894
158 1.56040140350276e-05 0.000181576126979277 0.000189372158775429 0.00321461122144293
159 1.5699246817618e-05 0.00018390506056464 0.000189740023002988 0.00321150621843447
160 1.57961386536656e-05 0.000186225263233981 0.000190102286365651 0.00320841434093513
161 1.58946717075124e-05 0.000188536808097124 0.000190459050933718 0.00320533542759725
162 1.59948284889231e-05 0.000190839767007318 0.000190810416371335 0.00320226932046511
163 1.60965916645284e-05 0.000193134211710767 0.000191156479547216 0.0031992158643697
164 1.61999442017057e-05 0.000195420212747444 0.000191497335074351 0.00319617490738623
165 1.63048693038106e-05 0.000197697840143908 0.000191833075094402 0.00319314630037985
166 1.64113505783139e-05 0.000199967161522655 0.000192163790173484 0.00319012989793964
167 1.65193717681308e-05 0.000202228244510824 0.00019248956834412 0.00318712555707705
168 1.66289170112522e-05 0.000204481154800394 0.000192810496007253 0.00318413313807725
169 1.67399704513247e-05 0.000206725959143174 0.000193126656705311 0.00318115250299676
170 1.68525166448808e-05 0.000208962722000062 0.000193438132646485 0.00317818351722817
171 1.69665403991738e-05 0.000211191506889003 0.000193745004185703 0.00317522604877081
172 1.70820267102411e-05 0.000213412376760833 0.000194047349722217 0.00317227996800763
173 1.71989607152165e-05 0.000215625394399577 0.000194345245577845 0.00316934514745446
174 1.73173278789929e-05 0.000217830621056995 0.000194638766660667 0.00316642146232398
175 1.74371139312451e-05 0.000220028116835759 0.000194927986357029 0.00316350879030167
176 1.75583047130901e-05 0.000222217941719118 0.000195212976125697 0.00316060701104056
177 1.7680886351116e-05 0.000224400154380857 0.000195493806082305 0.00315771600663036
178 1.78048451099186e-05 0.000226574813233578 0.000195770544577717 0.00315483566107951
179 1.79301674865357e-05 0.000228741975622151 0.000196043258616092 0.00315196586064395
180 1.80568402488272e-05 0.000230901697884491 0.000196312013866506 0.00314910649369271
181 1.81848501808236e-05 0.000233054036867287 0.000196576874019716 0.00314625745005297
182 1.83141844250786e-05 0.000235199047388471 0.000196837902004832 0.00314341862208193
183 1.84448301691126e-05 0.000237336784698698 0.00019709515888736 0.0031405899035196
184 1.85767749460696e-05 0.000239467302036454 0.000197348705056998 0.00313777119054722
185 1.87100062832817e-05 0.000241590653322765 0.000197598599003956 0.00313496238056092
186 1.88445120683497e-05 0.000243706890520392 0.000197844898596621 0.00313216337326136
187 1.89802803119811e-05 0.000245816065329275 0.000198087660324342 0.003129374069892
188 1.9117299116015e-05 0.000247918229386818 0.000198326939236067 0.00312659437312564
189 1.92555567828494e-05 0.000250013433474049 0.000198562789352996 0.00312382418736336
190 1.9395041761793e-05 0.000252101727853364 0.000198795263544549 0.00312106341856412
191 1.95357427416289e-05 0.000254183161538098 0.00019902441391594 0.00311831197452328
192 1.9677648384277e-05 0.000256257784421866 0.000199250290804111 0.00311556976392569
193 1.98207476806504e-05 0.000258325644377612 0.000199472944224829 0.00311283669756373
194 1.99650297989452e-05 0.000260386788485076 0.000199692423308163 0.0031101126877742
195 2.01104839779492e-05 0.00026244126374584 0.000199908775979278 0.00310739764812633
196 2.02570995647583e-05 0.000264489117261955 0.000200122048878561 0.00310469149325201
197 2.04048660629142e-05 0.000266530395203549 0.000200332287923743 0.00310199413934282
198 2.05537731939247e-05 0.000268565142696457 0.000200539538382716 0.00309930550411153
199 2.0703810727335e-05 0.000270593404979719 0.000200743844328104 0.00309662550631301
200 2.08549687217634e-05 0.000272615225421118 0.000200945249661379 0.00309395406654551
201 2.10072371547575e-05 0.000274630648819407 0.000201143796462261 0.00309129110581759
202 2.11606062261734e-05 0.000276639718566501 0.000201339526457697 0.00308863654674841
203 2.13150663065349e-05 0.000278642477362319 0.000201532480676113 0.00308599031320485
204 2.14706078084999e-05 0.000280638967965257 0.00020172269909737 0.00308335233001332
205 2.16272212942767e-05 0.000282629232410577 0.000201910221070091 0.00308072252324317
206 2.17848975465016e-05 0.000284613311430793 0.000202095085634057 0.00307810082041587
207 2.19436272462439e-05 0.0002865912472152 0.000202277330111779 0.00307548714935575
208 2.21034014130919e-05 0.000288563079610223 0.000202456992100074 0.0030728814397231
209 2.22642111259633e-05 0.00029052884814998 0.000202634108452905 0.00307028362220899
210 2.24260475681869e-05 0.000292488592470716 0.000202808715050478 0.00306769362824912
211 2.2588901936362e-05 0.000294442352640197 0.000202980846659235 0.0030651113899329
212 2.27527655168333e-05 0.000296390168162427 0.000203150537485627 0.00306253684042729
213 2.29176299691081e-05 0.00029833207582404 0.000203317822325824 0.0030599699147756
214 2.3083486844587e-05 0.000300268113721807 0.000203482734456563 0.00305741054829159
215 2.32503277603757e-05 0.000302198320021806 0.000203645306293876 0.00305485867700855
216 2.34181445582554e-05 0.000304122731627911 0.000203805570119929 0.00305231423817972
217 2.35869291538273e-05 0.000306041384996828 0.000203963557685526 0.00304977716999955
218 2.37566734890936e-05 0.000307954316952186 0.000204119299770481 0.00304724741122144
219 2.3927369562482e-05 0.000309861564236241 0.000204272826445235 0.00304472490134248
