#time dij1 dij2 dij3 dik1 dik2 dik3 p_fe p_w p_m p_h
300 0.000170581239720737 6.0530731854081e-05 1.13816844061161e-05 0.000117966128203282 4.18602859276531e-05 7.8710774670752e-06 0.598 0.2122 0.0399 0.02
310 0.000170625196957165 6.05463300573752e-05 1.13846173387807e-05 0.000117974034922785 4.18630916231019e-05 7.87160502243998e-06 0.598 0.2122 0.0399 0.02
320 0.000170667512606987 6.05613457444858e-05 1.1387440740834e-05 0.000117981647391121 4.18657929036722e-05 7.87211294465843e-06 0.598 0.2122 0.0399 0.02
330 0.000170708372905051 6.05758450007555e-05 1.13901670383136e-05 0.000117988999703384 4.18684018679899e-05 7.87260350863713e-06 0.598 0.2122 0.0399 0.02
340 0.000170747873550269 6.05898617848947e-05 1.13928026164811e-05 0.000117996108617994 4.1870924462773e-05 7.87307783253838e-06 0.598 0.2122 0.0399 0.02
350 0.000170786154024211 6.06034455918687e-05 1.13953567818829e-05 0.000118002999813059 4.18733697998848e-05 7.87353762966731e-06 0.598 0.2122 0.0399 0.02
360 0.000170823272512575 6.06166170688436e-05 1.1397833416809e-05 0.000118009683099633 4.18757413607727e-05 7.87398355464106e-06 0.598 0.2122 0.0399 0.02
370 0.000170859261404938 6.0629387709244e-05 1.14002346823696e-05 0.000118016163408212 4.18780408950211e-05 7.87441593643422e-06 0.598 0.2122 0.0399 0.02
380 0.00017089420029095 6.06417857554174e-05 1.14025658889781e-05 0.000118022455123749 4.18802735071228e-05 7.87483573484543e-06 0.598 0.2122 0.0399 0.02
390 0.000170928272308096 6.06538761936087e-05 1.14048392560084e-05 0.00011802859315347 4.188245158389e-05 7.87524527896896e-06 0.598 0.2122 0.0399 0.02
400 0.000170961420736056 6.06656388966407e-05 1.14070509989442e-05 0.00011803456523539 4.18845707741634e-05 7.87564375065562e-06 0.598 0.2122 0.0399 0.02
410 0.000170993688274621 6.06770890165125e-05 1.14092039668183e-05 0.000118040378810898 4.18866337185158e-05 7.87603164641273e-06 0.598 0.2122 0.0399 0.02
420 0.000171025217018598 6.06882769754959e-05 1.14113076405386e-05 0.00011804606101295 4.18886500450634e-05 7.87641077661654e-06 0.598 0.2122 0.0399 0.02
430 0.00017105601612142 6.06992060216811e-05 1.14133626308439e-05 0.000118051612816947 4.18906200999265e-05 7.87678120634811e-06 0.598 0.2122 0.0399 0.02
440 0.000171086059554011 6.07098669186641e-05 1.14153672010118e-05 0.000118057028355941 4.18925418012217e-05 7.87714254415055e-06 0.598 0.2122 0.0399 0.02
450 0.000171115459177615 6.0720299360351e-05 1.14173288146937e-05 0.000118062329000382 4.18944227322427e-05 7.8774962159118e-06 0.598 0.2122 0.0399 0.02
460 0.000171144267371137 6.07305219333702e-05 1.14192509667364e-05 0.000118067524433694 4.1896266329147e-05 7.87784286773311e-06 0.598 0.2122 0.0399 0.02
