#time dij1 dij2 dij3 dik1 dik2 dik3 p_fe p_w p_m p_h
470 0.000171172409135267 6.07405080242535e-05 1.14211286530053e-05 0.00011807259930966 4.18980671463374e-05 7.87818147567796e-06 0.598 0.2122 0.0399 0.02
480 0.000171200005866404 6.07503007104529e-05 1.14229699733604e-05 0.000118077577015466 4.18998334827457e-05 7.87851360019582e-06 0.598 0.2122 0.0399 0.02
490 0.000171227082730308 6.07599089220258e-05 1.14247766069219e-05 0.000118082462020351 4.19015669242785e-05 7.87883953948497e-06 0.598 0.2122 0.0399 0.02
500 0.000171253580260077 6.07693115571713e-05 1.14265445859149e-05 0.000118087242151128 4.19032631512865e-05 7.87915848132107e-06 0.598 0.2122 0.0399 0.02
510 0.000171279602765862 6.0778545630294e-05 1.14282808701637e-05 0.000118091937530361 4.19049293042519e-05 7.87947176833011e-06 0.598 0.2122 0.0399 0.02
520 0.000171305193928306 6.07876266414492e-05 1.14299883741462e-05 0.000118096556386462 4.19065683030221e-05 7.8797799495315e-06 0.598 0.2122 0.0399 0.02
530 0.000171330296889107 6.07965344144958e-05 1.14316633041394e-05 0.000118101087133235 4.19081760362416e-05 7.88008225186635e-06 0.598 0.2122 0.0399 0.02
540 0.000171354890547107 6.08052614616993e-05 1.14333042522234e-05 0.00011810552529994 4.19097509174704e-05 7.88037837703614e-06 0.598 0.2122 0.0399 0.02
550 0.000171379153776644 6.0813871256528e-05 1.14349231533245e-05 0.000118109905780229 4.19113053287032e-05 7.88067065322931e-06 0.598 0.2122 0.0399 0.02
560 0.000171402946622817 6.08223141360564e-05 1.1436510669315e-05 0.000118114200709215 4.19128293820994e-05 7.88095722123358e-06 0.598 0.2122 0.0399 0.02
570 0.000171426329101465 6.08306113968744e-05 1.14380708045961e-05 0.000118118421656621 4.19143271831687e-05 7.88123885300863e-06 0.598 0.2122 0.0399 0.02
580 0.000171449401149057 6.0838798501388e-05 1.14396102271696e-05 0.000118122588015173 4.1915805613411e-05 7.88151684248398e-06 0.598 0.2122 0.0399 0.02
590 0.000171472118272651 6.08468596612986e-05 1.14411259683592e-05 0.000118126690777344 4.1917261476509e-05 7.88179058865557e-06 0.598 0.2122 0.0399 0.02
600 0.000171494478791066 6.08547942800403e-05 1.14426179159925e-05 0.000118130729389495 4.19186945760048e-05 7.88206005458338e-06 0.598 0.2122 0.0399 0.02
610 0.000171516518822769 6.08626151742333e-05 1.14440884799807e-05 0.000118134710750629 4.19201073600059e-05 7.88232570058546e-06 0.598 0.2122 0.0399 0.02
620 0.000171538205334211 6.0870310621939e-05 1.14455354562458e-05 0.000118138628148315 4.19214974466093e-05 7.88258707879223e-06 0.598 0.2122 0.0399 0.02
630 0.000171559599833259 6.08779024491931e-05 1.14469629487408e-05 0.000118142493499915 4.19228690646856e-05 7.88284498435888e-06 0.598 0.2122 0.0399 0.02
640 0.000171580726690005 6.08853993037107e-05 1.1448372583497e-05 0.000118146311412788 4.1924223849153e-05 7.88309972469937e-06 0.598 0.2122 0.0399 0.02
650 0.000171601560096638 6.0892792027603e-05 1.14497626385549e-05 0.000118150076623177 4.1925559932171e-05 7.8833509486033e-06 0.598 0.2122 0.0399 0.02
660 0.000171622032896398 6.09000567903271e-05 1.1451128633054e-05 0.000118153775798819 4.19268725827918e-05 7.88359776650986e-06 0.598 0.2122 0.0399 0.02
670 0.00017164229935107 6.09072483316005e-05 1.14524808597119e-05 0.000118157439102452 4.1928172504248e-05 7.88384219094955e-06 0.598 0.2122 0.0399 0.02
680 0.000171662272248983 6.09143357044049e-05 1.14538134995559e-05 0.000118161049239903 4.19294535597112e-05 7.88408306801357e-06 0.598 0.2122 0.0399 0.02
690 0.00017168202966627 6.09213466140174e-05 1.14551317620136e-05 0.000118164621425492 4.19307211479756e-05 7.88432141283801e-06 0.598 0.2122 0.0399 0.02
700 0.000171701493934126 6.09282534997016e-05 1.14564304648355e-05 0.000118168140261169 4.19319698050503e-05 7.88455619802784e-06 0.598 0.2122 0.0399 0.02
710 0.000171720764769453 6.09350917459498e-05 1.14577162613732e-05 0.000118171625215121 4.19332064392118e-05 7.88478872254737e-06 0.598 0.2122 0.0399 0.02
720 0.000171739742106917 6.09418258446283e-05 1.14589824750267e-05 0.000118175056512672 4.19344240334266e-05 7.88501766698266e-06 0.598 0.2122 0.0399 0.02
730 0.000171758581354899 6.09485109423237e-05 1.14602394750175e-05 0.000118178464589916 4.19356333879268e-05 7.88524506210311e-06 0.598 0.2122 0.0399 0.02
740 0.00017177721026856 6.09551214029908e-05 1.14614824409959e-05 0.000118181835111651 4.19368294158734e-05 7.88546995142953e-06 0.598 0.2122 0.0399 0.02
750 0.000171795561632074 6.09616333751271e-05 1.14627068881601e-05 0.000118185154784444 4.19380074000988e-05 7.88569144799219e-06 0.598 0.2122 0.0399 0.02
760 0.000171813654213623 6.09680535186133e-05 1.14639140687685e-05 0.000118188427210099 4.19391686187006e-05 7.88590979211195e-06 0.598 0.2122 0.0399 0.02
770 0.0001718315464365 6.09744025649253e-05 1.14651078809638e-05 0.000118191663765251 4.19403171086728e-05 7.88612574286544e-06 0.598 0.2122 0.0399 0.02
780 0.000171849208215099 6.09806698382008e-05 1.1466286317362e-05 0.000118194858458652 4.19414507440234e-05 7.88633890050204e-06 0.598 0.2122 0.0399 0.02
790 0.000171866754549877 6.09868961462941e-05 1.14674570510704e-05 0.000118198033777282 4.19425775042462e-05 7.88655076540728e-06 0.598 0.2122 0.0399 0.02
800 0.000171884063917929 6.09930383668638e-05 1.14686119737882e-05 0.000118201165779242 4.19436888935706e-05 7.88675974012e-06 0.598 0.2122 0.0399 0.02
810 0.000171901201714402 6.09991197053447e-05 1.14697554488372e-05 0.000118204267232566 4.19447894427265e-05 7.88696667655414e-06 0.598 0.2122 0.0399 0.02
820 0.000171918044961839 6.10050965232478e-05 1.14708792708652e-05 0.00011820731390783 4.19458705539155e-05 7.88716995806422e-06 0.598 0.2122 0.0399 0.02
830 0.000171934840692573 6.10110564798727e-05 1.14719999224643e-05 0.000118210354250334 4.19469494179279e-05 7.88737281703734e-06 0.598 0.2122 0.0399 0.02
840 0.000171951374670834 6.10169235537642e-05 1.14731031093082e-05 0.000118213346115019 4.19480110796103e-05 7.88757244145358e-06 0.598 0.2122 0.0399 0.02
850 0.000171967745575363 6.10227327610233e-05 1.14741954154799e-05 0.000118216308817454 4.19490623930832e-05 7.88777012009435e-06 0.598 0.2122 0.0399 0.02
860 0.000171983996399398 6.10284993577798e-05 1.1475279709592e-05 0.000118219250726199 4.19501063279254e-05 7.88796641132999e-06 0.598 0.2122 0.0399 0.02
870 0.000172000104134898 6.1034215179641e-05 1.14763544564924e-05 0.000118222167261118 4.19511412588782e-05 7.88816100956287e-06 0.598 0.2122 0.0399 0.02
880 0.000172016037128388 6.10398689943878e-05 1.14774175441851e-05 0.000118225052161999 4.19521649645087e-05 7.88835349709659e-06 0.598 0.2122 0.0399 0.02
890 0.000172031783390628 6.10454565476443e-05 1.14784681727192e-05 0.00011822790299405 4.19531765808319e-05 7.88854371147594e-06 0.598 0.2122 0.0399 0.02
900 0.000172047354476799 6.10509819397605e-05 1.14795071130841e-05 0.000118230722001357 4.19541769041604e-05 7.88873180243166e-06 0.598 0.2122 0.0399 0.02
910 0.000172062823276225 6.10564710354764e-05 1.1480539228631e-05 0.000118233523423479 4.1955170987395e-05 7.88891872006156e-06 0.598 0.2122 0.0399 0.02
920 0.000172078112724894 6.10618964886664e-05 1.14815593774637e-05 0.000118236292076381 4.19561534424885e-05 7.8891034512502e-06 0.598 0.2122 0.0399 0.02
930 0.000172093236237562 6.10672630595496e-05 1.14825684546467e-05 0.000118239030553423 4.19571251896929e-05 7.88928616903274e-06 0.598 0.2122 0.0399 0.02
940 0.000172108187924226 6.10725686580613e-05 1.1483566067185e-05 0.000118241737655558 4.19580858035274e-05 7.88946679340595e-06 0.598 0.2122 0.0399 0.02
950 0.000172123100824814 6.10778604933536e-05 1.14845610918228e-05 0.000118244439423185 4.19590445244144e-05 7.88964706184795e-06 0.598 0.2122 0.0399 0.02
960 0.000172137773833957 6.10830672032869e-05 1.14855401103259e-05 0.000118247096366949 4.19599873395762e-05 7.88982433953389e-06 0.598 0.2122 0.0399 0.02
970 0.000172152289705149 6.10882181528972e-05 1.14865086442064e-05 0.000118249724682596 4.19609199960648e-05 7.88999970708288e-06 0.598 0.2122 0.0399 0.02
980 0.000172166740327794 6.10933459490934e-05 1.14874728245468e-05 0.000118252342349236 4.1961848873759e-05 7.89017436410453e-06 0.598 0.2122 0.0399 0.02
990 0.00017218106115537 6.10984276875745e-05 1.14884283446476e-05 0.000118254936656768 4.19627694624852e-05 7.89034746255022e-06 0.598 0.2122 0.0399 0.02
1000 0.000172195165539867 6.11034326213373e-05 1.1489369423145e-05 0.000118257490591401 4.19636757249085e-05 7.8905178672189e-06 0.598 0.2122 0.0399 0.02
1010 0.000172209272321739 6.11084384058076e-05 1.1490310661601e-05 0.000118260047022384 4.19645828731605e-05 7.89068843845006e-06 0.598 0.2122 0.0399 0.02
1020 0.0001722232630499 6.11134030086769e-05 1.14912441566739e-05 0.000118262582675386 4.19654826483559e-05 7.89085762332423e-06 0.598 0.2122 0.0399 0.02
1030 0.000172237061378706 6.11182993387313e-05 1.14921648143986e-05 0.000118265082559391 4.19663697309409e-05 7.89102442160482e-06 0.598 0.2122 0.0399 0.02
1040 0.000172250711361691 6.1123143028346e-05 1.14930755741329e-05 0.000118267555269244 4.19672471707921e-05 7.89118940676062e-06 0.598 0.2122 0.0399 0.02
1050 0.000172264256247298 6.11279494242084e-05 1.1493979321517e-05 0.000118270009248655 4.1968117964155e-05 7.89135314217618e-06 0.598 0.2122 0.0399 0.02
1060 0.000172277743912953 6.11327355155998e-05 1.14948792510482e-05 0.000118272453862669 4.19689854342112e-05 7.89151625270983e-06 0.598 0.2122 0.0399 0.02
1070 0.000172291152164171 6.11374934268178e-05 1.14957738818569e-05 0.000118274884720198 4.19698480227859e-05 7.89167844537775e-06 0.598 0.2122 0.0399 0.02
1080 0.000172304395940737 6.11421929742881e-05 1.14966575385207e-05 0.000118277285112031 4.19706998006239e-05 7.89183860530109e-06 0.598 0.2122 0.0399 0.02
1090 0.000172317578128176 6.11468706668877e-05 1.14975370858097e-05 0.000118279675182117 4.19715479157946e-05 7.89199807653255e-06 0.598 0.2122 0.0399 0.02
1100 0.000172330664470613 6.11515143489366e-05 1.14984102380894e-05 0.000118282048186024 4.19723899750407e-05 7.8921564090675e-06 0.598 0.2122 0.0399 0.02
1110 0.000172343643021567 6.11561197812317e-05 1.14992761982618e-05 0.000118284401719161 4.19732251250934e-05 7.89231344246573e-06 0.598 0.2122 0.0399 0.02
1120 0.000172356399383958 6.11606463700264e-05 1.15001273334781e-05 0.000118286713386008 4.19740454189144e-05 7.89246768244432e-06 0.598 0.2122 0.0399 0.02
1130 0.000172369086517057 6.1165148392842e-05 1.15009738495495e-05 0.00011828901313157 4.19748614824736e-05 7.8926211270061e-06 0.598 0.2122 0.0399 0.02
1140 0.000172381683808045 6.11696185352293e-05 1.15018143711388e-05 0.00011829129688486 4.19756718711826e-05 7.89277350452491e-06 0.598 0.2122 0.0399 0.02
1150 0.000172394209903044 6.11740634137556e-05 1.15026501423603e-05 0.000118293568260402 4.19764778676545e-05 7.89292505617065e-06 0.598 0.2122 0.0399 0.02
1160 0.000172406613897239 6.11784649648733e-05 1.15034777667222e-05 0.000118295817267675 4.1977275926757e-05 7.89307511535158e-06 0.598 0.2122 0.0399 0.02
1170 0.000172418964473713 6.11828475607389e-05 1.1504301826925e-05 0.000118298057343329 4.19780708164789e-05 7.89322457859334e-06 0.598 0.2122 0.0399 0.02
1180 0.000172431221265717 6.11871968772328e-05 1.15051196296022e-05 0.000118300280541722 4.19788597173134e-05 7.89337291574365e-06 0.598 0.2122 0.0399 0.02
1190 0.00017244333887483 6.11914968047475e-05 1.15059281456618e-05 0.000118302477953073 4.1979639467629e-05 7.89351953232043e-06 0.598 0.2122 0.0399 0.02
1200 0.000172455336901024 6.11957542983232e-05 1.1506728682861e-05 0.000118304653402419 4.1980411424738e-05 7.89366468353933e-06 0.598 0.2122 0.0399 0.02
1210 0.000172467262011363 6.11999859177445e-05 1.15075243549388e-05 0.000118306816000095 4.19811788214385e-05 7.89380897726389e-06 0.598 0.2122 0.0399 0.02
1220 0.000172479135120035 6.12041990844002e-05 1.15083165573401e-05 0.000118308969820628 4.19819431035739e-05 7.89395268535627e-06 0.598 0.2122 0.0399 0.02
1230 0.000172490872164567 6.12083639687643e-05 1.15090996812144e-05 0.000118311098383715 4.19826984231177e-05 7.8940947082111e-06 0.598 0.2122 0.0399 0.02
1240 0.00017250255855214 6.12125108775318e-05 1.15098794251344e-05 0.00011831321840271 4.19834507107943e-05 7.89423616098348e-06 0.598 0.2122 0.0399 0.02
1250 0.000172514137294987 6.12166195886224e-05 1.15106519867391e-05 0.000118315318681573 4.19841959936952e-05 7.89437629664674e-06 0.598 0.2122 0.0399 0.02
1260 0.000172525653582406 6.12207061374356e-05 1.15114203811672e-05 0.000118317408058648 4.19849374081023e-05 7.8945157049165e-06 0.598 0.2122 0.0399 0.02
1270 0.000172537040854055 6.12247469050676e-05 1.15121801673525e-05 0.000118319473478432 4.19856703212765e-05 7.89465351469808e-06 0.598 0.2122 0.0399 0.02
1280 0.000172548374305607 6.12287685746652e-05 1.15129363625313e-05 0.000118321529656738 4.19863999551168e-05 7.89479070786597e-06 0.598 0.2122 0.0399 0.02
1290 0.000172559560698232 6.12327380604764e-05 1.15136827455844e-05 0.000118323558302425 4.19871198190211e-05 7.89492606399124e-06 0.598 0.2122 0.0399 0.02
1300 0.000172570747772407 6.1236707788135e-05 1.15144291741121e-05 0.000118325588348754 4.19878401799426e-05 7.89506151357073e-06 0.598 0.2122 0.0399 0.02
1310 0.000172581841080438 6.12406442429248e-05 1.15151693463369e-05 0.00011832760126225 4.19885544612869e-05 7.89519582000634e-06 0.598 0.2122 0.0399 0.02
1320 0.00017259288089934 6.12445617171236e-05 1.15159059496382e-05 0.000118329604923173 4.198926545936e-05 7.89532950908796e-06 0.598 0.2122 0.0399 0.02
1330 0.000172603773273911 6.12484268707759e-05 1.15166327150988e-05 0.0001183315809109 4.19899666376137e-05 7.89546135174734e-06 0.598 0.2122 0.0399 0.02
1340 0.000172614621034146 6.12522761930533e-05 1.15173565037833e-05 0.000118333549368673 4.19906651438671e-05 7.89559269199009e-06 0.598 0.2122 0.0399 0.02
1350 0.000172625352760168 6.12560843406483e-05 1.15180725503858e-05 0.000118335496264189 4.1991355998764e-05 7.89572259354705e-06 0.598 0.2122 0.0399 0.02
1360 0.000172636055075162 6.12598820517547e-05 1.15187866346136e-05 0.000118337438561098 4.19920452218478e-05 7.89585218827393e-06 0.598 0.2122 0.0399 0.02
1370 0.000172646695638525 6.1263657850326e-05 1.1519496598624e-05 0.000118339369904634 4.19927305581326e-05 7.89598105216536e-06 0.598 0.2122 0.0399 0.02
1380 0.000172657288302585 6.12674166518539e-05 1.15202033666775e-05 0.00011834129299272 4.19934129649751e-05 7.89610936523329e-06 0.598 0.2122 0.0399 0.02
1390 0.000172667730608883 6.1271122099005e-05 1.1520900102499e-05 0.000118343187759416 4.19940853219866e-05 7.89623578862991e-06 0.598 0.2122 0.0399 0.02
1400 0.000172678159884583 6.1274822922255e-05 1.15215959688877e-05 0.000118345081058795 4.19947571583217e-05 7.89636211412363e-06 0.598 0.2122 0.0399 0.02
1410 0.000172688418627803 6.127846323214e-05 1.15222804569387e-05 0.000118346942072498 4.19954175381006e-05 7.89648628543926e-06 0.598 0.2122 0.0399 0.02
1420 0.000172698687755257 6.12821072268653e-05 1.15229656378507e-05 0.000118348806175996 4.19960790142916e-05 7.89661066291346e-06 0.598 0.2122 0.0399 0.02
1430 0.000172708907785459 6.12857337994554e-05 1.15236475428759e-05 0.000118350661719298 4.19967374529013e-05 7.89673446923073e-06 0.598 0.2122 0.0399 0.02
1440 0.000172719070078133 6.12893398839128e-05 1.15243255955142e-05 0.000118352506992276 4.19973922470919e-05 7.8968575902873e-06 0.598 0.2122 0.0399 0.02
1450 0.000172729098180145 6.12928983508808e-05 1.15249946946284e-05 0.00011835432703558 4.19980380885453e-05 7.89697902795927e-06 0.598 0.2122 0.0399 0.02
1460 0.000172739101196149 6.12964479160917e-05 1.15256621199437e-05 0.000118356143176093 4.19986825450951e-05 7.89710020522759e-06 0.598 0.2122 0.0399 0.02
1470 0.000172748962401383 6.1299947159822e-05 1.1526320083303e-05 0.000118357932562237 4.19993175078706e-05 7.89721959738001e-06 0.598 0.2122 0.0399 0.02
1480 0.000172758826617109 6.13034474718235e-05 1.15269782475295e-05 0.000118359723538033 4.19999530347336e-05 7.89733909559788e-06 0.598 0.2122 0.0399 0.02
1490 0.000172768617852451 6.13069218867726e-05 1.15276315423291e-05 0.000118361501186861 4.20005838325283e-05 7.8974577046083e-06 0.598 0.2122 0.0399 0.02
1500 0.000172778356881116 6.13103777762086e-05 1.15282813537734e-05 0.000118363269588711 4.20012113490377e-05 7.89757569663809e-06 0.598 0.2122 0.0399 0.02
1510 0.000172788086069769 6.13138301739215e-05 1.15289305086686e-05 0.000118365037009683 4.20018385174828e-05 7.89769362322132e-06 0.598 0.2122 0.0399 0.02
1520 0.000172797675509377 6.13172329817556e-05 1.15295703391708e-05 0.000118366778014953 4.20024563123294e-05 7.89780978728531e-06 0.598 0.2122 0.0399 0.02
1530 0.000172807194411003 6.1320610759222e-05 1.1530205463209e-05 0.000118368506162983 4.2003069544791e-05 7.89792509348332e-06 0.598 0.2122 0.0399 0.02
1540 0.000172816721497494 6.13239914410839e-05 1.15308411333612e-05 0.000118370236824049 4.20036836690019e-05 7.89804056735709e-06 0.598 0.2122 0.0399 0.02
1550 0.000172826135695081 6.13273320643751e-05 1.15314692712939e-05 0.000118371946295783 4.20042902741893e-05 7.89815462742768e-06 0.598 0.2122 0.0399 0.02
1560 0.000172835534330246 6.13306671653482e-05 1.15320963708643e-05 0.000118373653612182 4.20048961145569e-05 7.89826854368908e-06 0.598 0.2122 0.0399 0.02
1570 0.00017284481204732 6.13339593585976e-05 1.15327154024884e-05 0.000118375338167224 4.20054938780686e-05 7.89838094125795e-06 0.598 0.2122 0.0399 0.02
1580 0.000172854135700833 6.13372678523691e-05 1.15333374991024e-05 0.000118377032574062 4.20060951374849e-05 7.89849399616234e-06 0.598 0.2122 0.0399 0.02
1590 0.000172863327071239 6.13405294055465e-05 1.15339507694689e-05 0.000118378701953253 4.20066875158532e-05 7.89860538116184e-06 0.598 0.2122 0.0399 0.02
1600 0.000172872427709264 6.13437587623842e-05 1.15345579859525e-05 0.000118380354444025 4.20072739013746e-05 7.89871563932539e-06 0.598 0.2122 0.0399 0.02
1610 0.00017288151784389 6.1346984392096e-05 1.15351645016241e-05 0.000118382005729489 4.20078598591933e-05 7.89882581706792e-06 0.598 0.2122 0.0399 0.02
1620 0.000172890531350612 6.13501828304346e-05 1.15357659044974e-05 0.000118383642850499 4.20084407907623e-05 7.89893504972393e-06 0.598 0.2122 0.0399 0.02
1630 0.000172899494999232 6.13533635766504e-05 1.1536363980718e-05 0.000118385271049439 4.20090185563392e-05 7.89904368707793e-06 0.598 0.2122 0.0399 0.02
1640 0.000172908464204932 6.13565462947935e-05 1.15369624277204e-05 0.000118386901140613 4.20095969933749e-05 7.89915245068641e-06 0.598 0.2122 0.0399 0.02
1650 0.000172917326764969 6.13596911697765e-05 1.15375537590673e-05 0.000118388511167519 4.20101683106147e-05 7.89925987555856e-06 0.598 0.2122 0.0399 0.02
1660 0.000172926132627894 6.1362815925818e-05 1.15381413074465e-05 0.000118390110911964 4.20107359791283e-05 7.89936661436014e-06 0.598 0.2122 0.0399 0.02
1670 0.000172934824813389 6.13659003434803e-05 1.15387212709937e-05 0.000118391689210496 4.20112960375708e-05 7.8994719222388e-06 0.598 0.2122 0.0399 0.02
1680 0.000172943507395958 6.13689813535489e-05 1.15393005938106e-05 0.000118393266407018 4.20118557049653e-05 7.89957715658866e-06 0.598 0.2122 0.0399 0.02
1690 0.00017295211902722 6.1372037186582e-05 1.15398751825854e-05 0.000118394830492999 4.20124107200909e-05 7.89968151617167e-06 0.598 0.2122 0.0399 0.02
1700 0.000172960659489415 6.13750677653076e-05 1.15404450227887e-05 0.000118396381434817 4.20129610710169e-05 7.89978499874446e-06 0.598 0.2122 0.0399 0.02
1710 0.000172969268132856 6.13781225381136e-05 1.15410194122089e-05 0.000118397946446641 4.20135164146775e-05 7.89988942010195e-06 0.598 0.2122 0.0399 0.02
1720 0.000172977783579725 6.13811442401631e-05 1.15415875833294e-05 0.000118399493981969 4.20140655568124e-05 7.89999267538555e-06 0.598 0.2122 0.0399 0.02
1730 0.000172986282584241 6.1384160107652e-05 1.15421546573766e-05 0.000118401039021092 4.20146138131699e-05 7.90009576411631e-06 0.598 0.2122 0.0399 0.02
1740 0.000172994666136824 6.13871350070805e-05 1.15427140281928e-05 0.000118402562225658 4.20151543215464e-05 7.90019739599293e-06 0.598 0.2122 0.0399 0.02
1750 0.000173003047835393 6.13901092486127e-05 1.15432732753047e-05 0.000118404085782249 4.20156949548384e-05 7.90029905135745e-06 0.598 0.2122 0.0399 0.02
1760 0.000173011338665404 6.13930512454827e-05 1.15438264594475e-05 0.000118405592284771 4.20162295365025e-05 7.90039956883341e-06 0.598 0.2122 0.0399 0.02
1770 0.000173019564993527 6.13959703538902e-05 1.15443753398691e-05 0.000118407086881057 4.20167598932446e-05 7.9004992918966e-06 0.598 0.2122 0.0399 0.02
1780 0.000173027740817942 6.13988715410823e-05 1.15449208505617e-05 0.000118408572298909 4.20172869930241e-05 7.90059840255261e-06 0.598 0.2122 0.0399 0.02
1790 0.000173035890563615 6.14017634742459e-05 1.15454646212178e-05 0.000118410053312141 4.20178125298266e-05 7.90069721932177e-06 0.598 0.2122 0.0399 0.02
1800 0.000173044028558831 6.14046512377656e-05 1.15460076078551e-05 0.000118411532703271 4.20183374910269e-05 7.90079592786038e-06 0.598 0.2122 0.0399 0.02
1810 0.000173052125842425 6.14075245547871e-05 1.1546547878115e-05 0.000118413004803794 4.20188598651592e-05 7.90089414995217e-06 0.598 0.2122 0.0399 0.02
1820 0.000173060145628999 6.14103703720295e-05 1.15470829775871e-05 0.000118414462432139 4.20193771038461e-05 7.90099140642534e-06 0.598 0.2122 0.0399 0.02
1830 0.000173068090714996 6.14131896818096e-05 1.15476130928568e-05 0.000118415906109978 4.20198893922028e-05 7.90108773208714e-06 0.598 0.2122 0.0399 0.02
1840 0.000173075998015738 6.1415995583511e-05 1.15481406870032e-05 0.00011841734306453 4.20203992948047e-05 7.90118360915507e-06 0.598 0.2122 0.0399 0.02
1850 0.000173083931776023 6.14188108743679e-05 1.15486700465942e-05 0.000118418785828245 4.20209112587854e-05 7.9012798738244e-06 0.598 0.2122 0.0399 0.02
1860 0.0001730917060996 6.14215695891892e-05 1.1549188768184e-05 0.000118420198076352 4.20214123943175e-05 7.9013741024188e-06 0.598 0.2122 0.0399 0.02
1870 0.000173099503414983 6.1424336462641e-05 1.15497090238425e-05 0.000118421615446128 4.20219153472714e-05 7.90146867274331e-06 0.598 0.2122 0.0399 0.02
1880 0.000173107321030253 6.14271105394979e-05 1.15502306339584e-05 0.000118423037406962 4.20224199293601e-05 7.90156354939429e-06 0.598 0.2122 0.0399 0.02
1890 0.00017311506482935 6.14298584227224e-05 1.15507473188814e-05 0.000118424445558066 4.20229196110728e-05 7.90165750462679e-06 0.598 0.2122 0.0399 0.02
1900 0.000173122730702139 6.1432578653836e-05 1.15512588043735e-05 0.000118425839101325 4.20234141091994e-05 7.90175048518876e-06 0.598 0.2122 0.0399 0.02
1910 0.000173130338850784 6.14352784015658e-05 1.15517664383717e-05 0.00011842722197239 4.2023904820303e-05 7.90184275367619e-06 0.598 0.2122 0.0399 0.02
1920 0.000173137898288764 6.14379608643407e-05 1.15522708222771e-05 0.000118428595917814 4.20243923641475e-05 7.90193442662341e-06 0.598 0.2122 0.0399 0.02
1930 0.000173145449041734 6.14406402452441e-05 1.15527746266977e-05 0.000118429968771465 4.20248795205766e-05 7.90202602672483e-06 0.598 0.2122 0.0399 0.02
1940 0.000173152946243718 6.14433006236068e-05 1.15532748580674e-05 0.00011843133174516 4.20253631711086e-05 7.90211696761184e-06 0.598 0.2122 0.0399 0.02
1950 0.000173160444743486 6.14459614624877e-05 1.15537751760286e-05 0.00011843269554998 4.20258471165648e-05 7.90220796395351e-06 0.598 0.2122 0.0399 0.02
1960 0.000173167878511583 6.14485993313678e-05 1.15542711749367e-05 0.000118434047293894 4.20263267822145e-05 7.90229815556248e-06 0.598 0.2122 0.0399 0.02
1970 0.000173175321146434 6.14512403466107e-05 1.1554767765456e-05 0.000118435401334744 4.2026807262931e-05 7.9023885004286e-06 0.598 0.2122 0.0399 0.02
1980 0.000173182686529921 6.14538539492463e-05 1.15552592015784e-05 0.000118436740845266 4.20272825875675e-05 7.90247787579615e-06 0.598 0.2122 0.0399 0.02
1990 0.000173190016580203 6.14564550139115e-05 1.15557482801841e-05 0.000118438074019922 4.20277556639256e-05 7.90256682841957e-06 0.598 0.2122 0.0399 0.02
2000 0.000173197263163008 6.14590264601846e-05 1.15562317896389e-05 0.000118439391438236 4.20282231491533e-05 7.90265472974184e-06 0.598 0.2122 0.0399 0.02
2010 0.000173204511112641 6.14615983914756e-05 1.15567153902916e-05 0.000118440709679823 4.2028690926519e-05 7.90274268599485e-06 0.598 0.2122 0.0399 0.02
2020 0.0001732116381085 6.14641274023808e-05 1.15571909206173e-05 0.000118442004837301 4.20291505125003e-05 7.90282910202055e-06 0.598 0.2122 0.0399 0.02
2030 0.000173218828409037 6.14666788769192e-05 1.15576706747836e-05 0.000118443312897261 4.2029614676921e-05 7.90291637893094e-06 0.598 0.2122 0.0399 0.02
2040 0.000173225991713224 6.14692207718163e-05 1.15581486276884e-05 0.000118444616216681 4.20300771591634e-05 7.90300333954108e-06 0.598 0.2122 0.0399 0.02
2050 0.000173233053369431 6.14717265969787e-05 1.15586197983951e-05 0.000118445900211386 4.20305327840403e-05 7.9030890107597e-06 0.598 0.2122 0.0399 0.02
2060 0.000173240168404306 6.14742513635347e-05 1.15590945306552e-05 0.000118447195153971 4.20309922937671e-05 7.90317541244726e-06 0.598 0.2122 0.0399 0.02
2070 0.000173247194095407 6.14767444264971e-05 1.15595633016835e-05 0.000118448473163101 4.20314457946655e-05 7.90326068429385e-06 0.598 0.2122 0.0399 0.02
2080 0.000173254204093895 6.14792319209441e-05 1.15600310256629e-05 0.000118449748615283 4.20318983882326e-05 7.90334578553478e-06 0.598 0.2122 0.0399 0.02
2090 0.000173261129101407 6.14816892563856e-05 1.15604930788397e-05 0.00011845100798599 4.20323452752963e-05 7.90342981378097e-06 0.598 0.2122 0.0399 0.02
2100 0.000173268104485358 6.14841644678812e-05 1.15609584932538e-05 0.000118452277692791 4.20327958301173e-05 7.90351453167616e-06 0.598 0.2122 0.0399 0.02
2110 0.000173274952807623 6.14865945916012e-05 1.15614154298063e-05 0.000118453523063348 4.20332377492347e-05 7.90359762579861e-06 0.598 0.2122 0.0399 0.02
2120 0.000173281836101267 6.14890371248977e-05 1.15618746997334e-05 0.000118454775784483 4.20336822767013e-05 7.90368121036937e-06 0.598 0.2122 0.0399 0.02
2130 0.00017328864704971 6.1491453986536e-05 1.15623291426145e-05 0.000118456014860218 4.20341219621042e-05 7.90376388448613e-06 0.598 0.2122 0.0399 0.02
2140 0.000173295405800371 6.14938523258172e-05 1.15627801027338e-05 0.000118457244234801 4.20345582050581e-05 7.90384591131866e-06 0.598 0.2122 0.0399 0.02
