#time mass rho rad_par
110 0.00361720688998264 5105.20204488007 0.00553040922789528
120 0.00361411185517039 5100.08018028889 0.0055306816238226
130 0.00361110406085727 5095.0527239529 0.00553096491968202
140 0.00360815985301315 5090.09045412614 0.00553125762646279
150 0.00360527007319843 5085.18423142431 0.00553155838750876
160 0.00360242866787591 5080.32872903258 0.00553186604849085
170 0.00359963097060834 5075.52005097808 0.00553217964270421
180 0.00359687319022163 5070.75508256214 0.00553249836540658
190 0.00359415216336335 5066.0312241368 0.00553282154432265
200 0.00359146520673651 5061.34625696498 0.00553314861311757
210 0.00358881001555475 5056.69825890188 0.00553347909034568
220 0.00358618458898421 5052.08554558129 0.0055338125628775
230 0.0035835871752748 5047.50662844522 0.00553414867323424
240 0.00358101622958063 5042.9601831015 0.00553448710962577
250 0.00357847038023056 5038.44502306671 0.00553482759832981
260 0.00357594839982625 5033.96007456903 0.00553516989814134
270 0.00357344918597456 5029.50436545735 0.00553551379460048
280 0.0035709717432517 5025.07700973422 0.00553585909643734
290 0.00356851516900591 5020.67719701826 0.00553620563217664
300 0.00356607864208953 5016.30418458891 0.0055365532472942
310 0.00356366141058565 5011.95728562037 0.00553690180224422
320 0.00356126278405143 5007.63586313025 0.00553725117071515
330 0.00355888212648127 5003.3393249336 0.00553760123788108
340 0.00355651885009459 4999.06711878856 0.00553795189900346
350 0.00355417241045621 4994.81872849635 0.00553830305836688
360 0.00355184230146424 4990.59366957653 0.00553865462829921
370 0.00354952805156762 4986.39148635918 0.00553900652830328
380 0.00354722922082075 4982.21174983641 0.00553935868433978
390 0.00354494539616658 4978.05405276647 0.00553971102820361
400 0.003542676190787 4973.91801050619 0.00554006349689241
410 0.0035404212408007 4969.80325752798 0.00554041603219164
420 0.00353818020316963 4965.70944578531 0.00554076858020234
430 0.00353595275395781 4961.63624333293 0.0055411210909564
440 0.00353373858699355 4957.58333340143 0.00554147351807209
450 0.00353153741247352 4953.55041325029 0.00554182581846049
460 0.00352934895462495 4949.5371916318 0.00554217795205636
470 0.00352717295196888 4945.54338989079 0.00554252988155297
480 0.00352500915558222 4941.5687400989 0.00554288157219498
490 0.0035228573279981 4937.61298403224 0.00554323299159033
500 0.00352071724261167 4933.67587293627 0.00554358410949201
510 0.00351858868273427 4929.75716650649 0.00554393489768822
520 0.00351647144129991 4925.85663301237 0.00554428532980634
530 0.00351436531950474 4921.97404763863 0.00554463538122405
540 0.00351227012754006 4918.10919404032 0.00554498502887477
550 0.00351018568234495 4914.26186120408 0.0055453342512475
560 0.0035081118079582 4910.43184448107 0.00554568302818727
570 0.00350604833559712 4906.61894587399 0.00554603134083118
580 0.00350399510234073 4902.8229723567 0.00554637917154962
590 0.0035019519510788 4899.04373610966 0.0055467265038331
600 0.00349991873032923 4895.28105442691 0.00554707332223309
610 0.00349789529391502 4891.53474948335 0.0055474196122811
620 0.00349588150058641 4887.80464793004 0.00554776536044365
630 0.00349387721353169 4884.09058034751 0.00554811055407194
640 0.00349188230048119 4880.39238161703 0.00554845518131793
650 0.00348989663300534 4876.70988996416 0.00554879923112621
660 0.00348792008738495 4873.04294850057 0.00554914269311181
670 0.00348595254291268 4869.39140265879 0.0055494855576339
680 0.00348399388270643 4865.75510170573 0.00554982781565382
690 0.00348204399306976 4862.13389778107 0.00555016945876188
700 0.00348010276391131 4858.52764675171 0.00555051047907585
710 0.00347817008763186 4854.93620648895 0.00555085086930599
720 0.00347624586014806 4851.35943868352 0.00555119062260882
730 0.00347432997971853 4847.79720698052 0.00555152973267381
740 0.00347242234707354 4844.24937737499 0.00555186819364245
750 0.0034705228659967 4840.71581919076 0.00555220600004464
760 0.00346863144286149 4837.19640442336 0.00555254314680291
770 0.00346674798599748 4833.69100678583 0.00555287962925959
780 0.00346487240616943 4830.19950259848 0.00555321544309248
790 0.0034630046158881 4826.72176968243 0.00555355058437079
800 0.00346114452974207 4823.25768805112 0.00555388504946784
810 0.00345929206471046 4819.80714042948 0.00555421883502913
820 0.00345744713962167 4816.37001142495 0.00555455193800087
