#time dij1 dij2 dij3 dik1 dik2 dik3 p_fe p_w p_m p_h
6510 0.00216698828967225 0.000768957933224835 0.000144591343240674 0.0015614053871437 0.00055406714406671 0.000104185393724136 29.9 10.61 1.995 1
6520 0.00216697819832413 0.000768954352315018 0.000144590669921627 0.00156141554231618 0.00055407074762457 0.000104186071301698 29.9 10.61 1.995 1
6530 0.00216696811042977 0.000768950772630765 0.000144589996833023 0.00156142569341758 0.000554074349737809 0.000104186748607628 29.9 10.61 1.995 1
6540 0.0021669578545044 0.000768947133320791 0.000144589312532986 0.00156143581595067 0.000554077941713598 0.000104187424007411 29.9 10.61 1.995 1
6550 0.00216694763541223 0.000768943507081061 0.000144588630690548 0.00156144594096003 0.000554081534568092 0.000104188099572417 29.9 10.61 1.995 1
6560 0.00216693743943952 0.000768939889045261 0.000144587950390697 0.00156145606413196 0.000554085126770571 0.000104188775014825 29.9 10.61 1.995 1
6570 0.00216692709616191 0.000768936218738388 0.000144587260262308 0.00156146615281203 0.000554088706733633 0.000104189448155853 29.9 10.61 1.995 1
6580 0.00216691698254639 0.000768932629926996 0.000144586585457527 0.00156147628041181 0.000554092300507334 0.000104190123893697 29.9 10.61 1.995 1
6590 0.00216690685040419 0.00076892903454142 0.000144585909416601 0.00156148640738901 0.000554095894060115 0.000104190799590003 29.9 10.61 1.995 1
6600 0.00216689673497107 0.000768925445085051 0.000144585234490544 0.00156149653645403 0.000554099488353754 0.000104191475425612 29.9 10.61 1.995 1
6610 0.00216688664179812 0.000768921863527693 0.000144584561049741 0.00156150666276668 0.000554103081670718 0.000104192151077576 29.9 10.61 1.995 1
6620 0.00216687648614557 0.000768918259799482 0.000144583883440148 0.00156151677342027 0.000554106669431072 0.00010419282568473 29.9 10.61 1.995 1
6630 0.00216686633063585 0.00076891465612195 0.000144583205840084 0.00156152687951536 0.000554110255573846 0.000104193499987731 29.9 10.61 1.995 1
6640 0.00216685619262592 0.000768911058654216 0.000144582529407649 0.00156153698859192 0.00055411384277459 0.000104194174489661 29.9 10.61 1.995 1
6650 0.00216684594949689 0.000768907423885016 0.000144581845961414 0.0015615470728448 0.000554117421166665 0.000104194847335297 29.9 10.61 1.995 1
6660 0.00216683587905006 0.000768903850392013 0.000144581174036952 0.00156155719076328 0.000554121011504964 0.000104195522427182 29.9 10.61 1.995 1
6670 0.00216682569795559 0.000768900237635747 0.000144580494729813 0.00156156727695049 0.000554124590583434 0.00010419619540188 29.9 10.61 1.995 1
6680 0.00216681552416687 0.000768896627471922 0.000144579815910131 0.0015615773596388 0.000554128168420323 0.000104196868143124 29.9 10.61 1.995 1
6690 0.00216680545084874 0.000768893052960039 0.000144579143794088 0.00156158745686876 0.00055413175141731 0.000104197541854621 29.9 10.61 1.995 1
6700 0.00216679522191588 0.000768889423228342 0.000144578461295056 0.00156159752346112 0.00055413532354256 0.000104198213521904 29.9 10.61 1.995 1
6710 0.00216678507059297 0.000768885821036502 0.000144577783974347 0.00156160760078773 0.000554138899476849 0.000104198885905402 29.9 10.61 1.995 1
6720 0.0021667748989632 0.000768882211638782 0.000144577105298715 0.00156161766901383 0.000554142472181831 0.000104199557681692 29.9 10.61 1.995 1
6730 0.00216676468906698 0.000768878588662228 0.000144576424069853 0.00156162772771424 0.000554146041506626 0.000104200228822405 29.9 10.61 1.995 1
6740 0.00216675449046781 0.000768874969694429 0.000144575743594758 0.00156163778597664 0.000554149610675992 0.000104200899933893 29.9 10.61 1.995 1
6750 0.00216674440303406 0.000768871390173624 0.000144575070536888 0.00156164786366479 0.000554153186738576 0.000104201572341514 29.9 10.61 1.995 1
6760 0.00216673422670664 0.000768867779108943 0.000144574391547817 0.00156165791378255 0.00055415675301782 0.000104202242909571 29.9 10.61 1.995 1
6770 0.00216672401756187 0.000768864156399045 0.000144573710369095 0.001561667955796 0.000554160316421256 0.00010420291293689 29.9 10.61 1.995 1
6780 0.00216671384042035 0.000768860545045483 0.000144573031325706 0.00156167800068527 0.000554163880845174 0.000104203583156091 29.9 10.61 1.995 1
6790 0.00216670359806059 0.00076885691054926 0.000144572347930799 0.00156168802695781 0.000554167438662955 0.000104204252133138 29.9 10.61 1.995 1
6800 0.00216669342367372 0.000768853300173182 0.000144571669071206 0.00156169805940553 0.000554170998671997 0.000104204921522209 29.9 10.61 1.995 1
6810 0.0021666833647051 0.000768849730753216 0.000144570997912598 0.00156170811094862 0.000554174565457017 0.000104205592185368 29.9 10.61 1.995 1
6820 0.0021666732748697 0.000768846150380183 0.000144570324694483 0.00156171815861043 0.000554178130864772 0.000104206262589559 29.9 10.61 1.995 1
6830 0.00216666311687029 0.00076884254581919 0.000144569646928302 0.00156172818696298 0.000554181689420643 0.00010420693170539 29.9 10.61 1.995 1
6840 0.00216665308598311 0.000768838986363906 0.000144568977643355 0.00156173823711552 0.00055418525571223 0.000104207602275768 29.9 10.61 1.995 1
6850 0.00216664305390822 0.000768835426487165 0.000144568308279161 0.00156174827948295 0.000554188819241275 0.000104208272326705 29.9 10.61 1.995 1
6860 0.00216663294618428 0.000768831839766394 0.000144567633867479 0.00156175830859042 0.00055419237806503 0.000104208941492906 29.9 10.61 1.995 1
6870 0.00216662284463417 0.000768828255236407 0.000144566959867732 0.00156176833185552 0.000554195934815621 0.00010420961026929 29.9 10.61 1.995 1
6880 0.00216661278363001 0.000768824685094127 0.000144566288573307 0.00156177836159922 0.00055419949386514 0.000104210279477941 29.9 10.61 1.995 1
6890 0.00216660269181606 0.00076882110401901 0.000144565615223179 0.00156178837761932 0.000554203048044851 0.000104210947770921 29.9 10.61 1.995 1
6900 0.00216659263285749 0.000768817534602608 0.000144564944065241 0.00156179839610269 0.000554206603098648 0.000104211616228257 29.9 10.61 1.995 1
6910 0.0021665826153132 0.000768813979882043 0.000144564275670563 0.00156180841712448 0.000554210159053201 0.000104212284854961 29.9 10.61 1.995 1
6920 0.00216657257451472 0.000768810416909739 0.00014456360572431 0.0015618184360575 0.000554213714266556 0.000104212953342298 29.9 10.61 1.995 1
6930 0.00216656260333224 0.000768806878640636 0.000144562940423004 0.00156182846361106 0.000554217272538906 0.000104213622404818 29.9 10.61 1.995 1
6940 0.00216655264067812 0.000768803343397822 0.000144562275690731 0.00156183848441258 0.000554220828415298 0.000104214291016826 29.9 10.61 1.995 1
6950 0.00216654266300674 0.000768799802826137 0.00014456160995647 0.00156184849718952 0.000554224381444174 0.000104214959093414 29.9 10.61 1.995 1
6960 0.00216653261635544 0.000768796237776964 0.000144560939619703 0.00156185849160412 0.000554227927957181 0.000104215625944823 29.9 10.61 1.995 1
6970 0.00216652248424537 0.000768792642402789 0.00014456026358092 0.00156186846486812 0.000554231466964907 0.000104216291385013 29.9 10.61 1.995 1
6980 0.0021665124559709 0.000768789083874624 0.000144559594470299 0.00156187845336104 0.000554235011376609 0.000104216957841313 29.9 10.61 1.995 1
6990 0.00216650239776007 0.000768785514723557 0.000144558923362252 0.00156188843414605 0.000554238553053164 0.000104217623783323 29.9 10.61 1.995 1
7000 0.00216649235097258 0.000768781949626057 0.000144558253016398 0.00156189841429926 0.000554242094505524 0.000104218289683178 29.9 10.61 1.995 1
7010 0.0021664823706279 0.000768778408105753 0.000144557587103768 0.00156190840615988 0.000554245640112251 0.000104218956364179 29.9 10.61 1.995 1
7020 0.00216647231538481 0.000768774840007787 0.000144556916193736 0.00156191837770182 0.000554249178508907 0.000104219621689469 29.9 10.61 1.995 1
7030 0.00216646243518014 0.000768771334022116 0.000144556256962688 0.00156192838282153 0.000554252728820618 0.000104220289255149 29.9 10.61 1.995 1
7040 0.00216645250414771 0.000768767810000241 0.00014455559434029 0.00156193836849977 0.000554256272233532 0.000104220955523647 29.9 10.61 1.995 1
7050 0.00216644247941842 0.000768764252730081 0.000144554925466212 0.00156194832999893 0.00055425980706651 0.000104221620178858 29.9 10.61 1.995 1
7060 0.00216643240305245 0.000768760677136672 0.000144554253146811 0.00156195827862802 0.000554263337332551 0.000104222283975348 29.9 10.61 1.995 1
