#time mass rho rad_par
110 0.00361668993386678 5104.70115737904 0.00553032662619401
120 0.00361334456947202 5099.06670055611 0.00553065657524081
130 0.00361010677705246 5093.56571727936 0.00553099383944991
140 0.00360695062685843 5088.16526843492 0.00553133709487545
150 0.00360386604953831 5082.85496840101 0.00553168495379642
160 0.00360084606384338 5077.62801496866 0.00553203630570995
170 0.0035978858552146 5072.48053536799 0.00553239008312019
180 0.00359498211087888 5067.41067074277 0.00553274525302305
190 0.00359213238526177 5062.41752657901 0.00553310087308886
200 0.00358933468026085 5057.50047967073 0.00553345612893
210 0.00358658721504331 5052.65883177501 0.00553381034272448
220 0.00358388831711088 5047.89168271943 0.00553416296421743
230 0.00358123637367523 5043.1979087087 0.0055345135542852
240 0.00357862981599842 5038.57618963153 0.0055348617674529
250 0.0035760671141606 5034.02504614821 0.00553520733608777
260 0.00357354677569956 5029.54287588516 0.00553555005680954
270 0.00357106734592592 5025.12798530555 0.00553588977926038
280 0.00356862741009075 5020.77861834132 0.00553622639694584
290 0.00356622559320544 5016.49297780685 0.00553655983945333
300 0.003563860562497 5012.26924652332 0.0055368900660908
310 0.00356153102708891 5008.10560160264 0.00553721706056619
320 0.00355923574070323 5004.00023151939 0.005537540826172
330 0.00355697350056806 4999.95134438799 0.00553786138221698
340 0.00355474314844955 4995.9571788273 0.0055381787605843
350 0.00355254357102825 4992.01601134297 0.00553849300321687
360 0.00355037369886047 4988.12616116554 0.00553880415979426
370 0.00354823250636964 4984.28599518826 0.00553911228589709
380 0.00354611901112861 4980.49393119254 0.00553941744142756
390 0.00354403227268659 4976.74843964627 0.0055397196893152
400 0.0035419713919124 4973.04804549398 0.00554001909448926
410 0.00353993550935513 4969.39132824122 0.00554031572296858
420 0.00353792380384869 4965.77692191913 0.00554060964112031
430 0.00353593549155302 4962.20351495899 0.00554090091517827
440 0.0035339698240016 4958.66984871198 0.00554118961074556
450 0.00353202608707936 4955.17471676246 0.00554147579248744
460 0.00353010359916002 4951.71696313402 0.00554175952379733
470 0.00352820170990027 4948.29548087204 0.00554204086666638
480 0.00352631979853332 4944.90921016449 0.00554231988146395
490 0.00352445727261548 4941.55713673167 0.00554259662685576
500 0.00352261356667204 4938.23828995735 0.00554287115976687
510 0.00352078814068496 4934.95174095809 0.00554314353528597
520 0.00351898047888055 4931.69660082245 0.00554341380666445
530 0.00351719008855804 4928.47201887424 0.00554368202532919
540 0.00351541649880901 4925.27718076811 0.00554394824090201
550 0.00351365925945547 4922.1113068698 0.00554421250122853
560 0.00351191793975191 4918.97365047546 0.00554447485234425
570 0.00351019212762144 4915.86349631296 0.00554473533861692
580 0.0035084814286449 4912.78015888503 0.0055449940028196
590 0.00350678546491922 4909.72298105124 0.00554525088604598
600 0.0035051038745174 4906.69133268875 0.00554550602791395
610 0.00350343631033508 4903.68460917213 0.00554575946651505
620 0.00350178243947564 4900.70223037011 0.00554601123845396
630 0.00350014194258158 4897.74363919947 0.00554626137902744
640 0.00349851451301253 4894.80830052024 0.00554650992219457
650 0.00349689985619559 4891.89570005014 0.00554675690063147
660 0.00349529768905358 4889.00534332825 0.00554700234580921
670 0.00349370773938461 4886.13675460511 0.00554724628807468
680 0.00349212974534572 4883.28947602275 0.00554748875667751
690 0.00349056345488013 4880.46306683372 0.00554772977975289
700 0.00348900862527179 4877.6571024072 0.00554796938445296
710 0.00348746502268379 4874.87117357231 0.00554820759694255
720 0.00348593242170634 4872.10488560379 0.00554844444253614
730 0.00348441060496137 4869.35785792925 0.00554867994559157
740 0.00348289936272116 4866.6297231614 0.00554891412966774
750 0.00348139849249669 4863.92012652617 0.00554914701751652
760 0.00347990779878488 4861.22872549185 0.00554937863108287
770 0.00347842709270503 4858.55518899781 0.0055496089915987
780 0.00347695619162425 4855.89919681668 0.00554983811962069
790 0.00347549491896002 4853.26043931863 0.00555006603500946
800 0.00347404310385944 4850.63861682469 0.00555029275699989
810 0.00347260058096441 4848.03343926079 0.00555051830420299
820 0.00347116719017819 4845.44462571248 0.00555074269464659
830 0.00346974277640818 4842.87190395476 0.00555096594581316
