#time a1 a2 a3 b1 b2 b3 mt1 fr1 fr2 fr3
101 0 0 0 0 0 0 0 0 0 0
102 907.805142245126 2824.20394873031 1404.50234895248 28.7813622092344 137.68903264346 3335.42949034925 932.773698272714 0.299132497638873 0.801503241346118 3.00626764187045
103 907.803810140242 2826.35031239856 1405.82968702504 28.7687843394195 153.194244474918 3357.0480419938 932.74509293796 0.298999931475755 0.857515578265653 3.07277743168171
104 952.935988689227 2950.17651229963 1501.99437538109 28.9243345745783 169.361232918339 3405.44403980557 947.165542724706 0.298265893131252 0.910455625651502 3.13644425562351
105 991.977857894344 3057.09343725807 1586.86383261852 29.0009267121676 184.898470141771 3448.53463861336 957.684995775296 0.297227179571307 0.961037770305171 3.19788068570646
106 1022.43299967834 3140.6717206755 1654.33831702358 29.0181181008805 199.845412226787 3485.89479676675 965.106794681315 0.296100616725717 1.00995667188775 3.25767492558022
107 1046.43136310969 3206.80637904158 1708.42860632715 29.0031970737415 214.338188919335 3519.32597797553 970.546224767776 0.294992345921686 1.05765106133303 3.31619793529034
108 1065.72063478012 3260.26250619825 1752.62292657571 28.972119408081 228.477042015306 3550.0410475906 974.683377740764 0.293949471638441 1.10439889261001 3.37368319265831
109 1081.48119156384 3304.23821679471 1789.33097691281 28.93358303411 242.330803202927 3578.7678464557 977.919287859826 0.292990628848842 1.15038569693379 3.43028563122142
110 1094.53084608176 3340.93934037658 1820.24982523305 28.8924298724457 255.948418922145 3605.96160024546 980.503703287236 0.292120979476083 1.19574154410554 3.48611376823507
111 1105.46434744587 3371.96402970639 1846.63173800218 28.8514269908317 269.365986951197 3631.92234790589 982.601377093186 0.29133945369367 1.24056123766411 3.54124719622707
112 1114.73099406778 3398.51578449074 1869.4353084251 28.8122813677712 282.611787239223 3656.86918455902 984.329418777576 0.290642261210866 1.28491579500913 3.5957462204056
113 1122.67947348028 3421.52620780974 1889.4133375276 28.7759809202377 295.707512430671 3680.95592400596 985.770546366211 0.290024637576818 1.32885967999314 3.64965804856557
114 1129.58468617617 3441.7282940147 1907.16551012597 28.7431513636287 308.670695262772 3704.30185272756 986.987348547623 0.289481669852598 1.37243533490947 3.70302046205669
115 1135.6663980141 3459.70712615103 1923.17572332846 28.7141833288349 321.515569446988 3727.00033840828 988.027498708013 0.289008690635146 1.41567625904049 3.75586429915435
116 1141.10113165573 3475.9321385142 1937.83588253295 28.6893175353952 334.253794380153 3749.12580057127 988.927968069337 0.288601437312549 1.45860917304131 3.80821516990222
117 1146.03174170609 3490.78292201339 1951.46562032928 28.6686987888512 346.89500536336 3770.73865669239 989.717844346895 0.288256099946636 1.50125557412641 3.86009467096085
118 1150.5739378696 3504.56678382811 1964.32570894376 28.6524078551786 359.447208338078 3791.88851533144 990.420048230676 0.28796931229252 1.54363289266368 3.91152127689548
119 1154.82196148119 3517.53392607727 1976.63010932079 28.6404833243555 371.917099435301 3812.61667810534 991.052953176194 0.287738117514201 1.58575535784913 3.96251099882666
120 1158.85239515074 3529.88763160097 1988.55399700499 28.6329341984708 384.310296788887 3832.9577572706 991.631212134636 0.287559923211727 1.62763466797037 4.01307788797389
121 1162.72753156087 3541.79324048805 2000.24100904154 28.6297258037545 396.631215106691 3852.93786313203 992.165733784437 0.287432460969005 1.66928055322654 4.06323450014268
