#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)
             6713	6.6045438494e-03	3.7188823317e-01	6.2150722298e-01
             6714	6.6045302112e-03	3.7188824371e-01	6.2150722607e-01
             6715	6.6045165787e-03	3.7188825426e-01	6.2150722916e-01
             6716	6.6045029485e-03	3.7188826480e-01	6.2150723225e-01
             6717	6.6044893091e-03	3.7188827535e-01	6.2150723534e-01
             6718	6.6044756839e-03	3.7188828589e-01	6.2150723843e-01
             6719	6.6044620610e-03	3.7188829642e-01	6.2150724152e-01
             6720	6.6044484288e-03	3.7188830696e-01	6.2150724461e-01
             6721	6.6044348094e-03	3.7188831750e-01	6.2150724769e-01
             6722	6.6044211831e-03	3.7188832803e-01	6.2150725078e-01
             6723	6.6044075594e-03	3.7188833857e-01	6.2150725388e-01
             6724	6.6043939374e-03	3.7188834910e-01	6.2150725697e-01
             6725	6.6043803130e-03	3.7188835963e-01	6.2150726006e-01
             6726	6.6043667059e-03	3.7188837015e-01	6.2150726314e-01
             6727	6.6043530865e-03	3.7188838068e-01	6.2150726623e-01
             6728	6.6043394770e-03	3.7188839120e-01	6.2150726932e-01
             6729	6.6043258676e-03	3.7188840173e-01	6.2150727241e-01
             6730	6.6043122591e-03	3.7188841225e-01	6.2150727549e-01
             6731	6.6042986612e-03	3.7188842276e-01	6.2150727858e-01
             6732	6.6042850621e-03	3.7188843328e-01	6.2150728166e-01
             6733	6.6042714781e-03	3.7188844379e-01	6.2150728473e-01
             6734	6.6042578853e-03	3.7188845430e-01	6.2150728782e-01
             6735	6.6042443058e-03	3.7188846480e-01	6.2150729089e-01
             6736	6.6042307134e-03	3.7188847531e-01	6.2150729397e-01
             6737	6.6042171270e-03	3.7188848582e-01	6.2150729706e-01
             6738	6.6042035453e-03	3.7188849632e-01	6.2150730013e-01
             6739	6.6041899401e-03	3.7188850683e-01	6.2150730323e-01
             6740	6.6041763638e-03	3.7188851733e-01	6.2150730631e-01
             6741	6.6041627943e-03	3.7188852783e-01	6.2150730938e-01
             6742	6.6041492252e-03	3.7188853832e-01	6.2150731245e-01
             6743	6.6041356484e-03	3.7188854882e-01	6.2150731554e-01
             6744	6.6041220824e-03	3.7188855931e-01	6.2150731861e-01
             6745	6.6041085121e-03	3.7188856980e-01	6.2150732169e-01
             6746	6.6040949361e-03	3.7188858029e-01	6.2150732477e-01
             6747	6.6040813700e-03	3.7188859078e-01	6.2150732785e-01
             6748	6.6040678081e-03	3.7188860127e-01	6.2150733093e-01
             6749	6.6040542467e-03	3.7188861175e-01	6.2150733400e-01
             6750	6.6040406920e-03	3.7188862223e-01	6.2150733708e-01
             6751	6.6040271398e-03	3.7188863271e-01	6.2150734015e-01
             6752	6.6040135932e-03	3.7188864319e-01	6.2150734322e-01
             6753	6.6040000334e-03	3.7188865367e-01	6.2150734630e-01
             6754	6.6039864870e-03	3.7188866414e-01	6.2150734937e-01
             6755	6.6039729504e-03	3.7188867461e-01	6.2150735244e-01
             6756	6.6039594217e-03	3.7188868508e-01	6.2150735550e-01
             6757	6.6039458908e-03	3.7188869554e-01	6.2150735857e-01
             6758	6.6039323578e-03	3.7188870601e-01	6.2150736164e-01
             6759	6.6039188260e-03	3.7188871647e-01	6.2150736470e-01
             6760	6.6039052967e-03	3.7188872693e-01	6.2150736777e-01
             6761	6.6038917558e-03	3.7188873740e-01	6.2150737085e-01
             6762	6.6038782292e-03	3.7188874786e-01	6.2150737391e-01
             6763	6.6038647111e-03	3.7188875831e-01	6.2150737698e-01
             6764	6.6038511902e-03	3.7188876877e-01	6.2150738004e-01
             6765	6.6038376704e-03	3.7188877922e-01	6.2150738311e-01
             6766	6.6038241648e-03	3.7188878967e-01	6.2150738617e-01
             6767	6.6038106660e-03	3.7188880011e-01	6.2150738922e-01
             6768	6.6037971648e-03	3.7188881055e-01	6.2150739228e-01
             6769	6.6037836578e-03	3.7188882100e-01	6.2150739534e-01
             6770	6.6037701506e-03	3.7188883144e-01	6.2150739841e-01
             6771	6.6037566460e-03	3.7188884189e-01	6.2150740147e-01
             6772	6.6037431487e-03	3.7188885232e-01	6.2150740453e-01
             6773	6.6037296514e-03	3.7188886276e-01	6.2150740759e-01
             6774	6.6037161651e-03	3.7188887319e-01	6.2150741064e-01
             6775	6.6037026767e-03	3.7188888363e-01	6.2150741370e-01
             6776	6.6036891918e-03	3.7188889406e-01	6.2150741675e-01
             6777	6.6036757030e-03	3.7188890449e-01	6.2150741981e-01
             6778	6.6036622201e-03	3.7188891491e-01	6.2150742287e-01
             6779	6.6036487358e-03	3.7188892534e-01	6.2150742592e-01
             6780	6.6036352439e-03	3.7188893577e-01	6.2150742899e-01
             6781	6.6036217625e-03	3.7188894619e-01	6.2150743205e-01
             6782	6.6036082965e-03	3.7188895661e-01	6.2150743509e-01
             6783	6.6035948147e-03	3.7188896703e-01	6.2150743815e-01
             6784	6.6035813466e-03	3.7188897745e-01	6.2150744121e-01
             6785	6.6035678708e-03	3.7188898786e-01	6.2150744426e-01
             6786	6.6035544048e-03	3.7188899828e-01	6.2150744732e-01
             6787	6.6035409346e-03	3.7188900869e-01	6.2150745037e-01
             6788	6.6035274816e-03	3.7188901910e-01	6.2150745342e-01
             6789	6.6035140171e-03	3.7188902951e-01	6.2150745648e-01
             6790	6.6035005513e-03	3.7188903992e-01	6.2150745953e-01
             6791	6.6034870982e-03	3.7188905032e-01	6.2150746258e-01
             6792	6.6034736463e-03	3.7188906072e-01	6.2150746563e-01
             6793	6.6034602055e-03	3.7188907112e-01	6.2150746868e-01
             6794	6.6034467685e-03	3.7188908151e-01	6.2150747172e-01
             6795	6.6034333206e-03	3.7188909191e-01	6.2150747477e-01
             6796	6.6034198815e-03	3.7188910231e-01	6.2150747781e-01
             6797	6.6034064455e-03	3.7188911270e-01	6.2150748086e-01
             6798	6.6033930101e-03	3.7188912309e-01	6.2150748390e-01
             6799	6.6033795724e-03	3.7188913348e-01	6.2150748695e-01
             6800	6.6033661401e-03	3.7188914387e-01	6.2150748999e-01
             6801	6.6033527208e-03	3.7188915425e-01	6.2150749303e-01
             6802	6.6033392848e-03	3.7188916463e-01	6.2150749608e-01
             6803	6.6033258510e-03	3.7188917502e-01	6.2150749913e-01
             6804	6.6033124266e-03	3.7188918540e-01	6.2150750217e-01
             6805	6.6032989972e-03	3.7188919578e-01	6.2150750522e-01
             6806	6.6032855739e-03	3.7188920616e-01	6.2150750827e-01
             6807	6.6032721482e-03	3.7188921654e-01	6.2150751132e-01
             6808	6.6032587259e-03	3.7188922691e-01	6.2150751436e-01
             6809	6.6032453179e-03	3.7188923728e-01	6.2150751740e-01
             6810	6.6032319098e-03	3.7188924765e-01	6.2150752044e-01
             6811	6.6032184968e-03	3.7188925802e-01	6.2150752348e-01
             6812	6.6032050954e-03	3.7188926838e-01	6.2150752652e-01
             6813	6.6031916920e-03	3.7188927875e-01	6.2150752956e-01
             6814	6.6031782800e-03	3.7188928911e-01	6.2150753261e-01
             6815	6.6031648858e-03	3.7188929947e-01	6.2150753564e-01
             6816	6.6031514887e-03	3.7188930983e-01	6.2150753868e-01
             6817	6.6031381020e-03	3.7188932019e-01	6.2150754171e-01
             6818	6.6031247060e-03	3.7188933054e-01	6.2150754475e-01
             6819	6.6031113230e-03	3.7188934089e-01	6.2150754778e-01
             6820	6.6030979363e-03	3.7188935124e-01	6.2150755082e-01
             6821	6.6030845607e-03	3.7188936159e-01	6.2150755385e-01
             6822	6.6030711731e-03	3.7188937194e-01	6.2150755689e-01
             6823	6.6030578044e-03	3.7188938228e-01	6.2150755991e-01
             6824	6.6030444242e-03	3.7188939263e-01	6.2150756295e-01
             6825	6.6030310466e-03	3.7188940297e-01	6.2150756598e-01
             6826	6.6030176769e-03	3.7188941331e-01	6.2150756901e-01
             6827	6.6030042990e-03	3.7188942365e-01	6.2150757205e-01
             6828	6.6029909418e-03	3.7188943398e-01	6.2150757508e-01
             6829	6.6029775738e-03	3.7188944432e-01	6.2150757811e-01
             6830	6.6029642105e-03	3.7188945465e-01	6.2150758114e-01
             6831	6.6029508555e-03	3.7188946498e-01	6.2150758417e-01
             6832	6.6029375009e-03	3.7188947531e-01	6.2150758719e-01
             6833	6.6029241454e-03	3.7188948563e-01	6.2150759022e-01
             6834	6.6029107905e-03	3.7188949596e-01	6.2150759325e-01
             6835	6.6028974326e-03	3.7188950629e-01	6.2150759628e-01
             6836	6.6028840823e-03	3.7188951661e-01	6.2150759931e-01
             6837	6.6028707322e-03	3.7188952693e-01	6.2150760234e-01
             6838	6.6028573926e-03	3.7188953725e-01	6.2150760536e-01
             6839	6.6028440561e-03	3.7188954756e-01	6.2150760838e-01
             6840	6.6028307129e-03	3.7188955788e-01	6.2150761141e-01
             6841	6.6028173778e-03	3.7188956819e-01	6.2150761443e-01
             6842	6.6028040471e-03	3.7188957850e-01	6.2150761746e-01
             6843	6.6027907135e-03	3.7188958881e-01	6.2150762048e-01
             6844	6.6027773912e-03	3.7188959911e-01	6.2150762350e-01
             6845	6.6027640656e-03	3.7188960942e-01	6.2150762652e-01
             6846	6.6027507433e-03	3.7188961972e-01	6.2150762954e-01
             6847	6.6027374278e-03	3.7188963002e-01	6.2150763256e-01
             6848	6.6027241000e-03	3.7188964032e-01	6.2150763558e-01
             6849	6.6027107809e-03	3.7188965062e-01	6.2150763860e-01
             6850	6.6026974666e-03	3.7188966091e-01	6.2150764162e-01
             6851	6.6026841657e-03	3.7188967120e-01	6.2150764463e-01
             6852	6.6026708519e-03	3.7188968150e-01	6.2150764765e-01
             6853	6.6026575524e-03	3.7188969178e-01	6.2150765066e-01
             6854	6.6026442459e-03	3.7188970207e-01	6.2150765368e-01
             6855	6.6026309481e-03	3.7188971236e-01	6.2150765670e-01
             6856	6.6026176593e-03	3.7188972264e-01	6.2150765970e-01
             6857	6.6026043710e-03	3.7188973292e-01	6.2150766271e-01
             6858	6.6025910738e-03	3.7188974320e-01	6.2150766573e-01
             6859	6.6025777855e-03	3.7188975348e-01	6.2150766874e-01
             6860	6.6025644911e-03	3.7188976375e-01	6.2150767175e-01
             6861	6.6025512035e-03	3.7188977403e-01	6.2150767477e-01
             6862	6.6025379242e-03	3.7188978430e-01	6.2150767778e-01
             6863	6.6025246410e-03	3.7188979457e-01	6.2150768079e-01
             6864	6.6025113668e-03	3.7188980484e-01	6.2150768379e-01
             6865	6.6024980913e-03	3.7188981511e-01	6.2150768680e-01
             6866	6.6024848169e-03	3.7188982537e-01	6.2150768981e-01
             6867	6.6024715408e-03	3.7188983564e-01	6.2150769282e-01
             6868	6.6024582568e-03	3.7188984591e-01	6.2150769584e-01
             6869	6.6024449986e-03	3.7188985616e-01	6.2150769884e-01
             6870	6.6024317302e-03	3.7188986642e-01	6.2150770185e-01
             6871	6.6024184673e-03	3.7188987668e-01	6.2150770485e-01
             6872	6.6024052039e-03	3.7188988693e-01	6.2150770786e-01
             6873	6.6023919414e-03	3.7188989719e-01	6.2150771087e-01
             6874	6.6023786837e-03	3.7188990744e-01	6.2150771387e-01
             6875	6.6023654371e-03	3.7188991769e-01	6.2150771687e-01
             6876	6.6023521847e-03	3.7188992794e-01	6.2150771988e-01
             6877	6.6023389397e-03	3.7188993818e-01	6.2150772288e-01
             6878	6.6023256982e-03	3.7188994842e-01	6.2150772588e-01
             6879	6.6023124563e-03	3.7188995867e-01	6.2150772888e-01
             6880	6.6022992188e-03	3.7188996890e-01	6.2150773188e-01
             6881	6.6022859720e-03	3.7188997915e-01	6.2150773488e-01
             6882	6.6022727326e-03	3.7188998938e-01	6.2150773788e-01
             6883	6.6022594960e-03	3.7188999962e-01	6.2150774088e-01
             6884	6.6022462699e-03	3.7189000985e-01	6.2150774388e-01
             6885	6.6022330354e-03	3.7189002008e-01	6.2150774688e-01
             6886	6.6022198006e-03	3.7189003032e-01	6.2150774988e-01
             6887	6.6022065739e-03	3.7189004054e-01	6.2150775288e-01
             6888	6.6021933574e-03	3.7189005077e-01	6.2150775587e-01
             6889	6.6021801277e-03	3.7189006100e-01	6.2150775888e-01
             6890	6.6021669232e-03	3.7189007121e-01	6.2150776186e-01
             6891	6.6021537081e-03	3.7189008143e-01	6.2150776486e-01
             6892	6.6021405007e-03	3.7189009165e-01	6.2150776785e-01
             6893	6.6021272882e-03	3.7189010187e-01	6.2150777084e-01
             6894	6.6021140789e-03	3.7189011208e-01	6.2150777384e-01
             6895	6.6021008696e-03	3.7189012230e-01	6.2150777683e-01
             6896	6.6020876791e-03	3.7189013250e-01	6.2150777982e-01
             6897	6.6020744814e-03	3.7189014271e-01	6.2150778281e-01
             6898	6.6020612794e-03	3.7189015292e-01	6.2150778580e-01
             6899	6.6020480806e-03	3.7189016313e-01	6.2150778879e-01
             6900	6.6020348720e-03	3.7189017334e-01	6.2150779179e-01
             6901	6.6020216732e-03	3.7189018354e-01	6.2150779478e-01
             6902	6.6020084820e-03	3.7189019374e-01	6.2150779777e-01
             6903	6.6019953010e-03	3.7189020394e-01	6.2150780076e-01
             6904	6.6019821091e-03	3.7189021414e-01	6.2150780375e-01
             6905	6.6019689208e-03	3.7189022434e-01	6.2150780674e-01
             6906	6.6019557319e-03	3.7189023453e-01	6.2150780973e-01
             6907	6.6019425499e-03	3.7189024473e-01	6.2150781272e-01
             6908	6.6019293707e-03	3.7189025492e-01	6.2150781571e-01
             6909	6.6019161978e-03	3.7189026511e-01	6.2150781870e-01
             6910	6.6019030297e-03	3.7189027529e-01	6.2150782168e-01
             6911	6.6018898524e-03	3.7189028548e-01	6.2150782467e-01
             6912	6.6018766820e-03	3.7189029566e-01	6.2150782766e-01
             6913	6.6018635139e-03	3.7189030585e-01	6.2150783064e-01
             6914	6.6018503454e-03	3.7189031603e-01	6.2150783363e-01
             6915	6.6018371794e-03	3.7189032621e-01	6.2150783661e-01
             6916	6.6018240203e-03	3.7189033638e-01	6.2150783960e-01
             6917	6.6018108559e-03	3.7189034656e-01	6.2150784258e-01
             6918	6.6017976910e-03	3.7189035674e-01	6.2150784557e-01
             6919	6.6017845380e-03	3.7189036691e-01	6.2150784855e-01
             6920	6.6017713875e-03	3.7189037708e-01	6.2150785153e-01
             6921	6.6017582314e-03	3.7189038725e-01	6.2150785452e-01
             6922	6.6017450916e-03	3.7189039741e-01	6.2150785750e-01
             6923	6.6017319451e-03	3.7189040758e-01	6.2150786048e-01
             6924	6.6017187966e-03	3.7189041774e-01	6.2150786346e-01
             6925	6.6017056567e-03	3.7189042790e-01	6.2150786644e-01
             6926	6.6016925185e-03	3.7189043806e-01	6.2150786942e-01
             6927	6.6016793912e-03	3.7189044822e-01	6.2150787239e-01
             6928	6.6016662632e-03	3.7189045837e-01	6.2150787537e-01
             6929	6.6016531329e-03	3.7189046853e-01	6.2150787834e-01
             6930	6.6016400086e-03	3.7189047868e-01	6.2150788132e-01
             6931	6.6016268832e-03	3.7189048883e-01	6.2150788429e-01
             6932	6.6016137577e-03	3.7189049897e-01	6.2150788727e-01
             6933	6.6016006359e-03	3.7189050912e-01	6.2150789024e-01
             6934	6.6015875187e-03	3.7189051927e-01	6.2150789322e-01
             6935	6.6015744149e-03	3.7189052940e-01	6.2150789618e-01
             6936	6.6015613036e-03	3.7189053954e-01	6.2150789915e-01
             6937	6.6015481860e-03	3.7189054969e-01	6.2150790213e-01
             6938	6.6015350791e-03	3.7189055982e-01	6.2150790510e-01
             6939	6.6015219776e-03	3.7189056996e-01	6.2150790807e-01
             6940	6.6015088791e-03	3.7189058009e-01	6.2150791103e-01
             6941	6.6014957782e-03	3.7189059022e-01	6.2150791400e-01
             6942	6.6014826771e-03	3.7189060035e-01	6.2150791697e-01
             6943	6.6014695749e-03	3.7189061048e-01	6.2150791995e-01
             6944	6.6014564784e-03	3.7189062061e-01	6.2150792292e-01
             6945	6.6014433931e-03	3.7189063073e-01	6.2150792588e-01
             6946	6.6014303033e-03	3.7189064085e-01	6.2150792884e-01
             6947	6.6014172186e-03	3.7189065097e-01	6.2150793181e-01
             6948	6.6014041264e-03	3.7189066109e-01	6.2150793478e-01
             6949	6.6013910484e-03	3.7189067121e-01	6.2150793774e-01
             6950	6.6013779636e-03	3.7189068133e-01	6.2150794071e-01
             6951	6.6013648847e-03	3.7189069144e-01	6.2150794367e-01
             6952	6.6013518118e-03	3.7189070155e-01	6.2150794664e-01
             6953	6.6013387379e-03	3.7189071166e-01	6.2150794960e-01
             6954	6.6013256670e-03	3.7189072177e-01	6.2150795256e-01
             6955	6.6013126019e-03	3.7189073188e-01	6.2150795552e-01
             6956	6.6012995387e-03	3.7189074198e-01	6.2150795848e-01
             6957	6.6012864745e-03	3.7189075209e-01	6.2150796144e-01
             6958	6.6012734134e-03	3.7189076219e-01	6.2150796440e-01
             6959	6.6012603442e-03	3.7189077229e-01	6.2150796737e-01
             6960	6.6012472884e-03	3.7189078239e-01	6.2150797032e-01
             6961	6.6012342385e-03	3.7189079248e-01	6.2150797328e-01
             6962	6.6012211865e-03	3.7189080258e-01	6.2150797624e-01
             6963	6.6012081433e-03	3.7189081267e-01	6.2150797919e-01
             6964	6.6011950914e-03	3.7189082276e-01	6.2150798215e-01
             6965	6.6011820550e-03	3.7189083284e-01	6.2150798510e-01
             6966	6.6011690031e-03	3.7189084294e-01	6.2150798806e-01
             6967	6.6011559678e-03	3.7189085302e-01	6.2150799101e-01
             6968	6.6011429270e-03	3.7189086310e-01	6.2150799397e-01
             6969	6.6011298917e-03	3.7189087319e-01	6.2150799692e-01
             6970	6.6011168488e-03	3.7189088327e-01	6.2150799988e-01
             6971	6.6011038085e-03	3.7189089335e-01	6.2150800284e-01
             6972	6.6010907820e-03	3.7189090343e-01	6.2150800579e-01
             6973	6.6010777531e-03	3.7189091350e-01	6.2150800874e-01
             6974	6.6010647305e-03	3.7189092358e-01	6.2150801169e-01
             6975	6.6010516938e-03	3.7189093365e-01	6.2150801465e-01
             6976	6.6010386711e-03	3.7189094372e-01	6.2150801761e-01
             6977	6.6010256490e-03	3.7189095379e-01	6.2150802056e-01
             6978	6.6010126351e-03	3.7189096386e-01	6.2150802351e-01
             6979	6.6009996220e-03	3.7189097392e-01	6.2150802646e-01
             6980	6.6009866119e-03	3.7189098398e-01	6.2150802940e-01
             6981	6.6009736079e-03	3.7189099404e-01	6.2150803235e-01
             6982	6.6009605934e-03	3.7189100411e-01	6.2150803530e-01
             6983	6.6009475945e-03	3.7189101416e-01	6.2150803824e-01
             6984	6.6009345999e-03	3.7189102421e-01	6.2150804119e-01
             6985	6.6009215984e-03	3.7189103427e-01	6.2150804413e-01
             6986	6.6009086005e-03	3.7189104432e-01	6.2150804708e-01
             6987	6.6008955991e-03	3.7189105437e-01	6.2150805003e-01
             6988	6.6008825845e-03	3.7189106443e-01	6.2150805298e-01
             6989	6.6008695912e-03	3.7189107448e-01	6.2150805593e-01
             6990	6.6008566031e-03	3.7189108453e-01	6.2150805887e-01
             6991	6.6008436157e-03	3.7189109457e-01	6.2150806181e-01
             6992	6.6008306303e-03	3.7189110461e-01	6.2150806476e-01
             6993	6.6008176398e-03	3.7189111466e-01	6.2150806770e-01
             6994	6.6008046519e-03	3.7189112470e-01	6.2150807065e-01
             6995	6.6007916763e-03	3.7189113473e-01	6.2150807359e-01
             6996	6.6007787071e-03	3.7189114477e-01	6.2150807653e-01
             6997	6.6007657155e-03	3.7189115481e-01	6.2150807948e-01
             6998	6.6007527364e-03	3.7189116484e-01	6.2150808242e-01
             6999	6.6007397616e-03	3.7189117488e-01	6.2150808536e-01
             7000	6.6007267888e-03	3.7189118491e-01	6.2150808830e-01
             7001	6.6007138197e-03	3.7189119494e-01	6.2150809124e-01
             7002	6.6007008521e-03	3.7189120496e-01	6.2150809418e-01
             7003	6.6006878889e-03	3.7189121499e-01	6.2150809712e-01
             7004	6.6006749261e-03	3.7189122501e-01	6.2150810006e-01
             7005	6.6006619624e-03	3.7189123504e-01	6.2150810300e-01
             7006	6.6006489977e-03	3.7189124506e-01	6.2150810594e-01
             7007	6.6006360285e-03	3.7189125508e-01	6.2150810889e-01
             7008	6.6006230792e-03	3.7189126510e-01	6.2150811182e-01
             7009	6.6006101254e-03	3.7189127511e-01	6.2150811476e-01
             7010	6.6005971780e-03	3.7189128513e-01	6.2150811770e-01
             7011	6.6005842228e-03	3.7189129514e-01	6.2150812064e-01
             7012	6.6005712779e-03	3.7189130515e-01	6.2150812357e-01
             7013	6.6005583354e-03	3.7189131516e-01	6.2150812650e-01
             7014	6.6005453960e-03	3.7189132517e-01	6.2150812944e-01
             7015	6.6005324615e-03	3.7189133517e-01	6.2150813237e-01
             7016	6.6005195367e-03	3.7189134517e-01	6.2150813529e-01
             7017	6.6005065968e-03	3.7189135517e-01	6.2150813823e-01
             7018	6.6004936695e-03	3.7189136517e-01	6.2150814116e-01
             7019	6.6004807429e-03	3.7189137517e-01	6.2150814409e-01
             7020	6.6004678132e-03	3.7189138517e-01	6.2150814702e-01
             7021	6.6004548984e-03	3.7189139516e-01	6.2150814995e-01
             7022	6.6004419708e-03	3.7189140515e-01	6.2150815288e-01
             7023	6.6004290504e-03	3.7189141514e-01	6.2150815581e-01
             7024	6.6004161290e-03	3.7189142513e-01	6.2150815874e-01
             7025	6.6004032056e-03	3.7189143512e-01	6.2150816167e-01
             7026	6.6003902878e-03	3.7189144511e-01	6.2150816460e-01
             7027	6.6003773776e-03	3.7189145509e-01	6.2150816753e-01
             7028	6.6003644742e-03	3.7189146508e-01	6.2150817045e-01
             7029	6.6003515674e-03	3.7189147506e-01	6.2150817338e-01
             7030	6.6003386689e-03	3.7189148503e-01	6.2150817630e-01
             7031	6.6003257691e-03	3.7189149501e-01	6.2150817922e-01
             7032	6.6003128729e-03	3.7189150498e-01	6.2150818214e-01
             7033	6.6002999718e-03	3.7189151496e-01	6.2150818507e-01
             7034	6.6002870855e-03	3.7189152493e-01	6.2150818799e-01
             7035	6.6002741835e-03	3.7189153490e-01	6.2150819091e-01
             7036	6.6002612858e-03	3.7189154487e-01	6.2150819384e-01
             7037	6.6002483882e-03	3.7189155484e-01	6.2150819677e-01
             7038	6.6002355039e-03	3.7189156481e-01	6.2150819969e-01
             7039	6.6002226106e-03	3.7189157478e-01	6.2150820261e-01
             7040	6.6002097296e-03	3.7189158474e-01	6.2150820553e-01
             7041	6.6001968315e-03	3.7189159470e-01	6.2150820846e-01
             7042	6.6001839472e-03	3.7189160466e-01	6.2150821139e-01
             7043	6.6001710607e-03	3.7189161463e-01	6.2150821431e-01
             7044	6.6001581905e-03	3.7189162458e-01	6.2150821723e-01
             7045	6.6001453201e-03	3.7189163453e-01	6.2150822015e-01
             7046	6.6001324633e-03	3.7189164448e-01	6.2150822306e-01
             7047	6.6001195949e-03	3.7189165443e-01	6.2150822597e-01
             7048	6.6001067292e-03	3.7189166438e-01	6.2150822889e-01
             7049	6.6000938567e-03	3.7189167433e-01	6.2150823181e-01
             7050	6.6000810006e-03	3.7189168427e-01	6.2150823473e-01
             7051	6.6000681372e-03	3.7189169422e-01	6.2150823764e-01
             7052	6.6000552848e-03	3.7189170416e-01	6.2150824056e-01
             7053	6.6000424302e-03	3.7189171410e-01	6.2150824347e-01
             7054	6.6000295874e-03	3.7189172403e-01	6.2150824638e-01
             7055	6.6000167411e-03	3.7189173397e-01	6.2150824929e-01
             7056	6.6000038903e-03	3.7189174391e-01	6.2150825220e-01
             7057	6.5999910439e-03	3.7189175384e-01	6.2150825512e-01
             7058	6.5999782099e-03	3.7189176377e-01	6.2150825802e-01
             7059	6.5999653733e-03	3.7189177370e-01	6.2150826093e-01
             7060	6.5999525401e-03	3.7189178362e-01	6.2150826384e-01
             7061	6.5999397001e-03	3.7189179355e-01	6.2150826675e-01
             7062	6.5999268652e-03	3.7189180347e-01	6.2150826966e-01
             7063	6.5999140282e-03	3.7189181340e-01	6.2150827257e-01
             7064	6.5999012031e-03	3.7189182332e-01	6.2150827548e-01
             7065	6.5998883742e-03	3.7189183324e-01	6.2150827839e-01
             7066	6.5998755488e-03	3.7189184316e-01	6.2150828129e-01
             7067	6.5998627352e-03	3.7189185307e-01	6.2150828419e-01
             7068	6.5998499132e-03	3.7189186298e-01	6.2150828710e-01
             7069	6.5998370957e-03	3.7189187290e-01	6.2150829001e-01
             7070	6.5998242903e-03	3.7189188280e-01	6.2150829291e-01
             7071	6.5998114821e-03	3.7189189271e-01	6.2150829581e-01
             7072	6.5997986725e-03	3.7189190262e-01	6.2150829871e-01
             7073	6.5997858703e-03	3.7189191252e-01	6.2150830161e-01
             7074	6.5997730659e-03	3.7189192242e-01	6.2150830451e-01
             7075	6.5997602661e-03	3.7189193232e-01	6.2150830741e-01
             7076	6.5997474596e-03	3.7189194223e-01	6.2150831031e-01
             7077	6.5997346621e-03	3.7189195212e-01	6.2150831321e-01
             7078	6.5997218659e-03	3.7189196202e-01	6.2150831611e-01
             7079	6.5997090712e-03	3.7189197192e-01	6.2150831901e-01
             7080	6.5996962840e-03	3.7189198181e-01	6.2150832191e-01
             7081	6.5996834961e-03	3.7189199170e-01	6.2150832480e-01
             7082	6.5996706984e-03	3.7189200159e-01	6.2150832771e-01
             7083	6.5996579162e-03	3.7189201148e-01	6.2150833060e-01
             7084	6.5996451296e-03	3.7189202137e-01	6.2150833350e-01
             7085	6.5996323482e-03	3.7189203125e-01	6.2150833640e-01
             7086	6.5996195690e-03	3.7189204113e-01	6.2150833930e-01
             7087	6.5996067883e-03	3.7189205102e-01	6.2150834219e-01
             7088	6.5995940157e-03	3.7189206090e-01	6.2150834509e-01
             7089	6.5995812389e-03	3.7189207078e-01	6.2150834798e-01
             7090	6.5995684662e-03	3.7189208065e-01	6.2150835088e-01
             7091	6.5995556941e-03	3.7189209053e-01	6.2150835377e-01
             7092	6.5995429412e-03	3.7189210040e-01	6.2150835666e-01
             7093	6.5995301781e-03	3.7189211027e-01	6.2150835955e-01
             7094	6.5995174171e-03	3.7189212014e-01	6.2150836244e-01
             7095	6.5995046521e-03	3.7189213001e-01	6.2150836534e-01
             7096	6.5994918818e-03	3.7189213988e-01	6.2150836824e-01
             7097	6.5994791189e-03	3.7189214975e-01	6.2150837113e-01
             7098	6.5994663625e-03	3.7189215961e-01	6.2150837402e-01
             7099	6.5994536038e-03	3.7189216948e-01	6.2150837692e-01
             7100	6.5994408562e-03	3.7189217934e-01	6.2150837981e-01
             7101	6.5994281057e-03	3.7189218920e-01	6.2150838270e-01
             7102	6.5994153612e-03	3.7189219905e-01	6.2150838559e-01
             7103	6.5994026198e-03	3.7189220891e-01	6.2150838847e-01
             7104	6.5993898709e-03	3.7189221876e-01	6.2150839137e-01
             7105	6.5993771296e-03	3.7189222862e-01	6.2150839425e-01
             7106	6.5993643867e-03	3.7189223847e-01	6.2150839715e-01
             7107	6.5993516525e-03	3.7189224832e-01	6.2150840003e-01
             7108	6.5993389155e-03	3.7189225816e-01	6.2150840292e-01
             7109	6.5993261847e-03	3.7189226801e-01	6.2150840581e-01
             7110	6.5993134594e-03	3.7189227785e-01	6.2150840869e-01
             7111	6.5993007281e-03	3.7189228770e-01	6.2150841158e-01
             7112	6.5992880088e-03	3.7189229753e-01	6.2150841446e-01
             7113	6.5992752901e-03	3.7189230737e-01	6.2150841734e-01
             7114	6.5992625788e-03	3.7189231720e-01	6.2150842022e-01
             7115	6.5992498580e-03	3.7189232704e-01	6.2150842310e-01
             7116	6.5992371438e-03	3.7189233687e-01	6.2150842598e-01
             7117	6.5992244240e-03	3.7189234671e-01	6.2150842887e-01
             7118	6.5992117075e-03	3.7189235654e-01	6.2150843175e-01
             7119	6.5991989996e-03	3.7189236637e-01	6.2150843463e-01
             7120	6.5991862855e-03	3.7189237620e-01	6.2150843752e-01
             7121	6.5991735857e-03	3.7189238602e-01	6.2150844039e-01
