#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)
             1225	6.7866270871e-03	3.7174748612e-01	6.2146588679e-01
             1226	6.7865352437e-03	3.7174755709e-01	6.2146590766e-01
             1227	6.7864434570e-03	3.7174762802e-01	6.2146592853e-01
             1228	6.7863517334e-03	3.7174769889e-01	6.2146594938e-01
             1229	6.7862600669e-03	3.7174776972e-01	6.2146597022e-01
             1230	6.7861684746e-03	3.7174784049e-01	6.2146599104e-01
             1231	6.7860769511e-03	3.7174791121e-01	6.2146601184e-01
             1232	6.7859855013e-03	3.7174798187e-01	6.2146603263e-01
             1233	6.7858941286e-03	3.7174805248e-01	6.2146605339e-01
             1234	6.7858028099e-03	3.7174812304e-01	6.2146607415e-01
             1235	6.7857115617e-03	3.7174819354e-01	6.2146609489e-01
             1236	6.7856203699e-03	3.7174826400e-01	6.2146611563e-01
             1237	6.7855292470e-03	3.7174833441e-01	6.2146613634e-01
             1238	6.7854381823e-03	3.7174840477e-01	6.2146615705e-01
             1239	6.7853471955e-03	3.7174847507e-01	6.2146617774e-01
             1240	6.7852562936e-03	3.7174854531e-01	6.2146619839e-01
             1241	6.7851654248e-03	3.7174861552e-01	6.2146621906e-01
             1242	6.7850746254e-03	3.7174868567e-01	6.2146623971e-01
             1243	6.7849839009e-03	3.7174875577e-01	6.2146626033e-01
             1244	6.7848932341e-03	3.7174882582e-01	6.2146628095e-01
             1245	6.7848026390e-03	3.7174889581e-01	6.2146630155e-01
             1246	6.7847121218e-03	3.7174896575e-01	6.2146632213e-01
             1247	6.7846216740e-03	3.7174903564e-01	6.2146634269e-01
             1248	6.7845312721e-03	3.7174910548e-01	6.2146636325e-01
             1249	6.7844409535e-03	3.7174917527e-01	6.2146638378e-01
             1250	6.7843506960e-03	3.7174924501e-01	6.2146640430e-01
             1251	6.7842605109e-03	3.7174931469e-01	6.2146642480e-01
             1252	6.7841703842e-03	3.7174938432e-01	6.2146644529e-01
             1253	6.7840803088e-03	3.7174945391e-01	6.2146646578e-01
             1254	6.7839903166e-03	3.7174952345e-01	6.2146648624e-01
             1255	6.7839003793e-03	3.7174959293e-01	6.2146650669e-01
             1256	6.7838105161e-03	3.7174966236e-01	6.2146652712e-01
             1257	6.7837207082e-03	3.7174973175e-01	6.2146654754e-01
             1258	6.7836309843e-03	3.7174980108e-01	6.2146656794e-01
             1259	6.7835413183e-03	3.7174987035e-01	6.2146658833e-01
             1260	6.7834517244e-03	3.7174993958e-01	6.2146660869e-01
             1261	6.7833621803e-03	3.7175000876e-01	6.2146662906e-01
             1262	6.7832726925e-03	3.7175007790e-01	6.2146664941e-01
             1263	6.7831832800e-03	3.7175014698e-01	6.2146666974e-01
             1264	6.7830939358e-03	3.7175021601e-01	6.2146669005e-01
             1265	6.7830046497e-03	3.7175028499e-01	6.2146671036e-01
             1266	6.7829154346e-03	3.7175035392e-01	6.2146673064e-01
             1267	6.7828262756e-03	3.7175042281e-01	6.2146675092e-01
             1268	6.7827371941e-03	3.7175049163e-01	6.2146677117e-01
             1269	6.7826481832e-03	3.7175056041e-01	6.2146679141e-01
             1270	6.7825592288e-03	3.7175062914e-01	6.2146681163e-01
             1271	6.7824703416e-03	3.7175069782e-01	6.2146683184e-01
             1272	6.7823815183e-03	3.7175076645e-01	6.2146685204e-01
             1273	6.7822927635e-03	3.7175083502e-01	6.2146687221e-01
             1274	6.7822040739e-03	3.7175090355e-01	6.2146689237e-01
             1275	6.7821154446e-03	3.7175097203e-01	6.2146691252e-01
             1276	6.7820268753e-03	3.7175104046e-01	6.2146693266e-01
             1277	6.7819383630e-03	3.7175110885e-01	6.2146695279e-01
             1278	6.7818499257e-03	3.7175117718e-01	6.2146697290e-01
             1279	6.7817615482e-03	3.7175124546e-01	6.2146699299e-01
             1280	6.7816732240e-03	3.7175131370e-01	6.2146701307e-01
             1281	6.7815849661e-03	3.7175138189e-01	6.2146703314e-01
             1282	6.7814967643e-03	3.7175145003e-01	6.2146705321e-01
             1283	6.7814086358e-03	3.7175151812e-01	6.2146707324e-01
             1284	6.7813205681e-03	3.7175158616e-01	6.2146709327e-01
             1285	6.7812325600e-03	3.7175165415e-01	6.2146711329e-01
             1286	6.7811446245e-03	3.7175172209e-01	6.2146713328e-01
             1287	6.7810567516e-03	3.7175178999e-01	6.2146715326e-01
             1288	6.7809689357e-03	3.7175185783e-01	6.2146717323e-01
             1289	6.7808811893e-03	3.7175192563e-01	6.2146719318e-01
             1290	6.7807935073e-03	3.7175199337e-01	6.2146721312e-01
             1291	6.7807058750e-03	3.7175206108e-01	6.2146723305e-01
             1292	6.7806183150e-03	3.7175212873e-01	6.2146725296e-01
             1293	6.7805308220e-03	3.7175219633e-01	6.2146727285e-01
             1294	6.7804433977e-03	3.7175226388e-01	6.2146729272e-01
             1295	6.7803560218e-03	3.7175233139e-01	6.2146731259e-01
             1296	6.7802687201e-03	3.7175239884e-01	6.2146733244e-01
             1297	6.7801814749e-03	3.7175246625e-01	6.2146735228e-01
             1298	6.7800942813e-03	3.7175253361e-01	6.2146737210e-01
             1299	6.7800071621e-03	3.7175260093e-01	6.2146739191e-01
             1300	6.7799201073e-03	3.7175266819e-01	6.2146741170e-01
             1301	6.7798331147e-03	3.7175273540e-01	6.2146743148e-01
             1302	6.7797461769e-03	3.7175280257e-01	6.2146745125e-01
             1303	6.7796593037e-03	3.7175286970e-01	6.2146747100e-01
             1304	6.7795724984e-03	3.7175293677e-01	6.2146749074e-01
             1305	6.7794857442e-03	3.7175300379e-01	6.2146751046e-01
             1306	6.7793990662e-03	3.7175307077e-01	6.2146753017e-01
             1307	6.7793124424e-03	3.7175313770e-01	6.2146754986e-01
             1308	6.7792258765e-03	3.7175320458e-01	6.2146756954e-01
             1309	6.7791393833e-03	3.7175327141e-01	6.2146758920e-01
             1310	6.7790529429e-03	3.7175333820e-01	6.2146760886e-01
             1311	6.7789665650e-03	3.7175340494e-01	6.2146762850e-01
             1312	6.7788802420e-03	3.7175347163e-01	6.2146764812e-01
             1313	6.7787939900e-03	3.7175353828e-01	6.2146766773e-01
             1314	6.7787077841e-03	3.7175360488e-01	6.2146768734e-01
             1315	6.7786216441e-03	3.7175367143e-01	6.2146770692e-01
             1316	6.7785355709e-03	3.7175373794e-01	6.2146772649e-01
             1317	6.7784495596e-03	3.7175380439e-01	6.2146774605e-01
             1318	6.7783636069e-03	3.7175387080e-01	6.2146776559e-01
             1319	6.7782777099e-03	3.7175393717e-01	6.2146778512e-01
             1320	6.7781918764e-03	3.7175400349e-01	6.2146780464e-01
             1321	6.7781061099e-03	3.7175406976e-01	6.2146782413e-01
             1322	6.7780203949e-03	3.7175413598e-01	6.2146784362e-01
             1323	6.7779347365e-03	3.7175420216e-01	6.2146786310e-01
             1324	6.7778491400e-03	3.7175426830e-01	6.2146788256e-01
             1325	6.7777636044e-03	3.7175433438e-01	6.2146790201e-01
             1326	6.7776781325e-03	3.7175440042e-01	6.2146792145e-01
             1327	6.7775927282e-03	3.7175446641e-01	6.2146794086e-01
             1328	6.7775073765e-03	3.7175453236e-01	6.2146796027e-01
             1329	6.7774220788e-03	3.7175459826e-01	6.2146797966e-01
             1330	6.7773368559e-03	3.7175466411e-01	6.2146799904e-01
             1331	6.7772516704e-03	3.7175472992e-01	6.2146801841e-01
             1332	6.7771665558e-03	3.7175479568e-01	6.2146803776e-01
             1333	6.7770815161e-03	3.7175486139e-01	6.2146805709e-01
             1334	6.7769965282e-03	3.7175492706e-01	6.2146807641e-01
             1335	6.7769115944e-03	3.7175499268e-01	6.2146809573e-01
             1336	6.7768267185e-03	3.7175505826e-01	6.2146811502e-01
             1337	6.7767418974e-03	3.7175512379e-01	6.2146813431e-01
             1338	6.7766571552e-03	3.7175518927e-01	6.2146815357e-01
             1339	6.7765724682e-03	3.7175525471e-01	6.2146817282e-01
             1340	6.7764878262e-03	3.7175532010e-01	6.2146819207e-01
             1341	6.7764032517e-03	3.7175538545e-01	6.2146821130e-01
             1342	6.7763187358e-03	3.7175545075e-01	6.2146823051e-01
             1343	6.7762342891e-03	3.7175551600e-01	6.2146824971e-01
             1344	6.7761498923e-03	3.7175558121e-01	6.2146826889e-01
             1345	6.7760655568e-03	3.7175564638e-01	6.2146828807e-01
             1346	6.7759812840e-03	3.7175571150e-01	6.2146830722e-01
             1347	6.7758970608e-03	3.7175577657e-01	6.2146832637e-01
             1348	6.7758129007e-03	3.7175584160e-01	6.2146834550e-01
             1349	6.7757288018e-03	3.7175590658e-01	6.2146836462e-01
             1350	6.7756447487e-03	3.7175597152e-01	6.2146838373e-01
             1351	6.7755607532e-03	3.7175603642e-01	6.2146840283e-01
             1352	6.7754768068e-03	3.7175610127e-01	6.2146842192e-01
             1353	6.7753929408e-03	3.7175616608e-01	6.2146844098e-01
             1354	6.7753091266e-03	3.7175623083e-01	6.2146846004e-01
             1355	6.7752253797e-03	3.7175629555e-01	6.2146847907e-01
             1356	6.7751416606e-03	3.7175636022e-01	6.2146849812e-01
             1357	6.7750580200e-03	3.7175642485e-01	6.2146851713e-01
             1358	6.7749744395e-03	3.7175648943e-01	6.2146853613e-01
             1359	6.7748909028e-03	3.7175655397e-01	6.2146855513e-01
             1360	6.7748074359e-03	3.7175661846e-01	6.2146857410e-01
             1361	6.7747240257e-03	3.7175668291e-01	6.2146859307e-01
             1362	6.7746406594e-03	3.7175674732e-01	6.2146861202e-01
             1363	6.7745573661e-03	3.7175681167e-01	6.2146863096e-01
             1364	6.7744741273e-03	3.7175687599e-01	6.2146864988e-01
             1365	6.7743909545e-03	3.7175694026e-01	6.2146866879e-01
             1366	6.7743078322e-03	3.7175700448e-01	6.2146868768e-01
             1367	6.7742247620e-03	3.7175706867e-01	6.2146870657e-01
             1368	6.7741417559e-03	3.7175713280e-01	6.2146872544e-01
             1369	6.7740588035e-03	3.7175719689e-01	6.2146874430e-01
             1370	6.7739759033e-03	3.7175726094e-01	6.2146876315e-01
             1371	6.7738930721e-03	3.7175732495e-01	6.2146878198e-01
             1372	6.7738103000e-03	3.7175738891e-01	6.2146880079e-01
             1373	6.7737275753e-03	3.7175745282e-01	6.2146881960e-01
             1374	6.7736449060e-03	3.7175751670e-01	6.2146883840e-01
             1375	6.7735622904e-03	3.7175758053e-01	6.2146885718e-01
             1376	6.7734797260e-03	3.7175764432e-01	6.2146887596e-01
             1377	6.7733972209e-03	3.7175770806e-01	6.2146889471e-01
             1378	6.7733147669e-03	3.7175777177e-01	6.2146891346e-01
             1379	6.7732323814e-03	3.7175783542e-01	6.2146893219e-01
             1380	6.7731500498e-03	3.7175789904e-01	6.2146895091e-01
             1381	6.7730677720e-03	3.7175796261e-01	6.2146896962e-01
             1382	6.7729855423e-03	3.7175802614e-01	6.2146898832e-01
             1383	6.7729033875e-03	3.7175808962e-01	6.2146900699e-01
             1384	6.7728212904e-03	3.7175815305e-01	6.2146902566e-01
             1385	6.7727392382e-03	3.7175821645e-01	6.2146904431e-01
             1386	6.7726572439e-03	3.7175827980e-01	6.2146906295e-01
             1387	6.7725753074e-03	3.7175834311e-01	6.2146908158e-01
             1388	6.7724934253e-03	3.7175840638e-01	6.2146910020e-01
             1389	6.7724115965e-03	3.7175846960e-01	6.2146911880e-01
             1390	6.7723298261e-03	3.7175853278e-01	6.2146913739e-01
             1391	6.7722481224e-03	3.7175859591e-01	6.2146915596e-01
             1392	6.7721664520e-03	3.7175865901e-01	6.2146917453e-01
             1393	6.7720848495e-03	3.7175872207e-01	6.2146919308e-01
             1394	6.7720033157e-03	3.7175878507e-01	6.2146921162e-01
             1395	6.7719218300e-03	3.7175884803e-01	6.2146923014e-01
             1396	6.7718404049e-03	3.7175891095e-01	6.2146924864e-01
             1397	6.7717590349e-03	3.7175897383e-01	6.2146926714e-01
             1398	6.7716777139e-03	3.7175903666e-01	6.2146928562e-01
             1399	6.7715964475e-03	3.7175909946e-01	6.2146930410e-01
             1400	6.7715152296e-03	3.7175916221e-01	6.2146932256e-01
             1401	6.7714340637e-03	3.7175922492e-01	6.2146934102e-01
             1402	6.7713529522e-03	3.7175928759e-01	6.2146935946e-01
             1403	6.7712719033e-03	3.7175935022e-01	6.2146937788e-01
             1404	6.7711908961e-03	3.7175941280e-01	6.2146939630e-01
             1405	6.7711099465e-03	3.7175947535e-01	6.2146941471e-01
             1406	6.7710290599e-03	3.7175953785e-01	6.2146943309e-01
             1407	6.7709482287e-03	3.7175960030e-01	6.2146945147e-01
             1408	6.7708674457e-03	3.7175966272e-01	6.2146946983e-01
             1409	6.7707867141e-03	3.7175972510e-01	6.2146948819e-01
             1410	6.7707060408e-03	3.7175978743e-01	6.2146950653e-01
             1411	6.7706254371e-03	3.7175984972e-01	6.2146952485e-01
             1412	6.7705448673e-03	3.7175991197e-01	6.2146954317e-01
             1413	6.7704643590e-03	3.7175997417e-01	6.2146956147e-01
             1414	6.7703838942e-03	3.7176003634e-01	6.2146957976e-01
             1415	6.7703035026e-03	3.7176009846e-01	6.2146959804e-01
             1416	6.7702231479e-03	3.7176016055e-01	6.2146961631e-01
             1417	6.7701428558e-03	3.7176022258e-01	6.2146963456e-01
             1418	6.7700626311e-03	3.7176028458e-01	6.2146965279e-01
             1419	6.7699824530e-03	3.7176034653e-01	6.2146967102e-01
             1420	6.7699023232e-03	3.7176040844e-01	6.2146968923e-01
             1421	6.7698222442e-03	3.7176047032e-01	6.2146970744e-01
             1422	6.7697422132e-03	3.7176053215e-01	6.2146972563e-01
             1423	6.7696622436e-03	3.7176059395e-01	6.2146974381e-01
             1424	6.7695823246e-03	3.7176065570e-01	6.2146976198e-01
             1425	6.7695024667e-03	3.7176071740e-01	6.2146978013e-01
             1426	6.7694226490e-03	3.7176077907e-01	6.2146979828e-01
             1427	6.7693428977e-03	3.7176084069e-01	6.2146981641e-01
             1428	6.7692631931e-03	3.7176090228e-01	6.2146983453e-01
             1429	6.7691835438e-03	3.7176096382e-01	6.2146985263e-01
             1430	6.7691039495e-03	3.7176102533e-01	6.2146987072e-01
             1431	6.7690244119e-03	3.7176108679e-01	6.2146988880e-01
             1432	6.7689449228e-03	3.7176114821e-01	6.2146990687e-01
             1433	6.7688654909e-03	3.7176120958e-01	6.2146992493e-01
             1434	6.7687861039e-03	3.7176127092e-01	6.2146994297e-01
             1435	6.7687067736e-03	3.7176133222e-01	6.2146996101e-01
             1436	6.7686274890e-03	3.7176139348e-01	6.2146997903e-01
             1437	6.7685482377e-03	3.7176145471e-01	6.2146999705e-01
             1438	6.7684690572e-03	3.7176151589e-01	6.2147001506e-01
             1439	6.7683899458e-03	3.7176157702e-01	6.2147003303e-01
             1440	6.7683108766e-03	3.7176163811e-01	6.2147005101e-01
             1441	6.7682318611e-03	3.7176169917e-01	6.2147006897e-01
             1442	6.7681528981e-03	3.7176176018e-01	6.2147008692e-01
             1443	6.7680739917e-03	3.7176182115e-01	6.2147010485e-01
             1444	6.7679951324e-03	3.7176188209e-01	6.2147012278e-01
             1445	6.7679163217e-03	3.7176194298e-01	6.2147014069e-01
             1446	6.7678375638e-03	3.7176200384e-01	6.2147015860e-01
             1447	6.7677588557e-03	3.7176206465e-01	6.2147017649e-01
             1448	6.7676802078e-03	3.7176212542e-01	6.2147019437e-01
             1449	6.7676016052e-03	3.7176218616e-01	6.2147021224e-01
             1450	6.7675230547e-03	3.7176224685e-01	6.2147023009e-01
             1451	6.7674445639e-03	3.7176230750e-01	6.2147024793e-01
             1452	6.7673661188e-03	3.7176236812e-01	6.2147026577e-01
             1453	6.7672877290e-03	3.7176242869e-01	6.2147028358e-01
             1454	6.7672093931e-03	3.7176248922e-01	6.2147030139e-01
             1455	6.7671310995e-03	3.7176254971e-01	6.2147031919e-01
             1456	6.7670528566e-03	3.7176261017e-01	6.2147033697e-01
             1457	6.7669746664e-03	3.7176267058e-01	6.2147035475e-01
             1458	6.7668965338e-03	3.7176273096e-01	6.2147037251e-01
             1459	6.7668184500e-03	3.7176279129e-01	6.2147039026e-01
             1460	6.7667404239e-03	3.7176285158e-01	6.2147040799e-01
             1461	6.7666624450e-03	3.7176291184e-01	6.2147042572e-01
             1462	6.7665845122e-03	3.7176297205e-01	6.2147044343e-01
             1463	6.7665066345e-03	3.7176303223e-01	6.2147046113e-01
             1464	6.7664288034e-03	3.7176309237e-01	6.2147047883e-01
             1465	6.7663510234e-03	3.7176315247e-01	6.2147049651e-01
             1466	6.7662733007e-03	3.7176321253e-01	6.2147051417e-01
             1467	6.7661956404e-03	3.7176327254e-01	6.2147053182e-01
             1468	6.7661180161e-03	3.7176333252e-01	6.2147054947e-01
             1469	6.7660404466e-03	3.7176339246e-01	6.2147056710e-01
             1470	6.7659629249e-03	3.7176345236e-01	6.2147058472e-01
             1471	6.7658854536e-03	3.7176351222e-01	6.2147060233e-01
             1472	6.7658080429e-03	3.7176357204e-01	6.2147061992e-01
             1473	6.7657306675e-03	3.7176363182e-01	6.2147063751e-01
             1474	6.7656533575e-03	3.7176369157e-01	6.2147065508e-01
             1475	6.7655760906e-03	3.7176375127e-01	6.2147067264e-01
             1476	6.7654988628e-03	3.7176381094e-01	6.2147069020e-01
             1477	6.7654216972e-03	3.7176387057e-01	6.2147070773e-01
             1478	6.7653445786e-03	3.7176393016e-01	6.2147072526e-01
             1479	6.7652675108e-03	3.7176398971e-01	6.2147074278e-01
             1480	6.7651904930e-03	3.7176404922e-01	6.2147076029e-01
             1481	6.7651135275e-03	3.7176410869e-01	6.2147077778e-01
             1482	6.7650366096e-03	3.7176416813e-01	6.2147079526e-01
             1483	6.7649597392e-03	3.7176422752e-01	6.2147081274e-01
             1484	6.7648829248e-03	3.7176428688e-01	6.2147083019e-01
             1485	6.7648061437e-03	3.7176434620e-01	6.2147084765e-01
             1486	6.7647294274e-03	3.7176440548e-01	6.2147086509e-01
             1487	6.7646527573e-03	3.7176446473e-01	6.2147088252e-01
             1488	6.7645761376e-03	3.7176452393e-01	6.2147089993e-01
             1489	6.7644995626e-03	3.7176458310e-01	6.2147091734e-01
             1490	6.7644230439e-03	3.7176464222e-01	6.2147093473e-01
             1491	6.7643465810e-03	3.7176470131e-01	6.2147095211e-01
             1492	6.7642701524e-03	3.7176476036e-01	6.2147096948e-01
             1493	6.7641937734e-03	3.7176481938e-01	6.2147098685e-01
             1494	6.7641174462e-03	3.7176487836e-01	6.2147100420e-01
             1495	6.7640411730e-03	3.7176493729e-01	6.2147102154e-01
             1496	6.7639649523e-03	3.7176499619e-01	6.2147103886e-01
             1497	6.7638887647e-03	3.7176505505e-01	6.2147105618e-01
             1498	6.7638126413e-03	3.7176511388e-01	6.2147107348e-01
             1499	6.7637365713e-03	3.7176517266e-01	6.2147109077e-01
             1500	6.7636605397e-03	3.7176523141e-01	6.2147110805e-01
             1501	6.7635845705e-03	3.7176529011e-01	6.2147112532e-01
             1502	6.7635086433e-03	3.7176534878e-01	6.2147114257e-01
             1503	6.7634327601e-03	3.7176540742e-01	6.2147115982e-01
             1504	6.7633569233e-03	3.7176546601e-01	6.2147117706e-01
             1505	6.7632811296e-03	3.7176552458e-01	6.2147119429e-01
             1506	6.7632053790e-03	3.7176558310e-01	6.2147121152e-01
             1507	6.7631296981e-03	3.7176564159e-01	6.2147122872e-01
             1508	6.7630540693e-03	3.7176570003e-01	6.2147124590e-01
             1509	6.7629784718e-03	3.7176575844e-01	6.2147126309e-01
             1510	6.7629029238e-03	3.7176581681e-01	6.2147128027e-01
             1511	6.7628274233e-03	3.7176587515e-01	6.2147129743e-01
             1512	6.7627519751e-03	3.7176593345e-01	6.2147131458e-01
             1513	6.7626765780e-03	3.7176599170e-01	6.2147133172e-01
             1514	6.7626012257e-03	3.7176604993e-01	6.2147134885e-01
             1515	6.7625259189e-03	3.7176610812e-01	6.2147136597e-01
             1516	6.7624506779e-03	3.7176616626e-01	6.2147138306e-01
             1517	6.7623754907e-03	3.7176622436e-01	6.2147140015e-01
             1518	6.7623003360e-03	3.7176628244e-01	6.2147141723e-01
             1519	6.7622252204e-03	3.7176634047e-01	6.2147143431e-01
             1520	6.7621501603e-03	3.7176639847e-01	6.2147145137e-01
             1521	6.7620751409e-03	3.7176645644e-01	6.2147146842e-01
             1522	6.7620001962e-03	3.7176651436e-01	6.2147148545e-01
             1523	6.7619252683e-03	3.7176657225e-01	6.2147150248e-01
             1524	6.7618503986e-03	3.7176663010e-01	6.2147151950e-01
             1525	6.7617755815e-03	3.7176668791e-01	6.2147153651e-01
             1526	6.7617008158e-03	3.7176674569e-01	6.2147155350e-01
             1527	6.7616260819e-03	3.7176680343e-01	6.2147157049e-01
             1528	6.7615514079e-03	3.7176686114e-01	6.2147158746e-01
             1529	6.7614767834e-03	3.7176691880e-01	6.2147160442e-01
             1530	6.7614021957e-03	3.7176697643e-01	6.2147162137e-01
             1531	6.7613276579e-03	3.7176703403e-01	6.2147163831e-01
             1532	6.7612531768e-03	3.7176709158e-01	6.2147165524e-01
             1533	6.7611787371e-03	3.7176714911e-01	6.2147167216e-01
             1534	6.7611043529e-03	3.7176720659e-01	6.2147168906e-01
             1535	6.7610300161e-03	3.7176726403e-01	6.2147170595e-01
             1536	6.7609557103e-03	3.7176732145e-01	6.2147172284e-01
             1537	6.7608814511e-03	3.7176737883e-01	6.2147173972e-01
             1538	6.7608072446e-03	3.7176743616e-01	6.2147175659e-01
             1539	6.7607330778e-03	3.7176749347e-01	6.2147177345e-01
             1540	6.7606589624e-03	3.7176755074e-01	6.2147179030e-01
             1541	6.7605849015e-03	3.7176760797e-01	6.2147180713e-01
             1542	6.7605108890e-03	3.7176766516e-01	6.2147182395e-01
             1543	6.7604369196e-03	3.7176772232e-01	6.2147184076e-01
             1544	6.7603629953e-03	3.7176777944e-01	6.2147185756e-01
             1545	6.7602891262e-03	3.7176783653e-01	6.2147187435e-01
             1546	6.7602152894e-03	3.7176789358e-01	6.2147189113e-01
             1547	6.7601415075e-03	3.7176795059e-01	6.2147190790e-01
             1548	6.7600677690e-03	3.7176800757e-01	6.2147192466e-01
             1549	6.7599940835e-03	3.7176806451e-01	6.2147194141e-01
             1550	6.7599204417e-03	3.7176812142e-01	6.2147195814e-01
             1551	6.7598468482e-03	3.7176817829e-01	6.2147197487e-01
             1552	6.7597732897e-03	3.7176823512e-01	6.2147199159e-01
             1553	6.7596997880e-03	3.7176829192e-01	6.2147200829e-01
             1554	6.7596263299e-03	3.7176834868e-01	6.2147202499e-01
             1555	6.7595529232e-03	3.7176840541e-01	6.2147204167e-01
             1556	6.7594795646e-03	3.7176846210e-01	6.2147205834e-01
             1557	6.7594062500e-03	3.7176851875e-01	6.2147207500e-01
             1558	6.7593329822e-03	3.7176857537e-01	6.2147209164e-01
             1559	6.7592597412e-03	3.7176863196e-01	6.2147210829e-01
             1560	6.7591865644e-03	3.7176868851e-01	6.2147212492e-01
             1561	6.7591134251e-03	3.7176874503e-01	6.2147214155e-01
             1562	6.7590403298e-03	3.7176880151e-01	6.2147215816e-01
             1563	6.7589672925e-03	3.7176885795e-01	6.2147217476e-01
             1564	6.7588942931e-03	3.7176891436e-01	6.2147219135e-01
             1565	6.7588213396e-03	3.7176897073e-01	6.2147220793e-01
             1566	6.7587484315e-03	3.7176902707e-01	6.2147222450e-01
             1567	6.7586755697e-03	3.7176908338e-01	6.2147224105e-01
             1568	6.7586027669e-03	3.7176913964e-01	6.2147225759e-01
             1569	6.7585299876e-03	3.7176919587e-01	6.2147227414e-01
             1570	6.7584572644e-03	3.7176925207e-01	6.2147229066e-01
             1571	6.7583845752e-03	3.7176930824e-01	6.2147230719e-01
             1572	6.7583119386e-03	3.7176936437e-01	6.2147232370e-01
             1573	6.7582393384e-03	3.7176942046e-01	6.2147234020e-01
             1574	6.7581667952e-03	3.7176947652e-01	6.2147235669e-01
             1575	6.7580942872e-03	3.7176953255e-01	6.2147237317e-01
             1576	6.7580218248e-03	3.7176958854e-01	6.2147238964e-01
             1577	6.7579494054e-03	3.7176964449e-01	6.2147240610e-01
             1578	6.7578770488e-03	3.7176970041e-01	6.2147242254e-01
             1579	6.7578047274e-03	3.7176975629e-01	6.2147243898e-01
             1580	6.7577324479e-03	3.7176981215e-01	6.2147245541e-01
             1581	6.7576602202e-03	3.7176986796e-01	6.2147247182e-01
             1582	6.7575880389e-03	3.7176992374e-01	6.2147248822e-01
             1583	6.7575158919e-03	3.7176997949e-01	6.2147250462e-01
             1584	6.7574437914e-03	3.7177003520e-01	6.2147252101e-01
             1585	6.7573717275e-03	3.7177009088e-01	6.2147253739e-01
             1586	6.7572997144e-03	3.7177014653e-01	6.2147255376e-01
             1587	6.7572277509e-03	3.7177020214e-01	6.2147257011e-01
             1588	6.7571558303e-03	3.7177025771e-01	6.2147258646e-01
             1589	6.7570839513e-03	3.7177031325e-01	6.2147260280e-01
             1590	6.7570121185e-03	3.7177036876e-01	6.2147261912e-01
             1591	6.7569403442e-03	3.7177042423e-01	6.2147263543e-01
             1592	6.7568686137e-03	3.7177047966e-01	6.2147265173e-01
             1593	6.7567969095e-03	3.7177053507e-01	6.2147266803e-01
             1594	6.7567252706e-03	3.7177059043e-01	6.2147268430e-01
             1595	6.7566536562e-03	3.7177064576e-01	6.2147270058e-01
             1596	6.7565820996e-03	3.7177070106e-01	6.2147271684e-01
             1597	6.7565105816e-03	3.7177075633e-01	6.2147273309e-01
             1598	6.7564391001e-03	3.7177081156e-01	6.2147274934e-01
             1599	6.7563676590e-03	3.7177086676e-01	6.2147276558e-01
             1600	6.7562962725e-03	3.7177092193e-01	6.2147278180e-01
             1601	6.7562249350e-03	3.7177097705e-01	6.2147279801e-01
             1602	6.7561536352e-03	3.7177103215e-01	6.2147281422e-01
             1603	6.7560823803e-03	3.7177108721e-01	6.2147283041e-01
             1604	6.7560111597e-03	3.7177114224e-01	6.2147284660e-01
             1605	6.7559399911e-03	3.7177119724e-01	6.2147286277e-01
             1606	6.7558688574e-03	3.7177125220e-01	6.2147287894e-01
             1607	6.7557977755e-03	3.7177130713e-01	6.2147289510e-01
             1608	6.7557267387e-03	3.7177136202e-01	6.2147291124e-01
             1609	6.7556557543e-03	3.7177141688e-01	6.2147292737e-01
             1610	6.7555848005e-03	3.7177147171e-01	6.2147294349e-01
             1611	6.7555139040e-03	3.7177152650e-01	6.2147295960e-01
             1612	6.7554430368e-03	3.7177158125e-01	6.2147297571e-01
             1613	6.7553722172e-03	3.7177163598e-01	6.2147299180e-01
             1614	6.7553014358e-03	3.7177169067e-01	6.2147300789e-01
             1615	6.7552307089e-03	3.7177174533e-01	6.2147302396e-01
             1616	6.7551600135e-03	3.7177179996e-01	6.2147304003e-01
             1617	6.7550893895e-03	3.7177185454e-01	6.2147305607e-01
             1618	6.7550187901e-03	3.7177190910e-01	6.2147307211e-01
             1619	6.7549482339e-03	3.7177196362e-01	6.2147308814e-01
             1620	6.7548777283e-03	3.7177201811e-01	6.2147310416e-01
             1621	6.7548072611e-03	3.7177207257e-01	6.2147312017e-01
             1622	6.7547368334e-03	3.7177212699e-01	6.2147313617e-01
             1623	6.7546664548e-03	3.7177218138e-01	6.2147315216e-01
             1624	6.7545961026e-03	3.7177223574e-01	6.2147316815e-01
             1625	6.7545257916e-03	3.7177229007e-01	6.2147318413e-01
             1626	6.7544555431e-03	3.7177234436e-01	6.2147320009e-01
             1627	6.7543853285e-03	3.7177239862e-01	6.2147321605e-01
             1628	6.7543151458e-03	3.7177245285e-01	6.2147323200e-01
             1629	6.7542450164e-03	3.7177250705e-01	6.2147324794e-01
             1630	6.7541749293e-03	3.7177256121e-01	6.2147326386e-01
             1631	6.7541048895e-03	3.7177261533e-01	6.2147327978e-01
             1632	6.7540348879e-03	3.7177266943e-01	6.2147329568e-01
             1633	6.7539649204e-03	3.7177272349e-01	6.2147331159e-01
