#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	volIntegrate(rhoeps)	volIntegrate(rho)
             1870	1.0125129540e-01	1.0125149690e-01
             1871	1.0125129119e-01	1.0125149270e-01
             1872	1.0125128690e-01	1.0125148841e-01
             1873	1.0125128277e-01	1.0125148428e-01
             1874	1.0125127854e-01	1.0125148005e-01
             1875	1.0125127422e-01	1.0125147574e-01
             1876	1.0125126994e-01	1.0125147146e-01
             1877	1.0125126574e-01	1.0125146726e-01
             1878	1.0125126161e-01	1.0125146313e-01
             1879	1.0125125733e-01	1.0125145886e-01
             1880	1.0125125313e-01	1.0125145465e-01
             1881	1.0125124896e-01	1.0125145049e-01
             1882	1.0125124465e-01	1.0125144618e-01
             1883	1.0125124045e-01	1.0125144199e-01
             1884	1.0125123640e-01	1.0125143794e-01
             1885	1.0125123223e-01	1.0125143377e-01
             1886	1.0125122782e-01	1.0125142936e-01
             1887	1.0125122371e-01	1.0125142526e-01
             1888	1.0125121959e-01	1.0125142114e-01
             1889	1.0125121547e-01	1.0125141701e-01
             1890	1.0125121140e-01	1.0125141295e-01
             1891	1.0125120727e-01	1.0125140882e-01
             1892	1.0125120314e-01	1.0125140470e-01
             1893	1.0125119907e-01	1.0125140063e-01
             1894	1.0125119484e-01	1.0125139640e-01
             1895	1.0125119077e-01	1.0125139233e-01
             1896	1.0125118667e-01	1.0125138823e-01
             1897	1.0125118259e-01	1.0125138416e-01
             1898	1.0125117843e-01	1.0125137999e-01
             1899	1.0125117428e-01	1.0125137585e-01
             1900	1.0125117020e-01	1.0125137177e-01
             1901	1.0125116600e-01	1.0125136757e-01
             1902	1.0125116177e-01	1.0125136335e-01
             1903	1.0125115757e-01	1.0125135915e-01
             1904	1.0125115332e-01	1.0125135490e-01
             1905	1.0125114923e-01	1.0125135081e-01
             1906	1.0125114512e-01	1.0125134670e-01
             1907	1.0125114103e-01	1.0125134262e-01
             1908	1.0125113694e-01	1.0125133853e-01
             1909	1.0125113283e-01	1.0125133443e-01
             1910	1.0125112874e-01	1.0125133033e-01
             1911	1.0125112471e-01	1.0125132630e-01
             1912	1.0125112060e-01	1.0125132220e-01
             1913	1.0125111658e-01	1.0125131819e-01
             1914	1.0125111240e-01	1.0125131400e-01
             1915	1.0125110840e-01	1.0125131001e-01
             1916	1.0125110444e-01	1.0125130604e-01
             1917	1.0125110019e-01	1.0125130180e-01
             1918	1.0125109611e-01	1.0125129772e-01
             1919	1.0125109196e-01	1.0125129358e-01
             1920	1.0125108791e-01	1.0125128953e-01
             1921	1.0125108365e-01	1.0125128527e-01
             1922	1.0125107952e-01	1.0125128115e-01
             1923	1.0125107530e-01	1.0125127693e-01
             1924	1.0125107126e-01	1.0125127289e-01
             1925	1.0125106724e-01	1.0125126887e-01
             1926	1.0125106310e-01	1.0125126473e-01
             1927	1.0125105910e-01	1.0125126073e-01
             1928	1.0125105502e-01	1.0125125666e-01
             1929	1.0125105093e-01	1.0125125257e-01
             1930	1.0125104690e-01	1.0125124854e-01
             1931	1.0125104282e-01	1.0125124446e-01
             1932	1.0125103880e-01	1.0125124044e-01
             1933	1.0125103478e-01	1.0125123643e-01
             1934	1.0125103087e-01	1.0125123252e-01
             1935	1.0125102695e-01	1.0125122860e-01
             1936	1.0125102287e-01	1.0125122452e-01
             1937	1.0125101863e-01	1.0125122029e-01
             1938	1.0125101467e-01	1.0125121632e-01
             1939	1.0125101063e-01	1.0125121229e-01
             1940	1.0125100671e-01	1.0125120837e-01
             1941	1.0125100278e-01	1.0125120444e-01
             1942	1.0125099875e-01	1.0125120041e-01
             1943	1.0125099468e-01	1.0125119635e-01
             1944	1.0125099072e-01	1.0125119239e-01
             1945	1.0125098677e-01	1.0125118844e-01
             1946	1.0125098276e-01	1.0125118444e-01
             1947	1.0125097880e-01	1.0125118047e-01
             1948	1.0125097477e-01	1.0125117645e-01
             1949	1.0125097077e-01	1.0125117245e-01
             1950	1.0125096661e-01	1.0125116829e-01
             1951	1.0125096267e-01	1.0125116436e-01
             1952	1.0125095870e-01	1.0125116038e-01
             1953	1.0125095445e-01	1.0125115614e-01
             1954	1.0125095040e-01	1.0125115209e-01
             1955	1.0125094633e-01	1.0125114803e-01
             1956	1.0125094235e-01	1.0125114405e-01
             1957	1.0125093837e-01	1.0125114007e-01
             1958	1.0125093444e-01	1.0125113614e-01
             1959	1.0125093036e-01	1.0125113207e-01
             1960	1.0125092632e-01	1.0125112802e-01
             1961	1.0125092235e-01	1.0125112406e-01
             1962	1.0125091831e-01	1.0125112002e-01
             1963	1.0125091439e-01	1.0125111610e-01
             1964	1.0125091037e-01	1.0125111209e-01
             1965	1.0125090630e-01	1.0125110802e-01
             1966	1.0125090230e-01	1.0125110403e-01
             1967	1.0125089825e-01	1.0125109997e-01
             1968	1.0125089419e-01	1.0125109591e-01
             1969	1.0125089009e-01	1.0125109182e-01
             1970	1.0125088605e-01	1.0125108778e-01
             1971	1.0125088215e-01	1.0125108389e-01
             1972	1.0125087806e-01	1.0125107979e-01
             1973	1.0125087408e-01	1.0125107582e-01
             1974	1.0125087015e-01	1.0125107189e-01
             1975	1.0125086599e-01	1.0125106773e-01
             1976	1.0125086203e-01	1.0125106377e-01
             1977	1.0125085802e-01	1.0125105977e-01
             1978	1.0125085404e-01	1.0125105578e-01
             1979	1.0125084989e-01	1.0125105164e-01
             1980	1.0125084586e-01	1.0125104761e-01
             1981	1.0125084180e-01	1.0125104356e-01
             1982	1.0125083779e-01	1.0125103954e-01
             1983	1.0125083379e-01	1.0125103555e-01
             1984	1.0125082990e-01	1.0125103166e-01
             1985	1.0125082598e-01	1.0125102775e-01
             1986	1.0125082193e-01	1.0125102369e-01
             1987	1.0125081788e-01	1.0125101964e-01
             1988	1.0125081389e-01	1.0125101566e-01
             1989	1.0125080982e-01	1.0125101160e-01
             1990	1.0125080581e-01	1.0125100758e-01
             1991	1.0125080185e-01	1.0125100363e-01
             1992	1.0125079790e-01	1.0125099968e-01
             1993	1.0125079393e-01	1.0125099571e-01
             1994	1.0125078986e-01	1.0125099164e-01
             1995	1.0125078583e-01	1.0125098762e-01
             1996	1.0125078179e-01	1.0125098358e-01
             1997	1.0125077796e-01	1.0125097975e-01
             1998	1.0125077398e-01	1.0125097578e-01
             1999	1.0125076985e-01	1.0125097164e-01
             2000	1.0125076588e-01	1.0125096767e-01
             2001	1.0125076183e-01	1.0125096363e-01
             2002	1.0125075795e-01	1.0125095975e-01
             2003	1.0125075411e-01	1.0125095591e-01
             2004	1.0125075017e-01	1.0125095198e-01
             2005	1.0125074615e-01	1.0125094796e-01
             2006	1.0125074226e-01	1.0125094407e-01
             2007	1.0125073828e-01	1.0125094010e-01
             2008	1.0125073424e-01	1.0125093605e-01
             2009	1.0125073017e-01	1.0125093199e-01
             2010	1.0125072622e-01	1.0125092804e-01
             2011	1.0125072228e-01	1.0125092410e-01
             2012	1.0125071835e-01	1.0125092018e-01
             2013	1.0125071429e-01	1.0125091611e-01
             2014	1.0125071035e-01	1.0125091218e-01
             2015	1.0125070630e-01	1.0125090813e-01
             2016	1.0125070230e-01	1.0125090413e-01
             2017	1.0125069835e-01	1.0125090018e-01
             2018	1.0125069450e-01	1.0125089634e-01
             2019	1.0125069042e-01	1.0125089225e-01
             2020	1.0125068659e-01	1.0125088843e-01
             2021	1.0125068265e-01	1.0125088449e-01
             2022	1.0125067862e-01	1.0125088046e-01
             2023	1.0125067471e-01	1.0125087656e-01
             2024	1.0125067076e-01	1.0125087261e-01
             2025	1.0125066675e-01	1.0125086860e-01
             2026	1.0125066284e-01	1.0125086470e-01
             2027	1.0125065892e-01	1.0125086077e-01
             2028	1.0125065507e-01	1.0125085693e-01
             2029	1.0125065105e-01	1.0125085291e-01
             2030	1.0125064703e-01	1.0125084889e-01
             2031	1.0125064314e-01	1.0125084500e-01
             2032	1.0125063927e-01	1.0125084114e-01
             2033	1.0125063536e-01	1.0125083723e-01
             2034	1.0125063143e-01	1.0125083330e-01
             2035	1.0125062734e-01	1.0125082921e-01
             2036	1.0125062352e-01	1.0125082539e-01
             2037	1.0125061960e-01	1.0125082148e-01
             2038	1.0125061572e-01	1.0125081760e-01
             2039	1.0125061198e-01	1.0125081386e-01
             2040	1.0125060818e-01	1.0125081007e-01
             2041	1.0125060423e-01	1.0125080612e-01
             2042	1.0125060020e-01	1.0125080209e-01
             2043	1.0125059626e-01	1.0125079816e-01
             2044	1.0125059242e-01	1.0125079432e-01
             2045	1.0125058855e-01	1.0125079044e-01
             2046	1.0125058468e-01	1.0125078657e-01
             2047	1.0125058080e-01	1.0125078271e-01
             2048	1.0125057696e-01	1.0125077886e-01
             2049	1.0125057312e-01	1.0125077503e-01
             2050	1.0125056925e-01	1.0125077116e-01
             2051	1.0125056548e-01	1.0125076739e-01
             2052	1.0125056157e-01	1.0125076349e-01
             2053	1.0125055767e-01	1.0125075959e-01
             2054	1.0125055383e-01	1.0125075574e-01
             2055	1.0125055001e-01	1.0125075193e-01
             2056	1.0125054630e-01	1.0125074822e-01
             2057	1.0125054255e-01	1.0125074448e-01
             2058	1.0125053881e-01	1.0125074074e-01
             2059	1.0125053485e-01	1.0125073678e-01
             2060	1.0125053107e-01	1.0125073300e-01
             2061	1.0125052731e-01	1.0125072924e-01
             2062	1.0125052348e-01	1.0125072542e-01
             2063	1.0125051956e-01	1.0125072150e-01
             2064	1.0125051577e-01	1.0125071771e-01
             2065	1.0125051202e-01	1.0125071396e-01
             2066	1.0125050816e-01	1.0125071010e-01
             2067	1.0125050436e-01	1.0125070631e-01
             2068	1.0125050057e-01	1.0125070252e-01
             2069	1.0125049671e-01	1.0125069866e-01
             2070	1.0125049294e-01	1.0125069489e-01
             2071	1.0125048916e-01	1.0125069111e-01
             2072	1.0125048544e-01	1.0125068740e-01
             2073	1.0125048161e-01	1.0125068357e-01
             2074	1.0125047785e-01	1.0125067981e-01
             2075	1.0125047404e-01	1.0125067600e-01
             2076	1.0125047022e-01	1.0125067218e-01
             2077	1.0125046654e-01	1.0125066851e-01
             2078	1.0125046268e-01	1.0125066465e-01
             2079	1.0125045890e-01	1.0125066088e-01
             2080	1.0125045507e-01	1.0125065705e-01
             2081	1.0125045117e-01	1.0125065315e-01
             2082	1.0125044740e-01	1.0125064938e-01
             2083	1.0125044370e-01	1.0125064569e-01
             2084	1.0125043997e-01	1.0125064195e-01
             2085	1.0125043625e-01	1.0125063824e-01
             2086	1.0125043252e-01	1.0125063450e-01
             2087	1.0125042876e-01	1.0125063075e-01
             2088	1.0125042491e-01	1.0125062690e-01
             2089	1.0125042114e-01	1.0125062313e-01
             2090	1.0125041746e-01	1.0125061945e-01
             2091	1.0125041366e-01	1.0125061566e-01
             2092	1.0125041001e-01	1.0125061201e-01
             2093	1.0125040622e-01	1.0125060822e-01
             2094	1.0125040247e-01	1.0125060448e-01
             2095	1.0125039881e-01	1.0125060082e-01
             2096	1.0125039506e-01	1.0125059707e-01
             2097	1.0125039136e-01	1.0125059337e-01
             2098	1.0125038755e-01	1.0125058957e-01
             2099	1.0125038386e-01	1.0125058588e-01
             2100	1.0125038014e-01	1.0125058216e-01
             2101	1.0125037647e-01	1.0125057849e-01
             2102	1.0125037270e-01	1.0125057472e-01
             2103	1.0125036896e-01	1.0125057098e-01
             2104	1.0125036512e-01	1.0125056714e-01
             2105	1.0125036133e-01	1.0125056336e-01
             2106	1.0125035766e-01	1.0125055969e-01
             2107	1.0125035380e-01	1.0125055584e-01
             2108	1.0125035010e-01	1.0125055214e-01
             2109	1.0125034632e-01	1.0125054835e-01
             2110	1.0125034264e-01	1.0125054468e-01
             2111	1.0125033887e-01	1.0125054092e-01
             2112	1.0125033516e-01	1.0125053721e-01
             2113	1.0125033158e-01	1.0125053363e-01
             2114	1.0125032783e-01	1.0125052988e-01
             2115	1.0125032415e-01	1.0125052620e-01
             2116	1.0125032040e-01	1.0125052246e-01
             2117	1.0125031681e-01	1.0125051887e-01
             2118	1.0125031320e-01	1.0125051526e-01
             2119	1.0125030944e-01	1.0125051150e-01
             2120	1.0125030581e-01	1.0125050787e-01
             2121	1.0125030210e-01	1.0125050417e-01
             2122	1.0125029836e-01	1.0125050043e-01
             2123	1.0125029466e-01	1.0125049673e-01
             2124	1.0125029093e-01	1.0125049301e-01
             2125	1.0125028723e-01	1.0125048930e-01
             2126	1.0125028352e-01	1.0125048560e-01
             2127	1.0125027983e-01	1.0125048191e-01
             2128	1.0125027616e-01	1.0125047824e-01
             2129	1.0125027248e-01	1.0125047456e-01
             2130	1.0125026874e-01	1.0125047083e-01
             2131	1.0125026488e-01	1.0125046697e-01
             2132	1.0125026116e-01	1.0125046325e-01
             2133	1.0125025743e-01	1.0125045952e-01
             2134	1.0125025371e-01	1.0125045581e-01
             2135	1.0125025002e-01	1.0125045212e-01
             2136	1.0125024626e-01	1.0125044836e-01
             2137	1.0125024260e-01	1.0125044470e-01
             2138	1.0125023888e-01	1.0125044099e-01
             2139	1.0125023509e-01	1.0125043720e-01
             2140	1.0125023130e-01	1.0125043340e-01
             2141	1.0125022757e-01	1.0125042968e-01
             2142	1.0125022384e-01	1.0125042595e-01
             2143	1.0125022004e-01	1.0125042215e-01
             2144	1.0125021627e-01	1.0125041839e-01
             2145	1.0125021266e-01	1.0125041478e-01
             2146	1.0125020897e-01	1.0125041109e-01
             2147	1.0125020517e-01	1.0125040729e-01
             2148	1.0125020137e-01	1.0125040349e-01
             2149	1.0125019770e-01	1.0125039983e-01
             2150	1.0125019419e-01	1.0125039632e-01
             2151	1.0125019043e-01	1.0125039256e-01
             2152	1.0125018672e-01	1.0125038885e-01
             2153	1.0125018297e-01	1.0125038511e-01
             2154	1.0125017921e-01	1.0125038134e-01
             2155	1.0125017558e-01	1.0125037772e-01
             2156	1.0125017191e-01	1.0125037405e-01
             2157	1.0125016839e-01	1.0125037053e-01
             2158	1.0125016471e-01	1.0125036685e-01
             2159	1.0125016098e-01	1.0125036313e-01
             2160	1.0125015729e-01	1.0125035944e-01
             2161	1.0125015355e-01	1.0125035570e-01
             2162	1.0125014991e-01	1.0125035207e-01
             2163	1.0125014626e-01	1.0125034842e-01
             2164	1.0125014272e-01	1.0125034488e-01
             2165	1.0125013918e-01	1.0125034134e-01
             2166	1.0125013562e-01	1.0125033779e-01
             2167	1.0125013201e-01	1.0125033418e-01
             2168	1.0125012842e-01	1.0125033059e-01
             2169	1.0125012473e-01	1.0125032690e-01
             2170	1.0125012101e-01	1.0125032319e-01
             2171	1.0125011739e-01	1.0125031957e-01
             2172	1.0125011391e-01	1.0125031609e-01
             2173	1.0125011020e-01	1.0125031238e-01
             2174	1.0125010658e-01	1.0125030877e-01
             2175	1.0125010296e-01	1.0125030515e-01
             2176	1.0125009933e-01	1.0125030152e-01
             2177	1.0125009581e-01	1.0125029800e-01
             2178	1.0125009217e-01	1.0125029437e-01
             2179	1.0125008847e-01	1.0125029066e-01
             2180	1.0125008484e-01	1.0125028704e-01
             2181	1.0125008123e-01	1.0125028343e-01
             2182	1.0125007750e-01	1.0125027970e-01
             2183	1.0125007396e-01	1.0125027616e-01
             2184	1.0125007032e-01	1.0125027253e-01
             2185	1.0125006662e-01	1.0125026883e-01
             2186	1.0125006295e-01	1.0125026516e-01
             2187	1.0125005937e-01	1.0125026158e-01
             2188	1.0125005574e-01	1.0125025796e-01
             2189	1.0125005204e-01	1.0125025426e-01
             2190	1.0125004834e-01	1.0125025056e-01
             2191	1.0125004460e-01	1.0125024682e-01
             2192	1.0125004102e-01	1.0125024324e-01
             2193	1.0125003740e-01	1.0125023963e-01
             2194	1.0125003374e-01	1.0125023596e-01
             2195	1.0125003018e-01	1.0125023241e-01
             2196	1.0125002644e-01	1.0125022867e-01
             2197	1.0125002275e-01	1.0125022498e-01
             2198	1.0125001916e-01	1.0125022139e-01
             2199	1.0125001549e-01	1.0125021772e-01
             2200	1.0125001192e-01	1.0125021416e-01
             2201	1.0125000840e-01	1.0125021064e-01
             2202	1.0125000478e-01	1.0125020702e-01
             2203	1.0125000119e-01	1.0125020344e-01
             2204	1.0124999755e-01	1.0125019980e-01
             2205	1.0124999393e-01	1.0125019618e-01
             2206	1.0124999039e-01	1.0125019265e-01
             2207	1.0124998685e-01	1.0125018911e-01
             2208	1.0124998315e-01	1.0125018540e-01
             2209	1.0124997962e-01	1.0125018188e-01
             2210	1.0124997611e-01	1.0125017837e-01
             2211	1.0124997256e-01	1.0125017482e-01
             2212	1.0124996905e-01	1.0125017132e-01
             2213	1.0124996532e-01	1.0125016759e-01
             2214	1.0124996175e-01	1.0125016402e-01
             2215	1.0124995811e-01	1.0125016038e-01
             2216	1.0124995442e-01	1.0125015670e-01
             2217	1.0124995080e-01	1.0125015308e-01
             2218	1.0124994720e-01	1.0125014948e-01
             2219	1.0124994368e-01	1.0125014597e-01
             2220	1.0124994017e-01	1.0125014245e-01
             2221	1.0124993657e-01	1.0125013885e-01
             2222	1.0124993296e-01	1.0125013525e-01
             2223	1.0124992919e-01	1.0125013148e-01
             2224	1.0124992554e-01	1.0125012784e-01
             2225	1.0124992203e-01	1.0125012433e-01
             2226	1.0124991833e-01	1.0125012063e-01
             2227	1.0124991471e-01	1.0125011701e-01
             2228	1.0124991113e-01	1.0125011343e-01
             2229	1.0124990757e-01	1.0125010987e-01
             2230	1.0124990403e-01	1.0125010634e-01
             2231	1.0124990044e-01	1.0125010275e-01
             2232	1.0124989673e-01	1.0125009904e-01
             2233	1.0124989308e-01	1.0125009539e-01
             2234	1.0124988951e-01	1.0125009183e-01
             2235	1.0124988584e-01	1.0125008816e-01
             2236	1.0124988208e-01	1.0125008440e-01
             2237	1.0124987842e-01	1.0125008075e-01
             2238	1.0124987481e-01	1.0125007713e-01
             2239	1.0124987126e-01	1.0125007359e-01
             2240	1.0124986771e-01	1.0125007003e-01
             2241	1.0124986412e-01	1.0125006645e-01
             2242	1.0124986055e-01	1.0125006288e-01
             2243	1.0124985700e-01	1.0125005934e-01
             2244	1.0124985339e-01	1.0125005573e-01
             2245	1.0124984976e-01	1.0125005210e-01
             2246	1.0124984614e-01	1.0125004848e-01
             2247	1.0124984263e-01	1.0125004497e-01
             2248	1.0124983905e-01	1.0125004140e-01
             2249	1.0124983547e-01	1.0125003782e-01
             2250	1.0124983180e-01	1.0125003415e-01
             2251	1.0124982824e-01	1.0125003059e-01
             2252	1.0124982455e-01	1.0125002690e-01
             2253	1.0124982100e-01	1.0125002335e-01
             2254	1.0124981727e-01	1.0125001963e-01
             2255	1.0124981380e-01	1.0125001616e-01
             2256	1.0124981032e-01	1.0125001269e-01
             2257	1.0124980682e-01	1.0125000918e-01
             2258	1.0124980326e-01	1.0125000563e-01
             2259	1.0124979978e-01	1.0125000215e-01
             2260	1.0124979616e-01	1.0124999853e-01
             2261	1.0124979252e-01	1.0124999490e-01
             2262	1.0124978902e-01	1.0124999140e-01
             2263	1.0124978551e-01	1.0124998789e-01
             2264	1.0124978205e-01	1.0124998443e-01
             2265	1.0124977846e-01	1.0124998084e-01
             2266	1.0124977490e-01	1.0124997729e-01
             2267	1.0124977137e-01	1.0124997376e-01
             2268	1.0124976780e-01	1.0124997019e-01
             2269	1.0124976427e-01	1.0124996666e-01
             2270	1.0124976064e-01	1.0124996303e-01
             2271	1.0124975718e-01	1.0124995957e-01
             2272	1.0124975369e-01	1.0124995609e-01
             2273	1.0124975019e-01	1.0124995259e-01
             2274	1.0124974666e-01	1.0124994906e-01
             2275	1.0124974315e-01	1.0124994556e-01
             2276	1.0124973961e-01	1.0124994201e-01
             2277	1.0124973603e-01	1.0124993844e-01
             2278	1.0124973255e-01	1.0124993496e-01
             2279	1.0124972895e-01	1.0124993137e-01
             2280	1.0124972534e-01	1.0124992776e-01
             2281	1.0124972167e-01	1.0124992409e-01
             2282	1.0124971818e-01	1.0124992060e-01
             2283	1.0124971469e-01	1.0124991712e-01
             2284	1.0124971127e-01	1.0124991370e-01
             2285	1.0124970777e-01	1.0124991020e-01
             2286	1.0124970414e-01	1.0124990657e-01
             2287	1.0124970073e-01	1.0124990316e-01
             2288	1.0124969729e-01	1.0124989972e-01
             2289	1.0124969374e-01	1.0124989618e-01
             2290	1.0124969029e-01	1.0124989272e-01
             2291	1.0124968673e-01	1.0124988916e-01
             2292	1.0124968328e-01	1.0124988573e-01
             2293	1.0124967982e-01	1.0124988226e-01
             2294	1.0124967624e-01	1.0124987869e-01
             2295	1.0124967269e-01	1.0124987514e-01
             2296	1.0124966926e-01	1.0124987171e-01
             2297	1.0124966577e-01	1.0124986822e-01
             2298	1.0124966224e-01	1.0124986469e-01
             2299	1.0124965878e-01	1.0124986123e-01
             2300	1.0124965523e-01	1.0124985769e-01
             2301	1.0124965179e-01	1.0124985425e-01
             2302	1.0124964827e-01	1.0124985073e-01
             2303	1.0124964484e-01	1.0124984731e-01
             2304	1.0124964128e-01	1.0124984374e-01
             2305	1.0124963785e-01	1.0124984032e-01
             2306	1.0124963437e-01	1.0124983684e-01
             2307	1.0124963107e-01	1.0124983354e-01
             2308	1.0124962749e-01	1.0124982997e-01
             2309	1.0124962409e-01	1.0124982657e-01
             2310	1.0124962072e-01	1.0124982320e-01
             2311	1.0124961715e-01	1.0124981963e-01
             2312	1.0124961358e-01	1.0124981606e-01
             2313	1.0124961000e-01	1.0124981248e-01
             2314	1.0124960646e-01	1.0124980895e-01
             2315	1.0124960299e-01	1.0124980548e-01
             2316	1.0124959959e-01	1.0124980209e-01
             2317	1.0124959622e-01	1.0124979871e-01
             2318	1.0124959265e-01	1.0124979515e-01
             2319	1.0124958910e-01	1.0124979160e-01
             2320	1.0124958566e-01	1.0124978816e-01
             2321	1.0124958215e-01	1.0124978465e-01
             2322	1.0124957862e-01	1.0124978113e-01
             2323	1.0124957519e-01	1.0124977770e-01
             2324	1.0124957166e-01	1.0124977418e-01
             2325	1.0124956822e-01	1.0124977073e-01
             2326	1.0124956474e-01	1.0124976725e-01
             2327	1.0124956137e-01	1.0124976388e-01
             2328	1.0124955794e-01	1.0124976046e-01
             2329	1.0124955450e-01	1.0124975702e-01
             2330	1.0124955119e-01	1.0124975371e-01
             2331	1.0124954776e-01	1.0124975029e-01
             2332	1.0124954425e-01	1.0124974678e-01
             2333	1.0124954076e-01	1.0124974329e-01
             2334	1.0124953735e-01	1.0124973988e-01
             2335	1.0124953389e-01	1.0124973643e-01
             2336	1.0124953049e-01	1.0124973303e-01
             2337	1.0124952702e-01	1.0124972956e-01
             2338	1.0124952349e-01	1.0124972603e-01
             2339	1.0124952011e-01	1.0124972265e-01
             2340	1.0124951666e-01	1.0124971921e-01
             2341	1.0124951321e-01	1.0124971576e-01
             2342	1.0124950964e-01	1.0124971219e-01
             2343	1.0124950615e-01	1.0124970871e-01
             2344	1.0124950269e-01	1.0124970525e-01
             2345	1.0124949926e-01	1.0124970182e-01
             2346	1.0124949576e-01	1.0124969832e-01
             2347	1.0124949247e-01	1.0124969503e-01
             2348	1.0124948913e-01	1.0124969169e-01
             2349	1.0124948573e-01	1.0124968830e-01
             2350	1.0124948217e-01	1.0124968473e-01
             2351	1.0124947881e-01	1.0124968138e-01
             2352	1.0124947541e-01	1.0124967798e-01
             2353	1.0124947194e-01	1.0124967451e-01
             2354	1.0124946850e-01	1.0124967108e-01
             2355	1.0124946517e-01	1.0124966775e-01
             2356	1.0124946184e-01	1.0124966442e-01
             2357	1.0124945848e-01	1.0124966107e-01
             2358	1.0124945516e-01	1.0124965775e-01
             2359	1.0124945160e-01	1.0124965418e-01
             2360	1.0124944818e-01	1.0124965077e-01
             2361	1.0124944486e-01	1.0124964745e-01
             2362	1.0124944160e-01	1.0124964419e-01
             2363	1.0124943828e-01	1.0124964087e-01
             2364	1.0124943486e-01	1.0124963746e-01
             2365	1.0124943150e-01	1.0124963410e-01
             2366	1.0124942800e-01	1.0124963061e-01
             2367	1.0124942454e-01	1.0124962714e-01
             2368	1.0124942100e-01	1.0124962361e-01
             2369	1.0124941751e-01	1.0124962012e-01
             2370	1.0124941404e-01	1.0124961665e-01
             2371	1.0124941068e-01	1.0124961329e-01
             2372	1.0124940736e-01	1.0124960997e-01
             2373	1.0124940409e-01	1.0124960671e-01
             2374	1.0124940080e-01	1.0124960342e-01
             2375	1.0124939759e-01	1.0124960021e-01
             2376	1.0124939426e-01	1.0124959689e-01
             2377	1.0124939081e-01	1.0124959343e-01
             2378	1.0124938748e-01	1.0124959010e-01
             2379	1.0124938417e-01	1.0124958680e-01
             2380	1.0124938076e-01	1.0124958339e-01
             2381	1.0124937739e-01	1.0124958002e-01
             2382	1.0124937401e-01	1.0124957664e-01
             2383	1.0124937068e-01	1.0124957332e-01
             2384	1.0124936745e-01	1.0124957009e-01
             2385	1.0124936411e-01	1.0124956675e-01
             2386	1.0124936074e-01	1.0124956339e-01
             2387	1.0124935723e-01	1.0124955988e-01
             2388	1.0124935383e-01	1.0124955648e-01
             2389	1.0124935050e-01	1.0124955315e-01
             2390	1.0124934721e-01	1.0124954987e-01
             2391	1.0124934371e-01	1.0124954637e-01
             2392	1.0124934045e-01	1.0124954311e-01
             2393	1.0124933714e-01	1.0124953980e-01
             2394	1.0124933378e-01	1.0124953644e-01
             2395	1.0124933040e-01	1.0124953307e-01
             2396	1.0124932700e-01	1.0124952967e-01
             2397	1.0124932381e-01	1.0124952648e-01
             2398	1.0124932058e-01	1.0124952325e-01
             2399	1.0124931720e-01	1.0124951987e-01
             2400	1.0124931389e-01	1.0124951657e-01
             2401	1.0124931054e-01	1.0124951322e-01
             2402	1.0124930726e-01	1.0124950994e-01
             2403	1.0124930392e-01	1.0124950661e-01
             2404	1.0124930060e-01	1.0124950329e-01
             2405	1.0124929737e-01	1.0124950006e-01
             2406	1.0124929404e-01	1.0124949673e-01
             2407	1.0124929091e-01	1.0124949360e-01
             2408	1.0124928760e-01	1.0124949030e-01
             2409	1.0124928434e-01	1.0124948703e-01
             2410	1.0124928097e-01	1.0124948366e-01
             2411	1.0124927767e-01	1.0124948037e-01
             2412	1.0124927445e-01	1.0124947715e-01
             2413	1.0124927100e-01	1.0124947370e-01
             2414	1.0124926765e-01	1.0124947035e-01
             2415	1.0124926448e-01	1.0124946719e-01
             2416	1.0124926125e-01	1.0124946396e-01
             2417	1.0124925798e-01	1.0124946069e-01
             2418	1.0124925474e-01	1.0124945745e-01
             2419	1.0124925157e-01	1.0124945428e-01
             2420	1.0124924822e-01	1.0124945094e-01
             2421	1.0124924493e-01	1.0124944766e-01
             2422	1.0124924165e-01	1.0124944437e-01
             2423	1.0124923838e-01	1.0124944111e-01
             2424	1.0124923517e-01	1.0124943790e-01
             2425	1.0124923194e-01	1.0124943467e-01
             2426	1.0124922886e-01	1.0124943159e-01
             2427	1.0124922552e-01	1.0124942825e-01
             2428	1.0124922239e-01	1.0124942512e-01
             2429	1.0124921920e-01	1.0124942193e-01
             2430	1.0124921606e-01	1.0124941880e-01
             2431	1.0124921281e-01	1.0124941556e-01
             2432	1.0124920945e-01	1.0124941220e-01
             2433	1.0124920615e-01	1.0124940889e-01
             2434	1.0124920291e-01	1.0124940566e-01
             2435	1.0124919959e-01	1.0124940234e-01
             2436	1.0124919635e-01	1.0124939910e-01
             2437	1.0124919316e-01	1.0124939592e-01
             2438	1.0124919002e-01	1.0124939278e-01
             2439	1.0124918679e-01	1.0124938955e-01
             2440	1.0124918367e-01	1.0124938643e-01
             2441	1.0124918050e-01	1.0124938326e-01
             2442	1.0124917716e-01	1.0124937993e-01
             2443	1.0124917398e-01	1.0124937674e-01
             2444	1.0124917089e-01	1.0124937366e-01
             2445	1.0124916766e-01	1.0124937043e-01
             2446	1.0124916448e-01	1.0124936725e-01
             2447	1.0124916116e-01	1.0124936394e-01
             2448	1.0124915801e-01	1.0124936078e-01
             2449	1.0124915465e-01	1.0124935743e-01
