#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
             9159	4.4620150430e-03	6.5014350936e-02	3.1015145611e-01	6.2034708525e-01	2.5092666623e-05
             9160	4.4620153112e-03	6.5014345703e-02	3.1015146084e-01	6.2034708772e-01	2.5090432956e-05
             9161	4.4620155793e-03	6.5014340471e-02	3.1015146557e-01	6.2034709019e-01	2.5088199526e-05
             9162	4.4620158474e-03	6.5014335239e-02	3.1015147029e-01	6.2034709265e-01	2.5085966625e-05
             9163	4.4620161155e-03	6.5014330008e-02	3.1015147502e-01	6.2034709512e-01	2.5083734045e-05
             9164	4.4620163835e-03	6.5014324779e-02	3.1015147975e-01	6.2034709759e-01	2.5081501673e-05
             9165	4.4620166515e-03	6.5014319549e-02	3.1015148447e-01	6.2034710006e-01	2.5079269522e-05
             9166	4.4620169194e-03	6.5014314321e-02	3.1015148920e-01	6.2034710252e-01	2.5077038069e-05
             9167	4.4620171873e-03	6.5014309094e-02	3.1015149392e-01	6.2034710499e-01	2.5074806756e-05
             9168	4.4620174552e-03	6.5014303868e-02	3.1015149865e-01	6.2034710745e-01	2.5072575763e-05
             9169	4.4620177230e-03	6.5014298643e-02	3.1015150337e-01	6.2034710992e-01	2.5070345283e-05
             9170	4.4620179908e-03	6.5014293419e-02	3.1015150809e-01	6.2034711238e-01	2.5068115016e-05
             9171	4.4620182585e-03	6.5014288195e-02	3.1015151281e-01	6.2034711485e-01	2.5065885015e-05
             9172	4.4620185262e-03	6.5014282973e-02	3.1015151753e-01	6.2034711731e-01	2.5063655541e-05
             9173	4.4620187938e-03	6.5014277751e-02	3.1015152225e-01	6.2034711978e-01	2.5061426350e-05
             9174	4.4620190614e-03	6.5014272531e-02	3.1015152697e-01	6.2034712224e-01	2.5059197470e-05
             9175	4.4620193290e-03	6.5014267311e-02	3.1015153169e-01	6.2034712470e-01	2.5056968742e-05
             9176	4.4620195965e-03	6.5014262092e-02	3.1015153640e-01	6.2034712717e-01	2.5054740448e-05
             9177	4.4620198640e-03	6.5014256874e-02	3.1015154112e-01	6.2034712963e-01	2.5052512552e-05
             9178	4.4620201315e-03	6.5014251657e-02	3.1015154584e-01	6.2034713209e-01	2.5050285003e-05
             9179	4.4620203989e-03	6.5014246441e-02	3.1015155055e-01	6.2034713455e-01	2.5048057913e-05
             9180	4.4620206662e-03	6.5014241226e-02	3.1015155526e-01	6.2034713701e-01	2.5045831078e-05
             9181	4.4620209335e-03	6.5014236012e-02	3.1015155998e-01	6.2034713947e-01	2.5043604490e-05
             9182	4.4620212008e-03	6.5014230799e-02	3.1015156469e-01	6.2034714193e-01	2.5041378214e-05
             9183	4.4620214680e-03	6.5014225586e-02	3.1015156940e-01	6.2034714439e-01	2.5039152382e-05
             9184	4.4620217352e-03	6.5014220375e-02	3.1015157411e-01	6.2034714685e-01	2.5036926774e-05
             9185	4.4620220024e-03	6.5014215164e-02	3.1015157882e-01	6.2034714931e-01	2.5034701619e-05
             9186	4.4620222695e-03	6.5014209954e-02	3.1015158353e-01	6.2034715177e-01	2.5032476817e-05
             9187	4.4620225366e-03	6.5014204745e-02	3.1015158824e-01	6.2034715423e-01	2.5030252290e-05
             9188	4.4620228036e-03	6.5014199537e-02	3.1015159295e-01	6.2034715669e-01	2.5028028142e-05
             9189	4.4620230706e-03	6.5014194330e-02	3.1015159765e-01	6.2034715914e-01	2.5025804131e-05
             9190	4.4620233376e-03	6.5014189124e-02	3.1015160236e-01	6.2034716160e-01	2.5023580556e-05
             9191	4.4620236045e-03	6.5014183918e-02	3.1015160706e-01	6.2034716406e-01	2.5021357317e-05
             9192	4.4620238714e-03	6.5014178714e-02	3.1015161177e-01	6.2034716651e-01	2.5019134417e-05
             9193	4.4620241382e-03	6.5014173510e-02	3.1015161647e-01	6.2034716897e-01	2.5016911936e-05
             9194	4.4620244050e-03	6.5014168307e-02	3.1015162117e-01	6.2034717142e-01	2.5014689759e-05
             9195	4.4620246718e-03	6.5014163105e-02	3.1015162588e-01	6.2034717388e-01	2.5012467844e-05
             9196	4.4620249385e-03	6.5014157905e-02	3.1015163058e-01	6.2034717633e-01	2.5010246266e-05
             9197	4.4620252051e-03	6.5014152705e-02	3.1015163528e-01	6.2034717879e-01	2.5008025177e-05
             9198	4.4620254718e-03	6.5014147506e-02	3.1015163998e-01	6.2034718124e-01	2.5005804305e-05
             9199	4.4620257384e-03	6.5014142308e-02	3.1015164467e-01	6.2034718370e-01	2.5003583813e-05
             9200	4.4620260049e-03	6.5014137110e-02	3.1015164937e-01	6.2034718615e-01	2.5001363449e-05
             9201	4.4620262715e-03	6.5014131914e-02	3.1015165407e-01	6.2034718860e-01	2.4999143552e-05
             9202	4.4620265380e-03	6.5014126718e-02	3.1015165877e-01	6.2034719105e-01	2.4996923881e-05
             9203	4.4620268044e-03	6.5014121523e-02	3.1015166346e-01	6.2034719351e-01	2.4994704588e-05
             9204	4.4620270708e-03	6.5014116329e-02	3.1015166816e-01	6.2034719596e-01	2.4992485888e-05
             9205	4.4620273371e-03	6.5014111137e-02	3.1015167285e-01	6.2034719841e-01	2.4990267375e-05
             9206	4.4620276035e-03	6.5014105945e-02	3.1015167754e-01	6.2034720086e-01	2.4988049096e-05
             9207	4.4620278697e-03	6.5014100754e-02	3.1015168224e-01	6.2034720331e-01	2.4985831173e-05
             9208	4.4620281360e-03	6.5014095564e-02	3.1015168693e-01	6.2034720576e-01	2.4983613502e-05
             9209	4.4620284022e-03	6.5014090375e-02	3.1015169162e-01	6.2034720821e-01	2.4981396307e-05
             9210	4.4620286683e-03	6.5014085186e-02	3.1015169631e-01	6.2034721066e-01	2.4979179424e-05
             9211	4.4620289344e-03	6.5014079999e-02	3.1015170100e-01	6.2034721311e-01	2.4976962882e-05
             9212	4.4620292005e-03	6.5014074813e-02	3.1015170569e-01	6.2034721555e-01	2.4974746609e-05
             9213	4.4620294666e-03	6.5014069627e-02	3.1015171037e-01	6.2034721800e-01	2.4972530778e-05
             9214	4.4620297326e-03	6.5014064443e-02	3.1015171506e-01	6.2034722045e-01	2.4970315123e-05
             9215	4.4620299985e-03	6.5014059259e-02	3.1015171975e-01	6.2034722290e-01	2.4968099693e-05
             9216	4.4620302645e-03	6.5014054076e-02	3.1015172443e-01	6.2034722534e-01	2.4965884644e-05
             9217	4.4620305303e-03	6.5014048894e-02	3.1015172911e-01	6.2034722779e-01	2.4963669937e-05
             9218	4.4620307962e-03	6.5014043713e-02	3.1015173380e-01	6.2034723024e-01	2.4961455626e-05
             9219	4.4620310620e-03	6.5014038533e-02	3.1015173848e-01	6.2034723268e-01	2.4959241748e-05
             9220	4.4620313278e-03	6.5014033353e-02	3.1015174316e-01	6.2034723513e-01	2.4957028214e-05
             9221	4.4620315935e-03	6.5014028175e-02	3.1015174784e-01	6.2034723757e-01	2.4954814974e-05
             9222	4.4620318592e-03	6.5014022997e-02	3.1015175253e-01	6.2034724002e-01	2.4952601883e-05
             9223	4.4620321249e-03	6.5014017820e-02	3.1015175720e-01	6.2034724246e-01	2.4950389263e-05
             9224	4.4620323905e-03	6.5014012644e-02	3.1015176188e-01	6.2034724490e-01	2.4948176838e-05
             9225	4.4620326560e-03	6.5014007469e-02	3.1015176656e-01	6.2034724735e-01	2.4945964858e-05
             9226	4.4620329216e-03	6.5014002295e-02	3.1015177124e-01	6.2034724979e-01	2.4943753175e-05
             9227	4.4620331871e-03	6.5013997122e-02	3.1015177592e-01	6.2034725223e-01	2.4941541779e-05
             9228	4.4620334525e-03	6.5013991950e-02	3.1015178059e-01	6.2034725468e-01	2.4939330656e-05
             9229	4.4620337179e-03	6.5013986779e-02	3.1015178527e-01	6.2034725712e-01	2.4937119942e-05
             9230	4.4620339833e-03	6.5013981608e-02	3.1015178994e-01	6.2034725956e-01	2.4934909582e-05
             9231	4.4620342486e-03	6.5013976438e-02	3.1015179461e-01	6.2034726200e-01	2.4932699552e-05
             9232	4.4620345139e-03	6.5013971270e-02	3.1015179929e-01	6.2034726444e-01	2.4930489853e-05
             9233	4.4620347792e-03	6.5013966102e-02	3.1015180396e-01	6.2034726688e-01	2.4928280373e-05
             9234	4.4620350444e-03	6.5013960935e-02	3.1015180863e-01	6.2034726932e-01	2.4926071268e-05
             9235	4.4620353096e-03	6.5013955769e-02	3.1015181330e-01	6.2034727176e-01	2.4923862522e-05
             9236	4.4620355747e-03	6.5013950603e-02	3.1015181797e-01	6.2034727420e-01	2.4921654068e-05
             9237	4.4620358398e-03	6.5013945439e-02	3.1015182264e-01	6.2034727664e-01	2.4919445983e-05
             9238	4.4620361049e-03	6.5013940276e-02	3.1015182731e-01	6.2034727908e-01	2.4917238224e-05
             9239	4.4620363699e-03	6.5013935113e-02	3.1015183197e-01	6.2034728151e-01	2.4915030888e-05
             9240	4.4620366349e-03	6.5013929952e-02	3.1015183664e-01	6.2034728395e-01	2.4912823779e-05
             9241	4.4620368998e-03	6.5013924791e-02	3.1015184130e-01	6.2034728639e-01	2.4910617063e-05
             9242	4.4620371647e-03	6.5013919631e-02	3.1015184597e-01	6.2034728882e-01	2.4908410598e-05
             9243	4.4620374296e-03	6.5013914473e-02	3.1015185063e-01	6.2034729126e-01	2.4906204582e-05
             9244	4.4620376944e-03	6.5013909315e-02	3.1015185530e-01	6.2034729370e-01	2.4903998631e-05
             9245	4.4620379592e-03	6.5013904158e-02	3.1015185996e-01	6.2034729613e-01	2.4901793102e-05
             9246	4.4620382239e-03	6.5013899001e-02	3.1015186462e-01	6.2034729857e-01	2.4899587839e-05
             9247	4.4620384887e-03	6.5013893846e-02	3.1015186928e-01	6.2034730100e-01	2.4897382982e-05
             9248	4.4620387533e-03	6.5013888692e-02	3.1015187394e-01	6.2034730344e-01	2.4895178452e-05
             9249	4.4620390180e-03	6.5013883538e-02	3.1015187860e-01	6.2034730587e-01	2.4892974266e-05
             9250	4.4620392825e-03	6.5013878385e-02	3.1015188326e-01	6.2034730830e-01	2.4890770354e-05
             9251	4.4620395471e-03	6.5013873234e-02	3.1015188792e-01	6.2034731074e-01	2.4888566732e-05
             9252	4.4620398116e-03	6.5013868082e-02	3.1015189257e-01	6.2034731317e-01	2.4886363356e-05
             9253	4.4620400761e-03	6.5013862933e-02	3.1015189723e-01	6.2034731560e-01	2.4884160578e-05
             9254	4.4620403405e-03	6.5013857783e-02	3.1015190188e-01	6.2034731803e-01	2.4881957821e-05
             9255	4.4620406050e-03	6.5013852635e-02	3.1015190654e-01	6.2034732047e-01	2.4879755399e-05
             9256	4.4620408693e-03	6.5013847488e-02	3.1015191119e-01	6.2034732290e-01	2.4877553357e-05
             9257	4.4620411336e-03	6.5013842341e-02	3.1015191585e-01	6.2034732533e-01	2.4875351661e-05
             9258	4.4620413979e-03	6.5013837196e-02	3.1015192050e-01	6.2034732776e-01	2.4873150382e-05
             9259	4.4620416621e-03	6.5013832051e-02	3.1015192515e-01	6.2034733019e-01	2.4870949405e-05
             9260	4.4620419264e-03	6.5013826908e-02	3.1015192980e-01	6.2034733262e-01	2.4868748657e-05
             9261	4.4620421905e-03	6.5013821765e-02	3.1015193445e-01	6.2034733505e-01	2.4866548330e-05
             9262	4.4620424546e-03	6.5013816623e-02	3.1015193910e-01	6.2034733748e-01	2.4864348289e-05
             9263	4.4620427187e-03	6.5013811482e-02	3.1015194375e-01	6.2034733990e-01	2.4862148466e-05
             9264	4.4620429828e-03	6.5013806342e-02	3.1015194839e-01	6.2034734233e-01	2.4859949107e-05
             9265	4.4620432468e-03	6.5013801202e-02	3.1015195304e-01	6.2034734476e-01	2.4857749968e-05
             9266	4.4620435108e-03	6.5013796064e-02	3.1015195769e-01	6.2034734719e-01	2.4855551089e-05
             9267	4.4620437747e-03	6.5013790927e-02	3.1015196233e-01	6.2034734962e-01	2.4853352602e-05
             9268	4.4620440386e-03	6.5013785790e-02	3.1015196698e-01	6.2034735204e-01	2.4851154493e-05
             9269	4.4620443025e-03	6.5013780654e-02	3.1015197162e-01	6.2034735447e-01	2.4848956545e-05
             9270	4.4620445663e-03	6.5013775519e-02	3.1015197626e-01	6.2034735689e-01	2.4846758948e-05
             9271	4.4620448301e-03	6.5013770385e-02	3.1015198090e-01	6.2034735932e-01	2.4844561715e-05
             9272	4.4620450938e-03	6.5013765252e-02	3.1015198554e-01	6.2034736174e-01	2.4842364830e-05
             9273	4.4620453575e-03	6.5013760120e-02	3.1015199018e-01	6.2034736417e-01	2.4840168193e-05
             9274	4.4620456212e-03	6.5013754989e-02	3.1015199482e-01	6.2034736659e-01	2.4837972029e-05
             9275	4.4620458848e-03	6.5013749858e-02	3.1015199946e-01	6.2034736902e-01	2.4835776127e-05
             9276	4.4620461484e-03	6.5013744729e-02	3.1015200410e-01	6.2034737144e-01	2.4833580398e-05
             9277	4.4620464120e-03	6.5013739600e-02	3.1015200874e-01	6.2034737386e-01	2.4831385113e-05
             9278	4.4620466755e-03	6.5013734472e-02	3.1015201338e-01	6.2034737629e-01	2.4829190002e-05
             9279	4.4620469390e-03	6.5013729345e-02	3.1015201801e-01	6.2034737871e-01	2.4826995317e-05
             9280	4.4620472025e-03	6.5013724218e-02	3.1015202265e-01	6.2034738113e-01	2.4824800983e-05
             9281	4.4620474658e-03	6.5013719093e-02	3.1015202728e-01	6.2034738355e-01	2.4822606964e-05
             9282	4.4620477292e-03	6.5013713969e-02	3.1015203191e-01	6.2034738597e-01	2.4820413193e-05
             9283	4.4620479925e-03	6.5013708845e-02	3.1015203655e-01	6.2034738840e-01	2.4818219744e-05
             9284	4.4620482558e-03	6.5013703723e-02	3.1015204118e-01	6.2034739082e-01	2.4816026582e-05
             9285	4.4620485191e-03	6.5013698601e-02	3.1015204581e-01	6.2034739324e-01	2.4813833943e-05
             9286	4.4620487823e-03	6.5013693480e-02	3.1015205044e-01	6.2034739566e-01	2.4811641551e-05
             9287	4.4620490454e-03	6.5013688360e-02	3.1015205507e-01	6.2034739808e-01	2.4809449435e-05
             9288	4.4620493086e-03	6.5013683241e-02	3.1015205970e-01	6.2034740049e-01	2.4807257675e-05
             9289	4.4620495717e-03	6.5013678123e-02	3.1015206433e-01	6.2034740291e-01	2.4805066104e-05
             9290	4.4620498347e-03	6.5013673005e-02	3.1015206895e-01	6.2034740533e-01	2.4802874892e-05
             9291	4.4620500978e-03	6.5013667889e-02	3.1015207358e-01	6.2034740775e-01	2.4800684012e-05
             9292	4.4620503607e-03	6.5013662773e-02	3.1015207821e-01	6.2034741017e-01	2.4798493559e-05
             9293	4.4620506237e-03	6.5013657659e-02	3.1015208283e-01	6.2034741258e-01	2.4796303476e-05
             9294	4.4620508866e-03	6.5013652545e-02	3.1015208745e-01	6.2034741500e-01	2.4794113512e-05
             9295	4.4620511495e-03	6.5013647432e-02	3.1015209208e-01	6.2034741742e-01	2.4791923942e-05
             9296	4.4620514123e-03	6.5013642320e-02	3.1015209670e-01	6.2034741983e-01	2.4789734690e-05
             9297	4.4620516751e-03	6.5013637209e-02	3.1015210132e-01	6.2034742225e-01	2.4787545687e-05
             9298	4.4620519378e-03	6.5013632098e-02	3.1015210594e-01	6.2034742466e-01	2.4785356979e-05
             9299	4.4620522005e-03	6.5013626989e-02	3.1015211056e-01	6.2034742708e-01	2.4783168754e-05
             9300	4.4620524632e-03	6.5013621881e-02	3.1015211518e-01	6.2034742949e-01	2.4780980886e-05
             9301	4.4620527259e-03	6.5013616773e-02	3.1015211980e-01	6.2034743191e-01	2.4778792976e-05
             9302	4.4620529884e-03	6.5013611666e-02	3.1015212442e-01	6.2034743432e-01	2.4776605486e-05
             9303	4.4620532510e-03	6.5013606560e-02	3.1015212904e-01	6.2034743673e-01	2.4774418455e-05
             9304	4.4620535135e-03	6.5013601455e-02	3.1015213365e-01	6.2034743915e-01	2.4772231752e-05
             9305	4.4620537760e-03	6.5013596351e-02	3.1015213827e-01	6.2034744156e-01	2.4770045253e-05
             9306	4.4620540385e-03	6.5013591248e-02	3.1015214288e-01	6.2034744397e-01	2.4767859052e-05
             9307	4.4620543009e-03	6.5013586145e-02	3.1015214750e-01	6.2034744638e-01	2.4765673302e-05
             9308	4.4620545632e-03	6.5013581043e-02	3.1015215211e-01	6.2034744879e-01	2.4763487734e-05
             9309	4.4620548255e-03	6.5013575943e-02	3.1015215672e-01	6.2034745120e-01	2.4761302706e-05
             9310	4.4620550878e-03	6.5013570843e-02	3.1015216134e-01	6.2034745362e-01	2.4759117757e-05
             9311	4.4620553501e-03	6.5013565744e-02	3.1015216595e-01	6.2034745603e-01	2.4756933278e-05
             9312	4.4620556123e-03	6.5013560646e-02	3.1015217056e-01	6.2034745844e-01	2.4754749047e-05
             9313	4.4620558745e-03	6.5013555549e-02	3.1015217517e-01	6.2034746085e-01	2.4752565151e-05
             9314	4.4620561366e-03	6.5013550452e-02	3.1015217978e-01	6.2034746325e-01	2.4750381434e-05
             9315	4.4620563987e-03	6.5013545357e-02	3.1015218438e-01	6.2034746566e-01	2.4748198102e-05
             9316	4.4620566608e-03	6.5013540262e-02	3.1015218899e-01	6.2034746807e-01	2.4746015207e-05
             9317	4.4620569228e-03	6.5013535168e-02	3.1015219360e-01	6.2034747048e-01	2.4743832585e-05
             9318	4.4620571848e-03	6.5013530075e-02	3.1015219820e-01	6.2034747289e-01	2.4741650178e-05
             9319	4.4620574467e-03	6.5013524983e-02	3.1015220281e-01	6.2034747529e-01	2.4739468289e-05
             9320	4.4620577087e-03	6.5013519892e-02	3.1015220741e-01	6.2034747770e-01	2.4737286657e-05
             9321	4.4620579705e-03	6.5013514802e-02	3.1015221202e-01	6.2034748011e-01	2.4735105177e-05
             9322	4.4620582323e-03	6.5013509713e-02	3.1015221662e-01	6.2034748251e-01	2.4732924002e-05
             9323	4.4620584941e-03	6.5013504624e-02	3.1015222122e-01	6.2034748492e-01	2.4730743247e-05
             9324	4.4620587559e-03	6.5013499536e-02	3.1015222582e-01	6.2034748732e-01	2.4728562846e-05
             9325	4.4620590176e-03	6.5013494449e-02	3.1015223042e-01	6.2034748973e-01	2.4726382674e-05
             9326	4.4620592793e-03	6.5013489363e-02	3.1015223502e-01	6.2034749213e-01	2.4724202959e-05
             9327	4.4620595410e-03	6.5013484278e-02	3.1015223962e-01	6.2034749454e-01	2.4722023274e-05
             9328	4.4620598026e-03	6.5013479194e-02	3.1015224422e-01	6.2034749694e-01	2.4719844130e-05
             9329	4.4620600641e-03	6.5013474111e-02	3.1015224881e-01	6.2034749935e-01	2.4717665208e-05
             9330	4.4620603257e-03	6.5013469028e-02	3.1015225341e-01	6.2034750175e-01	2.4715486703e-05
             9331	4.4620605872e-03	6.5013463947e-02	3.1015225801e-01	6.2034750415e-01	2.4713308435e-05
             9332	4.4620608486e-03	6.5013458866e-02	3.1015226260e-01	6.2034750655e-01	2.4711130592e-05
             9333	4.4620611100e-03	6.5013453786e-02	3.1015226720e-01	6.2034750896e-01	2.4708953098e-05
             9334	4.4620613714e-03	6.5013448707e-02	3.1015227179e-01	6.2034751136e-01	2.4706775737e-05
             9335	4.4620616328e-03	6.5013443629e-02	3.1015227638e-01	6.2034751376e-01	2.4704598791e-05
             9336	4.4620618941e-03	6.5013438551e-02	3.1015228097e-01	6.2034751616e-01	2.4702421981e-05
             9337	4.4620621554e-03	6.5013433475e-02	3.1015228556e-01	6.2034751856e-01	2.4700245656e-05
             9338	4.4620624166e-03	6.5013428399e-02	3.1015229016e-01	6.2034752096e-01	2.4698069655e-05
             9339	4.4620626778e-03	6.5013423324e-02	3.1015229474e-01	6.2034752336e-01	2.4695893929e-05
             9340	4.4620629389e-03	6.5013418251e-02	3.1015229933e-01	6.2034752576e-01	2.4693718554e-05
             9341	4.4620632000e-03	6.5013413178e-02	3.1015230392e-01	6.2034752816e-01	2.4691543548e-05
             9342	4.4620634611e-03	6.5013408106e-02	3.1015230851e-01	6.2034753056e-01	2.4689368850e-05
             9343	4.4620637221e-03	6.5013403034e-02	3.1015231310e-01	6.2034753295e-01	2.4687194251e-05
             9344	4.4620639831e-03	6.5013397964e-02	3.1015231768e-01	6.2034753535e-01	2.4685020328e-05
             9345	4.4620642441e-03	6.5013392894e-02	3.1015232227e-01	6.2034753775e-01	2.4682846491e-05
             9346	4.4620645050e-03	6.5013387825e-02	3.1015232685e-01	6.2034754015e-01	2.4680672992e-05
             9347	4.4620647659e-03	6.5013382757e-02	3.1015233143e-01	6.2034754254e-01	2.4678499764e-05
             9348	4.4620650267e-03	6.5013377690e-02	3.1015233602e-01	6.2034754494e-01	2.4676326941e-05
             9349	4.4620652875e-03	6.5013372624e-02	3.1015234060e-01	6.2034754733e-01	2.4674154463e-05
             9350	4.4620655483e-03	6.5013367558e-02	3.1015234518e-01	6.2034754973e-01	2.4671982088e-05
             9351	4.4620658090e-03	6.5013362494e-02	3.1015234976e-01	6.2034755213e-01	2.4669810348e-05
             9352	4.4620660697e-03	6.5013357430e-02	3.1015235434e-01	6.2034755452e-01	2.4667638805e-05
             9353	4.4620663304e-03	6.5013352367e-02	3.1015235892e-01	6.2034755691e-01	2.4665467581e-05
             9354	4.4620665910e-03	6.5013347305e-02	3.1015236350e-01	6.2034755931e-01	2.4663296696e-05
             9355	4.4620668516e-03	6.5013342244e-02	3.1015236808e-01	6.2034756170e-01	2.4661126149e-05
             9356	4.4620671121e-03	6.5013337183e-02	3.1015237265e-01	6.2034756410e-01	2.4658955895e-05
             9357	4.4620673726e-03	6.5013332124e-02	3.1015237723e-01	6.2034756649e-01	2.4656786012e-05
             9358	4.4620676330e-03	6.5013327065e-02	3.1015238180e-01	6.2034756888e-01	2.4654616291e-05
             9359	4.4620678935e-03	6.5013322007e-02	3.1015238638e-01	6.2034757127e-01	2.4652446910e-05
             9360	4.4620681539e-03	6.5013316950e-02	3.1015239095e-01	6.2034757366e-01	2.4650278000e-05
             9361	4.4620684142e-03	6.5013311894e-02	3.1015239553e-01	6.2034757606e-01	2.4648109284e-05
             9362	4.4620686745e-03	6.5013306839e-02	3.1015240010e-01	6.2034757845e-01	2.4645940913e-05
             9363	4.4620689348e-03	6.5013301785e-02	3.1015240467e-01	6.2034758084e-01	2.4643772776e-05
             9364	4.4620691950e-03	6.5013296732e-02	3.1015240924e-01	6.2034758323e-01	2.4641605007e-05
             9365	4.4620694552e-03	6.5013291679e-02	3.1015241381e-01	6.2034758562e-01	2.4639437480e-05
             9366	4.4620697154e-03	6.5013286627e-02	3.1015241838e-01	6.2034758801e-01	2.4637270310e-05
             9367	4.4620699755e-03	6.5013281576e-02	3.1015242295e-01	6.2034759040e-01	2.4635103447e-05
             9368	4.4620702356e-03	6.5013276526e-02	3.1015242752e-01	6.2034759279e-01	2.4632936929e-05
             9369	4.4620704956e-03	6.5013271477e-02	3.1015243208e-01	6.2034759517e-01	2.4630770589e-05
             9370	4.4620707556e-03	6.5013266429e-02	3.1015243665e-01	6.2034759756e-01	2.4628604682e-05
             9371	4.4620710156e-03	6.5013261381e-02	3.1015244121e-01	6.2034759995e-01	2.4626438940e-05
             9372	4.4620712756e-03	6.5013256334e-02	3.1015244578e-01	6.2034760234e-01	2.4624273582e-05
             9373	4.4620715355e-03	6.5013251289e-02	3.1015245034e-01	6.2034760472e-01	2.4622108519e-05
             9374	4.4620717953e-03	6.5013246244e-02	3.1015245491e-01	6.2034760711e-01	2.4619943884e-05
             9375	4.4620720551e-03	6.5013241200e-02	3.1015245947e-01	6.2034760950e-01	2.4617779568e-05
             9376	4.4620723149e-03	6.5013236157e-02	3.1015246403e-01	6.2034761188e-01	2.4615615436e-05
             9377	4.4620725747e-03	6.5013231115e-02	3.1015246859e-01	6.2034761427e-01	2.4613451539e-05
             9378	4.4620728344e-03	6.5013226074e-02	3.1015247315e-01	6.2034761665e-01	2.4611287988e-05
             9379	4.4620730941e-03	6.5013221033e-02	3.1015247771e-01	6.2034761904e-01	2.4609124692e-05
             9380	4.4620733537e-03	6.5013215993e-02	3.1015248227e-01	6.2034762142e-01	2.4606961927e-05
             9381	4.4620736133e-03	6.5013210954e-02	3.1015248683e-01	6.2034762381e-01	2.4604799293e-05
             9382	4.4620738729e-03	6.5013205916e-02	3.1015249138e-01	6.2034762619e-01	2.4602637077e-05
             9383	4.4620741324e-03	6.5013200878e-02	3.1015249594e-01	6.2034762857e-01	2.4600475129e-05
             9384	4.4620743919e-03	6.5013195842e-02	3.1015250050e-01	6.2034763096e-01	2.4598313612e-05
             9385	4.4620746513e-03	6.5013190807e-02	3.1015250505e-01	6.2034763334e-01	2.4596152273e-05
             9386	4.4620749107e-03	6.5013185772e-02	3.1015250961e-01	6.2034763572e-01	2.4593991145e-05
             9387	4.4620751701e-03	6.5013180738e-02	3.1015251416e-01	6.2034763810e-01	2.4591830545e-05
             9388	4.4620754295e-03	6.5013175706e-02	3.1015251871e-01	6.2034764048e-01	2.4589670207e-05
             9389	4.4620756887e-03	6.5013170674e-02	3.1015252326e-01	6.2034764286e-01	2.4587510101e-05
             9390	4.4620759480e-03	6.5013165642e-02	3.1015252781e-01	6.2034764525e-01	2.4585350337e-05
             9391	4.4620762072e-03	6.5013160612e-02	3.1015253236e-01	6.2034764763e-01	2.4583190828e-05
             9392	4.4620764664e-03	6.5013155583e-02	3.1015253691e-01	6.2034765001e-01	2.4581031671e-05
             9393	4.4620767256e-03	6.5013150554e-02	3.1015254146e-01	6.2034765238e-01	2.4578872861e-05
             9394	4.4620769847e-03	6.5013145526e-02	3.1015254601e-01	6.2034765476e-01	2.4576714346e-05
             9395	4.4620772437e-03	6.5013140499e-02	3.1015255056e-01	6.2034765714e-01	2.4574556164e-05
             9396	4.4620775028e-03	6.5013135473e-02	3.1015255511e-01	6.2034765952e-01	2.4572398290e-05
             9397	4.4620777618e-03	6.5013130448e-02	3.1015255965e-01	6.2034766190e-01	2.4570240758e-05
             9398	4.4620780207e-03	6.5013125423e-02	3.1015256420e-01	6.2034766428e-01	2.4568083651e-05
             9399	4.4620782796e-03	6.5013120400e-02	3.1015256874e-01	6.2034766665e-01	2.4565926620e-05
             9400	4.4620785385e-03	6.5013115377e-02	3.1015257328e-01	6.2034766903e-01	2.4563769955e-05
             9401	4.4620787974e-03	6.5013110355e-02	3.1015257783e-01	6.2034767141e-01	2.4561613633e-05
             9402	4.4620790562e-03	6.5013105334e-02	3.1015258237e-01	6.2034767378e-01	2.4559457550e-05
             9403	4.4620793150e-03	6.5013100313e-02	3.1015258691e-01	6.2034767616e-01	2.4557301900e-05
             9404	4.4620795737e-03	6.5013095294e-02	3.1015259145e-01	6.2034767853e-01	2.4555146430e-05
             9405	4.4620798324e-03	6.5013090276e-02	3.1015259599e-01	6.2034768091e-01	2.4552991337e-05
             9406	4.4620800911e-03	6.5013085258e-02	3.1015260053e-01	6.2034768328e-01	2.4550836620e-05
             9407	4.4620803497e-03	6.5013080241e-02	3.1015260507e-01	6.2034768566e-01	2.4548682150e-05
             9408	4.4620806083e-03	6.5013075225e-02	3.1015260961e-01	6.2034768803e-01	2.4546528053e-05
             9409	4.4620808668e-03	6.5013070210e-02	3.1015261414e-01	6.2034769041e-01	2.4544374227e-05
             9410	4.4620811253e-03	6.5013065196e-02	3.1015261868e-01	6.2034769278e-01	2.4542220569e-05
             9411	4.4620813838e-03	6.5013060182e-02	3.1015262321e-01	6.2034769515e-01	2.4540067287e-05
             9412	4.4620816423e-03	6.5013055170e-02	3.1015262775e-01	6.2034769752e-01	2.4537914324e-05
             9413	4.4620819007e-03	6.5013050158e-02	3.1015263228e-01	6.2034769990e-01	2.4535761562e-05
             9414	4.4620821590e-03	6.5013045147e-02	3.1015263682e-01	6.2034770227e-01	2.4533609372e-05
             9415	4.4620824174e-03	6.5013040137e-02	3.1015264135e-01	6.2034770464e-01	2.4531457346e-05
