#  Region type : all 
#       Cells  : 2349
#       Volume : 3.7500000000e-01
#            Time	weightedVolAverage(H2)	weightedVolAverage(CO2)	weightedVolAverage(CO)	weightedVolAverage(N2)	weightedVolAverage(H2O)
             1443	4.4570437113e-03	6.5152351660e-02	3.1003250726e-01	6.2029216965e-01	6.5927721319e-05
             1444	4.4570453647e-03	6.5152289444e-02	3.1003255927e-01	6.2029219155e-01	6.5914366099e-05
             1445	4.4570470173e-03	6.5152227275e-02	3.1003261124e-01	6.2029221345e-01	6.5901016823e-05
             1446	4.4570486690e-03	6.5152165150e-02	3.1003266318e-01	6.2029223533e-01	6.5887673312e-05
             1447	4.4570503200e-03	6.5152103072e-02	3.1003271508e-01	6.2029225719e-01	6.5874336484e-05
             1448	4.4570519701e-03	6.5152041039e-02	3.1003276694e-01	6.2029227904e-01	6.5861005862e-05
             1449	4.4570536195e-03	6.5151979053e-02	3.1003281877e-01	6.2029230088e-01	6.5847681778e-05
             1450	4.4570552680e-03	6.5151917112e-02	3.1003287056e-01	6.2029232270e-01	6.5834363978e-05
             1451	4.4570569157e-03	6.5151855216e-02	3.1003292231e-01	6.2029234451e-01	6.5821052312e-05
             1452	4.4570585627e-03	6.5151793365e-02	3.1003297402e-01	6.2029236630e-01	6.5807746807e-05
             1453	4.4570602088e-03	6.5151731560e-02	3.1003302570e-01	6.2029238808e-01	6.5794448101e-05
             1454	4.4570618541e-03	6.5151669801e-02	3.1003307734e-01	6.2029240985e-01	6.5781155117e-05
             1455	4.4570634986e-03	6.5151608086e-02	3.1003312894e-01	6.2029243160e-01	6.5767868181e-05
             1456	4.4570651424e-03	6.5151546417e-02	3.1003318051e-01	6.2029245334e-01	6.5754587258e-05
             1457	4.4570667853e-03	6.5151484792e-02	3.1003323204e-01	6.2029247507e-01	6.5741313252e-05
             1458	4.4570684274e-03	6.5151423215e-02	3.1003328354e-01	6.2029249678e-01	6.5728045088e-05
             1459	4.4570700689e-03	6.5151361679e-02	3.1003333500e-01	6.2029251847e-01	6.5714782204e-05
             1460	4.4570717095e-03	6.5151300189e-02	3.1003338642e-01	6.2029254016e-01	6.5701526149e-05
             1461	4.4570733494e-03	6.5151238743e-02	3.1003343781e-01	6.2029256183e-01	6.5688276386e-05
             1462	4.4570749884e-03	6.5151177343e-02	3.1003348915e-01	6.2029258348e-01	6.5675032623e-05
             1463	4.4570766266e-03	6.5151115988e-02	3.1003354047e-01	6.2029260512e-01	6.5661795593e-05
             1464	4.4570782640e-03	6.5151054678e-02	3.1003359174e-01	6.2029262675e-01	6.5648564323e-05
             1465	4.4570799006e-03	6.5150993412e-02	3.1003364298e-01	6.2029264836e-01	6.5635339472e-05
             1466	4.4570815364e-03	6.5150932191e-02	3.1003369419e-01	6.2029266996e-01	6.5622120966e-05
             1467	4.4570831715e-03	6.5150871014e-02	3.1003374536e-01	6.2029269155e-01	6.5608908524e-05
             1468	4.4570848057e-03	6.5150809881e-02	3.1003379649e-01	6.2029271312e-01	6.5595702439e-05
             1469	4.4570864392e-03	6.5150748794e-02	3.1003384758e-01	6.2029273468e-01	6.5582502492e-05
             1470	4.4570880719e-03	6.5150687751e-02	3.1003389864e-01	6.2029275623e-01	6.5569308366e-05
             1471	4.4570897038e-03	6.5150626751e-02	3.1003394967e-01	6.2029277776e-01	6.5556120351e-05
             1472	4.4570913349e-03	6.5150565796e-02	3.1003400065e-01	6.2029279928e-01	6.5542938859e-05
             1473	4.4570929652e-03	6.5150504886e-02	3.1003405161e-01	6.2029282078e-01	6.5529763422e-05
             1474	4.4570945948e-03	6.5150444020e-02	3.1003410252e-01	6.2029284227e-01	6.5516593746e-05
             1475	4.4570962235e-03	6.5150383198e-02	3.1003415340e-01	6.2029286375e-01	6.5503430048e-05
             1476	4.4570978515e-03	6.5150322420e-02	3.1003420425e-01	6.2029288521e-01	6.5490272526e-05
             1477	4.4570994787e-03	6.5150261685e-02	3.1003425506e-01	6.2029290666e-01	6.5477121410e-05
             1478	4.4571011052e-03	6.5150200995e-02	3.1003430583e-01	6.2029292810e-01	6.5463976283e-05
             1479	4.4571027308e-03	6.5150140348e-02	3.1003435657e-01	6.2029294952e-01	6.5450837681e-05
             1480	4.4571043556e-03	6.5150079745e-02	3.1003440727e-01	6.2029297093e-01	6.5437704986e-05
             1481	4.4571059797e-03	6.5150019186e-02	3.1003445793e-01	6.2029299232e-01	6.5424578520e-05
             1482	4.4571076030e-03	6.5149958671e-02	3.1003450857e-01	6.2029301370e-01	6.5411458235e-05
             1483	4.4571092255e-03	6.5149898200e-02	3.1003455916e-01	6.2029303507e-01	6.5398343777e-05
             1484	4.4571108472e-03	6.5149837773e-02	3.1003460972e-01	6.2029305642e-01	6.5385235443e-05
             1485	4.4571124682e-03	6.5149777388e-02	3.1003466024e-01	6.2029307777e-01	6.5372133145e-05
             1486	4.4571140883e-03	6.5149717048e-02	3.1003471073e-01	6.2029309909e-01	6.5359037174e-05
             1487	4.4571157077e-03	6.5149656751e-02	3.1003476119e-01	6.2029312041e-01	6.5345947421e-05
             1488	4.4571173262e-03	6.5149596499e-02	3.1003481160e-01	6.2029314171e-01	6.5332864151e-05
             1489	4.4571189441e-03	6.5149536288e-02	3.1003486199e-01	6.2029316299e-01	6.5319785952e-05
             1490	4.4571205612e-03	6.5149476121e-02	3.1003491234e-01	6.2029318427e-01	6.5306714418e-05
             1491	4.4571221775e-03	6.5149415997e-02	3.1003496265e-01	6.2029320553e-01	6.5293648678e-05
             1492	4.4571237930e-03	6.5149355917e-02	3.1003501293e-01	6.2029322677e-01	6.5280588677e-05
             1493	4.4571254078e-03	6.5149295879e-02	3.1003506317e-01	6.2029324801e-01	6.5267534595e-05
             1494	4.4571270217e-03	6.5149235885e-02	3.1003511338e-01	6.2029326923e-01	6.5254486806e-05
             1495	4.4571286349e-03	6.5149175934e-02	3.1003516355e-01	6.2029329044e-01	6.5241445331e-05
             1496	4.4571302474e-03	6.5149116026e-02	3.1003521369e-01	6.2029331163e-01	6.5228409582e-05
             1497	4.4571318590e-03	6.5149056162e-02	3.1003526379e-01	6.2029333281e-01	6.5215380196e-05
             1498	4.4571334698e-03	6.5148996341e-02	3.1003531386e-01	6.2029335397e-01	6.5202356810e-05
             1499	4.4571350800e-03	6.5148936560e-02	3.1003536389e-01	6.2029337513e-01	6.5189338776e-05
             1500	4.4571366894e-03	6.5148876823e-02	3.1003541389e-01	6.2029339627e-01	6.5176327304e-05
             1501	4.4571382980e-03	6.5148817129e-02	3.1003546386e-01	6.2029341740e-01	6.5163321898e-05
             1502	4.4571399058e-03	6.5148757477e-02	3.1003551378e-01	6.2029343851e-01	6.5150322465e-05
             1503	4.4571415129e-03	6.5148697869e-02	3.1003556368e-01	6.2029345961e-01	6.5137329109e-05
             1504	4.4571431191e-03	6.5148638303e-02	3.1003561354e-01	6.2029348070e-01	6.5124341541e-05
             1505	4.4571447246e-03	6.5148578780e-02	3.1003566336e-01	6.2029350177e-01	6.5111360307e-05
             1506	4.4571463294e-03	6.5148519298e-02	3.1003571316e-01	6.2029352283e-01	6.5098384823e-05
             1507	4.4571479334e-03	6.5148459859e-02	3.1003576291e-01	6.2029354388e-01	6.5085415330e-05
             1508	4.4571495366e-03	6.5148400463e-02	3.1003581263e-01	6.2029356491e-01	6.5072452131e-05
             1509	4.4571511391e-03	6.5148341108e-02	3.1003586232e-01	6.2029358594e-01	6.5059494240e-05
             1510	4.4571527408e-03	6.5148281796e-02	3.1003591198e-01	6.2029360694e-01	6.5046542363e-05
             1511	4.4571543418e-03	6.5148222526e-02	3.1003596160e-01	6.2029362794e-01	6.5033596588e-05
             1512	4.4571559420e-03	6.5148163299e-02	3.1003601118e-01	6.2029364892e-01	6.5020657034e-05
             1513	4.4571575414e-03	6.5148104113e-02	3.1003606073e-01	6.2029366989e-01	6.5007722983e-05
             1514	4.4571591401e-03	6.5148044969e-02	3.1003611025e-01	6.2029369085e-01	6.4994795006e-05
             1515	4.4571607380e-03	6.5147985868e-02	3.1003615973e-01	6.2029371179e-01	6.4981873433e-05
             1516	4.4571623352e-03	6.5147926810e-02	3.1003620918e-01	6.2029373272e-01	6.4968957368e-05
             1517	4.4571639316e-03	6.5147867791e-02	3.1003625859e-01	6.2029375364e-01	6.4956046806e-05
             1518	4.4571655272e-03	6.5147808816e-02	3.1003630797e-01	6.2029377454e-01	6.4943142603e-05
             1519	4.4571671221e-03	6.5147749883e-02	3.1003635732e-01	6.2029379543e-01	6.4930244361e-05
             1520	4.4571687162e-03	6.5147690991e-02	3.1003640663e-01	6.2029381631e-01	6.4917352251e-05
             1521	4.4571703095e-03	6.5147632142e-02	3.1003645591e-01	6.2029383717e-01	6.4904466530e-05
             1522	4.4571719020e-03	6.5147573334e-02	3.1003650515e-01	6.2029385802e-01	6.4891586379e-05
             1523	4.4571734939e-03	6.5147514567e-02	3.1003655436e-01	6.2029387886e-01	6.4878711672e-05
             1524	4.4571750850e-03	6.5147455842e-02	3.1003660354e-01	6.2029389969e-01	6.4865843476e-05
             1525	4.4571766754e-03	6.5147397157e-02	3.1003665268e-01	6.2029392050e-01	6.4852980292e-05
             1526	4.4571782650e-03	6.5147338514e-02	3.1003670179e-01	6.2029394130e-01	6.4840123363e-05
             1527	4.4571798539e-03	6.5147279912e-02	3.1003675087e-01	6.2029396209e-01	6.4827272098e-05
             1528	4.4571814421e-03	6.5147221352e-02	3.1003679991e-01	6.2029398287e-01	6.4814427037e-05
             1529	4.4571830294e-03	6.5147162834e-02	3.1003684892e-01	6.2029400363e-01	6.4801587636e-05
             1530	4.4571846160e-03	6.5147104358e-02	3.1003689790e-01	6.2029402438e-01	6.4788754320e-05
             1531	4.4571862019e-03	6.5147045923e-02	3.1003694684e-01	6.2029404511e-01	6.4775926811e-05
             1532	4.4571877870e-03	6.5146987527e-02	3.1003699575e-01	6.2029406583e-01	6.4763104653e-05
             1533	4.4571893715e-03	6.5146929174e-02	3.1003704462e-01	6.2029408654e-01	6.4750288716e-05
             1534	4.4571909551e-03	6.5146870862e-02	3.1003709346e-01	6.2029410724e-01	6.4737478757e-05
             1535	4.4571925379e-03	6.5146812593e-02	3.1003714227e-01	6.2029412793e-01	6.4724674891e-05
             1536	4.4571941200e-03	6.5146754363e-02	3.1003719104e-01	6.2029414860e-01	6.4711876273e-05
             1537	4.4571957015e-03	6.5146696174e-02	3.1003723978e-01	6.2029416926e-01	6.4699083692e-05
             1538	4.4571972822e-03	6.5146638026e-02	3.1003728849e-01	6.2029418990e-01	6.4686297031e-05
             1539	4.4571988621e-03	6.5146579919e-02	3.1003733717e-01	6.2029421054e-01	6.4673516126e-05
             1540	4.4572004414e-03	6.5146521853e-02	3.1003738581e-01	6.2029423116e-01	6.4660740570e-05
             1541	4.4572020199e-03	6.5146463827e-02	3.1003743442e-01	6.2029425177e-01	6.4647971063e-05
             1542	4.4572035976e-03	6.5146405842e-02	3.1003748299e-01	6.2029427236e-01	6.4635207314e-05
             1543	4.4572051746e-03	6.5146347898e-02	3.1003753153e-01	6.2029429295e-01	6.4622449344e-05
             1544	4.4572067508e-03	6.5146289995e-02	3.1003758004e-01	6.2029431352e-01	6.4609697301e-05
             1545	4.4572083263e-03	6.5146232132e-02	3.1003762852e-01	6.2029433407e-01	6.4596950852e-05
             1546	4.4572099010e-03	6.5146174310e-02	3.1003767696e-01	6.2029435462e-01	6.4584210364e-05
             1547	4.4572114751e-03	6.5146116527e-02	3.1003772537e-01	6.2029437515e-01	6.4571475506e-05
             1548	4.4572130484e-03	6.5146058786e-02	3.1003777375e-01	6.2029439567e-01	6.4558746566e-05
             1549	4.4572146208e-03	6.5146001086e-02	3.1003782209e-01	6.2029441618e-01	6.4546023753e-05
             1550	4.4572161926e-03	6.5145943427e-02	3.1003787040e-01	6.2029443667e-01	6.4533306056e-05
             1551	4.4572177637e-03	6.5145885806e-02	3.1003791868e-01	6.2029445716e-01	6.4520593966e-05
             1552	4.4572193340e-03	6.5145828227e-02	3.1003796693e-01	6.2029447762e-01	6.4507888127e-05
             1553	4.4572209037e-03	6.5145770686e-02	3.1003801514e-01	6.2029449808e-01	6.4495187329e-05
             1554	4.4572224726e-03	6.5145713186e-02	3.1003806332e-01	6.2029451853e-01	6.4482493123e-05
             1555	4.4572240407e-03	6.5145655727e-02	3.1003811147e-01	6.2029453896e-01	6.4469804433e-05
             1556	4.4572256081e-03	6.5145598308e-02	3.1003815958e-01	6.2029455938e-01	6.4457121717e-05
             1557	4.4572271748e-03	6.5145540928e-02	3.1003820767e-01	6.2029457979e-01	6.4444444757e-05
             1558	4.4572287407e-03	6.5145483589e-02	3.1003825572e-01	6.2029460018e-01	6.4431773227e-05
             1559	4.4572303060e-03	6.5145426288e-02	3.1003830374e-01	6.2029462056e-01	6.4419107136e-05
             1560	4.4572318706e-03	6.5145369027e-02	3.1003835172e-01	6.2029464093e-01	6.4406446890e-05
             1561	4.4572334344e-03	6.5145311808e-02	3.1003839968e-01	6.2029466129e-01	6.4393792730e-05
             1562	4.4572349974e-03	6.5145254629e-02	3.1003844760e-01	6.2029468163e-01	6.4381144124e-05
             1563	4.4572365597e-03	6.5145197488e-02	3.1003849548e-01	6.2029470197e-01	6.4368501031e-05
             1564	4.4572381214e-03	6.5145140386e-02	3.1003854334e-01	6.2029472229e-01	6.4355863682e-05
             1565	4.4572396823e-03	6.5145083325e-02	3.1003859117e-01	6.2029474259e-01	6.4343232015e-05
             1566	4.4572412424e-03	6.5145026303e-02	3.1003863896e-01	6.2029476289e-01	6.4330605912e-05
             1567	4.4572428018e-03	6.5144969321e-02	3.1003868672e-01	6.2029478317e-01	6.4317985596e-05
             1568	4.4572443605e-03	6.5144912379e-02	3.1003873445e-01	6.2029480344e-01	6.4305371010e-05
             1569	4.4572459185e-03	6.5144855475e-02	3.1003878214e-01	6.2029482370e-01	6.4292761698e-05
             1570	4.4572474758e-03	6.5144798611e-02	3.1003882981e-01	6.2029484395e-01	6.4280158769e-05
             1571	4.4572490323e-03	6.5144741786e-02	3.1003887744e-01	6.2029486418e-01	6.4267561187e-05
             1572	4.4572505881e-03	6.5144684999e-02	3.1003892504e-01	6.2029488441e-01	6.4254968992e-05
             1573	4.4572521432e-03	6.5144628253e-02	3.1003897261e-01	6.2029490461e-01	6.4242382856e-05
             1574	4.4572536975e-03	6.5144571548e-02	3.1003902014e-01	6.2029492481e-01	6.4229802762e-05
             1575	4.4572552511e-03	6.5144514881e-02	3.1003906764e-01	6.2029494500e-01	6.4217227761e-05
             1576	4.4572568040e-03	6.5144458252e-02	3.1003911512e-01	6.2029496517e-01	6.4204658309e-05
             1577	4.4572583562e-03	6.5144401664e-02	3.1003916256e-01	6.2029498533e-01	6.4192094925e-05
             1578	4.4572599077e-03	6.5144345114e-02	3.1003920996e-01	6.2029500548e-01	6.4179536739e-05
             1579	4.4572614584e-03	6.5144288604e-02	3.1003925734e-01	6.2029502561e-01	6.4166984360e-05
             1580	4.4572630084e-03	6.5144232132e-02	3.1003930468e-01	6.2029504574e-01	6.4154437522e-05
             1581	4.4572645578e-03	6.5144175698e-02	3.1003935200e-01	6.2029506585e-01	6.4141896139e-05
             1582	4.4572661064e-03	6.5144119303e-02	3.1003939928e-01	6.2029508595e-01	6.4129360542e-05
             1583	4.4572676544e-03	6.5144062948e-02	3.1003944653e-01	6.2029510604e-01	6.4116830557e-05
             1584	4.4572692016e-03	6.5144006630e-02	3.1003949375e-01	6.2029512611e-01	6.4104306103e-05
             1585	4.4572707480e-03	6.5143950354e-02	3.1003954094e-01	6.2029514617e-01	6.4091787771e-05
             1586	4.4572722937e-03	6.5143894115e-02	3.1003958809e-01	6.2029516623e-01	6.4079274560e-05
             1587	4.4572738388e-03	6.5143837913e-02	3.1003963522e-01	6.2029518626e-01	6.4066767149e-05
             1588	4.4572753832e-03	6.5143781752e-02	3.1003968231e-01	6.2029520629e-01	6.4054265462e-05
             1589	4.4572769269e-03	6.5143725627e-02	3.1003972937e-01	6.2029522631e-01	6.4041768768e-05
             1590	4.4572784699e-03	6.5143669541e-02	3.1003977640e-01	6.2029524631e-01	6.4029277387e-05
             1591	4.4572800121e-03	6.5143613494e-02	3.1003982340e-01	6.2029526630e-01	6.4016791895e-05
             1592	4.4572815536e-03	6.5143557486e-02	3.1003987037e-01	6.2029528628e-01	6.4004312350e-05
             1593	4.4572830944e-03	6.5143501517e-02	3.1003991730e-01	6.2029530625e-01	6.3991838257e-05
             1594	4.4572846344e-03	6.5143445585e-02	3.1003996421e-01	6.2029532620e-01	6.3979369786e-05
             1595	4.4572861738e-03	6.5143389692e-02	3.1004001108e-01	6.2029534614e-01	6.3966906679e-05
             1596	4.4572877125e-03	6.5143333836e-02	3.1004005793e-01	6.2029536608e-01	6.3954449624e-05
             1597	4.4572892504e-03	6.5143278018e-02	3.1004010474e-01	6.2029538599e-01	6.3941997800e-05
             1598	4.4572907876e-03	6.5143222239e-02	3.1004015152e-01	6.2029540590e-01	6.3929551617e-05
             1599	4.4572923241e-03	6.5143166498e-02	3.1004019827e-01	6.2029542580e-01	6.3917111073e-05
             1600	4.4572938599e-03	6.5143110795e-02	3.1004024499e-01	6.2029544568e-01	6.3904675968e-05
             1601	4.4572953950e-03	6.5143055130e-02	3.1004029168e-01	6.2029546555e-01	6.3892246612e-05
             1602	4.4572969293e-03	6.5142999504e-02	3.1004033833e-01	6.2029548541e-01	6.3879822619e-05
             1603	4.4572984630e-03	6.5142943915e-02	3.1004038496e-01	6.2029550526e-01	6.3867404544e-05
             1604	4.4572999960e-03	6.5142888363e-02	3.1004043156e-01	6.2029552509e-01	6.3854991807e-05
             1605	4.4573015283e-03	6.5142832850e-02	3.1004047812e-01	6.2029554492e-01	6.3842584827e-05
             1606	4.4573030599e-03	6.5142777374e-02	3.1004052465e-01	6.2029556473e-01	6.3830183032e-05
             1607	4.4573045908e-03	6.5142721936e-02	3.1004057116e-01	6.2029558453e-01	6.3817786793e-05
             1608	4.4573061209e-03	6.5142666537e-02	3.1004061763e-01	6.2029560432e-01	6.3805396050e-05
             1609	4.4573076504e-03	6.5142611176e-02	3.1004066407e-01	6.2029562409e-01	6.3793010378e-05
             1610	4.4573091792e-03	6.5142555850e-02	3.1004071048e-01	6.2029564386e-01	6.3780630171e-05
             1611	4.4573107073e-03	6.5142500563e-02	3.1004075686e-01	6.2029566361e-01	6.3768256145e-05
             1612	4.4573122347e-03	6.5142445314e-02	3.1004080321e-01	6.2029568335e-01	6.3755887383e-05
             1613	4.4573137614e-03	6.5142390102e-02	3.1004084953e-01	6.2029570308e-01	6.3743524161e-05
             1614	4.4573152875e-03	6.5142334928e-02	3.1004089582e-01	6.2029572280e-01	6.3731166230e-05
             1615	4.4573168128e-03	6.5142279790e-02	3.1004094208e-01	6.2029574250e-01	6.3718813799e-05
             1616	4.4573183374e-03	6.5142224691e-02	3.1004098831e-01	6.2029576220e-01	6.3706466825e-05
             1617	4.4573198614e-03	6.5142169628e-02	3.1004103450e-01	6.2029578188e-01	6.3694124906e-05
             1618	4.4573213846e-03	6.5142114604e-02	3.1004108067e-01	6.2029580155e-01	6.3681788746e-05
             1619	4.4573229071e-03	6.5142059617e-02	3.1004112681e-01	6.2029582121e-01	6.3669457919e-05
             1620	4.4573244290e-03	6.5142004665e-02	3.1004117292e-01	6.2029584086e-01	6.3657132759e-05
             1621	4.4573259501e-03	6.5141949750e-02	3.1004121899e-01	6.2029586049e-01	6.3644812683e-05
             1622	4.4573274705e-03	6.5141894874e-02	3.1004126504e-01	6.2029588012e-01	6.3632498724e-05
             1623	4.4573289903e-03	6.5141840034e-02	3.1004131106e-01	6.2029589973e-01	6.3620189869e-05
             1624	4.4573305093e-03	6.5141785231e-02	3.1004135704e-01	6.2029591933e-01	6.3607886649e-05
             1625	4.4573320277e-03	6.5141730465e-02	3.1004140300e-01	6.2029593892e-01	6.3595588959e-05
             1626	4.4573335453e-03	6.5141675736e-02	3.1004144892e-01	6.2029595850e-01	6.3583296762e-05
             1627	4.4573350623e-03	6.5141621044e-02	3.1004149482e-01	6.2029597806e-01	6.3571009948e-05
             1628	4.4573365785e-03	6.5141566388e-02	3.1004154069e-01	6.2029599762e-01	6.3558728770e-05
             1629	4.4573380941e-03	6.5141511770e-02	3.1004158652e-01	6.2029601716e-01	6.3546453256e-05
             1630	4.4573396089e-03	6.5141457189e-02	3.1004163233e-01	6.2029603669e-01	6.3534183141e-05
             1631	4.4573411230e-03	6.5141402644e-02	3.1004167810e-01	6.2029605621e-01	6.3521918173e-05
             1632	4.4573426365e-03	6.5141348136e-02	3.1004172385e-01	6.2029607572e-01	6.3509658863e-05
             1633	4.4573441493e-03	6.5141293665e-02	3.1004176956e-01	6.2029609522e-01	6.3497405123e-05
             1634	4.4573456613e-03	6.5141239231e-02	3.1004181525e-01	6.2029611470e-01	6.3485156366e-05
             1635	4.4573471728e-03	6.5141184833e-02	3.1004186091e-01	6.2029613417e-01	6.3472913366e-05
             1636	4.4573486835e-03	6.5141130473e-02	3.1004190653e-01	6.2029615364e-01	6.3460675397e-05
             1637	4.4573501935e-03	6.5141076147e-02	3.1004195213e-01	6.2029617309e-01	6.3448442350e-05
             1638	4.4573517030e-03	6.5141021858e-02	3.1004199770e-01	6.2029619253e-01	6.3436214805e-05
             1639	4.4573532117e-03	6.5140967604e-02	3.1004204324e-01	6.2029621195e-01	6.3423992941e-05
             1640	4.4573547197e-03	6.5140913388e-02	3.1004208874e-01	6.2029623137e-01	6.3411776467e-05
             1641	4.4573562270e-03	6.5140859210e-02	3.1004213422e-01	6.2029625078e-01	6.3399565379e-05
             1642	4.4573577336e-03	6.5140805065e-02	3.1004217967e-01	6.2029627017e-01	6.3387359434e-05
             1643	4.4573592396e-03	6.5140750958e-02	3.1004222509e-01	6.2029628955e-01	6.3375159069e-05
             1644	4.4573607449e-03	6.5140696886e-02	3.1004227048e-01	6.2029630892e-01	6.3362964085e-05
             1645	4.4573622495e-03	6.5140642851e-02	3.1004231584e-01	6.2029632828e-01	6.3350774884e-05
             1646	4.4573637534e-03	6.5140588853e-02	3.1004236117e-01	6.2029634763e-01	6.3338590618e-05
             1647	4.4573652566e-03	6.5140534892e-02	3.1004240647e-01	6.2029636697e-01	6.3326411535e-05
             1648	4.4573667591e-03	6.5140480966e-02	3.1004245175e-01	6.2029638629e-01	6.3314237729e-05
             1649	4.4573682610e-03	6.5140427076e-02	3.1004249699e-01	6.2029640560e-01	6.3302069283e-05
             1650	4.4573697623e-03	6.5140373221e-02	3.1004254220e-01	6.2029642491e-01	6.3289906225e-05
             1651	4.4573712629e-03	6.5140319402e-02	3.1004258739e-01	6.2029644420e-01	6.3277748447e-05
             1652	4.4573727627e-03	6.5140265619e-02	3.1004263254e-01	6.2029646348e-01	6.3265596168e-05
             1653	4.4573742619e-03	6.5140211872e-02	3.1004267767e-01	6.2029648275e-01	6.3253449153e-05
             1654	4.4573757604e-03	6.5140158160e-02	3.1004272277e-01	6.2029650201e-01	6.3241307192e-05
             1655	4.4573772582e-03	6.5140104486e-02	3.1004276783e-01	6.2029652125e-01	6.3229171311e-05
             1656	4.4573787553e-03	6.5140050847e-02	3.1004281287e-01	6.2029654049e-01	6.3217040241e-05
             1657	4.4573802518e-03	6.5139997243e-02	3.1004285788e-01	6.2029655971e-01	6.3204914474e-05
             1658	4.4573817477e-03	6.5139943674e-02	3.1004290286e-01	6.2029657892e-01	6.3192793566e-05
             1659	4.4573832428e-03	6.5139890142e-02	3.1004294781e-01	6.2029659812e-01	6.3180678508e-05
             1660	4.4573847372e-03	6.5139836646e-02	3.1004299273e-01	6.2029661731e-01	6.3168568709e-05
             1661	4.4573862310e-03	6.5139783184e-02	3.1004303763e-01	6.2029663649e-01	6.3156464336e-05
             1662	4.4573877241e-03	6.5139729759e-02	3.1004308249e-01	6.2029665566e-01	6.3144364853e-05
             1663	4.4573892165e-03	6.5139676369e-02	3.1004312733e-01	6.2029667482e-01	6.3132270935e-05
             1664	4.4573907083e-03	6.5139623013e-02	3.1004317213e-01	6.2029669396e-01	6.3120181808e-05
             1665	4.4573921994e-03	6.5139569694e-02	3.1004321691e-01	6.2029671310e-01	6.3108098340e-05
             1666	4.4573936898e-03	6.5139516409e-02	3.1004326166e-01	6.2029673222e-01	6.3096020311e-05
             1667	4.4573951796e-03	6.5139463160e-02	3.1004330638e-01	6.2029675133e-01	6.3083947565e-05
             1668	4.4573966686e-03	6.5139409947e-02	3.1004335107e-01	6.2029677043e-01	6.3071879955e-05
             1669	4.4573981570e-03	6.5139356769e-02	3.1004339573e-01	6.2029678952e-01	6.3059817287e-05
             1670	4.4573996448e-03	6.5139303626e-02	3.1004344037e-01	6.2029680860e-01	6.3047760072e-05
             1671	4.4574011319e-03	6.5139250518e-02	3.1004348497e-01	6.2029682767e-01	6.3035708150e-05
             1672	4.4574026183e-03	6.5139197444e-02	3.1004352955e-01	6.2029684672e-01	6.3023661369e-05
             1673	4.4574041041e-03	6.5139144407e-02	3.1004357410e-01	6.2029686577e-01	6.3011619996e-05
             1674	4.4574055892e-03	6.5139091404e-02	3.1004361862e-01	6.2029688480e-01	6.2999583668e-05
             1675	4.4574070736e-03	6.5139038436e-02	3.1004366311e-01	6.2029690383e-01	6.2987552111e-05
             1676	4.4574085573e-03	6.5138985504e-02	3.1004370757e-01	6.2029692284e-01	6.2975527134e-05
             1677	4.4574100404e-03	6.5138932606e-02	3.1004375201e-01	6.2029694184e-01	6.2963506570e-05
             1678	4.4574115228e-03	6.5138879744e-02	3.1004379641e-01	6.2029696083e-01	6.2951491531e-05
             1679	4.4574130046e-03	6.5138826916e-02	3.1004384079e-01	6.2029697981e-01	6.2939481414e-05
             1680	4.4574144857e-03	6.5138774123e-02	3.1004388514e-01	6.2029699878e-01	6.2927476647e-05
             1681	4.4574159662e-03	6.5138721365e-02	3.1004392946e-01	6.2029701774e-01	6.2915476581e-05
             1682	4.4574174460e-03	6.5138668640e-02	3.1004397375e-01	6.2029703668e-01	6.2903481984e-05
             1683	4.4574189252e-03	6.5138615951e-02	3.1004401801e-01	6.2029705562e-01	6.2891492646e-05
             1684	4.4574204037e-03	6.5138563297e-02	3.1004406225e-01	6.2029707454e-01	6.2879508378e-05
             1685	4.4574218816e-03	6.5138510677e-02	3.1004410646e-01	6.2029709346e-01	6.2867528705e-05
             1686	4.4574233587e-03	6.5138458092e-02	3.1004415064e-01	6.2029711236e-01	6.2855555235e-05
             1687	4.4574248352e-03	6.5138405541e-02	3.1004419479e-01	6.2029713125e-01	6.2843586192e-05
             1688	4.4574263111e-03	6.5138353025e-02	3.1004423891e-01	6.2029715013e-01	6.2831622474e-05
             1689	4.4574277864e-03	6.5138300542e-02	3.1004428301e-01	6.2029716900e-01	6.2819664199e-05
             1690	4.4574292609e-03	6.5138248095e-02	3.1004432707e-01	6.2029718786e-01	6.2807711008e-05
             1691	4.4574307348e-03	6.5138195682e-02	3.1004437111e-01	6.2029720671e-01	6.2795763143e-05
             1692	4.4574322080e-03	6.5138143303e-02	3.1004441512e-01	6.2029722555e-01	6.2783820408e-05
             1693	4.4574336806e-03	6.5138090958e-02	3.1004445910e-01	6.2029724437e-01	6.2771882597e-05
             1694	4.4574351525e-03	6.5138038647e-02	3.1004450306e-01	6.2029726319e-01	6.2759949933e-05
             1695	4.4574366238e-03	6.5137986370e-02	3.1004454699e-01	6.2029728200e-01	6.2748022229e-05
             1696	4.4574380945e-03	6.5137934127e-02	3.1004459089e-01	6.2029730079e-01	6.2736100089e-05
             1697	4.4574395644e-03	6.5137881921e-02	3.1004463476e-01	6.2029731957e-01	6.2724183882e-05
             1698	4.4574410337e-03	6.5137829747e-02	3.1004467860e-01	6.2029733835e-01	6.2712271699e-05
             1699	4.4574425023e-03	6.5137777606e-02	3.1004472242e-01	6.2029735711e-01	6.2700364799e-05
